,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X600111.SH,X600795.SH,X600362.SH,X600188.SH,X002466.SZ,X601991.SH,X600547.SH,X600660.SH,X600516.SH,X000898.SZ,X000709.SZ,X300072.SZ,X600886.SH,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X600219.SH,X600489.SH,X600339.SH,X600549.SH,X600352.SH,X002092.SZ,X000553.SZ,X000630.SZ,X601158.SH,X000825.SZ,X000792.SZ,X000983.SZ,X000883.SZ,X000807.SZ,X000723.SZ,X600176.SH,X002271.SZ,X600299.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263198427863676,0,0,0,0,0,0,0.022375265255873,0,0,0,0,0,0,0,0,-0.0518661301626589,0,0,-0.0346751993461205,0,0,0,0,0,0,0,0.0509355562838867,-0.071541059315435,0,0,0,0,0,-0.00628187559605375,-0.0153577418718794,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.162304711285969,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.044813642308357,0,-0.0500948412527986,0,0,0,0,0,0.0020522330303255,-0.313697463514023,0,0,0,0,-0.0402041370949572,0,0,0,0,0,0,0,0,0,0,0.0163916232938583,0,0,0,-0.0764193357759666,0,0,0,-0.00485826578365722,-0.0581525784702771,0,0,0,0,0
X601088.SH,0,0,0,0.0114816383174362,-0.018967680198506,0,0,0.017750742239581,0,0,0,0,0,0,0,0,0,0,0.0152889506703503,0,0,0,0,0.0306559847402917,0,0,0,0,0,0,0,-0.00766368019572711,-0.0103405176955891,0,0,0,0,0,0,0,0,-0.0124318515457384,0,0,0,0,0,0,0,0,-0.00420801927273013,0.00837649705338702,0,0,0,0.126166996032825,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.328274756714419,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0456527239077334,-0.0436328108277311,0,0,0,0,0,0,0,0,0.340452434520394,0,0,0,0.0141880006017042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00767554372336847,0.0144449227650345,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0970535217562613,0,0,0,0,0,0,0,0.0599378835405665,0,0.129718817510147,0,0,0,0,0,0,0.155178224845816,0,0,0,0,0,0.0492242514582184,-0.105945812023983,0,0,0,0,0.0240721653255524,0,0,0,0,0,0,0,0,-0.00975203625521384,0.0323334940021429,0,0,0,0,0,0
X600585.SH,0,0.161992461859854,0,0,0,0,-0.0870688516626437,0,0.287023952906111,0,0,0.0576638421917412,0,0,0.253519993928394,0,0,0,0,0.116812548902029,-0.0181635071835552,0,0,0,0.0367485221977899,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00186811770636722,0,0,0,0,-0.0834320707370165,0,0,0.00542323847039559,0,0,0.139080076930414,0,0,0,0.006030186478533,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138001105658402,0,0,0,0,0.0495371647169617,0,0,-0.0257833334287662,0,0,0,0,0,0.145582978402283,0,0,0,0,0,0.00555944508442212,0,0,0,0,0,0.0709055103348566,0,0.248341602303216,0,0,0,0,0,0,-0.00720248200611932,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0153334804071995,0,0,0,0,0,0,0,-0.0581357076777096,0,0,0,0,0.403604833271586,0.0527603029849937,0.0254514647501379,-0.0124406834706803,0,0,0,0,0,0.00591293474552003,0,0,-0.0224545694431523,0,0,0.0131590290659444,0,0.176605362811931,0,0.133531012013642,0,0,0,0,0,0,0,0,0.132599624177702,0,0,0,0,0.0284627372142961,-0.0728053658998132,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828356267447193,0.0809273469413987,0,-0.0340481715914647,0.247799158787176,0.0801417216673913,0,0,0.117069233759049,0,0,0.0406211578107596,0,-0.0923685935404817,0,0,0,0,0,0,0.160129650540029,0,0,0,0,0,0,0,0.129568490712427,0,0,0.0678087798979836,0,0,0,-0.00132142079193812,0,0,0,0,0,0,0
X601898.SH,0,-0.103985305607578,0,0.243583223430848,0,0,0.178200064676339,0,0,0,0,0,0.0139852820752966,0,0.0171516414897364,0,0,0,0,0,0,0.135996174539791,0.00995719641509133,0,0,0,0,0,0,0,0,0,0,0,0,0.0223912509458499,0,0,0,0,0,0.078462568089184,0,0,0,0,0,0,0,0,-0.00258124893228628,0,0,0,0,0,0,0
