,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X002460.SZ,X600111.SH,X600795.SH,X600362.SH,X000301.SZ,X002466.SZ,X600489.SH,X600160.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X600219.SH,X600426.SH,X000877.SZ,X000983.SZ,X000408.SZ,X600176.SH,X002128.SZ,X601699.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X002353.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.59096941222565,0,0.0538253868131289,0,0,0,0,0,0,0,0,0,0.056167188124072,0,0,0,0.44376964784201,0,0,0,0,0,0,0,0,0,0,0,-0.022592958519979,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981499679305378,0,-0.0178768553726695,0,0,0,0,-0.0156858816508434,0,0,0,0,-0.0461983535523643,0,0
X601088.SH,0,0,0,0,0.457235918960577,0,0,0,0,0,0,0,0,0,0,0,-0.0982444321204759,0,0,0,0,0,0.00194909484354534,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.150489321649193,0,0,0,0,0,0,0.0142962086603443,0.0474286390327925,0,0,0,0,-0.00628778054800831,0,0,0,0,0,0,0,-0.0243571300658394,0,0
X600028.SH,0.410926499126983,0,0,0,0.217742923106378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141884391724866,0,0,0,0,0,0.0666302295875421,0,0,0,0,0,0,0,0,0,0.0382301309351048,0,0,0,0,0.044134815768327,0,0,0,0,0,0,0,0.134796823646471,0,0,0,0,0,0,-0.052476403539043,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699444703463115,0,0,0,0,0,0,0,0.212242290143567,0,0,0,0,0,0,0,0.150616387076969,0.0715287123336486,0,0.0181607985899379,0,0,0.0893266565317254,0,0,0,0,0,0,0,0.00114830065034653,0,0,0.104161918765368,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.124875370022153,0.0346492457384912,0,0,0,0,0,0.124508888876704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194069845033513,0.0244256182237668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085878149922447,0,-0.0323901471274598,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499275838176898,0,0,0,0,0.25744594597785,0,0,0,0,0,0,0,0,0,0.153316668071464,0.295665369882894,0,0,0,0.0117374566363421,0,0,0,0.165589505066573,0,0,0,0,0,0,0,0,0.125245984165111,0,0,-0.0385078295975246,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102612200964869,0,0,0.17397867936333,0,0.00629694515691794,0.226549420719621,0,0,-0.00384638594475118,0,0,0.241952051332286,0,-0.0389651059041348,0,0,0,-0.0386125949834899,-0.214079307881435,0,0,0,0,0,-0.20351759210052,0,0,0,-0.0634304355236858,0,0,0,0,0,-0.0172244305801207,-0.0542689848921239,0,0,0,-0.00981653984730462,0,0
X600019.SH,0.264274975117408,0,0,0,0,0,0,0,0,0.220720020377055,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0784748779409173,0,0,0,0,0.0961078894204277,0,0,0,0,0,0,0.0967955179584165,0,0,0,0,0,0,0,0,0,0,0,0.070462294607715,0,0,0,0,0,0,0,0,0,0,0,0,-0.00807311955243102,0,0
X600585.SH,0,0,0,0,0.243035012271283,0.125440358273749,0,0,0,0,0,0,0,0.0635937871838696,0,0,0,0,0,0.017915958854017,0,0,0,0.0220041784387224,0,0,0,0,0,0,0,0.262618290415818,0,0,0,0,0,0,0.0890207428546091,0,0,0,0,0,0,0,0.00396220623712996,0,0,0,0,0,0,0,0,0,-0.0266397262364882,0,0
X601600.SH,0,0,0,0,0,0,0,0.218250251471335,0,0,0,0,0,0,0,0,0,0,0.487829017183415,0,0,0,0,0,0,0,0,0,0.298802066595175,0.367061626088141,0,-0.0539180991550247,0,0.0401236844452632,0,0,0.030987320361759,0,0,0,0,0.010899746502038,0,0,0,-0.228916291295391,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0872210707409499,0,-0.0380511229919461,0,0,0.610327288092508,0,0,0,0,0,0,0.00234646577152028,0,0,-8.67361737988404e-19,0,0,0,0.0216608195339876,0,0,0,0.096776448477769,0,0,0,0,0,0,0,0,0,-0.149861992716866,0,0,0,0,0,-0.00712351078201571,0.0294558099350277,0,0,0,-0.00177837843473089,0,0
X600547.SH,0,0,0,0,0,0.103315863334783,0,0,0,0.0572620897474496,0,0,0,0,0,0.0355430943436718,0,0,0,0,0,0.712715426188669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226011147346332,0,0,0,0,0,0,0,-0.0339240440222025,0.0148243072081939,0,0,0,0,0,0,0,0.0208583465958661,0,0,0,-0.0134070632051131,0,0
X600011.SH,0,0,0,0,0,0,0,0.190075519493496,0,0.0083565692299776,0.00900555994933868,0,0,0,0,0,0,0,0,0.0369595097565666,0,-0.023835333708807,-0.0200599284300135,0,0,0.409062390101975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602109394380182,0,0,0.0364598242519388,0,0,0,0,-0.0231076313808774,0,0.0530886821147884,0,0,-0.0217739356154514,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.196324790751394,0,0,0.14667561329797,0.202906293868663,0.071832364223486,0,0,0,0.0244178681803091,0,0.0108096244964071,0.104322429250443,0,0,0,0.0233127649658555,0,0,0,0,0,0.178302837087665,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0276864955136597,0.0048233565270734,0,0,0.0330965424684628,0,0.0317951085297075,0,0.00514634152556479,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11195461093252,0,0,0,0.0237010666919524,0,0,0,0,0,0,0,0,0,0,0.1022274840637,0,0,0,0,0,0,0,0,0,0,0,0.305958930951605,0,0.122357338963746,0,0,0.0949482798920767,0,0,-0.0889370466772354,0,0,0,0,0.0611645951273689,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.112537273849792,0,0,0,0.403583604925058,0,0,0,0,0,0,0.657052277773416,0,0,0.00653741439230193,0,0,0,0,0,0,0.252594636474608,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532439048463565,0,-6.93889390390723e-18,0,0,0.0679445584104402,0,0,0,0,0.00413637385985523,0.0850464230751335,0,-0.0287019211316048,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0866711044491253,0,0,0,0,0.0342076178993723,0,0,0,0,0,0.0374850247095405,0,0,0,0,0,0,0,0.048936923881792,0,0,0.0400989239308458,0,0,0,0,0,0,0,0,0,0,0,0.119432373355311,0.031918749926439,0,0.0547900789784142,0,0.444492193050831,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.135949141112159,0,0,0,0,0.0176961791346424,0,0,0,0,0.39541330558071,0,0,0,0,-0.0207329337198937,0,0,0,0,0,0.00120930542507041,0,0,0,0.321184534936499,0.0409342206072628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101375077539377,0,0,0,0,0,0,0,-0.000165961447004759,-0.0756371041601646,0,0,0,0.00799849857079344,0,0
X600362.SH,0.162936987460888,0.0291902989278214,0,0.252382512205681,0,0,0,0.0706271619749019,0,0.156471142063874,0,0,0,0,0,0.00871088206060849,0,0,0,0,0.084428475879797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117256331629629,0,0.0724546953788169,0,0,0,0,0,0,0,0,0,0,0,0,0.0486020783511703,0,0,0,0.0154665661960818,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194468043984815,0.0651009753046194,2.77555756156289e-17,0,0,0,0,0.147700624689216,0,0,0,0,0,-0.207163782198018,0.313051164212916,0,0,0,0,0,0.49861311538919,0,0,0,0.193691552308133,0,0,0,-0.152869526613326,-0.408387687334474,0,0,0,0.659083932894471,0,0,0,-0.077157875440448,-0.0236396878038063,0,0,0,0.0627841609385476,0,0
X002466.SZ,0,0,0,0,0,0.0637843588687791,0,0,0,0,0,0,0,0,0,0.774742727722045,0,0,0,0,0,-0.0570489178884203,0,0,0,0,0,0,0,0,0,0,0,0,0.109665527133926,0,0,0,0,0,0,0,0,0.0917928786074334,0.0763355534946854,-1.0842021724855e-19,0.114063491315334,0,0,0,0,0,-0.0750454581325626,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.135737107321992,0,0.0963700531442942,0,0,0,0,0.852509834963813,0,-0.0176139625466372,0,0,0,0,0,0.0385307017303989,0,0,0,0,0.0105596378914959,0,0,0,0,0.0864007446401953,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0820142354160965,0,0.0479231720314998,0,0,0,0.0612179877807647,0,0,0,0,-0.0557314214208367,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0.0560281273906607,0,0,0,0,0,0,0,0,0.0700585799273985,0,0,0,0.0997830579862764,2.16840434497101e-19,0,0,0,0,-0.0558093176905857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336896604271169,0.167129807081441,0.178700297458059,-0.0295460997293381,0.350314906162425,0,0,0,0,0,0,0,0.129690246001728,0,0,0,-0.0560526675942511,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115100566107966,0,0,0,0,0,0,0,0,0.0353173390349011,0.139047019478851,0,0.136682364862274,0,0,0.0901343940186963,0,0.341303920192149,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0683436042720171,0,0.0372454275356101,0,0,0,0,0,0,0,0,0,0,-0.00511769321250564,0,0
X600803.SH,0,0,0,0.57162325293472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238995861139474,0.156399231463455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702505986968931,-0.0268876930529135,0,0,0,0,0,0,0,0.0303666664924583,0,0,-0.0372286206793621,0,-0.0808855197615594,0,0
X600027.SH,0,0,0,0,0,0.0343490961404035,0,0,0,0,0,0.0313052942949848,0,0,-0.0528017011366647,0.0384709005414622,0,0.194136164176784,0,0,0,0.0178530401715507,0,0,0,0,0,0,0,0.267147812946209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708808141577124,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246313762081711,0,0
X601991.SH,0,0,0.125730348150281,0,0.0333823549468812,0,0,0,0,0,0,0,0.406207253663893,0,0,0,0,0,0,-0.0170286548462777,0,0,0,0,0,0,0,0,0,0,0,0,0.198157194308188,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.172792421438248,0,0,0,0,0,0.0256946091586879,0.00290840077086493,0,0,-0.00929747733043458,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.189754292662499,0.391960975287479,0,0,0,0,0,0,0,0,0,0,-0.0343635061175992,0,0,0,-0.101081583844644,0,0,0,0,0,0.242443943234112,0.137481584486352,0,0,0,0,0,0,0,0,0,0.00494955829649266,-0.0814874203268794,0,0,0.0436904453515337,0,0,0,0,0,-0.217124892120241,0,-0.215179457347433,0,0,-0.00892241941766137,0,0
X000807.SZ,0,0,0,0,0,0,0,-0.0847192141416754,0,0.28649125755519,0,0,0,0,0,0,0,0,0,0.0728665907537411,0,0,0,0,0,0,0,0,0,0,0,-0.00925350282253902,0,0,0,0,0,0,0,0,0,0.464702004172363,0.0642907479955591,0,0,0,0,0,0,0,0,0,-0.0780743493313277,0,0,0,0.00616225530065234,0,0
X600219.SH,0,0,0,0,0,0,0,0.0937769089181847,0,0.488600687613122,0,0,0,-0.0875448507891526,0,0,0.132268053174261,0,0,0,0,0,0,0,0,0.0550657108366761,0,0,0,0,0,0.125472160842312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563308581641178,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814588043598187,0,0.000877945489468668,0,0,0,0,0.0834462090102128,0,0,0,0,0,0,0.219465102191142,0.0442535151988938,8.67361737988404e-19,0,0,0,0,0.180743220174455,0.106783844190512,0.0350216598060221,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354144956120595,0,0
X000877.SZ,0,0,0,-0.166084507413772,0,0,0,0.0991809300642211,0.0363396715490326,0,0,0,0,0,0,0,0,0,0,0,-0.0449370540082417,0.210001592484947,0.123519999203595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510294575792907,0,0,0.15493103473394,0,0,0,0.0395578567851432,0,0,0,-0.0169179423760338,0,0
X000983.SZ,0,0,0,0,0,0.0150432763372692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363776861474874,0.149142517384892,0,0,0,0,0,0,0,0,0,0,0,0.35568409989008,0.0501867351569813,0,0,0.0357515576378948,0.232971756539328,0,0,0,0,0,0,0.0159277142178637,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X000408.SZ,0,0,0,0.0795625956370441,0,0,0,0,0,0,0,0,0,0,0,0.0100811823280396,0,0,0,0,0,0,0.00719092524478556,0,0.05701161748275,0,0,0,0,0,0,0,0,0,0,0,0,0.0985074590326909,0,0,0.0886640753254875,0.317600402975935,0,0,0,0,0,0,0.104011409501059,0,0,0,0,0,0,0,-0.00132954977156751,0,0
X600176.SH,0,0,0,0.14705017130543,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.103082458315979,0,0.118458312446966,0,0,0,0,0,0,0,0.20828960161884,0.0614817916187291,0,0,0,0,0,0,0,0,0.122967008633859,0,0.0974089193071977,0.0271542142884422,0,0,0,0,-8.67361737988404e-19,0,0,0,0.044359357408473,0,0,0,0,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00843923330926312,0,0,0,0.00762146861689518,0,1.73472347597681e-18,0.0249677540076958,0,0.189665536869112,0,0,0,0,0,0,0,0,0,0,0,0.140847294737635,0,0,0,0.0933482330381928,0.443639497729676,0.014225401062814,-0.055661806637344,0,0,0,0,0,0,0,0,0.0811407734288642,0,0,0,0.0498244961183269,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225208174391846,0,0,0,0,0.194408007131137,0,0.123003613763842,0,0,0,0,0,0,0,0,0,0,0.275824200748986,0.0579182568478546,0,0,0,0,0,0.234633576362005,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0135129683580463,0,0,0,0,0.0365462939467298,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050742202381744,0.0166898613157827,0,0,0.469307071598829,0,0,0,0,0,0,0,0,0,0,0.0777596455691805,0,0.0414796627340069,0.183648759149552,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123738799576421,0,0,0,-0.0773183028447829,0,0,-0.00793332463642939,0,0
X600096.SH,0,0,0,0,0,0,0,0,0.200173189736249,0,0,0,0,0.176648248402982,0,0.0106701177352664,0,0,0,0.0862025973950706,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218805063722858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601168.SH,0.11418299375551,0,0,0,0,0,0,0,0,0.199618667061012,0,0,0,0,0,0,0,0,0,0,0,0.0508912660496626,0.131958300990803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130472425329749,0,0,0,0.0351468097258301,0,0,0,0,0,0,0.0449953294095919,0,0,0,0,0,0,0,0.0301755052409602,0,0
X600985.SH,0,0,0,0,0,0.260546209254403,0,0.0132871163428698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967961369246704,0,0,0,0,0,0,0,0,0,0.291449226498821,0.0137402887812516,0,0.0040096145055612,0,0,0,0.134968932303951,0,0.0622819906811971,0,3.46944695195361e-18,-0.0926238759378999,0,0.0381954092709129,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.000483084076784075,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0.152324915490316,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.103572968198054,0,0,0.105590627725893,0,0,0,0,0.0596683751843352,0.308174919621916,0,0,0,0,0.0193127342729166,0,0,0,0,0,0,0.125429805132355,0,0,0,0,0,0,0,0.0686622627582096,0,0,-0.0474391785362279,0,0,0,0,-0.0069605814726812,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288203767781194,0,0,0,0,-0.13342220533416,0,0,0,0,0,0,0,0,0.0575727620608174,-0.138225479118281,0,0,0.453436117831875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244972565576779,0,0,0,-0.078669685349271,0.0526847803586377,0,0,0,0,0
X600157.SH,0,0,0,0.046266264313651,0,0,0,0,0,0.0315473237274257,0,0,0.175164540336387,0,0.340937879749859,0,0,0,0,0,0.0229232937339004,0,0,0,0,0,0,0,0,0,0,0.0653026013342478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16351611875278,0.096471018288762,0,0,0,0,-0.0492534088588015,0,0,0,0,0.0712103302541386,0,0
X600378.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414457924062341,0.115507326826898,0.279385172325721,0.196769266169757,0,0.058005015608232,0.097821748309474,0,0,0,0,0,0,0,0,0,0,0,0,0.0407745220734261,0,0,0,0,0.048802647380919,0,0.0717203104111446,0,0,0,0,0,-0.151194696351965,0,0,0,0,-0.0600196149424577,0,0
X002271.SZ,0,-0.0742046698551461,0,4.33680868994202e-19,0,-0.0454861767795055,0,0,0,0,0,0,0,0.0843986729551439,0,0.12028737349106,0,0,0,0.182416574334299,0,0,0,0,0,0,0,0,0,0,0,0.399164096473718,0,0,0,0,0,0,0,0,0,0,0,0.0977640790977735,0,0,0,0,-0.0441496383691928,0,0,-0.103104182579848,0,0,0,0,0,0,0
