,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002271.SZ,X600111.SH,X600027.SH,X601992.SH,X002460.SZ,X002466.SZ,X000723.SZ,X600176.SH,X002353.SZ,X600516.SH,X600583.SH,X000898.SZ,X600299.SH,X600489.SH,X600426.SH,X000709.SZ,X601158.SH,X000883.SZ,X600219.SH,X600612.SH,X000792.SZ,X000629.SZ,X000553.SZ,X000027.SZ,X000825.SZ,X000630.SZ,X600808.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0304758268768775,0.126340167471582,0,0,0,0,0,0,0,0,0,0.099857283258413,0,0,0,0,0.0630739414852324,0.0336152301669614,0,0,0,0,0.021926771616375,0.0086454948958024,0.0944444926007977,0,0,0.0251439665910249,0,0,0,0,0,0,-0.0265636918514862,0,0,0,0,0,0,0,0,-0.0141252020630544,-8.67361737988404e-19,0,0,0,0.00527199359841174,0,0
X600028.SH,0.127623353976822,0,0,0,0,0,0,0,0,0.0646934342028724,0,0,0,0,0,0,0,0,0,0.0553019714688971,0,-0.00818242802253439,0,0,0,0,-0.0171123883825235,0,0.0928947047763829,0,0.0112724797506152,-0.0402128170635745,0.0371447322084619,0,0,0,0.0684906544769002,0,0,0,0,0,-0.0143844052218131,0,0,0,0,0,0,0,0,-0.000246013718252095,0.0142923190384586,0,0.0172356821839174,0,0,0,0
X601088.SH,0,0,0,0.0831990352270279,0,0.381370437817968,0,0,0,0.0611894567999509,0,0.112779999290949,0,0,0,0,0.0385928219310515,0,0,0,0,0,0,0,0,0,0,0.0380174405361804,0,0,-0.00185841981395192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032707036290408,-0.00882306353339664,0,0,0,-0.0731715724789056,0,0
X600585.SH,0,0,0,0,0,0,-0.0389853353224865,0,0.0780522315523468,0,0,0.124171269493624,0,0,0,0,0.37835456798299,0,0,0,0,0,0,-0.0622792740000546,0,0,-0.125945653419221,0.0430437995231462,-0.015244165061844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445752695670235,0,0,0,0,0,0,0,0.0149013819101089,-0.0137586835778352,0,0,0,-0.0191195168180287,0,0
X600309.SH,0,0,0,0,0,0,0,0.00220732308743315,-0.0842711137038884,0,-0.0851974015022594,0,0,0,0,0,0.140168788796416,0,0,0.0295399587231863,0,0,0,0,0,0,0.101531400656226,0.0307671502262151,0,0.0716315412534398,0,0,0,0,0,0,-0.0182077535860981,0,0,0,0,0,-0.0267719219712105,0,0,0,0,0,0,0,0,-0.0404006126866124,0,0,0,0,-0.0116916251196836,0,0
X600019.SH,0,0,0.256890371377276,0,0,0,0,0,0.0378449283666383,0,0,0,0,-0.0492981381871731,0,0,0.0556830400972367,0,0,0,0,0,0,0.00524240999608834,0,0,0,-0.0289388686545215,0.0400805069849879,0,0,0,0.0520855645918199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300541990560027,0,0,0,0,0.010023108822269,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222936474221631,0,0,0,0,0,0,0,0,0,0.0555067135449577,-0.111103179702999,0,0,0,0,0,0,0,1.26725426330389,0.0304952344029161,0,0,0,0,0.183788449055709,0.130489875685307,0,0,0,0,0,0,0,-0.152298611482869,-0.0297725156481683,0.00876810103510329,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.118473817345229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879465352985128,0,0.265440797013868,0,0.0394495300500422,0,-0.0978339098949757,0.0807412679532942,0,0,0.0857062794283932,0,0.0944285480589129,0,0,0,0,0,0,0,0.0403387678782535,0,0,0,0,0,0,0,0,0,0.0199347752243904,0.0739341771810397,0,0,-0.0229874032458515,0,0
X000708.SZ,0,0,0.55582409666151,0,0,0,0,0,0,0,0.330441625211359,0,0,0,0,0.219852566513947,0.0726005039286182,0,0,0,0,0,0,0,0,0,0,0.0723010613539386,0,0,0,0,0,0,0.139984527632495,0.315447028025849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214586297303173,-0.0251279030694965,0,0,0,0.0259010597382499,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.162304152682444,0,0,0,0.391963580376619,0,0,0,0,0,0,0,-0.267792895225338,0,0.0262240271772918,0,0,0,0,0,0,0,0,0.0802585772608224,0,-0.0370762349899841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101208985882627,0.0144877924018269,0,0,0,0.00616141241094017,0,0
X600010.SH,0,0,0,0,-0.0703625975484791,0,0,0,0.128205228990675,0.0486860561294487,0,0,0,0,0,0,0.219763363584075,0,0,0,0,0,0,0,0,0,0,0.0702070033419583,0.0178416279272896,0.128404525949164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425088036279001,0,0,0,0,0,0,0,0,-0.0101717821414056,0.0497060408567087,0,0,0,0.119075577571497,0,0
X600886.SH,0,0,0,0,0,0,-0.146221744294635,0,0.0645922726205753,0.119404247001473,0,0,0,0.149617843668453,0,0,0.204631845638277,0,0.120128522550748,0,0,0.140469401563569,0,0,0,0,0,0.0198620827836817,0.0847738501388319,0,0,-0.33187110858751,0,0,0,0,0,0,0,0,0,-0.0841113273502752,0,0,0,0,0,0,0,0,0,-0.0164332505010626,-0.0143997586081218,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319510246347845,0,0.0904948641514429,0,0,0,0,0,0,0.0143890829009617,0,0,0,0,0,0.12418093224971,0.00446198691525722,0,0.0288270813480683,0,0.0326481507658682,0,0,0,0,0,0,0,-0.0150778979167575,-0.00939105949757405,0,0,0.327041749199117,0,0,0,0,0,0.0164362887666608,-0.00230943857106391,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0434571305085414,-0.0201725636936415,0.061596740602173,0,0.161910266533186,0,0,0,0.0440757510407188,0,0,-0.174023357505051,0,0,0.0423791603534135,0,0.0245617489729506,0,0.0266704709072315,0,0.0407806273736275,0,-0.0420830526833054,0,-0.0548475372386192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199501056306931,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0589920805820765,0,0,0,0,0,0,0.0343352179795647,0.00603229956585499,0,0,0,0,0.0122389961936532,0.00094371357091636,0.074399097772498,0,0.107740445851656,0.0297883162305892,0.0054708872869411,0.0602816099250798,0.0544728148428865,0,0.102961671621711,0,0,0,0.00589213419005725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00335844125929082,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0187446788785283,0,0,0.277695004217126,0,0,0,0,0,0,0,0,0,0,0,-0.0218552856304796,0,0,0.0193185532050736,0.0944090518112744,0,0.0374032254144124,0,0,0,0,0.0369489203250677,0,0.0769484868180816,0,0,0,0,0,0,0,0,0,0,0.165114087558535,0,0,0,0,0.0893550665567596,-0.00776882752548652,0,0,0,0,0.0134862335705916,0,0
X600801.SH,0,0,0.148986478658448,0,0,0,0,0.0479157837301563,0,0.0109568394387373,-0.126012041531126,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651540931042649,0,0,0,0.044826616932154,0,0.160595870103974,0,0.129793122901396,0,0,0.0256151324706247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273809811596584,0,0,0,0,0.045668389093131,0,0
X601991.SH,0,0,0,0,0,0,-0.00573508011476626,0,1.73472347597681e-18,0,0.0887453810661207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349761989202866,0.0675521273070804,0.05570764865374,0.141333808927025,0.0958125946542616,0,0,0.0526557941688387,0,0.0553709401645525,0,0,0,0,0,0.0581060727540115,0,0,0,0,0,0,0,0,-0.000837060601842905,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,-0.0296773088175673,0,0,0,0,0.0506702093250572,0,0,0,0,0.0123482887478626,0,0,0,0,0,0,0,0,0,0,0,0.0929173321407196,0.0130477304364411,0.000621812674233643,0,0.0330071820855159,0,0,0,0,0,0,0,0,0,0,0,0.0344205076597587,0,0,0,0,0,0,0.0116793799617913,-0.0412134023283623,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.191480465130327,0,0.0969679820708777,0,0.0545754040218846,0.00352215905692377,0,-0.0736301519036539,0,0,0,0,0,0,0,0,0,0,0.120293925908468,0,0,0,0.0741812867169363,0,0.243496908065392,0,0.0321389293434822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425383812337619,0.0619745949889404,0,0.00297693399841367,0,0,0,-0.0229660104346264,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0105616998746095,0,0,-0.0640287884946674,0.0872641582461703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243971760249634,0,0.0343443486957114,0,0.0481303346123078,0,0.319618468713356,0,0,0.00975306306587556,0,0,0,0,0,-0.0075012844812194,0,0.0359588214060419,0,0,0,0,0,0,0.0121586613706478,0.0349882222547125,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,0.00482633258082295,0,0,0,0,0,0,0,0.0645964343758044,0,0,0,0,0,0,0,-0.193999127484162,0,0,0.141183005259245,0,0.14296983451896,0,-0.0383400745306845,0.0915888657534425,0,-0.0118232240812413,0,0,0,0,0,0,0.0210436371560029,0.0292468488834653,0,0,0,0,0,0,0,0,-0.00788704512598771,0,0,0,0,-0.0484154670529441,0,0
X002271.SZ,0,0,0,0,0,0,0.0336768591923521,0.128109603693838,0,0,0,0,0,0,0,0.286868926237014,0.267492681541387,0,0,0,0,0,0,0.132786681773991,0.0280926827465231,0.0333701826858701,0,0,0,0,0.0782217786588325,0,0,0,0.0211947236744682,0,0,0,0,0,0,-0.157777696037518,0,-0.386403074473113,0,0,0,0,0,0,0,0.0445541776611667,-0.00563470971040196,0,0,0,-0.0450149540720538,0,0
