,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X000983.SZ,X600803.SH,X601991.SH,X600027.SH,X600995.SH,X000786.SZ,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X000723.SZ,X000807.SZ,X600219.SH,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600688.SH,X600141.SH,X600157.SH,X000630.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.584848163182838,0,0,0,0,0,0.0158099276177642,0,0.204719002926313,0,0,0,0,0,0,0,0,0.0596921952055117,0,0,0,0,0,0,0,0.139705810768008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283813244810674,0,0,-0.0158037754436243,-0.0198831952148571,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.363326346266484,0,0,0,0,0,0,0,-0.043748609059595,0,0,-0.0196839152156979,0,0,0,0,0,0,0,0,0,0.0713383997253075,0.0186462462521194,0,0.126236860255694,0,-0.0066969428330865,0,0,-0.00526770778330428,0,0.0514551221860746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137539626596207,0,-0.00121240849239696,0,0,0,0,0,0,0
X600028.SH,0.569900554173108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090833905622569,0,0,0,0,0,0,0,0,0,0,0,0.00373520733412233,0.0711164765005673,0.0666871340342005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288964817495473,-0.0167695382595469,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170765808979475,0,0.0439439139328356,0,0,0,0,0,0.154515638318812,0,0,0,0,0.0268250614692306,-0.0407594040373344,0.248625432643603,0,0.312497151655079,-0.125449573727979,0,0,0,0,0.0705031814208273,0,0,0,0,-0.243915194983874,0,0,0,0,0,0,0,-0.00312759176543174,-0.0113670800363071,0,0,0,0,0,0
X600188.SH,0,0.734595818216292,0,0,0,0,0,0,0,0,0.0877306229946277,0,0,0,0,0.045967699079304,0,0,-0.0733566102259976,0,0,0,0,0,0,0,0,0.0527680997306539,0,0,0,0,0,0.0180341945967391,0,0,-0.0587976676619927,0,0,0,0,0,0.196653313464119,0.0261443599138563,0,0,0,0,0,0,0,0.00306736064436645,0.0595216736284903,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130613553443644,0,0.0525721186234205,0,0.0590876940368276,0,0.131578686992667,0,0,0,-0.117302177395455,0,0,0,0,0,0.413116348295965,0.0318317314600393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101367721866985,0,0.00269148768897536,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.435443276782313,0.146835985495883,0,0,0,0.00894602337286594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652809241120319,4.33680868994202e-19,0,0.00315101878746026,0,0.092737238110516,0,0,0,0,0,0,0,0,0,0,0.00333133438677206,0.0317400728622824,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.481359429052274,0,0,0,0,0,0,0,-0.0267584229952784,0,0,0,0.0886816759895654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856497414360396,1.73472347597681e-18,-0.0242332206098718,0,0,0,0,0,0,0,0.126111822977797,0,-0.0107506168693552,0.210206706545084,0,0,0.0476883763312026,0,-0.0296123375184432,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.293457190573861,0.00237592166221494,0,0,0,0,0.252690715630026,0,0,0,0,0,0,0.0425231807962342,0.0217194954245128,0,0,0,0,0,0,0,0,0,0,0,0.0350533302148408,0,-1.73472347597681e-18,0,0.168467665306468,0,0.0431163092914008,0,0,0,0,0,0,0,0.0302385680745207,0,0,0,0.104302515611528,-0.0104084584050501,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0384382528341144,0,0,0,0.0863320951199494,0,0,0,0,0,0,0,0.319784024922227,0,0,-0.0756568240138416,0.144841197457923,0,0,0,0,0.0397711720803855,0,0.0355641564891718,-0.0739705173685688,0.0850821442932229,-0.0372935777950514,0,2.16840434497101e-19,0,0,0,0,0,-0.0591629212912307,0,0,0,0,0,0.0785383872388636,0.151857077742111,0,0,-0.00916606182330501,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0692354156985712,0,0,0,0,0,0,0,0,0,0,0,0,0.039914206696561,-0.0241002996317574,0.0464728731334108,0,0,0,0.0888629260673941,0,0,0,0.44723580273619,0.215682341247423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201865138599846,0,0,0,0,0,0,0,0,-0.0240639983396496,-0.00887306130313073,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00140434570975651,0,0,0,0,0,0,0,0,0,0.196235760052431,0.5071737599069,0.182572563438935,0,0,0,0.0854505892322611,0,0,0,0,0,0,0,-0.243723765579043,0.00135268040649417,0,0,0,0,0,-0.15540610049657,0,0.0387021534562519,0.00418151147508741,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.176330473613575,0,0.144831975572451,0,0,0,0,0,0,0,0,0,0.0480222796633428,0,0,0,0,0,0,0,-0.000904352881322739,0,0,0,0,0,0,-0.0224694962276901,-0.0225298089996435,0,0,0,0.303485649322192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101571689791457,0,0,0,0,0,0
X600660.SH,0,0,0,0.155163312712422,0,0,0.122680542744548,0,0,0,0,0,0.192095374065821,0,0.0557753555696005,0.00251373700140105,0,0,0,0,0.0637273159969726,0,0,0,0,0.0108238758982542,0.0253074090884245,0,0,0,-0.0120862487113342,0.114715256017918,3.46944695195361e-18,0,-2.71050543121376e-20,0,0,0,0,0.0107312417252529,0,0,0,0,0,0,0,0,0,0,0,-0.0169983899124087,-0.0404196509275603,0,0,0,0,0,0
X600010.SH,0,0.0177465038741092,0,-0.0386584058563829,0,0,0,0,0,0,0,0,0.207968222587051,0,0,0,0,0,-0.0788111279720877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197722066028321,0.11603826167306,0,0,0,0,0,0,0,0,0,0,0.362043091620053,0,0,0,0.0177156041891191,0.0712616636709551,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159718219839368,0,-0.222501668651728,0,0,-0.702829119200482,-0.306059312424353,0.287292754229102,0,0,0,0,0,0,0.085609790417626,0,0,0.180651859599577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266831692500969,0,-0.0592525249804359,0.083840612796931,0,0.229369545535821,0,0,0,0
X000708.SZ,0,0,0,0,-0.09356379589746,0.314013558118216,0,0.128324164132459,0,0,0,0,0,0,0,0.0235504957054871,0,0,-0.0605315853524596,0,0,0,0,0,0,0,0,0.0314525729331247,0,0,0,0,0,0,0.0862883879466721,0,0.0119476234169841,0,0,0.0157867574612371,0,0,0,0.0568399851070796,0.0208399581739867,0,0,0,0,0,0,-0.0211530604972121,-0.0771964734872759,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0861635314376504,0,0,0,0,0,0,0,0,0.0166418552626411,0,0.0136461616327511,-0.0667570226081849,0.171358151849801,0,0,-0.0240983844254475,0.118442742519442,0,0,0,0,0,0,0,0,0,0,0,0,0.747099861445875,0,0,0,0,0,0,0,0,0,0.00308657137466224,-0.0616028933060601,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0607273257362757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349781018727523,-3.46944695195361e-18,0,0,0,0,0.118504744529419,0,0,0,0,0,0,-0.0178504300579382,0,0,0,0.00892899359917647,0,-0.0220469770991363,0.0506900737309751,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.30453131439384,0,0.050881865918242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132794362991541,0.285793599177601,0,0.247562849111718,0,0,0,0,0,0,0.080992687426689,0,0,-0.00899113218757628,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842652156197379,0,0.047767084713017,0,0.0321409060802535,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.33344071522187,0,0,0,0,0,0.0844756849506746,0,0.188108925919347,0,0,0,0,0,0,0,0,0,0,-0.0209242756210192,0,0,0,0,0,0,0
