,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X002466.SZ,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X601991.SH,X600516.SH,X600547.SH,X600660.SH,X000709.SZ,X600886.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600808.SH,X600339.SH,X600489.SH,X002092.SZ,X600352.SH,X600219.SH,X600549.SH,X000792.SZ,X000553.SZ,X601158.SH,X000630.SZ,X000983.SZ,X000883.SZ,X600176.SH,X002271.SZ,X000723.SZ,X600299.SH,X000825.SZ,X000060.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139666019044879,-0.0642980968643634,0,-0.000445286772836528,0.00064763884807681,0.0316959240348381,0,-0.017107346161963,0,0,0,0.0129897182188555,0,0,0,0,0,0,-0.0529953885554321,0,-0.0377672483201813,0,0,0.0321533358524209,0,0,0,0,0.00464309555260027,0,0,0,-0.0988776558524759,0,0,0,-0.00521764516525507,0,-0.00954077109464672,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0178940974859302,0,0.21408709581286,0,0,0.0542662653785198,0,0,-0.127178576015388,0,0,0,0,0,0,0,-0.0678628560538308,0,0,0,0,0.0102305668450915,0,0,-0.0806914559020107,0,0.0636036419204778,-0.0172927869189058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493122556228349,0,0,0,0,0.00543886726058882,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.020193982015245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180845312169544,0,0,0,0.00101115815158795,0.0093100908202605,0,0,0,0,0,0,0,0,0,0,0,0.0022380283686734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00701573908220896,2.16840434497101e-19,0,0,0,0.0991343957933321,0,0
X600019.SH,0,0,0,0,0,0,0.0168942528449286,0,0,0.147192816146449,0,0,0,0,0,0.00618705803297082,0,0,-0.0332485917822348,0,0.155021363192525,0,0,0,0,0,0,0,0,0.383970753546757,0,0,0,0,0,0.0548005523476753,0,0,0,0,0,0,0,0.0397340717486061,0,0,0,0,0,0,-0.0089426998159173,0.0191627545559312,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0295358662619327,0,0.0312038815004938,0,0,0,0,0,0,0,0,0.14293509288747,0,0.0501198269393007,0,0,0.11761201717767,0,0,0,0,0,0,0,0.151364722098258,0.0309335722345875,0,0,0,0.0380976160219637,0,0,-0.0549225091005704,0,0,0,0,0,0,0,0,0,0,0,0,-0.00406513575533894,0.0229472990179079,0.0323177393045,0,0,0,0,0
X600585.SH,0,0.101877224592787,0,0,0,0,0,0,0.206394864037281,0,0,0,0,0,0.121736979105972,0,0,-0.0289096934946716,-0.0241757576358569,0,0.230369919024678,0,0.105214217413583,0,0.0292876533007513,0,0,0,0,0,0,0,0,0.0143056335774864,0,0,-0.0780093475457917,0,0,0,0,0,0,0.165892314095361,0,0,0,0,0,0,-0.00177337808236786,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.066143888295937,0.149210053799358,0,0,0,0,0,0,0,0,0,0,0,0.506837573973413,1.73472347597681e-18,0.0805124511551302,0.00369993608895755,0,0,0,0.00960184995981595,0,0,0,0,-0.0163327927025682,0.0374192561528257,0,0,0,0,0,0,0.0559664935508803,0,0,-0.036156936447956,0,0.202269763381887,-0.107264230817803,0,0,0,0,0,0,0.0293366749785406,-0.0621626612634033,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00971322825482723,0,0,0,0,0,0,0,0,0,0.0518038925116555,0.0327002327648301,0.0452337685697255,0,0,-0.00887450591916424,0,0,0,0,0,0.268362325848674,0,0,0,0,0,0.0999092965102358,0,0,0,0,0.138617980049266,0,0,0.0186349880143829,0,0,0,0,0,0,-0.0212835892172013,0.0148205591549805,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0697786278199244,0,0,0.293079232366901,0,0,0.0267093969304432,0,0.146919286219183,0,0,0.146995591375571,0,0,-0.030009950948227,0,0,0,0,-0.0841825731211649,0.103189108291729,0,0,0,0,0,0,0,0,0,0,0.0298990497041258,0,0,0,0,0,0,-0.00943750634515168,-0.0390592819409531,0,0,0,0,0,0
X601898.SH,0,0,0,0.200836016148514,0,0,0,0,0,0,0,0.0534872742217402,0,0,0,0,0,0,0,0,0,0.00567454895427302,0,0,0,0.174357801754544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231936119491389,0,0,0,0,0,0.177233479347905,0,0,0,0,-0.00931801758005844,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0665128513635001,0,0,0,0,0,0,0,0,0,-0.0290976428908169,0,0,0,-0.0743374193314541,0,-0.0128606358888367,0,0,-0.0816643277728757,0,0,0,0,0,0,0,0,0,0,0,0.0191155222779514,-0.0488811491278157,0,0,0,0,0.0249070979697536,0.0752830690584572,0,0,0,0,0.0243561557908166,0,-0.00963073630255543,-0.0364557968857975,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.104409074857006,0,0,0,-0.169093448556433,0,0,0,0.000265987383236185,0.349412705475855,0,0.00695563779255987,0,0,0,0.179220558485305,0,0,0,0.261109628335633,0,0.108086771864502,0,0,0,0.208343420881389,0,0,0,0,0.0401360615280132,0,0,0,0,0,0.380434144149394,0,-0.0193721066757033,0,0,0,0,0.309732868783424,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400752128221597,0,0,0,-0.0448017646564097,0,0,0,0,0,0,0.0238765677387535,0.146189903020121,0,0,0,0.155536650771053,0,0,0,0,0,0,0,0,0.111038824447083,-0.012462539411958,-0.062748170068817,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00618377998811273,0,0,0,0,0,0,0.0754201554441884,0,-1.73472347597681e-18,0,0,0.0202753713097205,0,0,0,0.0239255254213398,0,-0.00665971351088141,-0.0232891244166705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260517531798947,0,-0.00303144702696856,-0.00143832589526533,0,0,0,0.0831780316825956,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179258984447266,0.0143927531511921,0,0.0189704820052397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260940560003979,0,0,0,0,0,0,0,0,0,-0.0200748066163425,-0.0209484944127147,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.134701698159083,0.0581263527721092,0,0,0.111284847558447,0,0,0,0,0,0,0,0,0,0.187137433216406,0,0,0,0,0,0,0,0,-0.211645481866126,0,0,0,0,0,0,0,0,0,0.514651077834889,0,0,0,0,0,0,0,0.0769216426461533,0,-0.0276609948516973,-0.0109508347515715,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.135533690998688,0,0,0.0435320706855823,0,0.207566063486429,0.0374696906995046,0,0,0,0,0,0,0.0812011209787903,0,0,0,0.053530553981282,0,0,0,0,0.1219577535806,0,0.14518187716688,0,0,0,0,0,0,0,-0.0181767203328021,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027807354808657,0,0,0,0,0,0,0,0,0.0822428532196597,0.099880935956877,-0.0106214229248865,0,0,0,0,0,6.93889390390723e-18,0.168760039901929,0,0.0456380107290882,0.0734848935019734,0,0,0,0,0,0,0,0.00497419012334453,0,0,-0.000274667775663221,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194570912041885,0.0500941843292982,0,0,0,0.207911824180711,0,0,0,0.0807868488015788,0,0,0,0,0,0,0,0.518125318788986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933073884029825,0.0467648970812194,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.383247056449593,0.0670782507634451,0,0,0,0,0.0950314657313221,0,0,0,0,0,0,0,0,0,0,0,0.00760391128939125,0,0,0,0,0,-0.155828296244197,0,0,0,0,0,0,0,0,0,0.0137157204376552,0,0,0,0,0,0,0,0.195185981602867,-0.0416263381103611,-0.0760094793466329,0.17329819578604,0,0,0,1.47867170030903,0,0
X600660.SH,0,0,0,0,0,0.0725509286670416,0,0.0582146152807142,0,0,0,0.0544630977303923,0,0,0,0,-0.142971916857335,0,-1.0842021724855e-19,-0.0864018860924915,0,0,0,0.0177611295506457,0,0,0,0,-0.0734499324176289,0,0,0,0,0.0803826760265617,0,0,0,0,0,0,0.0599106557447984,0,0,0.282696601702324,0.0258963684883037,0,0,0,0,0,0.0166681107734544,-0.0346474851269016,0,0,0,-0.141419744223855,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0.106558546678219,0,0,0,0.338089060317359,0.152658141011019,0,0,0,0,0,0,0,-0.0556034540478194,0,0,0,0.117035446648732,0,0,0,0.101625653337501,0,0,0,0,0.125979577989676,0,0,0.0835179876925624,0,0,0,0,0,0,0,0.192225702221739,0,0,-0.0224573733077867,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.100365846560525,0.0505768524900183,-0.00857837576008457,0,0,0,0,0,0,0,0,0,0,-0.0320116442883621,0,0.093461466308122,-0.0354858896714213,0,0.0405410637345098,0,0,0,0,0,0,0,0,-0.00676211224566219,0,0,0,0,0,0,0,0,0,0,0.0425077576118351,0,0,0,0,0,0,0.00678400884491205,-0.00676270220502507,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.328386679123853,0,0,0,0,0,0,0,0.255464240793041,0.595499655792567,0.272098386647779,-0.238833403561313,0.390200107221941,0,0,0,0,0,0,0,-0.503359059902038,0,0.0414327259603884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188380021095343,0,0,0,0,0.0141584497861964,0,-0.0957920764000833,0.304324037868565,0,0,0,0.290654606242812,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0961737207501235,0.718102243106622,0,0,0,0.059309981992833,0,0,0.193196636954449,0,0,0,0.00613342806433486,0,0,0,0,0,0,0.137720382928585,0,0,0.403927161297093,0,0,0,0.116379745343931,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0121577993204682,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0960229365563913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436501439322802,0.0207813591661357,0,0,0,0,0.0845895185199609,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119368084690083,0,-0.0055889016378842,-0.0375169735570082,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0908762815154397,0,0,0,0.05592609067369,0,0,0,0,0.0902200461631088,0.0333205331000065,0,0,0,0.0467513953089431,0,0,0,0,0,0,0,0.0130993483545265,0,0,0.0475327965561363,0,0,0.0272741037261176,0.0523927719128875,0.0358127834293713,0,0,0,0,0,0,0.133874478201638,0,0,0,0,0,-0.00385299691663889,0.0236380563995752,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.110489517576793,0,0,0,0,0,0.0217515483866683,0,0.0214047627510307,0,0,0,0,0,0,0,0,0.044075207989134,0,-0.118365206908427,0,0,0,0,-0.0556419410239789,0,0,0,0,0,0,0,0,0,0,0,0,0.066024222578552,0,0.00532600719470428,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0857984826720083,0,0,0,0,0.0946028894425276,0.0725334889961336,0,0.0758732105349939,0,0.0937461287667395,0,0,0,0.0663232371474459,0,0,0,0,0.0213910700875352,0,0,0,0,0,0.108925162986305,0.0647520701196061,0,0,0,0,0.297984729523717,0,0,0.0467935193503828,0,0,0.0590006890384766,0,-0.0103010205817221,0.00262976236422519,0,0,0,0,0,0
X600808.SH,0,0,0,0.298402646411469,0,0,0,0.149868123063583,0,0,0,0,0,0,0,0,0,0,0.0132250923492958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158986827745018,0,0,0,0.0749188246258548,0,0,0,0.0714681117337531,0,0,0,0,0,0,0.0802066403799828,0,0,-0.0246546959976499,0.0560795043999058,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0.204906349980842,0,0,0,-0.258109711191364,0,0,0,0,0,0,0,-0.0144773800628394,0,0,0,0,0,-0.0484307073286082,0,0,0,0,0.0366229273709213,0,0,0,0,0,0,0,0.251363224941023,0,0,0,0,0,0,0,0,0,0.182190123616414,0.376096389788711,0,-0.0176699770885351,1.73472347597681e-18,0,0,0,0.909260909796334,0,0
