,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X002466.SZ,X000898.SZ,X600547.SH,X600027.SH,X600516.SH,X601992.SH,X600176.SH,X600111.SH,X002460.SZ,X600299.SH,X000709.SZ,X300072.SZ,X000629.SZ,X600352.SH,X600808.SH,X600339.SH,X000825.SZ,X000553.SZ,X600583.SH,X600801.SH,X002110.SZ,X000786.SZ,X601158.SH,X600426.SH,X000883.SZ,X000301.SZ,X000932.SZ,X000792.SZ,X600219.SH,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.114217040768796,0.0164944384678279,0,0,-0.188938466944293,0.133788785841479,0,0,0,0.0551660247739062,0,0,0.0223640714382442,0,0,0.102985418703742,-0.0467643539562291,0,0,0,0,-0.0118589773115501,0,0,0,0,0,0,-0.031615643097536,0,0.0151662022097488,0.184278827907699,0,0,0,0,0,0,0,0.0696314581720139,0,0,0,0,0,0,0,0,-0.0675012366974048,0.0133849052080904,0.0119059802437457,0,0,0,0,0,0
X600028.SH,0,0,0.0950066052243632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136054966424349,0,0,0.14721108985046,0,0,0,0.0800607095320774,0,0,0.0342962426397804,0,0,-0.00849304893432455,-0.0167505182226811,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0422722799866891,0,0,0,0,0,0,0,0.19494050774783,0,0,0,0,0,0,0.0507814413770629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238868484101397,0,0,0,0,0,0,0.0137254431057695,0,0,0.0431010801300158,0.334784289337599,0.00465454483309147,0,-0.00641719969553693,-0.0198399513006306,0,-0.169768810963754,0,0,0,0
X600585.SH,0,0,0,0,0.15953847254589,0,0,0,0,0,0,0,-0.0580258974874339,-1.38777878078145e-17,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0999842918363349,0,0,0,0,0,0,0,0,0.0873723419383775,0,0,-6.93889390390723e-18,0.373384163175392,0,0.228170407374083,0,0,0,-0.0158960870390415,0,0,0,0,0,0,0,-0.0217078377635,-0.0355322108213856,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.021008612371014,0,0,0,0,0,0,0,0,0,0.0264414115017784,0,0.436786518717573,0,0,0,0,0.0513719291481753,0,0,0,0,0,0,0,0,0,0,0,0,0.135584893343268,0.0571088502382777,0,0,0,0,0,0.198822987353714,0,0,0,0,0,0,0.00436611416581083,-0.0032998085171985,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366619630970548,0,0.217848939475822,0,0,0,0,0,0,0,0,0,0,0.0685282931096796,0.126235010248233,0,0,0,0,0.129628645295309,0,0.223872798541231,0,0,0,0.0312272804341455,0,0,0,0,0,0,-0.0111111326663858,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511550068103248,0,0,0.745768407466393,0,0,0,0,0,0,0,0,0,0.0325910144879403,0,0,0,0,0,0,-0.0330406399734164,0,0,0,0,0,0,0,0,0.0526749081670591,0,-0.156919749143424,0,0,0.0154952309561529,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0400636492740951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324065488602738,0,-0.0955924871422583,0.17289426902585,0.0744127343862464,0,0,0,0.054364483896008,0,0,0.00897618943663685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556235622679422,0.093099817772479,0,0,-0.0285946250568649,0,0,-0.00705779341429368,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.267817074832457,0.0539313450172442,0,0,0,0,0,0,0,0.0447089831369055,0,-3.46944695195361e-18,0,0,0,0,-0.016479747821338,0,0,0,-0.0341804163479391,0,0.0541705590977018,0,-0.0370278009005954,0.015342078718156,0,0,0,0,0,0,0.0246742005914718,0,0,0.260224548131178,0,0,-0.0101803513650757,-0.00838777685825191,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.090161730137363,0.0855458546042521,0,0,0,0,0,0,0,0,0,0,0.155368341821409,0,0.200731234998085,0,0.0254319971953541,0,0,0,0.0166225393220577,0,0,0,-0.0164910365345613,0,0,0.0797048491043595,0,0,0,0,0,0,0,0.0590771011119937,0,0,0,0,0,0.166025290104353,0,0,0.0389951227193729,-0.00457449224468751,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0709983726861331,0,0,0,0,0,0.165011600074044,0,0,0,0,0,0,0,0.0145515865361658,-0.032089265433533,0,0,0,0,0,0,0,-0.0614598186074772,0,0,0,0,0,0.133444378377704,0,0,0,0,0,0,0,-0.0285597324028685,0.0331633907782034,0,0,0.0629192556224834,0,-0.0676224785804083,-0.00378577699236287,0,0,0,0,0,0,0
X600688.SH,0,0.357308503170526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998931847821455,0,0.0340159088718408,0,0,0.103840666924594,0.0483875926810083,0,0,0.00490591739906325,0,0.00541922808994145,0,0,0.0313594364805471,0,0,0,0,0,0,0,0,0,0.0094475781525705,0.00484297507589193,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178896524996834,0,0,0,0,0,0,0,0,0,0.0771245927164704,0,0,0,0,0,0,0,0,0,0,0,0.339972304678363,0,0.0184513346249457,0,0,0,0,0,0,0,0.121322601804424,0,0.0332035342227927,0,0,0.00431687768429273,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0157544781107358,0,0,0,0,0,0.320107092638767,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.0963387913381406,0,0,0,0,0.0136335370025319,0,0,0,0,0,0.154815831482802,0.0831885716003443,0,0,0,0,0.062327177277371,0,0,0,0.353610029322053,0,0,-0.00186901477008896,5.42101086242752e-20,0,0,0,0,0,0
X600886.SH,0,0.0555064705196914,0,0,0,0.0581848996335768,0.207251641883775,0.0539433597756958,0,0,0,0,0.0783097477252119,0,0,0,0,0,0,0,0,0,0,0,0.126523963396644,0,0.110745805913191,0,0,-0.0453076770916125,0,0,0,0.0221213984148006,0,0,0,0,0,0,0,0,0,-0.0445407408112004,0.0106919165670204,0,0,0,0,0,0,0.00573396611482656,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0473696411629714,0,0,0,0,0.0578982216554463,0,0.0768481721579748,0,0,0,0,0,0,0.0465277583601037,0.201705996285032,0,0,0,0,0.00347970700315585,0,0,0,0,0,0,0.0399215255921389,0,0,0,0,0,0,0,0,0,0,0,0.0551900273804019,0,-0.0808556297396882,0,0,0,0,0.00231947388296128,0,0,0,0,0,0
X600362.SH,0,0,0.226974088083405,0,0.174960682327105,0.0278156647714303,0,0,0,0,0,0,0.0733412542778105,0,0,0,0,0.00209335581198739,0,0,0,0,0,0,0,0.028536891369608,0,0,0,0,0.0341898633325654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065653448959983,0,0,0,0,0,0.00435474864453598,-0.0208531211404888,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0469151091528006,0,0,0,0.349111500292405,0,0,0.0514223438017699,0,0,0,0,0,0,0,0,0,0,0,0,0.744910705588715,0,0,0,0,0,0,-0.0646497755593164,0,0,0,-0.114919113903472,0,0,0,0,0,0,0,-0.0166344943002991,0,0,0,0,0,0.00397894474460128,0.0189560363403973,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0560009803126195,0,0.0966252845794942,0,0,0,0.0489831478075345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533752166653203,0,0,0.0159397661923812,0,0,0,0,0,0.0316264594782075,0,0,0.136195088495703,0,0,0,0,0,0,-0.00426957178568712,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0190670320328744,0,0,0,0,0,0,0.00750747720865408,0,0,0,0,0.0539101936800667,0,0,0,0,0,0.0238891550275366,0,0,0,0,0,0,0,0,0,0.133620884025012,0,0.0714765197358102,0,0,0,0,0,0,0,0,0,0,0.073127491436934,0,0.650330345649481,0,0.000919768194898508,0.0175843846541634,0,0,0,0,0,0
X600027.SH,0,0,0,-0.0945269455191755,0,0.0884438694763818,0.32715592780965,0,-0.0483041443134838,0,0,0,0,0,0.119135425418051,0.148389659695581,0,-0.0973345912701733,0.462373653242254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158591545292351,0,0,0,0,0,0,0,-0.09448268535001,0,0,0,0,0,0,-0.0103351702025351,0.00758235291001522,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0.108614584803223,0,0,0,0.291924577014617,0,0,0,0,0,0,0.0274086217017904,0,0,0,0,0.155205524362916,0.128523217911744,0,0,0,0.0276480592586208,0,0,0,0.369094064122108,0,-0.100904812585838,0,0.125841530598262,0,0,0,0.0412755868531865,0.125248641596621,0,0,0.0177368274444795,0,0,0,-0.0179488407906736,-0.0459236345840977,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157397955652362,0,0,0.193236508588873,0,0,0,0.00887209760242993,0,0,0,0.0563724038589206,0.0394484765650077,0.0453372053980964,0,0.0205516823009724,0,0,0,0,0,0,0.149931403864446,0.0258171236901996,0,0.0485180110904029,0.136021866757332,0,0,0,-0.00094844368515148,0,0,0,0,0,0
X600176.SH,0,0,0,0.0434275373099312,0,0.10712236753727,0,0,0,0,0,0,0.181833167078043,0,0,0,0,0.0299284664431598,0,0,0,0,0,0,0.108210811423707,0.155464195204839,0,0,0,0,0,0,0,0,0,0,0.00886879077293587,0,0.105710119460798,0,0.0399435716716768,0,0.0601158929858601,0,0,0,0,0,0,0,0.00580381445967142,0,0,0,0,0,0,0
