,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601600.SH,X600547.SH,X601898.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X601991.SH,X600803.SH,X000807.SZ,X600489.SH,X000983.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X002080.SZ,X000629.SZ,X600219.SH,X300037.SZ,X000539.SZ,X000408.SZ,X600995.SH,X000933.SZ,X600688.SH,X000630.SZ,X000723.SZ,X600157.SH,X600096.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.07299209859643,0.120553697918495,0,-0.131002748459876,0,0,0,0,0,0.078640747287041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171432714023415,0,0,0,0,0.195278075653599,0.0732589588491766,0,0,0,0,0,0,0,0,0,0.0194549827113914,0,0,-0.0638736384965529,0,0.0813647233380321,-0.142432336866779,0.166696513922694,0,0,0,0,0
X600028.SH,0.672159226146719,0,0,0,0.0351634984069003,0.188325607990876,0,0,0,0,0,0,0,-0.0269738445204142,0,0,0,0,0,0,-0.107949981148482,0,0,0,0,0,-0.0238234630210389,0,0,0,0,0,0,-0.0400646391648188,0,0,0,0,0,-0.0680241550282613,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0235560084512224,0.00836065724989299,0.0590700304469065,0,0,0,0,0,0
X601088.SH,0.0185069958900574,0,0,0,0,0,0,0.348911791723747,0,0.000185944465713288,0,0,0,0,0,0,0.0876916220282825,0,0,0.0232249190147646,0,0,0,0,0,0.0675487321180376,0,0,0,0.140756589657278,0,0,0,0,0,0,0,0,0,0,-0.0619299670976711,-0.0310908991084817,0,0,0,0,0,0,0,0.0765138229481922,0,0,0.0163238614914223,0,0,0,0,0,0
X600309.SH,-0.0499799040829107,0,0,0,0,0,-0.0755671039492667,0,0,0,0,0,0,0,0,-0.0294036079049642,0,0,0,0,0.00173623028031326,0,0.134155704452558,0,0,0,0,0,0,0,-0.0318242543414891,0,0,0,0.0862418350387818,0,0.254652533706341,0,0,0.007803348842975,0,0,0,0,0,0,0,0,0,0,0,0,-0.01316888287951,0,0,0,0,0,0
X600019.SH,0,0.0373876016095314,0,0,0,0.0272500008826456,0,1.73472347597681e-18,0,0.0674217918401854,0,0.0518960121856249,0,0,0,0,0,0,0,0,0,0,0.0812683153197497,0,0,0,0,0,0,0.0675406656538209,0,0,0.080089394557061,0,0,0,0,0,0,-0.133376057208136,0,0,0,0,0,0.186570917420914,0,0,0,0,0,0.0444496790029079,-4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.306697215629249,0,0.132638115950985,0,0.0124610996291341,0,0,0,0,0,0,0,0,0,0,0,0,0.0931045407892446,0,0,0,0,-0.15506020827136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360354510987085,0,-1.0842021724855e-19,0,0,-0.0195730074785877,0,0,-0.0375139059131121,0,-0.0184260041962504,-0.0598097799607432,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.187342759852046,0,-0.0338789134545356,0,0,0,0,0,0,0,0.125987522472763,0,0,0,0,0,0,0,0,0,0,0.326167581983521,0.566162207529888,0,-0.114702016552286,0.184991101928311,0,0,-0.124354595175325,0,0,-0.251680211860782,0,0,0,-0.0476057733524886,-0.223540042848889,0,0,0,0,0,0.248148985286355,0,0,0,0.0360541886581817,-0.074497271900579,0,0,0,0,0,0
X600188.SH,0,0,0.349118044712162,0,0,0,0,0,0,0.126750711267471,-0.0671255591201485,0.207851350817843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384744066235061,0,0.415813454018612,0,-0.229707653666408,0.0617098550428112,0,0.272622972899511,0,0,0,0,0,0,0,0.245549130027925,0.0811243677538484,0,0,-0.0458293251707287,0,0.0512027363748789,-0.207446052064319,0,0,0,0,0,0
X002460.SZ,0.0171103494449429,0,0,0,0,0,0,0,0,0,0,0,0.506147264709302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12908965615841,0,0,0,0,0.0303184855230949,0.00371564400680919,0.331260157291848,0,0,0,0,0,0,0.0580827136862778,0,0.146196743274075,0.000410511172270245,-0.0033389888356476,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0071687995703216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703212942116431,0.0738425227614303,0,0,0.0444722789454927,0,-0.0751693430061635,0,0,0,0,0,0,0.0554712835675914,0,0,0,0.018322220398259,0,0,0,0,0,0,-0.0473058866163964,0,0,0,0,0
X600547.SH,0.10922165549183,0,0,0,0,0,0,0,-0.0696926107780494,0,0,0,0,0,0,0,0,0,-0.186781467142194,0,0,0,0,0,0,0,0,0,0,0.00574886468103328,0.692790765035224,0,0,0,0,0,0,0,0,0,0.0231051754920336,0,0,0,0,0,0,-0.23816747170711,0,0,0,0,-0.0396655170002641,0,0,0,0,0,0
X601898.SH,0.0493579727876248,0,0.131929321822783,0,0,0,0,0.22433417363525,0,0,-0.0284862257162312,0,0,0,0,0,0,0,0.0398805385676675,0,0,0,-0.163396174401881,0,0,0,0,0,0,-0.0114586249543907,0,0,0.332613044622138,0.105264711100407,0,0,0,0,0,-0.13974477755273,-0.0988149581263664,0,0,0,0,0,0.00235213107316657,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0267740223670889,0.707051753359755,-0.00222730028190891,0,0.133393127521292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786588242452304,0,0,0,0,0,0.0793225481943814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286821010140071,0,0.00138587613782441,-0.0701933276646314,-3.54192819429313e-05,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.00176139178881832,0.216143994080377,0,0,0,0.0393909334080078,0.391786738163694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14382062141341,0,0,0,0,0,0,0,0,0,0.0370106123248538,-0.0446351009256216,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00155602759616836,0,0,0,0,0.0314171923535664,0,0,0,0,0,0,0,0,0,0.0300024875624171,0,0,0.112054995837805,-0.0183053105252112,0,0,0.00117341120288897,0,0.0270047459381875,0.146294094560558,0,0,0.0917240088792212,0,0,0.0250420366423152,0,0,0,-0.0273784374325262,0,-1.0842021724855e-19,0,-0.0674262937402905,-0.0082989055577714,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0274732497588684,0,0,-0.0368010782947404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133548625654285,0.322502113021671,0.145645759415801,-0.130677805621555,0,0.270514733855362,0,0,0,0,0,0,0,-0.0870883833989531,0,0,0,0,0,0,0,0,0,0,0,0,0.00993595244003,0,0,0,0,0,0
X600111.SH,0,0,0.074968072985971,0,0,0,-0.0249947493407983,0,0,0,0,0,0,0,0,0,0,0.310668078735636,0,0,-0.0584631369658188,0,0.104999134350631,0,0,0,0,0,0,0.110552874890315,-0.140591546065792,0,0,0,0,0,0,0.460083257274951,0,0,0,0,0,0,0,0,0,0,0,-0.0316501744277443,0,0.00103273848968946,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.217734217996118,0,0,0,0,0,0,0,0,0,0,0,0.450920320453918,0,0,0,0,0,0.0213295203555487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341828804235845,0,0,0.0390232224090469,0,0,0,0,0,0,0,0.0411614670495032,0,0,-0.00502423876688153,-0.00893668742684898,0.0031970615409474,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192483315476531,0,0,0,0,0.0594918319781206,0,0.0776786142846472,0,0,0,0,0,0.0296916524063855,0,0.0805049224648056,0,0,0.0284400393413525,0,0.308626922573538,0.250905607923838,0,0,0,-0.135947431730037,0,0,0,0,0,0,0,0,0.0466929315161484,0,0.00552370181854627,0,0,0,0,0,0,0
X000708.SZ,0.0659706656954671,0,0,0,0,0,0,0.0795662460563234,0,0,0,0.145781476827248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146712305644241,0,0,0.0719181899298145,0.0518358012761499,-0.103588327790876,0,0,0.115498449822823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173517029954835,0,0,0.0250261126537127,-0.0333187099470786,-0.0422513501632565,0,0,0,0,0
X002271.SZ,0,0,0,0.386674621495989,0.0558453577322732,0,0,0,0,0,0.0606709139075769,0,0,0,0,0,-0.178377275895256,0,0.156729035783935,0,0,0,0,0,0,0,-0.106694876239683,0,0,0,0,0,0,0.669206553560243,0,-0.128631854802411,0,0,0,0,-0.0372467675190946,0,0,0,0,0,0,0,0,0,0,0,0.079020948452242,0,0,0,0,0,0
X000877.SZ,0,0.0221424378593677,0,0,0.190524938759403,0.000970533239122988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-0.0634812809658837,0,0,0.142493034831202,0,0.0311320886937165,0,0,0,0.0348028567831759,0,0,0,0,0,0,0.243282901073522,0,0,0,0.166200412867312,0,0,0,0.0563984202990367,0,0,0.0187128100698216,0,-0.0188149556800882,0.0490727025698917,0,0,0,0,0,0
X600426.SH,0,0,0,0.572008287685604,0,0,0,0.262805290779121,0,0.196734597112544,0,0,0,0,0,0,0,0,0,0,0,-0.145540749618716,0,0,0,0,0.087546741266847,0,0,0,0,0,0,0.0726915921584364,0,0,0,0.0492759718425334,0,0.0254323553585458,0.0813737911655367,0,0,0,0,0,0,0,0,-0.117047486241894,0,0,0.0315714774478727,0,0,0,0,0,0
X600362.SH,0,0,0.0393482379682379,0,0,0,0,0.042958905704397,0,0.155239538180458,0,0,0,0,0,0,0,0,0.219258244962538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125259908158167,0,0,-0.0206642537825965,0,0,0,0,0,0,0,0,0.00637321099494118,0,0.068473268740519,0,0,0,0,0,0,0
X600795.SH,0,0.0012108507210278,0,0,0,0,0.36582075972641,0.0530258381227931,0.00520977757453449,0,-0.0270025481926882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235582236342095,0,-0.0754457603763311,0,0,0,0,0,0,0,0,-0.0168724049533546,0.0426073113363281,0,0.0630758971181809,0.0987728045769885,0,0,0,0,0,0,0.0408218230051827,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0296201722414968,0,-0.118000285693168,-0.0791212530144655,0,0,0,0,0,0,0,0,0,0,0.157403813980342,0,0.0463182263174998,0.164827304862694,0,0.115032260650197,0,0,-0.035227711807444,0.133408131687634,0.0682689407103038,0.0549022443130163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178919218266968,-0.170531904036484,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,1.00062301916349,0,0,0.0815144706228272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391485576840065,0,0,0,0,0,0.194232116101075,0,0.000739097599823628,0.275954619299607,0,0,0,0,0,0,0,0.00843670316462184,0.023062296841919,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231139846640081,0,0,0,0,0,0,-0.0251075462941854,0,0.38800023814124,0,0.0977547717415596,0,0,0,0.0834186500389091,0,0,0,0,0,0,-0.270902353177061,0,0,0.118609643809134,0,0.0241381730194703,0,0,0,0.113545321866729,0.0523813260904492,0,0,0,-0.00173752151631834,0,0,0,0,0,0,0
