,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X600489.SH,X000883.SZ,X000539.SZ,X600547.SH,X000630.SZ,X000831.SZ,X000629.SZ,X002353.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600549.SH,X600578.SH,X000983.SZ,X601699.SH,X600008.SH,X600863.SH,X600660.SH,X600307.SH,X600315.SH,X600348.SH,X000937.SZ,X600098.SH,X601168.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.594104986847468,0.076681660598466,0,0,0,0,0,0,0,0,0.0340811468626018,0,0,0,0,0,0,0.0867233956353173,0,0,0,0,0,-0.0740984342941759,0,0,0,0,0.0136156951112461,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473132775634061,0,0,0.0590293258696096,0,0,0.00787412195953225,0,-0.0322342919019964,-1.35525271560688e-20,0.0165358498036929,0,0,0,0,0
X600028.SH,0.462023116220806,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.292496810240104,0,0,0,0,0,0,-0.0734690318417431,0,0,0,0,0.12943825106468,0,0,0,0.0582396007452051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303744539562388,-0.00323178331113999,0,0,0,0,0,0
X601088.SH,0,0.0622348373246347,0,0,0,0.0429789681629743,0,-0.0410813748339613,0,0,0,0.216383571825867,0,0.0338565953233468,0,0,0,0,0.129645432878733,0,0,-0.0519565833892569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012167435631186,0,0.154064041200618,0.098250025617992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321696313578919,0,0,0,0,0,0,0
X600011.SH,0,0.00601356055029788,0,0,0,0.13549734495977,0,0,0,0,0.318147247889681,0.0684985691554925,0,0,0,0.107650838059871,0,0.0774492209164277,0,0,0,0,0,0,0,0,-0.0830795205882474,0,0,0.079293408327738,0,0,0,0.056656263660288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280930278898637,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.128942289574071,0.0517683743400668,0,0,0,0,0.0352136613743867,0,0,0,0,0,0.084299382809822,0,0,0,0,0,0.0604915062133005,0,0,0,-0.0565659878600564,0,0.00555220747250133,0,-4.33680868994202e-19,0,-0.0514823631515383,0,0.0555170604851827,0,0,0,0,0,0.0819402307297488,0,0,-0.0532250164705956,-0.0095135758595843,0,0,0,0,0,0
X600019.SH,0,0,0,0.0614575867794903,0,0,0,0,0,0,0.0134457741226857,1.73472347597681e-18,0,0,0,0.06327967271051,0,0,0,0,0.253567029656353,0,0.214836131297371,0,0,0,0,0,0,0,0,0.00321704218237796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450626336764978,0,0.124223247063688,0,-0.0614801132692729,-0.0217754575908515,0,0,0,0,0,0
X601898.SH,0,0,0.0974476442705021,0,0,0,0,0.0271923357206094,0.227970665789112,0,0,0,0,0.0341007081772093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907405326173581,0.0597999871164704,0,0,0,0,0,0,0.364221687156331,0,0,0,0,0,0,0,0,0,0,0,0,-0.00666244977775209,-0.0210781722243923,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.041768244703962,0,0,0,0,0,0,0.00524470917061207,0,0.0270753899798482,0,0,0,0,0,0,0,0,0.0261509298915717,0,0,0,0,0.118191037644904,0,0,0.00797111832805464,0,0,0.13723791839405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279207399917394,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.118695649339475,0.216265337606835,0,0.0494134207443642,0,0,0,0,0,0.0585653574267174,0,0,0,0,0.238898767406118,0,0,0,0,0.108778807611608,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160212018680482,0,0,0.00308244598943063,-0.014163227919492,0,0,0,0,0,0
X600795.SH,0,0.0813171757015061,0,0,0,0,0,0,0.0768184548325847,0,0.326755509543653,0,0,0,0,0.142387975029277,0,0,0,0,0,0,0.063212856623657,0,0,0.0747557811824251,-0.0842649509889545,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035406406592946,-0.0134474434632857,0,0,0,0,0,0
