,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X600489.SH,X000792.SZ,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000898.SZ,X002407.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X000060.SZ,X600176.SH,X000761.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0500301120484571,0,0,0,0,0.0987410577327391,0,0,0,0,0,0,0,0.0415886989097464,0,0,0,0,0,0,0,0.114886872895209,0,0,0,-0.00484384509109197,-0.0253835814139344,0,0.04429589301741,0,0,-0.0344299123180798,0,0,-4.33680868994202e-19,0,0,0,0.0145399444445069,-0.0516182506644158,0,0,0,0,0,0,0,0,0,0.0199347767180892,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.183185519962414,-0.00636184722754319,0,0,0.0123746518596378,0,-0.042247759747688,0,0,0,0,0,0.0169696999316918,0,0,0,0.0746725627984865,0,0,0,0,0,0,0.0541517203472615,0,0,-0.085880610783105,0.0192898234028672,0,0,0,0,0,0.0094666075227897,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.112726600104963,0,0,0,0,0,0,0.0503852123320393,0,0,0,0,0,0.0478687359270525,0,-0.017412460734196,8.67361737988404e-19,0,0,0,0,0.0218500319602421,0,0,0,0,0,0.0152791204212927,0,0,0,0,0.102171472416192,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.00553965606520487,0.0179640366218434,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0954614900154901,0,0.09055480639608,-0.0363023286128881,0,0.0134990614639471,0,0,0,0,0.0370814811560802,0,0,0.00747426878625784,0,0,0,0,0,0,0,0,0.0141431735211323,-0.0116061040485778,0,0,0,0,0,0,0,0.0054028494585095,0,0,0.227102072723632,0,0,0,0,0,0.0631348771119315,0,0,0,0,-0.025213985506982,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00931438243296104,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.390719343458143,0,0,0,0.0209193766253165,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.205186210756348,0,0,0.00217316623400954,0,0,0,0.0228889063936923,0,0,0.0649741552543685,0,0,0,0,0.0537533342188284,0,-0.0128675836686664,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0314766118947263,0,0,0,0,0,0,0,0.0353457198906918,0,0,0,0.0226098633958346,0,-0.00489813211082197,0,0,0,0,0,0.0738940186315267,0,0.107575943904547,0,0,0.0219898374456715,0.0327433780184477,0.0520788463411905,0.0858384440789115,-0.0792252798911157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850711952728458,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0536563605085336,0,0,0.0707326471514665,0,0.0410875075712328,0,0.178981275393299,0,0,-0.188307110787031,0,0,0,0,0,0.0702686403150267,0,0,0.0784015658525004,0,0,0,0,0.146744466138744,0,0,0,0,0,0,0,0,0.255691366166691,0,0,0,-0.0997409831052749,-0.103605961062636,0,0,0,-0.0338730072496344,0,0.124881567892199,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0607491138562743,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00362747097446736,0,0,0,0.150155159539701,0,0,0,0.103457545876495,0.038068523620947,0.00204061647124172,0,0,0,0,0.0543205618084391,0,0,0,0,0.201038943340634,0,0,8.67361737988404e-19,0,0,0.0320593129210106,0,0.149951486585855,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219781993857291,0,0,0,0,0,0.0352696049083651,0,0,0,0,0.127913753262215,0,0.274762850455009,0.0618530482017618,0.125127755313759,0,0.0455867329143721,0.168727536038371,0,0,0,0,0,0,0,0,0,0,0,0,0.0860934270410236,0,0,0,0,0,-0.0501910256151914,0.00541124853033113,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.019968952384926,0,0,0,0,0,0,0.050055020574819,0.0561728654749934,0,0.942121071118505,-0.0539588354836099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172196432250661,0,-3.46944695195361e-18,0,0,0.079940828705055,0,0,0,0,0,0,0,0,0,0.132014569017386,0,0,0,0,0,0
