,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X000629.SZ,X600299.SH,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600985.SH,X000401.SZ,X000553.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600583.SH,X600426.SH,X600808.SH,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230375346156869,0,1.0842021724855e-19,0,0,0,-1.35525271560688e-20,0,0,0,0,0.00465582518910095,0,0,0.0121163768584262,0,0.044821065646617,0,0.025099353399483,0.044573741616919,0,0,0,0,0.0459199180376748,0,0,0,0,0,0.0406313445125168,0,0,0.0132459616838563,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932551966466711,0.00882139312343738,0,0,0,0,0,0,0,0,0,0.00856194332199956,0.0161659865801131,0.0499638621622248,0,0,0,0,0.0109704778622976,0,0,0,0.086684827022838,0,0,0.0820210225775293,0,0,0.030545923599139,0,0,0,0,0,0,-0.0220569061228763,0,0,0,0,-0.0186949308342378,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817168264197262,0.110945780469106,0,0,0.0253100114728921,0.0261571539838286,0.0305130639307626,0,0,0,0,0,0,0,0.0624226900942882,0,0,0.0217832790624859,0.116090052805686,0,0,0,0,-0.0576212473983567,0,0,0,0,0,0.130652078426185,0,0,0,0,0,0,-0.00710166938445644,0,0,0,0,-0.000272053354891127,0,0
X600585.SH,0,0,0,0,0,0.116933310117174,0,0,0,0,0,0,0.11697907799829,0,0,0,0,0.00839194382587159,0,0.312866264692422,0,0.0128927838027807,0,0,0,0.0175163688973664,0,0,0,0.00948699471276194,0,0,0,0.0229416514107099,0,0,0,0,0,0,0.0907281591603664,0,0,0,0,0,0,0,0,0,0,-0.010366162327903,0,0,0,0,0.0145278716937243,0,0
X600019.SH,0,0,0,0,0,0.0308293937504905,0,0,0,0,0,0,0,0,0,0,0,0.0599733636735843,0,0.154658315840896,-0.0141141096353622,0.0261355453498426,0,0,0,0,0,0,0,0,0,0,0.101511314496214,0,0.114594004303976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205616097511955,0,0,0,0,0.0229680263425927,0,0
X600309.SH,0,0,0,0.401224457928949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218339862865331,0,0,0,0,0,0,0,0,0.0957742252393565,0.0129635859047694,0,0.128170378703118,0,0,0,0,0,0,0,0,0,0,-0.230190162784473,0.121409863108946,0,0,0,0,0,0,0,0,0,0,0.0879192788466482,0,0,0,0.141170350670929,0,0
X600011.SH,0,0,0,0,0,0.18254039397864,0,0,0.0856360267516982,0,0,0,0,0,0,0,0,0,0,0,0,0.0759565559713128,0.0828578722813789,0,0,-0.241402220971276,0,0,0,0,0,0,0,0.0314950505334841,0,0,0,0,0,0.262273849129725,0,0,0,0,0,0,0,0,0,0,0.0720921587058355,0.00386516119932578,-0.0330099532575726,0,-0.20251493637681,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0790420320949199,0,0,0,0.0929404501122813,0,0,0,0,0.0508176888298843,0,-0.0815351872736605,0,0,0,0,0,0,0.820617621963888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113266629713839,0.0712801199181791,0,0,0,0,0,0,0,-0.0650079550515869,0.112540433124758,-0.088838939244204,0.0898957329390024,0,0.102265679284471,0,-0.0723453453210418,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.232092362040913,0,0,0,0,0,0.183394876579057,0,0,0,0.162328942327866,0.0160163398543882,0.022545389867657,0,0,0,0,0,0,0,0.00253875703227543,0,0,0.0510902980819126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407090432974555,0,0,0,-0.00061717920489296,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.151190601061708,0,0,0,0,0,0,0.385208927321879,0,0,0,0,0,0.0178240304771119,0,0,0,0,-0.0505509894827457,0,0,0,0,0,0.0386928267599692,0,0,0,0,0,0,0.0728306302837194,0,0,0,0,0,0,0.220482629891889,0,0,0,0,0.0123149254176212,-0.0427929285485882,0,0,0,0,0,0
