,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X000807.SZ,X000408.SZ,X600378.SH,X600219.SH,X000723.SZ,X600489.SH,X600096.SH,X000831.SZ,X000933.SZ,X002080.SZ,X600348.SH,X000932.SZ,X600801.SH,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.334123204870958,0,0,0,0,0,0,0,0,0,0,0,-0.0203324830785383,0,0,0.102815217826423,0.040176664409924,0.0155184686275189,0,0.0496224866562373,0.0472307858127531,0,0,0,0.0316592518190857,0.000607230023733484,0,0,0,0,0,0,0,-0.0998444656984689,0,0,0,0,0,0,-0.0104351220354426,0,0,0,0,0,0,0,0,0,-0.00396678557188913,0.0100406609128473,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0237647896774747,0,0,0,0,0,0.246172668535999,0,0,0,0,0,0,0.0244958153825865,0,0.0276401735343676,0,0,0,0,0,0,0.000914575181412518,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.024336776214344,0,0,0.00426857828171444,0,0,0,0,0,0,0.0139743578507419,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0504353101051265,0,0,0,0,0,0.00123562190017899,0.0949933946866754,0,0,0,0,0,0,0.0243844802812771,0,0,0.0445982849455165,0,0,0,0,0.0997032115275799,0,0.111474865374102,0.0859434462415675,0,0,0,-0.0176306337181283,0,0,0,-0.0553262661164424,0,0,0,0,-0.0148186761641477,0,0,0.0241463801220911,0,0,0,0,0,-2.16840434497101e-19,0.0138173056490116,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.193840434019891,0,0,0.141462648670341,0.24837824324345,0.127140756143917,0,0.137863416422377,0,0.00264110785683511,0.164022860785294,0,0,0,0,-0.0704796773357878,0,0,0,0,0,0,-0.0712739123885327,0,0,-0.105188718079316,0,0,0,0,0,0,0,0,-0.0506583420872815,0,0.449488070715062,0,0,0,0,0.0325821964283128,-0.0231876039471725,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0335451346366652,0,0,0,0,0,0,0,0,0,0,0.234019274993583,0.193331334515952,0,0,0.157154672098379,0,0,0.132336178682592,0,0,0,0,0,0,0,0.0264475231075127,0,-0.158359233252762,0,0.0676054030069516,-0.107189390680586,0.175119893158222,0,0.0676198653878062,0,0,0,0,0,-0.0146016238968176,-0.00276611803532086,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852480971331756,0,0,0,0,0,0,0.347312677819184,0,0,0,0,0.0762112106805352,0.0172035263421753,0,-0.0206810672706419,0,0,0.132590515021278,0,0,0,0,0,0,0,0,0,-0.053122386666199,0,0.0983316256076543,0,0,0,0.151130702055619,0,0,0.0180443488295075,0,0.00422588431820788,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0352383428538163,0,0,0,0.619479865784551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010225825826817,0,0,-0.0452946063881774,0,0,-0.0415842632118399,0,0.142423336490531,0,0,0,0,0,0,0,0,0.025372572240608,0,0,0,0,0,0.0061259230232718,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.117225307347022,0,0.28965632469709,0,0,0,0,0,0,0,0,0,0,0,0.111818448510785,0,0,0,0,0,0,0.100256116252936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107705679264003,0,-4.33680868994202e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.528277734468522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111180163099911,0,0,0,0,0,0,0.0849004615755349,0,0,0,0,0,0,0,0,0.167885765123696,0,0,-0.0931566205907778,0,0,0,0.0100630007565418,0.00721526804708345,0,0,0,0,0,0
X600019.SH,0,0.176040607178646,0,0,0,0.0495804248589801,0,0,0,0,0,0.0606267888308407,0,0,0,0,0.206019071924944,0,0.149801538757951,0,0.0736710009355028,0,0,0,0,0,0,0.108042932299886,0,0,0,0,0,-0.0546403346225546,0,0,0,0.0288447732261843,0,0,0,0,0,0,0,0,0.266947216729201,0,0,0,0,0.0138589490208853,-0.0217944337116024,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0,0,0.627978298127055,0.12648383127308,0,0,-0.0544438235952767,-0.115201621632544,-0.0161872052006483,3.46944695195361e-18,0,0.151098208693797,0,0,0,-0.0227675784611962,0,0,0,0,0,0,0,0,0,-0.0231129020456035,0.0393835304898852,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.211930916185333,0,0,0,0,0,0,0,0,0,0,0,0.0453338527055374,0,0,0,0,0,0,0,0,0.137724237980495,0.0555160630796169,0,0,0.052702514749729,0.0711229584074914,0,0,0.10755609584889,0,0,0,0,0,0,0,0,0.0936713462870758,0.0318876422011994,0,0.039515168799705,0,0,0,0,0,0.00828485533382171,-0.0146863234456846,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.1081185884284,0,0,0,0,0.101477685781372,0,0,0.273873002484379,0,0.0373462008095154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962050965152803,0,0,0,0,0,0.0216535460176851,0,0.0250585885462634,0.205884748575842,0,0,0,0,0,0,0,0,0,-0.0014909051071441,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0479769633645723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123510270913417,0,0.0776966216818501,0,0.241316018026325,0,0,0,0,0,0,0,0.0713554227872652,0,0,0.0164197708650906,0,0,0,0,0.452489065020742,0,0,0,0.207553157560155,0,0,0,0,-0.387484023088109,0.0724983453738906,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.085636577348007,0,0,0.0355627112510343,0.0411890195190365,0,0,0,0,0.0383393894937906,0,0,0.0783599569648339,0,0,-0.0854081869929908,0.0770572742496675,0,0.210800335949381,0,0,0,0,-0.010650650887878,0,0,0.0313692165161767,0,0,0,0,0.0494900116185552,0.0531222792742954,-0.129788987904266,0,0,0,0,0.0167548098965913,0,0.0889189574947697,0.0412407662853816,0,0,0,0,0,0.145695581183212,-0.0389971266991947,0.0196731942226125,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.269033139402409,0,0,0.0325408195453479,0,0,0,0,0.0672610342600669,0,0,0,0.00396251434595165,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0838892166978694,0,0,0.0153772987237771,0,0.142803531380375,0,0,0,0.0086830230643823,0,0,0,0,0,0,0,0,0,0,0,0,-0.019298337066702,-0.0349464656442215,0.0329331131437402,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0871380011518472,0,0.197101643968405,0,0,0,0.250347704490372,0.0982564157165038,0,0,0.0338617511627823,0,0,0,0,0.0237441970079218,0,0.170392884231931,0,-0.0729551237247584,0,0,0,0,0.0874645492677517,0.0258719231309887,0,0,0,0,0,0,0,0,-0.00740823462520794,0,0,0,0,0,0
X600010.SH,0,0,0,0.0745852098453856,0,0,0,0,0,0.287875699006092,0,0,0,0.0198806510605398,0,0,0,0,0.0353902751516102,0,0,0,0,0,0,0,0,0,0,-0.0412672357014358,0,0,0,0,0,0,0,0,0,0.134956276500912,0,0,0,0,0,0,0,0.0603358184358532,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.211330524080054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311555282642729,0,0,0,0,0,0.695179849616645,0,0,0,0,0,-0.11047226968693,0,0,0,0,0,0,0,0,0,0,0,0,-0.107954547130006,-0.0266489674339063,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.149460296636329,0,0,0,0,0,0.032029608097735,0,0,0,-8.67361737988404e-19,0,0,0,0.164885370919746,0,0,0,0.0922624238835003,0,0,0,0,0,0.0940697396835913,0,0,0,0,0,0.600668727963783,0,0,0,0.0324344624202741,0,0,0.176206813949597,0,0,0,0.0246601370418512,-0.0131981285134848,0,0,0,0,0,0
