,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601991.SH,X000983.SZ,X000629.SZ,X601699.SH,X000723.SZ,X600096.SH,X600348.SH,X000408.SZ,X600141.SH,X000786.SZ,X600160.SH,X600219.SH,X300073.SZ,X000933.SZ,X002353.SZ,X002080.SZ,X600549.SH,X600157.SH,X000807.SZ,X600985.SH,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0106145716247254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820301953347158,0.319555561214496,0,0.0363639873863821,0,0,0,0,0,-0.100672084188549,0,0,0,0,0,-0.00413539250575403,0,0,0.0574184457099972,0,0,0,0,0,-0.00983380797155229,0,0,0,-0.0205181699381692,0,0
X601088.SH,0,0,0,0,0.381638911370091,0.166160939898336,0,0,0,0,0.112436490396113,-0.0379047505665393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184908088481643,0,0,0,0,0,0,0,0,0,0,0,0.0471321829581243,0,0,0,0,0,0,0.135488661779347,0,0,0,0.00307690740699659,0,0,0,0,0,0
X600028.SH,0,0,0,0.0488541746077928,0,0,0,0,0,0.0077540021805996,0.0266093746978763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516090103099562,0,0,0,0,-0.0128229297501119,0,0,0.00672534811728482,0,0.0213690875393029,0,0,0,0,0,0,0,0,0,0,0,0.00619629530233802,0,0,0,0,-0.0368387918199232,0,0
X600309.SH,0,0.0362209395980194,0,0,0,0,0,0,0.0307378254038652,0.095850216722695,0.0710544495306321,-0.0227792535363348,0,0,0,0,0.00347442759997664,0,0,0,0,0,0,0,0.0546069226924081,0,0,0,0,0.00893086212830033,0,0,0,0,-0.0162313626770186,0,0,0,0.0546604313228173,0,0,0,0.0646976859037023,0,0,0.0623047588375238,0,0,0,0,0.0153859535814793,0,0,0,0,0,2.71050543121376e-20,0,0
X600188.SH,0,0.0391195702938535,0,0,0,0,0,0,0,0.546897429697864,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470349519109458,0,0,0,0,0,0,0.200936971927079,0.0375958647245791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328832636883637,-0.00521930586272885,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.732802313549699,0,0.0207032199845424,0,0,0,0,0,0,0,0,0.0392227033968589,0,0,0,0,0,0,0,0,0,-0.0841010573005711,0,0,-0.177792405498356,0,0,0.0490246522322183,0,0.173002539101499,0.0828665038041721,0,0,0,0,-0.00584607070433299,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002460.SZ,-0.0207300167478272,0,0,0,0,0.146736231533075,0,0,0.288062096325198,0,0,0.0283789738842046,0,0,0,0.0602634968497854,0,0,0,0,0,0,0.163434799808538,0,0,0,0,-0.222249259527312,0,0,0,0,-8.67361737988404e-19,0,0,0,0.143876734359191,0,0,0,0.12850302144589,0,0,0,0,0,0,0,0,-0.060521217793115,0,0.148250259559705,-0.0264725866856283,0,0,0,0.0481755632758963,0,0
X600585.SH,0,0,0,0,0.185915367627606,0,-0.0967829636190065,0,0,0,0,0,0,0,0,0,0.0214440967856907,0,0,0,0,0,0.024415240860111,0,0,0,0,0,0.271378977006459,0,0.0130146981631956,0,0,0.0165541345212663,0,0,0,0.221172052302533,0,-0.0327096170620529,0,0,0,0,0,0,0,0,0,0,0,0.00953161684920766,0.0381276481495697,0,0,0,-0.0241506760101544,0,0
X000792.SZ,0,0,0,0,0,0.305014762597627,0,0,0,0,0.100064714188876,0.00235873388309452,0,0,0,0.0807360771129072,0,0,0,0,0.0933473549847082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792903214688519,0,0,0,0,0.20377313749625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489037806678963,0,0
X601898.SH,0,0,0,0,0.101536569650558,0,0,0,0,0,0.0139581245755956,0,0,0,0,0.0110767908332032,0,0,0,0,0,0.0136541322494813,0,0,0,0,0.123142746225585,0,0,0.332085410475709,0,0,0,0.180507569052206,0,0,0,0,0,0.0174743949639259,0,0,0.14360276844548,-0.119402346319353,0,0,0.070307269835766,0,0,0,0,0.0293640916144573,-0.0158294457394206,0,0,0,0,0,0
