,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X600886.SH,X002271.SZ,X601898.SH,X600010.SH,X002460.SZ,X601600.SH,X600801.SH,X000792.SZ,X600660.SH,X600362.SH,X600188.SH,X600688.SH,X600795.SH,X000786.SZ,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X600489.SH,X600176.SH,X002466.SZ,X000723.SZ,X000401.SZ,X000553.SZ,X600426.SH,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X000883.SZ,X000709.SZ,X600583.SH,X000027.SZ,X002353.SZ,X600612.SH,X000630.SZ,X600486.SH,X600126.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.222313208171811,0,0,0.180381426482075,0,0,0,0,0,0.0997888147308596,0,0,0,0,0.0627348311671338,0,0,0.0339885888214219,0.148338952310359,0,0.0661234494704711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.324180235420109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223695508413682,0,0,0,0,0,0.0064040692812189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100353793139719,0,0,0,0,0,0,0,0,0,0,0,0.0636730275730483,0,0,0,0,0.0182198207258051,0.00510425478333717,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0216897642335178,0,0,0.501050867820846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613212064564324,0,0,0,0,0,0,0,0,0.0781709437390212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270988015940111,0.0332606325581652,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0435772374131871,0,0,0,0.0239048354086416,0,0,0,-8.67361737988404e-19,0,0.43429193018206,4.33680868994202e-19,0,0.110012436542246,0,0,0,0,0,0,0,0,0,0,0,0,0.0232896775291908,0,0.121083373158029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298985334550891,0.00992549270225813,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220803369267268,0,-0.0314251601012232,0,0,0.0189330096392944,0,0,0,0,0,0,0.315215777134907,0,0,0,0,0,0,0,0,0.0978193255600547,0,0,0,0,0,0.0579046817713301,0,0,0.0373774530173812,0,0,0,0.0109243487681019,0,0,0,-0.18410432549646,0,0
X600019.SH,0,0,0,0,0,0,0,0.0332844046709622,0,0,0,0,0,0,0,0,0,0.033424400263483,0.378080827870059,0.0718779078769351,0.0193327328297611,0,0.0715628259743473,8.67361737988404e-19,0,0,0.0437787234407622,0,0,0,0,0.0319730965036128,0,0,0,0,0,0,0,0,0,0,0,0.0637561926475752,0,0,0,0,0,0,0,0,-0.00280126892914071,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248792001814254,0,0,0,0.140048424036366,0,0.00712394275653218,0,0,0,0,0,0,0.810532986654831,0,-4.33680868994202e-19,0,0,0.0324914193343132,-0.046332565526376,0,0,-0.0281577837054777,-0.0189400374301552,0,0,0,-0.0235379091657681,0,0,0.262815980804424,0,0,0,0,0.0494880991045653,0.0122355848329489,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119833756528633,0,0,0,0,0,0,0.119222707484319,0,0,0,0,0.174049369045063,0,0.0926312746874875,0,0,0.0852098927627749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317532274190039,0.116186034040692,0,-0.0334905065710881,0,0,0,0,0,0,0
X600011.SH,0,0,0.135914527729004,0,0,0,0,0,0,0,0,0,0,0.048968915709012,0,0,0.0440442464184192,0.00997516240504125,0,0,0.047982399807179,0,0,0.0394326608085734,0,0,0.414012730613483,0,0.137389098413663,0,0,0,0.0014650092059795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652742002834404,0,0,0,0,0,-0.00197779883856352,0,0,0,-0.00901725050987038,0,0
X600886.SH,0,0,0,0.0452491433185996,0.285677318975838,0,-0.0464977066586005,0,0,0,0,0,0,-0.0453140761040332,0,0,0.0169024453478201,0,0.0753665279264016,0,0,0,0,0,0,0,0.0399692628767023,0,-0.0657839834352982,0,0.038595764469242,0,0,0,0,0,0,0,0,0,0.212765845838253,0,0,0,0,0,0.0691211581813047,0,0,-0.0517911544974503,0,0,0.00302694111192487,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233062159795852,0,0.114567762961893,0,0,0,0,-0.142980834169955,0,0.0693040530816227,0,0,0,0,0,0,0.108009826262914,0,-0.017540204011463,0.0598077383289276,0,-0.0730394365904438,0,0,0,0,0,0,0.154413173399474,0,0.285103853885728,0,0,0,0,0,0.0744288647769892,0,0.0639179052599273,0.0256692543147772,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187378642693065,0,0,0,0.0315492515253361,0.26801425505978,0.0201373535682733,0,0,0,0,0.102104451387927,0,0.0151449710400311,0.0518953231652535,0,0,0.00811215124550376,0,0,0,0,0,0,0.0583749171611099,0,0,0,0,0.0160055061177609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0588818321367225,0,0,0,0,0,0.0893646103265178,0,0,0,0,0,0.0973003694978736,0,0,0.0757672205248429,0,0,0,0,0,0.0440130491197242,0,0,0,0.14122943063909,0,0.112554343337533,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00843153509295778,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610698779841555,0.411073733571083,0,0,-0.159622716972529,0,0,0,0,0,0,0,0,0,0,0.0282697045443114,0.132221960065737,0,0,0,0,0,0,0,0,0.154057460918129,0,0.286065761127854,0,0.256203430032134,0,0,0,0,0,0,0.0348584872223154,-0.261329330456874,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.146872327072502,0,0.0330377346542323,0,0,0,0,0,0,0,0,0,0,0,0.0804696619476751,0.10708325844205,0.166938678938894,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0288239642355272,0,0.0338198529485868,0,0,0.00054113001729917,0,0,0,0,0,0,0,0.00261354002273164,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.379122379819128,0,0,0,0,0,0,0.221291615295306,0,0,0,0,0,0,0,0,0.0321985606182003,0,0,0,0,0,0,0,0,0,0,0,0.0373534971854252,0,0.341103955717626,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.00317008906415829,0,0,0,0,0,0
X000792.SZ,0,0,0,0.12270317926787,0,0,0,0.132173154125286,0,0,0,0,0,-0.192391374241036,0,0,0,0.111696477859313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246735615314225,0,0,0,0.0908580330876578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119874421405296,-0.0306573483148951,-0.0370411603844515,0.177728073088404,0,0,-0.0426618130606982,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239224496723353,0,0,0,0,0,0,0.131062648625853,0,0.15027370902789,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0514056512844912,0,0,0.0954556691669704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451956805060605,0.0110275335586806,0,0,0,0,0,0
X600362.SH,0,0,0.0441913902121662,0.137942921257113,0,0,0,0,0,0,0,0,0,0.0801238860726381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388396522987975,0,0,0,0,0,0,0,0,0.654408511059544,0,0,0.0773617162826946,0,0.00779151136287877,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.272577115130878,0,0,0,0.0909448822386001,0,0,0,0,0,0,0,0.220674527933731,0,0,0.143342113945243,0,0.037353931636262,0,0,0,0,0.119880622768807,0,0,0,0,0.0554135877317628,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148960967678871,0.00583729246171802,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0601100795209753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378616581797024,0,0,0,0,0,0.235254450674204,0,0,0.0642875442391219,0,0,0,0,0,0,0,0,0,0,0,0,0.0731110648730053,0,0,0,0,0,0.0836591523591441,0.0586349213633813,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453738650673299,0,0,0,0,0,0,0,0,0,0,0,0.00361860611817189,0,0,0,0,0.0289733649684478,0,0.160191952683786,0,0.121637320392388,0,0,0,0,0,0,0,0,0,0,0.00954706203649382,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0235307037892789,0,0,0.381818270213035,0,0,0,0,0.161142689957848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937312048517038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104299492324688,0.0185703217029191,0,0.000441917134966088,0.023328761985625,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0159231407849214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206160155784603,0.00163506778583834,0,0,0,0.228480078000244,0.0264142597750355,0,0,0,0,0,0.0542193654471721,0,0.0853338037417914,0,0,0,0,0,0.185452092742791,0,0,0,0,0,0,0,0,0,0.0335427169174494,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268672167707706,0,0,0,0,0,0,0.0218743528747898,0,0,0.122564855891156,0,0.0324942746447466,0,0.187894804029032,0.103220233087972,0,0,0.0127877360782453,0,0.0512341830522979,0,0,0,0,0,0.141590802759343,0,0,0,0,0,0,0.0694675933926339,0,0,0.0209792142901559,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255444064048029,0.020737179557932,0,0,0,0.0417069625702584,0,0,0,0.000798656616452529,0,0,0,0,0.110459310225612,0,0,0,0,0.268217420219158,0.00549382572153746,0,0,0,0,0.00276643937380921,0.0145915316563255,0,0,0.0806580866013986,0,0,0.0831336201768455,0,0,0,0,0.0117154809991518,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.224046212116292,0,0,0.289694554556361,0,0,0,0,0,0,0,0,0,0,0.143656784195071,0,0,0,0,0,0,0,0,0,0,0,0.0180744387736838,0,0,0,0,0,0,0,0,0.00610024455777968,0.0804351220587252,0,0,0,0,0,0,0,0,0,0,0.0076715004062677,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201923990947219,0,0,0,0,0,0,0,0,0,0.167041776307762,0,0,0,0,0,0,0,0.0625008236723546,6.93889390390723e-18,0,0.136324908068574,0,0,0,0,0.151539912504225,0.204539529999878,0,0,0.109550834274994,0,0,0,0,0,0,0,0.00779100360272253,-0.0161932168925298,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0920595389417534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13130726723068,0,0,0,0,0,0,0,0.025599293938273,0,0,0.0352284380115967,0,0,0,1.38777878078145e-17,0,0.183551706678562,0,0,0,0.281870046767898,0,0,0,0,0.0738739556394713,0,0,0.0463902099205506,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.545034107906765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449280727084359,0,0,0,0,0,0,0,0,0,0,0.0141639684170355,0.135666849518146,0,0,0,0,0,0,0,0,0,0,0.0112581677070552,0,0,0.0907266655873366,0,0,0,0,0,-0.00983616694564014,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.26305420861871,0,0,0.0898087445261291,0,0,0.0568446985409735,0,0,0,0,0.120949375778056,0.0272122417589887,0,0,0,0,0,0,0.0934699175199451,0,0,0,0,0,0,0,0.00416234053585558,0,0,0,0.173572203265819,0,0,0,0,0,0,0,0,0,0.0204889312889616,0,0,-3.46944695195361e-18,0,0,0,0.0142988362530689,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0940058052650718,0,0.00831198584589137,0.197184576794611,0,0,0,0,0,0.308668240406535,0,0,0,0.152389696502772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074074262230768,0,0,0,0,0,0,0,0.126227359181604,0,0.186551675428883,0,0,0,0.0470828881694436,0,-0.149910851530975,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208051875158912,0,0,0,0,0,0,0,0,0,0.0646716218049178,0,0,0,0.0765189951556249,0,0,0,0,0,0,0.19187591727178,0,0,0,0,0.484167768268732,0,0,0,0,0,0,0,0,0,0,0.106728573231953,0.0419879112716688,8.67361737988404e-19,0,0,0,0,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166386835460909,0,0.380240959865262,0,0,0,0,0,0,0.23689685963171,0,0,0.108427178702772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101568345461511,0,0,-0.0113619515650078,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415829110427338,0,0,-0.311179370685963,0.0254163002664727,0.208967424057044,-0.0218461336996197,0,0.0108600088559842,0,0,0,0,0,0,0,0,0,0,0,0,0.542902657128507,0,0.0992108240289034,-0.00488132827815575,-0.00508357586297483,0,0,0,-0.0519820853628042,0,0
X600426.SH,0,0,0,0,0,0,0,0.00655209159170054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391530670058592,0.105872202069288,0.158539495467388,0,0,0,0,0,0,0,0,0,0,0.254287107797215,0,0.0324900643582379,0,0,0,0,0.0916180024848733,0.00655417019144332,-0.0166484331073997,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.0394016883928122,0,0,0,0,0,0.0352887807258473,0,0.0519128568494698,0,0,0,0,0,0,0.020402786182161,0.0814569207292943,0,0,0,0,0,0,0,0,0.0686441002412359,0.0365993259046596,0,0,0,0,0,0,0.155375262302306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0569524485589047,0,0,0,0,0,0,0,0,0,0,0,0.0336931370252949,0,0,0,0.0565323972769909,0,0,0,0,0,0,0,0.0188565099565091,0,0.0137879576963417,0,0,0,0,0,0,0,0,0,0.117515519658079,0,0,0,0,0,0,0,0.00527808577831233,-0.00200949556201987,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.533742730610228,0.0317788704615576,0,0,0,0.202537856756334,0.0321565826007689,0,0,0,0,0,0,0.0220551795155832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435097647344491,0,0,0,0,0,0,0,0,0,0.00218824633536888,-0.00473144695504418,0,0,0,0,0,0
X600516.SH,0,0,0,0,0.132195696966675,0,0.0682291599093666,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306427204415981,0,0,0,0,0,0,0.153421301193207,0,0,0,0,0.0540800552361059,0,0.156003878184828,0,0,0,0,0,0,0,0,0,0,0,0.0095933319580653,0.620379331948413,0,0.0577951419332278,0,0,-0.0132423122774542,0,0.261072074079002,0,0,0,0
X000932.SZ,0,0,0,0,0,0,-0.00214424937294549,0,0,0,0,0,0,0.0307471754416996,0,0,0,0,0.197876360737697,0.302940336345229,0,0,0,0,0,0,0.0168336269882321,0,0,0,0.028763955874677,0.0306038485234889,0,0,0,0,0.27961805797323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0.0121421864169591,0,0,0,0,0,0.143305525698197,0,0,0,0,0,0.0891905778705999,0.0198099814520109,0,0,0,0,0,0.0736128164427189,0,0,0,0,0,0,0.0957274051641471,0,0,0,0,0.112419014376027,0,0.0412388087710291,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0269731195675834,-2.71050543121376e-20,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0444848930377698,0,0,0,0,0,0,0,0,0,0,0.143590425326557,0.0361266190063335,0,0,0,0,0,0.306229394375878,0,0,0,0,0,0,0,0.00531741363220908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00338724696378497,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0536133756159829,0,0,0,0,0,0,0,0.0337138588576368,0,0,0,0,0,0,0,0,0,0,0,0.0555810873523994,0.120404980977135,0,0,0.0391748556921338,0.122228018287393,0,0,0,0,0,0,0,0.124692593358675,0,0,0,0,0.113009198001701,0,0,0.186913641503925,0,0,0.00491396264425366,-0.00115666339499604,0,0,0,0,0,0
