,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X000877.SZ,X600795.SH,X601600.SH,X002271.SZ,X000983.SZ,X601991.SH,X600803.SH,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X600985.SH,X600096.SH,X000723.SZ,X000629.SZ,X000786.SZ,X600160.SH,X000933.SZ,X600141.SH,X600995.SH,X600157.SH,X600219.SH,X600489.SH,X600378.SH,X002353.SZ,X600801.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.84600355665023,0,0,-0.00493212518731369,0,0,0.0294931579135295,0,0,0,0,0,-0.0310945290633455,0,0,0,0,0,0,0.111857316311318,-0.0135164851589001,0,0,0,0,0,0,0,0.11517309930681,0,0,0,0,0,0,0,0,0,0,-0.0642133200081465,0,0,0,0,0.056383899335786,0,0,0,0,0,0.00444190714397034,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.445307610167028,0.0876954505249115,0,0,0.0911263919659733,0,0,0,0,-0.143517452448841,0,0,0,0,0,0,0,0,0,0.261057730197178,0,0,0,0,0,0,0,0,0,0,0,0,-0.109451457227904,0,0.0789796071930983,0,0,-0.0939883314660533,0,0,0,0,0,0,0,0,0,0,-0.027969968896833,0,0,0,0,0,0
X600028.SH,0.359562566028982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979852531084389,0,0,0,0.0506178500697326,0,0,0,0,0,0,0.0115978270787743,0,0,0,0.00782350480160434,0,0,0,0,0,0.0705226006244276,0,0.059197216773226,0,0,0,0,0,0,0,0.00270981957451526,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0265809575655129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660108693410597,0,0,0,0,0.0506528140532084,0,0.0900284130094151,0,1.0842021724855e-19,0,0.117047937135211,0.0297433842495156,0,-0.0284248300332392,0.107836493908272,0.0788834553082683,0,0,0.0354249452290199,0,0,0,0,0,0,-0.00680799109716229,0,0.127696951992154,-0.0314501423275556,0.00740503365625716,0,0,0,0,0,0
X600188.SH,0,0.707154106807476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700841650897818,0,0,0,0,0,0,0,0.00891235726519844,0,0,0,0,0.00370995872549727,0,0,0.0921203821652303,0,0,0,0,0,0,0,0,0,0,0,-0.0809543458748514,-0.0055096195261093,0,0,0,0,0,0
X002466.SZ,0,0.0372133535092535,0,0,0,0,0,0.686763248856863,0,0,0,0,0.0863676098723916,0,0,0,0,0,0,0,0,0,0,0,0,0.0270083561102499,0,-0.0511375522693088,0,0,0,0,0.307599449890409,0,0,0,-0.0376485435561339,0,0,-0.117005916443207,0.0998064748997333,0,0,0,0,0,0.22094110158399,0,0.0072500566501349,0,0,0.054602904050439,0,0,0,0,-0.14002085210209,0,0
X600585.SH,0,0,0,0,0,-0.0473188260263151,0,0,0,0,0.0896336243878141,0,-0.00749463452592503,0,0,0.0538289345266811,0,0,0,0,0.0795236120029951,0,0.0403068225632156,0,0,0,0,0,0,0,0,0,0,0,0.0649796478563814,0,0,0.00113497470845162,0,0.0232931287233844,0,0,0,0,0,0,0.0198318320874656,0.424969375766064,0,0,0,0.0341785405553338,0.0187224273950474,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.381275975993794,-0.104903055128061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188398996403984,-0.106787374141559,0,0,0,0,0.0711244383288252,0,0,0,0,0.00225706938257095,0.0708941444152865,0,0,0.0958732083466897,0,0,0,0,0,0,0,0,0.046885070870426,0.126911740070527,0,0.157460476370486,-0.0725747809282527,0,0,0,0,0,0
X601898.SH,0.138035397510415,0,0,0,0.131608647323474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362616190643492,-0.0550138200725626,0.297620517218774,0,0,0,0,0,0,0,0,0,0.0885218517404856,0.0557617040897684,0,0,0,0,0,0,0,0,0.095207521589109,0,0,0.131026470704943,0,0,0,0,0,-0.0358665447233438,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.207339149163969,0,0,0,0,0.14254372531697,0,0,0.0604125916287642,0,0,0,0,0,0,0,0,0,0,0,-0.0390593600290048,0.0714434194942098,0,0,0,0,0,0.0244806228513709,0,0,0,0.0147289831228951,0.189894542657307,0,0,0.201550496471125,0,0,0,0,0,0,0,0,0,0,0,0.0393085061536928,0,0,0,0,0,0
