,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X600219.SH,X000786.SZ,X600299.SH,X002271.SZ,X600801.SH,X000629.SZ,X600808.SH,X000825.SZ,X601158.SH,X600489.SH,X000990.SZ,X000553.SZ,X002110.SZ,X600157.SH,X000630.SZ,X000723.SZ,X000883.SZ,X600339.SH,X300072.SZ,X600583.SH,X600985.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.035394487102714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559258501802999,0.0377865762015051,0.0449464337534124,0.012088416964948,0,0,0,0.0649311917019954,0.00916182553667152,0.081282081094373,0.0772811690246209,0,0,1.0842021724855e-19,3.46944695195361e-18,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.270132299399895,0,0,0,0,0,0,0,0,0,0,0,0.00996298573238493,0,0,0,0,0,0,0.379428166181278,0,0,0,0,0,0,0,0,0,-0.0240762585743802,0,-6.93889390390723e-18,0,0,-3.46944695195361e-18,0,0.070520612241784,0,0,0.0372738566889904,0.0016406279194616,0,0.134382327260096,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.086964067957417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195836517263654,0.143196916552026,0,0,0,0.0417292438091571,0,0,0,0,0,0,0,0,0.00552337171283199,0,0,0,0,0.119104893619554,0,0,0.0278406447421048,0,0,0,0,0,0.0301391778895189,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123787884781675,-0.0385661758627975,0,0,0,0,0,0,0,0,0.0200502552963034,0,0.0824772905012313,0.494576318854718,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.01780514778029,0,0,0,-0.0392640814113883,0,0,0,0,-0.00624815723125879,0.0194939822339315,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0206738978298767,0,0,0.103887212029111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831286296050022,0,0.122577197011881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212019757573003,0.0569930024767598,0,0.0119985318063439,0,0,0,0,0,0,0,0.00213812127738424,0.0107213624797905,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503774799059572,0,0.105574557044613,0.352473685295759,0,0,0,0,0,0,0,0,0,0,0.0931721285812362,0,0,0,0,0,0,0,-0.0312989633733839,0.069335459797408,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455240704999335,0,0,0.538050567486275,0,0,-0.120049967920923,0,0,0,0,0,0,0.0181608108026085,0.0444197705820197,0,0,0,0,-0.07312162088853,0,0,0,0,0,0,0,0.0633552558992283,0,0,0,0,0,0,0,0.0111845375589399,0.00463337350526523,0,0,0,-0.0382111339733488,0.0444046281476357,0
X600010.SH,0,0.0144408037687703,0,0,0,0,0,0,0,0,0,0,0.0387377627688894,0,0,0.223887163553321,0,0,0,0,0,0,8.67361737988404e-19,0.0506093689749066,0,0,0,0,0.232868222841439,0,0,0.102922303018406,0,0,0,0.0429198666431666,0,0,-0.0555353872385335,0,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,0,0.127223964871213,0,0,0.165238641665415,0,0,-0.0108472342224891,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3708335533462,0,0,0,0,0.0548752991815717,0,0,0.227236139590333,0.0072492946038697,0,0,0,0,0.0040294901472436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780553288485654,0,0.0349435479995266,0,0,-0.0232605447133289,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.180502000406113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121366352907051,-3.46944695195361e-18,0.0619958381368532,0,0,0.116513666660179,0,0.0255807377281349,0.0482072939334809,0,0.014512213893218,0,0,0,0,0,0,0,0.0134828065967749,0,0,0,0,0.0269138785615848,0,0,0.163211316071717,0,-2.71050543121376e-20,0.0195119709864103,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0204471990740027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919733982863065,0,0.0192843836527976,0,0,0,0,0,0,0,0,0,0,0,0.966360296940486,0,0,0,0.0272918496978354,0,0,0,0,0,0,-0.0579265674927797,0,-0.0528630854517245,0.00752461197468389,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0287033432721172,0.11952617925938,0.114795529708736,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0155958322887563,0,0,0,0,0,0.0306951901380204,0,0,0,0,0,0,0,0,0,0,0,0.0348885737804053,0,0,0,0.0419193388635898,0.12000977858522,0,0,0.0547299284668197,0,-0.00263830860471273,-0.0078023636244982,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.000756621629628328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981398267150481,0,0,0,0.0193794361209239,0,0,0.0660618542365813,0.0211867584321633,0.164636667168539,0.1961491324843,0,0,0,0,0,0,0,0,-0.00222399389306661,0,0,0,0.0423563734065125,0,0,0,0,0,0.0049733941466256,0.0102909830291488,0,0,0,0,0,0
