,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X002466.SZ,X000301.SZ,X600111.SH,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600010.SH,X600426.SH,X600886.SH,X600188.SH,X000786.SZ,X600011.SH,X600176.SH,X002080.SZ,X300037.SZ,X000408.SZ,X600803.SH,X601991.SH,X600795.SH,X600219.SH,X000027.SZ,X000932.SZ,X002409.SZ,X002353.SZ,X600352.SH,X600489.SH,X600688.SH,X000898.SZ,X600399.SH,X000825.SZ,X000807.SZ,X000830.SZ,X600315.SH,X600801.SH,X000959.SZ,X600549.SH,X600486.SH,X600027.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0341926367599183,0,0,0.0317941058000088,0,0,0,0,0,0.21933907403257,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148244063420185,0,0,0,0,0,-0.0430059375964314,0.0154927911987634,0,0,-0.00907679196251655,0,0,0,0,0,-6.93889390390723e-18,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600028.SH,0.278695991975125,0,0,0,0,0,0.143077944247103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536544345365261,0,0,0,-0.0123111442248621,0,-0.0163973043630566,0,0,0,0,1.73472347597681e-18,0.0120370268926541,0,0,0,0,0,0,-0.0197498336852172,0.00823835830852558,0.0744963612336681,0,0,0,0,0,0,0,0,0,0.0282156257559727,0.0496061987259083,0,0,0,-0.0266139094863028,0,0
X601088.SH,0,0,0,0.0580944784962378,0,0.0403291057979402,0,0,0,0,0,0,0.0389329510638722,-1.73472347597681e-18,0,0,0,0,0,0,0.201796132531524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0445516953142838,0.0510619828880366,-0.0869399010451656,0,0,0.0132019409635707,0,0,0,0,0,0.0317033419094411,0,0,0,-0.00550759946873084,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0250519678108173,0,-0.0354656978761636,0,0.133617565004773,0,0,0,0,0,0.262681833618573,0,0,0.0371600107369194,0,0,0,0,0,0,0,0,0,0,0,0.0460045424627546,0,0,0,0,0,0,0,0.0143795360671737,0.297399710203545,0.0197066121818687,0,0,0,0.0840776080243386,0,0,0,-0.00631297223770369,-0.0301340958164297,0,0,0,0,0,0
X600585.SH,0,0,0,0.10292960091523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912908613638478,0.0645181241668816,0.00115213956356475,0,0,0,0.0749193285943777,0,0,0,0,0,0.0291447094396833,0,-0.0261371022561179,0,0,0,0.0560169612363788,-0.0754434250061491,0,0,0,0,0,0.495585768394914,0,0,0,0,0,0,-0.0251969448147773,0.0400722896028853,0,0,0,8.67361737988404e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.394488150345858,0.0561228669537818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183754620834968,0,0,0,0,0,0,0.0208309453935236,0.104889375045867,0,0,0,0,0,0,0,0.217873987352097,0,0,0,0,0.155882156735772,0,0,0,0,-0.00847257065805119,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0244143601888595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292590461302534,0,0,0,0,0,0.0673113284925585,0,0,0,0,0,0,0,0,0.0375055642597368,0,0,0,0,0,0.303511337643098,0,0.112811069443951,0.0483664584068602,0,0,0,0,0.228338081797166,0,0,-0.0313014246258865,0,-8.67361737988404e-19,0.038166545492483,0,0,0,-0.0136796705804556,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.112123442333949,0,-0.10168594703799,0,-0.0209791720167496,0,0,-0.013457531764702,0,0,0,0.131698287371609,0,0,0.108377697561984,0.285257404841662,0.0802194218306052,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471402750197335,0,0,0,0,0,0,0,0,0,0.0331104246256813,0,-0.0575335720612277,0,0,0,0,-0.00828200616813491,0,0
X002271.SZ,0,0,0,0.114519892944189,0,0,0,0.076481527100058,0,0,-0.0582384606304804,0,0,0,-0.023046699008664,0.115762932503094,0.0198868555750558,0,0,0,0,0,0,0,0,0,0.0919333416986944,0,0,0,0,0,-0.0779986983567672,-0.0634994076089499,0,0,3.46944695195361e-18,0,0,0.0504191593335984,0,0,0,-1.73472347597681e-18,0,0.0202083567905298,0,0.11828227592773,0,0,0,0,-0.0308431324027184,0,0,0,0.100707408389464,0,0
X000708.SZ,0,0,0,0,0,0,0,0.146060660475617,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.061764055299972,0,0,0.0507057191858599,0,0,0,0,-0.0673355479686753,0,0,0,0,-0.0167845205695494,0.176959096085346,0,0,0,0,0,0.082688840466378,0,0,0,0.0504508277037062,0.0527237945798186,0,0,0,0,0,0,0,-0.00409148980360511,-0.025235151611134,0,0,0,0.0715674884259988,0,0
X002466.SZ,0,0,0,0,0,0.446253596414177,0,0.0878935333252107,0,0,0,0,0,0,0,0,0.484390308709326,0,0,0,-0.173688766292242,0,0,0,0,0,0.033168103982826,0,0,0,0,0,0,0,0,0,0,0,0,0.322324347797574,0.00422126889680282,0,0,0,0,0,0,0,0,-0.162979549789132,0,-0.292876835813712,0.143453898138209,0,0,0,0.102900484878817,0,0
