,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600660.SH,X000301.SZ,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X601991.SH,X601699.SH,X600795.SH,X000807.SZ,X000786.SZ,X600096.SH,X000983.SZ,X002353.SZ,X600803.SH,X002080.SZ,X600801.SH,X600489.SH,X000825.SZ,X600141.SH,X600688.SH,X000630.SZ,X000932.SZ,X300073.SZ,X600157.SH,X600486.SH,X600027.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0123446233978242,0,0,0,0,-0.067954909053996,0,0,0,0,0,0.135936248258695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237126770423696,0,0,0,0,0,0,0.278648767647403,0,0,0,0.101777112734702,0,0,0,0,0,0,0.0977177508521207,-0.0414527265462846,0,-0.0351129033658343,0,0,0,0.00111407389525118,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257842150216897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164285352639065,0.0285793555453417,0,0,0,-0.0555137627633639,0.377110376819824,0,0,0,0,0,0,0,0,-0.00870274602910392,0,0,0,0,0,0,0,-0.0414798532012337,0.038091162870536,0,0,0,0,0,0
X600028.SH,0.122319049423004,0,0,0,0,0,0,0.0230681515701389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192071973461952,0,0,0,0,0,0,0,0.036261024162937,0,0,0,0.106956939064659,0,0,0,0.0979413034807869,0.0422173513442115,0,0,0,0,0,0,0,-0.00816650123084153,0,0,0,0,0.012497425428121,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118593503222357,0,0,0.22254939911149,0,0,0,0,0,0.00466657497048306,0,0,0,0,0,-0.0056998080685405,0,0,0,0,0,0.043312379447079,0,0,0,0,0,0,0,0.0206282032601154,0,0,0,0,0,0,0.00360460860894709,0,0,0,0.0402427711956066,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.111283623716985,0,0,0,0,0,0.46132573991294,0,0.00411894374567736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624225883399506,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0293547193422544,0,0,0,0.482116212737471,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130635141750969,0,0,0,0,0,0,0,0,0,0,0,0.124461627950168,0,0,0,0.0848048340718916,0,0.221674159571682,0,0.277838523945905,-0.062639023220853,-0.0213128065508226,0,0,0.0516243495594852,-0.0443033123557255,-0.00149416332120539,0,0,0,-0.0447547007655456,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.278177435261269,-0.0495604365645697,0.28570363563468,0,0,0,0,0,-0.13992042436728,0,0,0,0,0,0,0,0.362337957806213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28855558809181,0.138579691432771,0,0,0,0,0,0,0,0,0,0,0.00774514072776898,0,0,0,-0.0245607561740073,0,0
X600188.SH,0,0.100685999641992,0,0,0,0.0984218465162826,0,0,0,0,0.12857810802618,0,0,0,0,0,0.0512387962042944,0.029076055473883,0,0,0,0,0,0,0,0,0,0,0,0.193228831304144,0,0.0172963265863533,0,0,0.358860736623175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616933021764809,0.11596260163641,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0078182750835632,0.00650104765469475,0,0,0.159039084878794,0,0,0,0,0,0,0,0,0.0199075787377022,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0578078537478151,0,0,0,0,0.119356623567054,0,0,0,0,0,0.464171754081972,0,0,0,0,0,0,-0.00722879980786128,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.267903457235136,0,0,0,0,0,0.0549417610581898,0,0.130511888062985,0,0,0,0,0,0.0919200213469395,0,0,0,0,0,0,0,0,0,0,0,0.053314707938323,0,0.0268621489117184,0,0,0,0,0,0,0,0.172385903033266,0,0,0,0,0,0,0,0,0,0.0134031809081856,0,0,0,0,0,0,0
