,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X000983.SZ,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X600995.SH,X000629.SZ,X000786.SZ,X600160.SH,X000807.SZ,X000408.SZ,X000723.SZ,X600219.SH,X600096.SH,X600489.SH,X000831.SZ,X600378.SH,X002080.SZ,X000933.SZ,X000932.SZ,X600348.SH,X000630.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197294987803042,0,0,0,0,0.165496873466099,0.077652179516525,0,0,0,0,0,0,0,0,0,0.0630489385827223,0,0.00750628740092265,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0248874569041797,0,0,0,0,0,0,0.00686402410146281,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.366812992907486,0,0,0,0.0122044615664903,0,0.0363662083067683,0,-0.00314838524047885,0,0,0,0.109428033407095,0,0,0,0,0,0,0,0,0,0,0,0,0.0528163088904657,0,0,0,0,0,0,0,0,0,0,0,-0.00661445116420623,-0.160743372615764,0,0,0,0,0,0,0,0,-0.0500142466536131,0.0380849594554619,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.181857841552125,0,0,0,0,0,0,0.0399177421204494,0,0,0,0.035713590635232,0,0,0.0434805858501708,0,0,0,0,0.0193597071841204,0,0,0.00572417908007599,0,0,0,0,0.0696165306058783,0,0,0,0,0,0,0,0.0171124001367857,0,0,0,0,0.00940170803847079,0.00631648647938762,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0288656934712581,0,0,0,0,0,-0.200667493003935,0,0.183882548160456,0.0726584735271025,0.180391875605728,0,0,0,0.00237737374733979,0.0185430989322582,0.0968145600509833,0,0,0,0,0,0,0,0,0,0,0,0,0.11822754158808,0,-0.096412650632915,0,0,0,0,0,0,0,-0.0486888585678483,0,0.513261799329344,0,0,0,0,0.00259560164465172,0.0217701373017361,-0.0173455056220218,0,0,0,0,0,0
X600188.SH,0,0.596116719339617,0,-0.0866472048805871,0,0,0,0,0,0,0,0,0.0352520811961212,0,0,0,0,0,0,0,0,0,0.212509335064276,0.0287850318972606,0,0,0,0,0.113674829229509,0,0,0,0,0,0,0,0,0,0,0.0160016454199068,0,-0.0558054054504948,0.0418223886780475,0,0,0,0.258795138044234,0,0,0,0,-0.0226521805174096,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.082905767359172,0,0,0,0,0,0,0,0.451173496136877,0,0,0,0,0,0.0377319870110504,0,0,0,0,0,0,0.105448364264104,-0.109320624938316,0,0,0,0,-0.00168376125186884,0,0,0,0,0.163193904153344,0,0,0,0,0,0,0.00444799102619933,-0.00406437953448063,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.00673420922633553,0,0,0.600194673921372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415318510110144,-0.0495990344078902,0,0,0,0,0,-0.0436122380971555,-0.0287424541255697,0,0.175761679145249,0,0,0,0.0420106270214942,0,0,0.0307827051389251,0,0,0,0,0,0,0,0.0127743335267189,-0.00139032123378328,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.611583738020691,0,0,0,0,0,0,0.093838983193159,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072438784336779,0,0,0,0,0,0,0.0492700950310213,0.131229309818517,0,0,0,0,0,0,0,0.119326785557812,0,-0.0172022031251523,0,0,0,0,-0.00821653904467168,0.00433731270860682,-0.00151081623108537,-0.0735256253340182,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.306712977555891,0.196452776448847,0,0,0,0,0,0,0,0,-0.000738623346199248,0,0,0,0.124931498678887,0,0,0,0,0.131853073352291,0,0,-0.0344901323574459,0,0,0,0.00928477741337831,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.00724367363034789,0,0,0,0.0585887625629204,-0.0150733014068491,0,0,0,0,0,0,0
X600019.SH,0,0,0.199337323013516,0,0,0.0373930987132588,0,0,0,0,0,0.121531549201071,0,0,0,0,0.047826472252635,0.156302732819895,0.145827407407874,0,0,0,0,0,0,0.068997218355202,0,0.0364548685487404,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0173735657061309,0,0.0941094099426818,0,0,0.0370386215450022,0.00689377951069558,-0.0146177718313475,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0469505177353106,0,0,0,0,0,0,0.643978408903664,0,0.063873141790089,0,0,-0.0767619983584583,0,-0.0567900369727438,0,0,0,0,0,0,0,0.129927266707085,0,0,0,0,0,0,0,0.00693257641703794,0,0.0271419958246504,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.214505503886357,0,0,0,0,0,0,0,0.0226304903941119,0,0,0,0,0.125391776010493,0,0,0,0,0,0,0,0,0.129819373337623,0.0824165385984596,0.0682507386454264,0.00564340820847336,0.031870153981228,0,0.132937662602371,0,0,0,0,0,0,0,0,0.00549761612843995,0,0,0.0497247049601079,0,0,0,0,0,0,0.0131862087454045,-0.0167385150177169,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499229233249135,0,0,0,0,0.480986060749526,0,0,0,0,0,0.127763643911921,0,0,0.0327074740087896,0.145546179835073,0,0,0.354324104413893,0,0,0,0,0,0,0,0,0,0,-0.275698870094562,0.133426061117325,-0.0564148762803966,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-6.93889390390723e-18,0.127946468086582,0,0,0,0,0.0534788359888207,0,0,0,0,0.10508670055514,0.110942286839558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963503067156186,0,0,0,0,0,0.332065816836409,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0440139804138944,0.039737691528983,0,0,0,0,0,0
X600660.SH,0,0,0,0.0451871126357731,0,0,0,0,0,0,0,0,0,0,0,0,0.0397380393795515,0,0,0.0303750324232179,0.0290945866068312,0.0402301894460541,0,0,0,0,0,0,-0.0307038632994648,0.0727920322082938,0,0,0,0,0,0.154534850971482,0,0,0,0,0,0,0,0.0276347437010926,0.086752780894978,0,0,0,0,0,0.103344092470375,-0.0346137664729389,0.00964521273763559,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.190289035982018,0,0,0,0,0,0,0.0793348768518074,0,0,0,0,1.73472347597681e-18,0,0,0.0381741734442032,0,0,0,0,0,0,0,0,0,0,0,0.0336551159068212,0.0128805296162624,0,0,0,0,0,0,0,0,0,0,0.0876481363471888,0,0,0,0,0,0,-0.0152363120307714,0.0171712647790336,0,0,0,0,0,0
X600010.SH,0,0.241949889965508,0,0,0,0,0,0,0,0.0867934077078419,0,0,0.0217615014173182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641372926177856,0,0,0,0,0,0,0,0.00108574029638415,0,0,0,0.146562191574613,0,0,0,0,0,0.0905162271369232,0,0,0,-0.0447620771586321,0.0393809019459422,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.00475070657161598,0,0,0,0,0,0,0.0770741731705536,0,0.189317267667913,0,0,0,0.235892426994705,0,0.106166653751091,0,0,0,0,0,0.0269140548901244,0,0,0.0856758915493953,0,0.0137424211564352,0.129242540237062,0,0,0.135372986871543,-0.0590561832264231,0,0.03007419775172,0,0,0,0,0,0,0,-0.00415677236455073,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.186761927208397,0,0,0,0,0,0,0,0,0,0,0,0,0.0151367683110969,0,0,0,0,0,0.0498775894975252,0,0,0,0,0,0,0.655253111502314,0,0,0,0,0,0,0,0,-0.052644595089625,0,0,0,0,0,0,0,-0.106930587498187,-0.0203352549274096,0.00169104622706379,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.182704413601471,0,0,0,0,0,0.0817585826904405,0,0,0,0.0178507052397634,0,0,0,0,0,0,0.0843924424776172,0,0,0,0,0.0579678796976996,0.033772388680125,0.0654104840023326,0,0,0,0,0,0.720702961034641,0,0,0,0.0458503686692729,0,0,0.0258654487203439,0,0,0,0.0411400463974292,-0.0254729777420129,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0712851206076456,0,-0.0558740111604257,0,0,0,0,0,0,0,0,0.0918212475369436,0.0250858785053971,0.078141630895414,0.0696575335215536,0,0,0,0,0,0,0,0.0475973396133636,0,0,0,0,0.1147110541491,0.239847062342208,0,0,0,0,0,0,0,0,0,0.121020873174434,0,0.233386981465399,0,0,0,0,0,0.0145750735431391,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138401796619232,0,0,0.101462289882187,0,0.0876698043135449,0,0,0,0,0,0.168392409961532,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0995124075058075,0,0,-0.138455889818039,-0.0953136409068484,0,0,0,0,0,0,0,0.0253724254817067,-0.0159263622406159,-0.0455151904541131,0,0,0,0,0
X600886.SH,0,0,0,-0.0292978686497152,0,0,0,0,0,0,0.229248127288191,0,0,0,-0.252811357938593,0,0,0,0,0,0,0,0,0,0,0,0,0.015931761267716,-0.0125483926099879,0,0.070632238273421,0.13636338132804,0,0,0,0,0,-0.0113618481378855,0,0,0,0,0,0,0,0,0,-0.241808319800909,0,0,-0.0167210601701145,-0.00831423906531042,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0313532720677367,0,0.134432194032686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232601346993096,0.324666953859073,0,0.046773774333392,0.122968862902023,0,0,0,0,0,0.0565413123592786,0,0,-0.332991277132637,0,0,0.221526933855587,0,0.0350947091759775,0,0,-0.0126735714666878,0,0,0,-0.0130219763355818,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124070584263981,0,0,0,0.118360244168609,0,0.180751165815781,0,0,0,0,0,0,0,0,0,0.0770579876593548,0,0,0.0275061293991567,0.0126412641317666,0,0.137923587289541,0,0.0762112371723883,0,0,0,0,0,0,0,0,0,0.056064925753079,0,0,0,-0.0137627064848905,0.00583707449755362,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0401652171712161,0,0,0,0,-0.0961585670006373,0.0557678799392728,0,0.083068034445435,0,0,0,0,0,0.0230504705329224,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0405621906995123,0.128770031175369,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.362566991003724,0.0276558984949287,0,0,0.0563722134171667,0,0,0,0,-0.00309231807250576,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0.162683859747597,0.168561438834231,0,0,0.125740470284138,0.0612635371928903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333649903474663,0,0,-0.146303871135955,0,-0.00736968086733415,0,0.160079829462525,0,0,0,0,0,-0.0509652830195875,0,0,0.176817913894523,0,0,0.0100942245667339,0,0,0,0.126573883108765,-0.075584365717825,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.534549856111729,0,0,-0.0925107377520392,0,0,0,-0.0848485021002928,0,0,0,0,0.158709350070054,0.245567996758032,0,0,0,0,0.105161300976773,0,0.0254837891998547,0,0,0,0,-0.0388626419286406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147562873749993,-0.00859739089159095,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.414151749216676,0,0,0,-0.0996942578326902,0,0,0,0,0,0,0,0,0,0.0747274609177317,0,0,0,0,0,0.136867444608342,0,0.0104565765233024,0,0,0,0,0,0.000805273921954955,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.162158492696154,0,0,0,0,0.308788731058517,0,0,0,0,0.0320093385542888,-0.0426040986880092,0,0,0,0,0,0
X600803.SH,0,0.078125578805347,0,0,0.0781811854339147,0,0,0,0,0,0.375274513524997,0,0,0,0,0,0,0,-0.0618912901054563,0.237522510685983,0,-0.0498542831025128,0,0,0.0218459967682804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610321326568645,0,0,0,0,0,0,0,0,0,0.0271031188971464,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.036269882654601,0,0,0,-0.22516611075561,0,0,0,0,0.00577931068936242,0,0,0,0.0536864815764023,0,0,0,0,0,0,0,0,0,0,0.343812610249128,0,0,0,0.152695911668531,0,0,0,0,0,0,0,0,0,0.207979804084717,0,0,0,0,0,0,0,0,-0.0445863395005089,0.038463207500604,0,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234779801006463,-0.0203776010109981,0.215994923588852,0,0.0255786483028035,0,0.11005746141706,0,0,0,0,0.0405463469796451,0,0,0,0.131091526081419,0,0,0.0760431164487402,0,0,0,0,-0.000557023973832024,0.000187412669641646,0,0,0,0,0,0
X000629.SZ,0,0,0,-0.197169139132616,0,0,0.0108833261104079,0,0,0,0,0,0.209288315038328,0.424793352661935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230814977045953,0,0.128812075122211,0,0.0397342261517826,0,0,0,0,0,0,0,0,0,0,0.133205028046612,0,0,0,0,0.0868746044082784,-0.0243234229040338,0,0,0,0,0,0
X000786.SZ,0,0,0,0.151961962310376,0,0,0,-0.0115161065559909,0,0,0,0,0,0,0,0,0,0.26598356681478,0.276490632422658,0,0.0844377502097794,0,0,0,0,0,0,-0.0501230314023464,0,0,0,0,0,0,0,0.0471704526214062,0,0,0,0,0,0,0.116180427476605,0,0,0,0,0,0,0,0.0200090556089902,0,-0.0214086242494874,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0.357007282255819,0,0,0,0,0.00106269918653075,0,0,0,0,-0.196460730125429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198114853286996,0.071038722099278,0,0,0,0,0,0,0.0263666314548217,0,-0.0693282166045682,0.233581097110755,0.143847645197496,0,0,0,0,0,0,0,-0.042572942835725,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,-0.0524592219917863,0,0,0,0,0,0.103987817705656,0.178891772014963,0,0,0,0.136206357828004,0.0719689825052472,0,0,0,0,0,0,0,0.0934206481870326,0,0,0.0314040739154774,0,0,0,0,0.0213267050527938,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.322048228809763,0,0,0,0,0,-0.0194866131942685,0,-0.00382709593275108,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.0345965333146013,0.0243290356849002,0,0,0,0,0.0303807458245818,0,0,0,0,0,0,0,0,0,0,0.0646701511374946,0,0,0.0497382821561443,0.0520191345509907,0,0,0,0,0,-0.03920436227095,0,0.0946153990804027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163731799351284,0.0142946575051163,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148564577044652,0,0.0100796407234344,0,1.73472347597681e-18,0,0,0.0734900055539003,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0481413708355602,0,0,0,0.0691049866876404,0,-6.93889390390723e-18,0,0,0,0,0,0.11450481886927,0,0,0,0.0308837261618869,0.0804624979712889,0,0,0,0,0.0258678706917675,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0.198180519635168,0,0,0,0,0,0,0,0.0277799367689687,0,0,0,0.233092517223057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766951884544802,0,0,0,0,0,0.0141436037253626,0,0,0,0,0,0,0,0,0,0,0.0179365796189423,0,0,0,0,0,0
X600096.SH,0,0,0,0,0.16397838799296,0,0,0,0,0,0,0,0.0976031752292812,0,0,0,0,0.113594705647158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42390528752633,0,0,0,0,0.0700842830040161,-0.0291368560846957,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.0145940436210819,0,0,0,0,0,0,0.0484590216839519,0,0,0.103652146822738,0.0602433956350938,0,0.42977532411752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429289831531077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00305171894286957,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434675493178955,0,0,0.161704514766443,0,-0.0926013241997286,-0.443464869934456,0,0,0,0,0,0,0,0,0,0,0.0132988100592798,0.240111083652933,0,0,0,0.124594467446702,-0.137313524913443,0,0,0,0,0,0,0.0883246642076118,0,0,0,0,0,0,0.148308753156017,0,0.0228816112789683,0,0,0,0,0,0
