,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600027.SH,X600795.SH,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600160.SH,X600612.SH,X600995.SH,X600219.SH,X000408.SZ,X000932.SZ,X002080.SZ,X000723.SZ,X600688.SH,X002409.SZ,X000629.SZ,X600378.SH,X000027.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.640914410682777,0,0,0.128987092768814,0,0,0,0,0,0,0,0,0,0,0,-0.00474323005623245,0,0,0,0,0,0.0596386154191347,0,0,-0.184455826587712,0,0,0,0,0,0,0.383494747095367,0,0,0,0,0.188351405727117,0,0,0,-0.274774130676861,0,0,0,0,0,0,0,0,0,0.0111593245365138,0,0.0121679704847549,0,0,0,0,0
X600028.SH,0.68162853528021,0,0,0,-0.0980584269275031,0,0.0528871988138186,0.058205347774783,0,-0.0604862039075752,0.0634422456510805,0,0,0,0,0,0,0,0,0,0,0,0,0.048230846493998,0,0,0,0,0,0,0,0,0.0481762179242128,-0.095896658168533,0,-0.0306757853755973,0,0,0,0,0,0,0,0,0,-0.00519438080099175,0,0,-0.00224149536942466,0,0,0.00664070452121442,0,0,0,0,0,0,0
X601088.SH,0,0.138767672826872,0,0,-0.0489946989186773,0,0,0,0,0,0.426664871838475,0,0,0,0.199719288102696,0,0,0,0,-0.0468676370574675,0,0,-1.73472347597681e-18,0,0,0,0.0592956070932042,0,0,0,-0.0520673326021861,0,0,0.161376837622517,0.0483596315700611,0,0,0,0,0,0,0,0,0,0,-0.0132379305697657,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.238583630844794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795227526273641,-4.33680868994202e-19,0.00777892559530181,0.120407384389852,0,0,0,0.0310870155503629,0,0,0,0.00871017347549778,0,0,0,0,0,0.026600480294687,0,0,0,0,0,0,0,0,0.00918404295381109,-0.0105149716105722,0,0,0,0,0,0
X600188.SH,-1.0842021724855e-19,0,0.133209879107637,0,0,0,0,0.177509953292628,0,0,0.411335645716155,0,0,0,0.0201758732502354,0,0,0,0.153109359110965,0,0,0,0,0,0,0,0,0,0,0,-0.13136728076003,0.20595370185961,0.171793115760865,0,-0.0613590134310274,0.12863455470397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238861172439226,-0.0695817269948241,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.217147244467067,0,0,0,-1.38777878078145e-17,0,0,0.139834205035202,0,0.360814806100249,0,0,0,0,0,0,0,0,0.449841817540027,0.361151360185691,0,0,0.236966045565886,0,0,0,0,0,0,-0.127584085208677,-0.162858465747802,0,-0.012308645018551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10441628994859,0,0,0,0,0,0
X600585.SH,0,0,0,0.125359967356966,-0.0685609941999371,0,0,0.233789566314582,0,0.0518283076618543,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288549678670022,0,0,0,0,0,0,0,0,0,0,0.0290588261404602,0,0.0687159753544295,-0.159783586906906,0,0,0,0.0514294753110605,0,0,0,0,0,0.237217578002127,0,0,0,0,-0.0315597494997004,0,0,0,0,0,0,0
X600019.SH,0,0.0777631725031058,0,0,0.0812390994792039,0,0.0867452528951273,0,0,0,0,0,0,0,0.182308483368466,0,0,0,0,0,0,0,-0.0142577608242491,0,0,0.0880054554276504,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.104825419767517,0,-0.0705846841529226,0,0,0,0,0,0,0,0.00713728853990221,0,0,0,0,0,0.0291689891572555,0.0644144509505151,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.51282356377256,0,-0.0404573024369728,0,0,0,0,0,0,0,0,0.102248309393308,0,0,0,0,0,0,0,0,0,-0.0212642583293743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191730752531946,0,0,0,0.140776528192547,0.0237648523360273,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.414065095376689,0,0.0411291528514441,0,0.0457440508869995,0,0,0,0,0,0,0.277843245277763,0,0.0232708798045713,0,0,0,0,0,0,0,0.239661380116795,0,0.0988141517436072,0,0,0,0,0.0785995756668862,0,0,0,0,0,0,0.0729610714108416,0,0.149458773334645,0.0662625731011747,0,0,0,0,0.0165066238222374,0.0048753364171447,0,0,0,0,0,0
