,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X600795.SH,X601898.SH,X601991.SH,X600027.SH,X601600.SH,X600688.SH,X002075.SZ,X600111.SH,X600157.SH,X600362.SH,X600583.SH,X600188.SH,X601158.SH,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000709.SZ,X000027.SZ,X600352.SH,X000883.SZ,X600660.SH,X600021.SH,X000792.SZ,X002470.SZ,X600022.SH,X000629.SZ,X600863.SH,X600098.SH,X600578.SH,X600489.SH,X600307.SH,X601918.SH,X600612.SH,X600808.SH,X600623.SH,X600547.SH,X000825.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.774657207436555,0.0737999143310597,0,0,0,0,0,0,0,0,0,-0.0470360195314205,0,0,0,0,0,0,0,0,0,-0.0683263125471303,0,-0.00221033127211169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400750242939227,0,0,0,0,0,0,0,0,-0.012167437881816,0,0.0456902318389652,0,0,0,0
X600028.SH,0.440301803840138,0,0.201975645309407,0,0,0,0.0806401258512713,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0738097598333143,0,0,0,0,0,0,0,0,0,0.0248632195409521,0,0,0,0,0,0,0,0,0,0.0954478608036737,0,0,0,0,0,0,0,0.000520128643857254,0,0.0381525487952821,0,0,0,0,0
X601088.SH,0,0,0,0.0445361045295335,0.259750678806784,0,0.183632793944397,0.0990437364829312,0,0,0.0726950041643528,0,0,0,0,0,0,0,0,0,0,0.0384807379663246,0,0,0,0,0,0,0,0,0,0,0.143210740440923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0004332704356118,0,0,0,0,0,0,0
X600011.SH,0,0,0.0557060650379872,0,0.0140824328798049,0,0,0,0,0,0.382202737176597,0.349354400203587,0,0,0,0,0,0,0,0.105171686891327,0,0,0,0,0,0,0,0,0,0,0,0,0.0823664021508322,0,0,0,-0.0389570059398274,0,0,0,0,0,0,0,0,0,0,0,0.00105861143087599,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156046346739388,0,0.1763352454492,0,0,0.0506892666184437,0,0.0218522895440643,0,0,0,0,0,0.102304070743647,0,0,0,0,0,0,0,0.0029922690230868,0,0,0,0.118407003349437,0,0,0,0,0,-0.00912762666181591,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0127521006821614,0,0,-0.0332642685777065,0,0,0,0,-0.56597123242638,0,0,0,0,-0.0097531880088527,0.0327457536977507,0,0,0,0,0.00905307933135625,0.00753187097743072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021027876566914,0,-0.0305529832206483,0.0142680229206278,0,0,0,0,0,0
X600585.SH,0,0,0.0166462627885191,0.0708720783408365,-1.73472347597681e-18,0,0,0.123771081376279,0,0,-4.33680868994202e-19,0,0,0,0,0.111013306087245,0,0,0,0,0,0.169294918304247,0,0,0,0,0.00950072671135352,0,0,0.206453277948714,0,0,0.0568614412221183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117695344135238,0,0,0,0,0,0,0
X600019.SH,0,0.0151129437143284,0.16536848957914,0,0,0,0,0,0,0.0510362056396854,0,0.16695956951288,0,0,0,0,0,0,0.205283439808615,0,0,0.00460848774000818,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0196267782462673,0,0,0,0.047675972772109,0,0,0,0,0,0,0,-0.00925852306210853,-0.0107241241927236,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.079571273606091,0,0.181915744186766,0,0,0,0,0.0126937618448471,-5.42101086242752e-20,0,8.67361737988404e-19,0,0.0975389377963494,0,0,0,0.0646359533252336,0,0,0,0,0,0,0,0,0.149031123049949,0,0.243226737661265,0,0,0,0,0,0.0157558959858279,0.0302912174300723,0,0,0,-0.0053973558900567,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.172984467136518,0,0,0,0,0,0,0,0.00780830620165642,0.0704129800183701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189401493132271,0,0,0.0690546988805869,0,0,0,0,0.000815090137309505,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.17607895795167,0,0,0,0.165627114166436,0,0.053314083708542,0,0.138623945588956,0,0,0,0,0,0,0,0.0612760794439078,0.0181845015953513,0,0.0992825374257929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10122245773757,0,0,0,0,0,0,0,0,0,0,-0.00462257414827817,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.189829344181992,0,0,0,0,0,0,0.0840278356119491,0,0.0441215838258252,0.136077835300599,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.115489149018409,0,0,0,0,0,0,0,0,0,0,0.353008342628377,0,0.0184736909360588,0,0,0,0,0,0,0,0,0,0,0,-0.0230302293559387,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0796519176690063,0,0.0434823787417711,0,0,0,0,0,0,0,0,0.00173005149360836,0,0,0,0,0,0.0840108553614534,0,0,0,0,0,0,0,0,0,0,0.155232376975379,0,0,0.019157847254412,0,0,0,0,0.0222626405406498,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.185179588074396,0,0,0,0,-0.0404670945665851,0,0.195610808208219,0,0,0,0,0,0,0,0.118642196091381,-0.216463250177503,0,0,0,0,0,0,-0.0177978866511151,0,1.73472347597681e-18,0,0,0,0.339621217175404,0,0,0,0,0,0,0,0.0355961309929565,-0.018333746746683,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.00757662742856572,0,0.0116579317736663,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0696183366358805,0.00300783867016785,0,0.124069113370441,0,0,0,0,0,0,0,0,0,0.285646637621964,0,0,0,0,0,0,0,0,0,0,0,0,0.124890321936977,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0212393808182997,0,0,0,0,0,0,0,0,0,0,0.0283823634298516,0,0,0,0,0,0.290545490558711,0,0,0,0,0,0,0.0225687253485518,0,0,0,0.00722701774694666,0.00407092263263169,0.0679308567824762,0.117157961590319,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
