,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600886.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600098.SH,X000629.SZ,X600808.SH,X600307.SH,X600863.SH,X600489.SH,X600578.SH,X600160.SH,X600623.SH,X601918.SH,X600612.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.752120411674567,0.0829657418855381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784761060587922,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180754947080976,0,0,0,0,0,0,0,0.0464596563195085,0,0,0,0,-0.0014649035092516,-0.0138855573979496,0,0.00610542970253047,0,0,0,0
X600028.SH,0.465333943303293,0,0.206588165230521,0,0,0.0505858122667248,0.0153061590108771,0,0,0,0,0.0359462067250767,0,0,0,0,0,0,0,0,0.0489745898465522,0,0,0,0,0,0,0,0,0.0802536092362033,0,0.0194170562195617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108858904425483,0.125453445004511,0,0,0,0,0
X601088.SH,0,0,0,0.0943129006542597,0.316257531905836,0.0034683754324901,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0955704104942646,0,0,0.0681531239856865,0,0,0,0,0,0,0,0,0,0,0.137430050974685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523009669753949,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.211849412157009,0.241463325895053,0,0,0,0,0.367678876024736,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00246298497062046,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0241986350577001,0,0,0,0,0,0,0,0,0.0614243065707354,0,0,0.285523446134456,0,0,0,0,0,0,0,0,0,0,0.107582034557892,0,0,0,0.0611247907885377,0,0,0.0334532603403982,0,0,0,0,0,0,0,0,0.104078845041755,0,0,-0.000605135936976903,0,0,0,0,0,0,0
X600585.SH,0,0.054911775700413,0.025938679397181,0,0,0,0.0891011306338833,0,0,0,0,0,0,0,0,0,0,0,0.0834104960042387,0,0,0.0372868327794617,0.191449972239039,0,0.00809587466213435,0.0564474419982713,0,0,0,0,0.198265956141394,0,0,0.0297415430451997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.190041364796716,0.0352592963181683,0,0,0,0,0,0,0,0.0579014129609866,0.0486151779984271,-1.38777878078145e-17,0,0,0,0,0,0.180412011244215,0,0,0.0526767400812407,0,0,0.00833000856427647,0,0,0.0243060809436102,0.114978712505354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294700007722632,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0619244347557727,0,0,0,0,0,0.225657542293788,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0227580252785116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24564123538905,0.247860909186679,0,0,0,0,0,0.015847386279394,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.160471361752049,0.00657756115010878,0.101772353824763,6.93889390390723e-18,0,0,0,0,0,0.0147205699059274,0,0.0538293442209922,0,0,0.0642948192413535,0,0,0,0,0,0,0,0,0,0,0,0.0160431730627811,0,0.207521147774064,0.0261810368136368,0.151899610639332,0.00601866399157073,0,0,0,0,0.0723658553993518,0,-0.000136807305004852,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.105584660745689,0.00389544634969964,0,0,0,0.0394038996481524,0,0,0,0,0,0,0,0.00425984809606126,0,0,0.0769377875850559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141730635615652,0,0,0.0191048825801004,0,0,0.0515418758591473,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120282556328999,0,0,-0.111700592864226,0,0,0.150432462012323,0,0,0,0,0.17087299588114,0,0,0,-0.132103711203276,0,0,0,0,0,0,-0.00828100896547805,0,0,0,0,0,0,0,0.262649931148178,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.165124987819774,0.0708435938187646,0,0.0217562417492063,0,0,0,0,0,0,0.162470096125095,0,0,0,0,0.163096043239516,0,-1.73472347597681e-18,0.112420668492473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656417116451679,0.124462376245024,0,0,0,0,0,0,0,0,0.000366664666138806,0,0,0,0,0,0
X600027.SH,0,0,0,0.189829344181992,0,0,0,0,-8.67361737988404e-19,0,0.0441215838258246,0.1360778353006,0.0840278356119494,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.115489149018409,0,0,0,0,0,0,0,0,0,0,0,0,0.353008342628377,0,0.0184736909360587,0,0,0,0,0,0,0,0,-0.0230302293559385,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.155257824256761,0,0,0,0,0,0,0,0.0349641955517583,0,0,0,0,0,0.0147952549654597,0,0.00699580664583927,0,0.177109805430766,0,0,0.00715862374874668,0,0,-0.00249787296522077,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0140589790257495,0,0,0,0.00517950297666796,0,0,0,0,0,0,0,0,0,0,0,0,0.00738251787791877,0,0,0.198495349388443,0,0,0,0,0,0,0,0,0,0,0,0,0.142885062271316,0,0,0,0.0243637261647337,0,0.0578123165862091,0,0.0313819886675131,0.138595824499904,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0154246766499982,0,0,0,0.0412058715806207,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00649655010771444,0.065706020157739,0,0,0,0,0,0,0,0.115092574336545,0.284629793045559,0,0,0,0,0,0,0,0,0,0,0,0,0.198659968311696,0,0,0,0,0,0,0,0,0,0,0,0,0
