,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X600362.SH,X601600.SH,X600188.SH,X600352.SH,X600489.SH,X000786.SZ,X601991.SH,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X002466.SZ,X600529.SH,X600426.SH,X600315.SH,X600126.SH,X002353.SZ,X002075.SZ,X002080.SZ,X000723.SZ,X002409.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000959.SZ,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07182017078439,0,0,0.1989507988534,0,0,0,0.0141550024581434,0,0,0,0,0,0,0,0.0831402900538701,0,0,8.67361737988404e-19,0,0.0079222847083034,0,0,0.0184809829109681,0,0,0,0,0,0,0.00957283511315449,0.00285011188723584,-0.0129536975642253,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0475773146771824,0,0,0,0,0,0.0305040783051496,0,0,0,0,0,0,0,0,0.041566465768622,0,0,0.0710100283275117,0,0,0,0,0,0,0,0.0314701838790614,0.0840135260050263,0,0,0.0799338137547298,0,0,0,0,0.0489722813549996,0,0,0,0,0,0,-0.0126721639597973,0.00374765111586585,-0.00561290834469692,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.100918708572254,0,0,0,0.00152297599971835,-0.0592893101862883,0,0,0,0,0,0,0,0,0.0928772459894294,0,0.0792013263243967,0,0,0,0,0,0,0.333813716761723,0,0,0,0,0.0279073413858931,0.055699033644057,0,0,0,0,0.0941887304755435,0.00107942834676513,0,0,0,0,0,0,0,0,0,0,-0.0628233558092812,0.00768377120354947,-0.0180232161128558,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.102686564767791,0,0.13661759437266,0,0,0,0,0.284649364219367,0,0,0,0,0,0,0.020642238949209,0,0,0,0,0.0952969134444811,0,0,-0.0115991463536435,-0.00831640667058325,0,0,0,0.0432070722538838,0,0,0,0,0.0161499104217798,0,0,0,0,0,0,0,0,0,0.310769223824899,0,-0.00470827554383933,0.00412930279576973,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.119924397551068,0,0,0,0,0,0,0,0,0,0,0,0,0.101090357274674,-0.036164134631921,0,0,0,0,0.00789710381012565,0,0,0.00408035884532052,0,0.322053513891743,0.0270761275238339,0,0.0194246904165391,0,0,0,0.0890702053076581,0,0,0,0,0,0,0,0,0,0,0,-0.00393166974347805,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0522758518937884,0,0,0,0,0,0,0,0,0,0,0.48634904244501,0,0,0,0,0,0,0,0,0,0,0.00831003844315913,0,0,0,0,0,0,-0.0992594364357269,-0.0264284829421975,0,0,0,0,0,0,0,0,0,0,-0.0357848685692462,-0.0247965211240548,2.16840434497101e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0520880467741581,0,0,0,0,0.0338391114452835,0,0,0,0,0,0,0,0,0,0,0,0.0755922276295385,0,0,0,0,0.10470795813576,0.122113968027249,0,0,-0.0535226423440685,0,0.104054320416776,-0.0226354057117523,-0.015944982833402,0,0.00701373165446812,0,0.0501258407563288,0,0,0,0,0,0,0,0,0,0,0,-0.0155851075975795,-0.000374777840323037,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292373945559089,0,0.0972855654835574,0,0,-0.264593033777925,0.1527685943572,0,0,0.0742419360933888,0,0,-0.03269615262968,0.011852099860268,0,0.00274473424064231,0,0,-0.085556426120395,0,0,0,0,0,0,0,0,0,0,-0.0956437777114938,0,-0.0181063219365245,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151338103282145,0.13161319380406,0,0,0.0813862081067606,0,-0.0294851347341147,0,0.192909891998343,0,0.111700489692102,0,0,0,-0.0315743971934547,0,0,0,0,0,0,0,-0.00779564961012213,-0.00062982039944946,0,0,0,0,0,0
X002271.SZ,0,0,0,0.300499082157793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491142964390171,0.140944361735441,0,0.0844349685971183,0.0370591978609082,-0.0413458281978033,0,0,0,-0.0173715479715843,0.198107533956016,0.01283234350308,0,0,0,0,0,0,0,0,0,-0.00800268989577397,-0.00621470393141135,0,0,0,0,0,0
