,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X002460.SZ,X000786.SZ,X000709.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X600808.SH,X000401.SZ,X000553.SZ,X600985.SH,X002353.SZ,X000630.SZ,X601699.SH,X000027.SZ,X600583.SH,X600426.SH,X000825.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189472736864053,0,0,0,0,0,0,0,0,0.00375693519144017,0,0,0,0.0339346543862204,0.0400527283776052,0.0269855822996623,0,0,0,0,0,0,0.0390787024759964,0,0,0,0,0,0.0204414338759741,0.0470391144680278,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988248097959801,0,0,0.0145289737178365,3.46944695195361e-18,0,0,0,0,0,0,0.00341612409284053,0.0475716281873649,0,0,0,0,0,0,0,0,0,0,0,0.0905378507143437,0,0.0853773434902749,0,0.0402497193159308,0,0,0,0,0,0,-0.0236770017978511,0,0,0,0,-0.0190240844506236,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0868263057550749,0,0,0,0,0,0.046227661446332,0,0.00590369212822053,0,0,0.0569601445544873,0.0523156191853175,0,0,0,0,0,0,0,0.0128553617901492,0,0,0,0,0.0288622638316178,0,0,0,0,0,0,0,-0.0331987071321275,0.0221746095385317,0.145891119540686,0,0,0,0,0,0,-0.0134647443366626,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.126957816300366,0,0,0,0,0,0,0,0.118894659463034,0,0,0,0,0,0.368739726509941,0,0.00749104755491369,0,0,0,0.00107299613367539,0,0,0.0453045622951294,0,0,0,0,-0.0323213045342031,0.00158727603542479,0,0,0,0,0.0783396256649421,0.0136967517607013,0,0,0,0,0,0,0,0,0,0,-0.00371406170047944,5.42101086242752e-20,0,0,0,0.0162342785655209,0,0
X600019.SH,0,0,0,0,0,0.00868476409888874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178302745319953,0,0.0797921582515958,0,0,0,0,-0.0185270117900743,0,0.033514955919176,0,0,0,0,0.0892363096028758,0,0,0,0,0,0,0,0.0706039853048376,0.00927561479872432,0,0,0,0,0,0,0,0,-0.00558424843862024,0,0,0,0,0.0195795519202762,0,0
X600309.SH,0,0,0,0.309243927481242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249483418234631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105967641878256,0,0,0,0.370759689214139,0,0,0.0569428271570602,0,0,0,0.108176138037866,0,0
X600011.SH,0,0,0,0,0,0.0158481360945788,0,0.0357262190085469,0.0866485821677877,0,0,0,0,0.0262253132983698,0,0,0,-1.73472347597681e-18,0,0,0,0.0641953700914319,0,0.231774246444401,0,-0.166286716382106,0,0,0,0,0,0,0,0,0.12968053424984,0,0,0,0,0,-0.025153525703418,0.15353158066395,0,0,0.0612827845353284,0,0,0,0,0,0,0.00866778888527212,-0.0229679903380946,0,-0.405442063385244,0,-0.0013860671132433,0,0
X600547.SH,0,0,0,0,0,0,0.213039506801145,0,0,0,0,-0.132504071288594,0,0,0,0,0,0,0,-0.116826758381465,-0.00394270190344321,-0.0159903279143869,0,0,0,0,0.915131267226319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112133075763665,0,0,0,0,0,0,0,0,0.04819601208839,0,-0.0844398095093557,0.146347587985451,0.27033668000473,0,0,-0.0393560139867245,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.157198757334368,0,0,0,0,0,0.198961722479675,0,0,0,0.16136330677977,0,0.0152083857146596,0,0,0,0,0,0,0.0300954577238011,0.0491727096064881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512042441468515,0,0,0,-0.0167248809648137,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566107926300217,0,0,0,0.147433274769501,0,0,0,0,0,0,0,0,0.0577035145263742,0,0,0,0,0.0202434050968116,0,0,0,0,0,0,0,0,0.0206601075023638,0,0,0,0,0.307238595335495,0,0,0,-0.0116295458019024,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.133887339472604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572680746624558,0,0,0,0,0,0.0396921650742379,0,0,0,0,0,0.182778378814322,0,0,0.0347289450369758,0.0152606444794106,0,0,0,0,0.0531916185013719,0,0,0.00356993819302623,0,0,0,0,0.020099766354573,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268358338141637,0,0.0438862203955383,0,0.00250454128839251,0.0161708227252221,0.206036221458816,0,0.0810347939620823,0,0.0397528184633684,0,0,0,0,0,0,0,0,0,0,0,0.0144142197428473,0.030100510369985,0,0.0548205742028228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201930715584392,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155596333691599,0,0.0544162013437755,0,0.0122832926911344,0.0633176077123735,0.204245205917394,0,0,0,0,0.0630381048810564,0,0,0,0,0.0198698191325864,0,0,0,0,0,0,0,0,0.0647623798326652,0,0,0,0.0228192522878459,0,0,0,0,-0.00443865582925889,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0840170733849594,0,0.0748119996018738,0,0,0,0,0,0.0846276482491815,0,0,0,0,0,-0.176595898240151,0,0,0,0.0671136134210625,0,0,0,0,0.018009267840117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169561877869613,0.0896586242106294,0,0,0,0,0,0,0,0,0,-0.0112129290795265,0.0292293291100092,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244199536206448,0,0,0,0,0,0,0,0,0.00247299015960114,0,0,0,0.0811667083027558,0,0,0,0,0.109577468325128,0,0,0,0,0,0.118054870688189,0,0,0,0,0,0,0.001174291798739,4.33680868994202e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.309225233511586,0,0,0,0,0,0,0,0,0,0,0.0408379638349915,0.0938307472097422,0.0114189297529091,0,0,0,0,0,0,0.0430454169178007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295455679735386,0.298620836160423,0,0,0,0.0578926998607865,0,0.0635108289603856,0,-0.0311642621795911,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0510462206350415,0,0,0.0159604203272697,0,0,0,0,0,0,0.0554587081748914,0,0,0,0,0,0.0863680885099,0,0,0,0,0,0.144466964833292,0,0,0,0,0,0.0642661524945891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119274670395624,0,0,0,0,0,0,0,0,0.0253781167967695,0,0
