,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600188.SH,X601991.SH,X600362.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000553.SZ,X000786.SZ,X600176.SH,X000408.SZ,X000723.SZ,X600339.SH,X600219.SH,X600489.SH,X000959.SZ,X600352.SH,X600808.SH,X002271.SZ,X601158.SH,X000883.SZ,X600299.SH,X000630.SZ,X000983.SZ,X000825.SZ,X002092.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0383984015322079,0,0.0608443461140041,0,-0.0456244753270624,0,0,0.0456834159782693,0.0345161611541704,0,0,0,-0.0285606301366471,0,0,0,0,0,0,0,0.014412248441146,0,0,0,0,0,0,0,-0.0514488862840529,0,0,0,0,0,0,0,0.0197119036386599,0,0,0,0,0,0.026384278631581,0,0,0,-0.0267646618971038,0.0234046099490651,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0148582489034447,0,0,0,0,0,0.0478763586566558,0,-0.0129234538322544,0,0.0139751161771231,-4.33680868994202e-19,0,0,0,0,0,0.0025710459620607,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790302861950186,0,0,0,0.0599843010984663,0,0,0,0,0,0,0,0,0,0,0.00244386671655247,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0198373971014163,0,-0.148513653795789,0,0,0,0,0.883482058560068,0,-0.0221174816138592,0,0,0,0,0,0.206626565436838,0,0,0,0,0,-0.0647135400866907,0,0,0,0,-0.000455723215956247,0,0,0,0,0,0,0,0,0,0,0,0,0.0246016367637666,0.0518199655187045,0.0117647544745019,0,0,0.0263387942521939,-0.00988241746750016,0,0,0,0,0,0
X600019.SH,0,0,0.0332211374711771,0,0,0,0,0,0.147740370244385,0,0,0,0,0,0,0,0.00986913046478022,0,0,0,0,0,0,0.127981456806616,0,0,0,0,0,0,0,0,-0.0776234182393452,0,0,0,0,0,0,0.225271967205525,0,0,0,-0.0250656591913187,0,0.0571338667428824,0.167592365668199,0,0,-0.152617077671152,-0.0265783418786145,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.116842197570986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302860549881465,0,0,-0.058909054538723,0,0,0.137100609686584,-4.33680868994202e-19,0,-0.293026216637824,-0.00667226229190964,0,0,0,0,0.130621881934986,0,0,0,0,0,0.20353590163579,-0.163721452831819,0,0,0.166190158765565,-0.00442123031856528,0.0186033745926582,-0.0196411906461321,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00947383965982166,0,0,0,0,0,0,0,0,0,0,0.178355127089735,0,0.131108149232098,0,0.0295216497044287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10097791836065,0,0,0,0,0,0,0.191596147913997,0.115874079870647,0.0421621687687932,0,-0.00334532653892492,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.287790952265215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268096720941725,0,0,0,0,0,0,0,0,0,0,-0.0421790690308497,0,-0.1092717847822,0.0969613633770729,0,0,0,0,0,0,0,0,0.194848219288591,0.0821198929866587,0.00462440234189593,0,0.198570732491164,0,-0.0350773022946603,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963999972917255,0.136347926641658,0,0,0,0,0,0,0.0135686154292493,0,0,0,0.021256251725103,0.0352120556218506,0,0,0,0,0,0,0,0,0,0,0,0,0.024730696000831,0,0,0,0,0,0,-0.0038946251914836,0.0132290408347231,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.270364183550745,-0.00278342684482206,0,0,0,-0.100740043387633,0,0,0,-0.0325038140720725,-0.132740466814109,0,0,0,0,0,0,0,0,0.119211751622063,0,0,0.00968533280719988,0,0,-0.221139095179211,0.248210377334333,0,0,0,0,0,0,0.186823210828743,0,-0.21496504252915,0,0,0,0,0,0,0.228960379327184,0,0,0,0.0112293732993292,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.031154973917494,0,0,0,0,0,0,0,0,0,0,0.286378819318376,0,0.0287979568112273,0,0,0,0.0798705058293111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219246390640739,0,0,0.0660100133235884,0,-0.0205857858044156,0.00734686888096859,0,0,0,0,0,0
X002466.SZ,0,0,-0.0400933873391417,0,0,0,0,0,0,0,0,0,0,-0.0108630895559547,0,0.576718221309599,0,0,0,0,0,0,0,0,0.00682312364261416,0,0,0.0235067416353832,0,0,0,0,0.0677124758513959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189757587207884,0,-0.01569607837218,0,0,0,0,0,0,0
