,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600111.SH,X600010.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600027.SH,X600803.SH,X601991.SH,X000301.SZ,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X002128.SZ,X000408.SZ,X000983.SZ,X000630.SZ,X601168.SH,X600176.SH,X000877.SZ,X601699.SH,X600096.SH,X000933.SZ,X600985.SH,X000831.SZ,X600378.SH,X600995.SH,X002353.SZ,X002271.SZ,X600157.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.5245091540723,0,4.33680868994202e-19,0,0,0,0,0.0830243881541767,0,0,0,0,0,0,0,0,0,0.12788048432287,0,0,0,0.0335753321965751,0,0,0,0,0,0,0.135955151066999,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0503185355820077,0,0.305490923885432,0,0,0,0,0,0,-0.047085274534365,0,0,0,0.00798387574280205,0,0
X601088.SH,0.243464186655894,0,0,0,0.135565976134691,0.0241044244720311,0,0.0062905213694196,0,0.0911664871364933,0,0,0,0,0,0,0,0,-0.182269834974564,-0.0306277374732639,0,2.16840434497101e-19,0.00395468241782,0,0,0,0,0,0,0.0832953194222256,0,0,0,0,0,0,0,0,0,0,9.01875846021668e-05,0.10535400147989,0,0,0,0,-0.00956793407682026,0,0,0,0,0,-0.0611747867221717,0,0,0,-0.0448599664766713,0,0
X600028.SH,0.507922057764959,0,0,0,0.217467469372123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402769719843671,0,0,0,0.157010291098733,0,0,0,0,0,-0.0590594748227678,0,-3.46944695195361e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0236535171907536,0,0,0,0,0,0.0770054015463366,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0566008593770127,0,0,0,0,0,0,0,0,0,0,0,0.132114203975614,0,0,0,0,0,0.126086433667082,0,0,0,0,0.378703435360191,0,0.123356183744417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676753184240606,0.0546704132193649,6.93889390390723e-18,0,0,0,-0.0977508668016193,-0.00400349135200643,0,0,0,-1.73472347597681e-18,0,0
X601898.SH,0,0.212514287612796,0.211231796553607,0,0,0,0,0,0.0652572189786735,-8.67361737988404e-19,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.14516531118295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736865360975815,0,0,0,0,0,0,-0.0878236098582057,0,0,0,0
X600188.SH,0,0,0,0,0.0905261647874459,0,0,0,0,0,0.00678720675494601,0,0,-0.247395124241027,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.091072209724356,0,0,0,0.0532273082948577,0,0,0,0,0,0,0,0,0,0,0.519244647002339,0,0,0,0,0.287746010324636,0.225432819801194,0.00887566728513496,0.0161424109136325,0,0,0,0,0,0,0.110460858012288,0,0,-0.0291992551027392,0,0
X600660.SH,0,0,0,0.339253663514278,0,0,0,-0.0804945149959804,0,0,0,0,0,0,0.168538898112263,0,0,0,0,0,-0.321544611612316,0,0.141859078670429,-0.0397653026570819,0.205765363490693,0,0,0,0,0,0,0,0,0,0,0,-0.0868750192996714,-0.00780880659823797,0,0,-0.139243335733233,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0817235972103342,-0.106204234228944,0,0,0.0028483560303217,0,0
X600019.SH,0,0.253383348295044,0.0500986973998462,0,0,0,0,0,0,0.0449619539040242,0,0,0.244081008160365,0.0153661985709213,0,0,0,0,0,0,0.238675666490981,0,0,0,0,0,0,0,0,0,0.0907966718056161,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135454411484878,0,0,-0.0461106065748193,0.140859738875487,0,0,-0.0310499282885132,-0.0637538808825899,0.0146442582351661,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.154794249781077,0,0,0,0,0,0,0,0,0.15114606698931,0,0.0148865951271611,0,0,0,0,0,0,0,0,0,0.172456099105519,0,0.00300882502301073,0,0,0,0,0,0,0,0,0,0.245839269161902,0.0637620555637288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380812696398609,0,0
X601600.SH,0,0.106957361528832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365630708254493,0.210418400845116,0,0.174743071318027,0,0.103834854265648,0,0,0.371689601756347,0,-0.0404036002720141,0.169440104039827,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213684508750351,0,0,0,0.34950677154061,0,0
X600547.SH,0,0,0,0,0,0.0616515122347376,0,0,0,0.0352390163040267,0,0,0,-0.0744694211440458,0,0,0,0,0.0553133303182241,0.77556679055794,0,0,0,0,0.0372910024774824,0,0,0,0,0,0,-0.0196748308310625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208524526703909,0,0,0.0126870153431708,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434687443632942,0,-0.133866982175835,0,0,0,0,0,0.0782207894573419,0,0,0,0,0,0,0,0,0,0,0,-0.0157056956825101,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0930976197343097,0.0314598765605338,0,0,0,0,0.0579860738132443,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.178598466911436,0.28806781387922,0,0,0,0,0,0,0,0,0.10286667503327,0,0,-0.0340340543092252,0,0,0,0.363119395963521,0,0,0,0,-0.0248816394746209,0,0,0,0,0,0,-0.0433514974731318,0,0,0,0,0,0,0,0,0,0,0,0.0661419937446033,0,0,0,-0.0610771430223774,-0.0122214931039062,0,0,0,-0.0399706454346481,0,0
X000792.SZ,0.0211699113343993,0,0,0,0,0,0,0.0539040764636155,0,0,0,0,0,0,0,0,0,0,0.211608962461586,0.00914747949436736,0.146711621185428,0.164175749377763,0.124501391014996,0,0,0,0,0.0204581699715666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291924032370805,0,0
