,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X002466.SZ,X000301.SZ,X600010.SH,X600660.SH,X601600.SH,X601898.SH,X002271.SZ,X600011.SH,X000708.SZ,X600362.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X300037.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000786.SZ,X002326.SZ,X601991.SH,X600795.SH,X600803.SH,X000723.SZ,X000630.SZ,X600096.SH,X600141.SH,X000983.SZ,X002353.SZ,X000825.SZ,X600688.SH,X601699.SH,X600399.SH,X000807.SZ,X000959.SZ,X000898.SZ,X600157.SH,X600295.SH,X002407.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0597765026886864,0,0.00998614740936364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500390056457387,0,0.0261898213816007,0,0,0,0,0,0,0.0404833657104915,0,0.153595668970145,0,0,0.00988501336497417,0,0,0,0,0.0233261047309372,0.0969257269756115,0.0317431957108448,0,0,0,-0.00905767219230645,0,0,0,-0.0554397326661109,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0844557727309007,0,0.0145148767907274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429642703938592,0.0331157903217865,0.11175559988939,0,0.000412709789867231,0,0,0,0,0.0841274204350531,0,0.122541308054015,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0322173045645055,0,0,0,0,0,0.18931411931145,0,0,0,0,0,0,0,0,0,-0.00388918219385075,0,0,0,0,0,0,0.00906817116198007,0.0395931536682955,0,0,0,0.273188713847309,0,0,0.0640184278037072,0,0,1.0842021724855e-19,0.0174827803511711,0,0,0.053989213299258,-0.118163234671133,0,0,0,0.0222704892859937,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0757311157780633,0,0,0,0,0,0,0,0,-0.0283485851179391,0,0,0,0,0.344169513486855,0.0471489267864446,0,0,0,0.010805391915334,-0.0286559441221293,0,0,0,0,-0.0482477977461243,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151439814627542,0,0,0,-0.0234145851236506,0,0,0,0,0.00756903827876965,0,0
X002460.SZ,0,0,0,0,0,0,0.0624986163374322,0,0.107204971691329,0,0.493994071834461,0,0,0,0,0,0.0828922603263572,0,-0.18700864964431,0,0,0,0,0,0,0,0,0,0,0.0156909813915434,0,0,0,0.0659649184346256,0,-0.101365397851753,0,-0.0188696142424672,0,0,0,0,0.0820402592110394,0,0,0,0,0,0.324217006741685,0,0,0,-0.0568238639062564,0,0,0,0.0489859211807916,0,0
X600585.SH,0,0,0,0,-0.0729544498449723,0,0,0.0988709215626519,0,0.0785121549624909,0,0,0,0,0,0,0,0,0,0,0,0.140771246494128,0,0,0,0,0,0,0.0661213021325684,0.0895218635547053,0,0,0,0,0,0,0,0.124241627305572,0,0,0,0,0,0,0.0696028579407767,0.0427360713599048,0.0366048088335022,0.00951422540615012,0,0,0,0.0707933699707179,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0168309744130353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059918780099678,0,0,0,0,0,0,0,0,0,0,0.0964307073284525,0,0,0,0,0,0,0,0.560211902843594,0,0,0,0,0,-2.16840434497101e-19,0.014145825896377,0,0,0,-0.00702074611760043,0,0
X000792.SZ,0,0,0,0,0.0617080801740446,0,0,0,0,0,0,0.0238620361488442,0,0,0,-0.0445868884956444,0,0,0,0,0,0,0,0,0,0.267349111116997,0,0,0,0,0,0,0,-0.272303428305637,0,0,0,0.163046686364019,0,-0.115820852678013,0,0,0,0,0,0,-0.144359231185414,0.0638294863116079,0,0,0,0,0.0978923337502084,0,0,0,-0.101076827801679,0,0
X600111.SH,0,0,0,0,0.0302293931189499,0,0,0,0,0.112450845939185,0,0,0.290884711037444,0,0,0,0,0,0,0,0,0,0,0,0.27189565547687,0.166985755204722,0,0,0,0,0,0,0,-0.029964070076552,0,0,-0.016261300945856,0,0,0,0,0,0.308431635799961,0,0,0,0,0,0.0987950189485954,0,0,0,0.0127000262005857,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0755605116011442,0,0,0,0,0,0,0,0,0,0,0,0,0.00356695304531176,0,0,-0.0603414075595711,0,0,0,0,0,0,0.00163747521262026,0,0,0,0.393507075363418,0,0.404257572540839,-0.055978219034781,0,0.197510953112424,0,0,0,0.0239933753319466,0,0,0,-0.0273594778403473,0,0,0,0,0,0
