,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X600027.SH,X000898.SZ,X600516.SH,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X600352.SH,X000786.SZ,X600299.SH,X600219.SH,X002271.SZ,X000629.SZ,X600808.SH,X600801.SH,X000825.SZ,X601158.SH,X600489.SH,X000553.SZ,X002110.SZ,X000630.SZ,X600157.SH,X600339.SH,X000883.SZ,X600985.SH,X002470.SZ,X600583.SH,X000723.SZ,X300072.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.18450396861207,0,0,0,0.0124933842230802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178521152316358,0.0534977973062858,0,0,0.0131328962394456,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00890418713103633,0.0484257976256384,0,0.121439179533594,0,0.0421288891280842,0.000768675446884374,0,0,0,0,0,0,0,0,0.0165386587156444,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.233661374540139,0,0,0,0,0,0,0,0,0,0,0,0.093338510646111,0,0,0,0,-0.0559305232548803,0,0.34742762452315,0,0,0,0,0,0,0,0,0,-0.036590975459611,0,0,0.0752022362544329,0,0,0,0,0,0,0.0372402088718047,0.00499478909417994,0,0.0600186193216103,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00853855924306427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469166786076579,0.145257393624701,0,0,0.0612483598086125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11021917893849,0,0,0,0,0.0996693310122436,0.0164424437515719,0,0,0,0.0199848940421732,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474873903863459,0,0,0,0,0,0,0,0,0.0791938645596608,0,0,0.00456524976043367,0,0,0.48817145515681,0,0,0,0,0,-0.000346544613696868,0,0,0,0,0,0,0,0,0,0,-0.0104787890449364,0.0226290483871848,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0206785041903568,0,0,0.103883012946699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831260817368471,0,0.122571783939554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212021115854792,0,0.0569959689697568,0,0,0,0,0,0.0120008024410485,0,0,0,0.00213829335929099,0.0107209951562864,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1122635115206,0,0,0.384118321095245,0,0,0,0,0,0,0,0,0,0,0,0,0.0858565290645598,0,0,0,-0.0330486343647213,0.0760392353309842,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457285565397318,0,0,0,0.552894949050659,0,-0.165909508323541,0,0,0,0,0,0,0,0,0.00036217496214392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454559345386138,0,0,0.0535370373945598,0.001827920792096,0,0,0,0,0,0.00315440421734493,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318485498661845,0,0,0,0,0.0326941769522952,0,0.0562430957370085,0.281054068733216,0,0,0,0,0,3.46944695195361e-18,0.284318273358414,0.13303573349867,0,0,0,0.0628804394969231,0,0,0,0,0.0867993954379451,0,0,0,0,0,0,0,0.0853280558945615,0,0,0.0141483947529526,-0.0148366795180763,0,0,0,-0.124875971817153,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373750832414735,0,0,0,0.0465562275215031,0,0,0,0.140438173314456,0.0430822844401399,0,0,0,0.0315527672175915,0,0,0,0,0,0,0,0,0,0,0.0408951955659062,0,0,0,0,0.0556132232255986,0,0,3.46944695195361e-18,0.088910347683915,0,0,-0.0231316973637934,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.182386574150507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0305053949934694,0,0,0,0.0323197652332153,0.119409456394652,0.0297937487929398,0,0,0,0,0,0,0,0,0,0.0230995652816951,0,0,0,0,0,0.0124897473784421,0.0678538453742064,0.136504922937721,0,0,0.0192940164760906,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0251040150311155,-0.0229115151219603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245457396395237,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01667318627563,0,0,0,0.0171697155936877,0,0,-0.0157136355541657,-0.088036563810112,0,0,0,0,-0.0372072880844254,-0.0112484594901201,0.0227049680777655,0,-0.0473240278779573,0,0.00567677000275705,0,0
X601991.SH,0,0,0,0,0,0,0,0.0757365880629413,0.163636981294367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214836306942544,0,0,0,0,0,0,0,0,0,0,0,0,0.0314643097619816,0.0356473689287645,0,0.0111060035240438,0,0,0,0.113374953246889,0.100793661435447,0,-1.0842021724855e-19,-0.00750828128866589,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0203154246868138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757313472910993,0,-8.67361737988404e-19,0,0,0.0159552798593845,0,0.0429296892909396,0,0.205309143558104,0,0,0.195642701126942,0,0,0,0,0,0,-0.0245408484984027,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00123012283573406,0.00421250643252677,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0262195680897737,0,0,0,0,0,0,0,0,0,0.116678429067342,0,0,0,0,0,0,0,0,0,0,0.0135943883313094,0,0.0130051243066141,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.000849053941056234,0,0.097866383450481,0.0970332633017559,0,0.0317332354996419,0,3.46944695195361e-18,0,0,-0.0167212024464583,0.0419072378549034,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119255964481022,0,0,0,0,0,0,0.155662783949545,0,0,0,0,0,0,0,0,0,0,-0.071179141383434,0,0,0,0,0,0.0268577569055907,0,0,0.0856743067415264,0,0,0.0748952011910645,0.036341641257611,-0.00739928269012812,0,-0.0302197803442586,0,-0.166013941588145,0,0
