,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X000708.SZ,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X000786.SZ,X600176.SH,X002466.SZ,X600426.SH,X600362.SH,X000301.SZ,X600011.SH,X600111.SH,X600886.SH,X601600.SH,X600010.SH,X601898.SH,X600486.SH,X002353.SZ,X600352.SH,X600803.SH,X600219.SH,X600188.SH,X601991.SH,X600795.SH,X600801.SH,X600688.SH,X600489.SH,X002080.SZ,X600299.SH,X600315.SH,X300037.SZ,X000723.SZ,X600027.SH,X000932.SZ,X600399.SH,X601168.SH,X600157.SH,X601992.SH,X002409.SZ,X000027.SZ,X000898.SZ,X000807.SZ,X000902.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0299291325427583,-0.0204188846584361,-0.00802979392182897,0,0,0,-0.0105162603829794,0,0.0838630181103807,0.00726189979480912,0.00362165094483784,0,0,0,0,0,0,0,0,0,0,0.0457135174619786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447796992103729,0,0,0,0,0,0,0,0,-0.00317831391236116,0,0,0,0,0.00223489723551741,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0336801022945685,0,0,0,0,0,0.0624876093043849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157906019286965,0,0,0,0.015433558138927,0,0,0,0,0,0,0,0,0.204731107236526,0,0,0,0,-0.0120405024898005,0,0,0,0.000686213901637177,0,0
X600309.SH,0,0,0,0,0,0,0.0521663150884561,0,0,0.0742599457095732,0,0,0,0,-6.93889390390723e-18,0,0.0852175749953055,0,0.0098680862318209,0,0,0,0,0.187478734283073,0,0,0,0,0,-0.0717716839182339,0,0,0,0,0.123124887698621,0,0.0576078496942482,0,0,0,0,0.0721093069642292,0,0,0,0,0,0,0,0,0,0,0.0303211571381644,0,0,0,-0.00195612668001665,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00655747718624938,0,0,0,0,0,0,0.0358323345621461,0,0,8.67361737988404e-19,0,0,0,0.151255093224153,0,0,0,0,0,0.364977846622454,0,0,0,0,0,0,0,0,-0.0162394715907143,0,0,0,-0.0794805979816766,0.0312885042203116,0,0,-0.0380955519514196,0,0,0,0,0,0.0386204256846143,0,0,0,0,-0.0421294935955103,0,0
X600585.SH,0,0,0,0,0,0,0.0148720203156229,-0.0201449336745113,0,0,0,-0.0779171488132623,-0.0122462317937661,0,0,0.0699950474342466,0,0,-0.00180510303466992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725324278982109,0,0,0,0,0.0558589494864821,0,0,0,0,0,0,0,0,0.0108085628183533,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.121207897719711,0,0,0,0,0,0,0.183301496870107,0.040868404648309,-0.0507626554532599,0,0,0,0,0,0,0,0,-0.130894012252527,0,0,0,0,0,0,0,0,-0.1023685934874,0,-0.0303809600010233,0,0,0,0,0.0685806505518515,0.231912452842083,0,0,-0.0517935154769856,0,0,0,0,0,0,0.0198907576427336,0,0,0,-0.0285008392881539,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.122291772397357,0,0,0,0,0.336436512090921,0,0,0.0118698248853057,0,0,0,0,0,0,0,0.109522691017569,0,0,0,0,0,0,0,0,0,0,0,0,0.103980280793569,0.414878841717117,0,0,0.0255717749333846,0,0,0,0,0,0,0,0.463678640012434,-0.0436730618222565,-0.038347226561367,0,0,0,0,0.0329155197348569,0,0
X600019.SH,0,0,0,0,0,0.21243811758527,-0.00702825534582267,0,0,0,0,0,0.0200596896868263,0,0,0,0,0,0.23926538228089,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148411209360586,0,0,0,0.141945355873816,0.113817534646094,0,0,0,0,0,0.260077793574315,0,0,-0.0244054091968069,-0.00854910544395715,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0787707532138266,0,0,0.0348966966128858,0,0,0,0,0,0.072717996507442,0.0667514167660057,0,0,0,0,0,0,0,0,0.125286896693807,0,0,0,0,0,0,0,-0.0210463834270642,0,0,0,0.0392865481012657,-0.205064277424124,0,0,0.0743097344992309,0,0,0,0,0,0,0,0,0,-0.0338296738911148,0.0376902910783148,0,0,0,0,0,0
X002271.SZ,0,0,0.0448033764371757,0,0,-0.0323755030487007,0,0,0.24154459613693,0,0,0,0.0895194248848241,0,0.105081063218351,0,0,0,0,0,0,0,0,0,0,0,0,0.00424455795312607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691260556901836,0,0,0,-0.0637865525265435,0,0,0,0,0,-0.0191253073930015,-0.0306122662861701,0,0,0,0.0335823262053415,0,0
