,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X601898.SH,X600010.SH,X600362.SH,X000786.SZ,X600489.SH,X600352.SH,X600111.SH,X601991.SH,X600176.SH,X600188.SH,X600426.SH,X002466.SZ,X600299.SH,X600795.SH,X600688.SH,X600027.SH,X601992.SH,X002080.SZ,X600529.SH,X002353.SZ,X002409.SZ,X600612.SH,X600219.SH,X000301.SZ,X600486.SH,X600315.SH,X000932.SZ,X600516.SH,X000027.SZ,X600126.SH,X000723.SZ,X601158.SH,X000898.SZ,X000877.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0115023768564286,0,0,0,0.11836645714373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178433483876827,0.113119731582125,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0414624917771744,0,0,0.0167274249086662,0,0,0.00192154894841661,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0358814441632355,0,0,0,0,0.0450823667874108,0,0,0,0,0.00599361990939504,0,0,0.0939187937772626,0,0,0,0,0,0,0,0,0,0,0,0,0.0231455251048517,0,0.00964102585997918,0,0.155719572209124,0,0,0,0,0,0,0,0.0439184628434677,0,-0.0280290015730257,0,0,0,0,0,-0.0049699036729743,-0.00229022730208897,0.00320189911076031,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201137092095563,0,0,0,0.0922295383118313,0,0,0,0,0.0743789688765319,0.197805342707184,0,0.0119666550272522,0,0,0,0,0,0.0846146252802983,0,0,0,0,0.0137266757853368,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249045377789264,-0.0111710931371615,-0.00463739171891775,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0506312455438817,0,0,0,0.0182465627629343,0,0.124500815559988,0,0,0,0,0,0,0,0,0,0,0,0.059807734861909,0.160669198096697,0,-0.0272143984688816,0.0268204219759906,0,0,0,0,0,-0.0336043418841374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337097396414706,0,0,0,0.00779813458950299,0.00861855340801173,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0528809716607974,0,0,0.0802232279399662,0.0436127752277663,0,0.0570180018377185,0,0,0,0,0,0,0,0.0889580735705486,0,0,0,0.00511400433621041,0,0.215922378560269,0,0,0,0,0,0,0,0,0,0.0457524485235886,0,0,0,0,0,0,0,0,0,0,0,0.0975838939670038,0,0,0,0,-0.0240875312294886,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618897041982674,0.0884218318370914,0,0,0,0,0,0,0.0750056432687592,0,0,0,0,0,0.0356832200095206,-0.0620212643918182,0,0.0203377633473036,0,0,0,0,0,-0.0090494145577396,0,0,0,0,0,0,0,-0.104880811698495,-0.0145408572061628,-0.0183800680473257,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922899255051914,0,0,0,0,0,0,0,0,0,0.0542902062159798,0.0759523369197621,0,-0.0368925256755582,0,0,0,0,0,0,0,0.108944402311798,0.0652879356791764,0,0,0,0,0,0,0,0,-0.0326767487454978,0.0973557722338074,0,0,0.00942968887023745,0,0,-0.00075679854343512,-0.00472138254219834,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525936245010086,0,0,0,0,0,0.0014702718862949,0,0,0,0,0.0320564213023839,-0.156598219129695,-0.013105062571873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462919307379719,0,0.0623370628774416,0.0617903034925834,0,0,0,0,0,-0.00139433008659686,-0.0197074418372183,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.120291442942862,0,0,0,0,0.0472975914492002,0,0,0,0,0,0,0,0,0.263290965266134,0,0,0.2150260680765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246491519421053,0.0484288995347418,0,0,0,0.149090729907799,0,0,0,0.0540873348417228,0,0,-0.00131286517189368,-0.0162248816044899,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.179486657300215,0,0,0,0,0,0,0,0,0,0,0.013477927725344,0,0,0,0,0,0.192192142312475,0.332487978600727,0,0,0,0,0,0.0167233934017784,0.219331328060446,0,0.0671921194857752,0,0,0,0,0.058816582406971,0,0,0,0,0,0,0,0,0,0,0.0133697285901391,0,0,0,0,0,0,0
