,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X002466.SZ,X600309.SH,X600623.SH,X000630.SZ,X600352.SH,X000709.SZ,X600660.SH,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X600808.SH,X600307.SH,X000060.SZ,X600547.SH,X600578.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.531516664665216,0,0,0,0,0,0.0625122593325442,0,0.041394245600673,0.0236797887036604,0,0,0,0,0,0,0.026311180607033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140763281193264,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-0.0262336002430947,0,0,0.107024903649535,0,0,0,0
X600028.SH,0,0,0.129132658725766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142142554279507,0,0,0.0428551719599969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150548827561404,-6.93889390390723e-18,0,0,0.111523129780516,0,0,0,-0.0393844121713278,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.224387742523241,0,0.0766594262851438,0.0280904503516441,0,0,0,0,0.228886916677717,0,0,0,0,0,0,0,0,0,0,0.15524947396075,0,0,0.0969418580202781,0,0,0,0,0,0,0,0,0,0,0,-0.0530073182891664,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250936188867303,0,0,0,0,0,0,0
X600011.SH,0,0,0.112456448992181,0,0,0,0,0,0,0,0,0.458735041757293,0.0914376480469984,0,0,0,0,0,0,0,0,0.148568551330276,0,0,0.00942323327548704,0.00104482623615773,0,0,0,0,0,0,0,0.0630324794926322,0,0.0967182076761719,0,0,-0.0853233777635832,0,0,0,0,0,0,0,0,0,0,0,0,0.00474160488882655,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0229125610846223,0,0,0,0,0.139568161838339,0,0,0.088666012584032,0,0,0,0,0,0,0.095846386139632,0,0,0,0,0,0,0.226894180206612,0.163855403850831,0,0,0,0,0,0,0,0,0.0436013654224328,0.128481974017954,0,0,0,0,0,0,-0.0115513653028703,0.0320389441870855,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.232379187375998,0.112853476936201,0.030636099916508,0,0,0,0,0,0,0.0196828869315383,0,0,0,6.93889390390723e-18,0,0,0.0438882023986513,0,0,0,0,0,0,0,0.0134115232290046,0,0,0,0,0,0.163359787700532,0,0,0.0447338849557923,0,0,0,0,0,0,0,-0.0424301471493332,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.140598546983827,0,0,0,0,0,0,0,0,0,0.0549081869560637,0.0327997183221857,0,0,0,0,0,0.151320585499174,0,0,0.057843968517715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038921412640284,0,0,0,0,0,0,-0.0505556529084158,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.184009969371362,0,0,0,0,0.111909342440533,0,0,0,0,0.0936746595165727,0.0191917944371156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225879926587448,0,0,0,0.173867655527838,0,0,0,8.67361737988404e-19,0,0,0.073716054231386,0,0,0,0,-0.0408703955056259,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.131859710437248,0,0,0.0880181346898856,0,0.00812057361534241,0,0,0,0.00229008374034312,0.0304968383730811,0.0651752949357423,0.0299799482545412,0.0252480714745261,0,0,0,0,0,0,0,0.266827201455259,0,0,0,0,0,0.0282570627075403,0,0,0,0,0,0.0202011820439428,0,0,0,0,-0.0436076196533141,0.0131004560684004,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230191416493978,0,0,0.0187603919506062,0,0.0929864240098364,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831788931945935,0,0.138948335643127,0,0.11348132463203,0,0,0,0.170579408450102,0,0,0,-0.021312601740638,0.00970573506445572,0,0,0,0,0,0
