,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X000786.SZ,X600111.SH,X600188.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X600795.SH,X000027.SZ,X000408.SZ,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000807.SZ,X600688.SH,X000898.SZ,X000825.SZ,X002353.SZ,X000959.SZ,X601699.SH,X300037.SZ,X600315.SH,X002080.SZ,X600157.SH,X000830.SZ,X600299.SH,X600486.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.038398950080227,0,0,0.0487017697480095,0,0,0.0735370452763478,0.0587168304078857,0.122119853173619,0,0,0,-0.036287704781845,0.0216878842126634,0,0,0,0,0,0,0,-0.0204430338175632,0,0,0,0.0383865409290215,0,0.0982518925035961,0,0,-0.0140685645783781,0,0,0,0,-0.015679106024454,0,-0.0198472259446979,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.051278682880061,0,0,0,0.00324803111702599,0,0,0.00784797831453423,0,0,0,0,0,0,0,0,0.0144195386513513,0.0447883977367818,0.0826483780313008,0,0,0,0,0,0,0.00304848866328395,0,0,0,0,0,0.0506632183885956,0.00661194346397571,0,0.0707740487433086,0,0,0,0,0,0.052913219912357,-0.110566660094824,0,0.105325820721045,0,0,0,0,0,0.101183738812918,0,0,0,0,-0.0245488471003858,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137529888857617,0,0.0216822257187463,0.181610045507685,0,0.135860912628254,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307610056425602,0,0,0,0,0,0.0896640557090812,0.00653615761223228,0,-0.0311918729154277,0,0,0,0,0,0,0,0,0.0347141460971227,0,0,0,0,0.00663893618898896,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235720430782637,0.0994322457558991,0,0,0.196358409356087,0,0,0,0,-0.0824970023572493,0,0,0,0,0,0,0,0,0,0,0,0.0347447232437077,0,0,0,0,0.048113431851149,0,0,0.126021506371892,0,0.104683720785549,-0.0127328494944614,0.100305506475638,0,-8.67361737988404e-19,0,0,0,0,-0.0127892560812007,0,0
X600585.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000607703321788647,1.73472347597681e-18,0,0.180300961146625,0,0,0,0,0,0,0,0,0.0408983477224102,0,0,0,0.0745246307919541,0,0.0422813450615099,0,0,0,-0.0171019884422797,0,0,0,0,-0.00610029644858279,0,0
X600019.SH,0,0,0,0,0,0,0.0453811675653917,0,0,0,0,0,0,0,0,0.046135230722849,0,0,0,0.0116998646311039,0,0,0,0.0374922255665877,0,0,0,0,0,0,0,0,0,0.11291754097125,0.173370641195489,0,0.0448439032940919,0.197144454464613,0,0,0,0,0,0,0,0,0,-0.0513085846857881,0,0,0,0,-0.0142989388843832,0,0,0,0.0239356133057164,0,0
X002460.SZ,0,0,0,0,0,0,0,0.264193616274078,0,-0.12136006864994,0,0,0,0,0,0.539273946941737,0,0.127622821785127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438605514463787,0,0,0,0.0858572580042687,0,0,0,0,0,0,0.0817702506237923,0,0,-0.11028780541668,0,-0.00191188040109548,0,0,0,0,0,0.0245904953267973,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.172248119286644,0,0,0.183014353577339,0,0.167568082715764,0.15115400900967,0,0,0,0,0,0,0,0,0,0,-0.0916090836054385,-0.020569888351302,0,0,0,0,0,0,0,0,0,-0.013294400652918,0,0,0.0570199268519066,0,0,0,-0.130184619283243,0,0,0,0.085920893850696,0,0,-0.0336385793261833,0,0,0,-0.0222756718003625,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982378251840095,0,0,0.122816190310142,0,0,0.106395285356591,0,0,0,0,0,0,0,0.201044996961804,0,0,0.0476042686269401,0,-0.0596035311499681,0.0276214031238322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111094670589372,0,0,-0.0813136584293556,0,0,0,0.0165705999941832,0,0
X000708.SZ,0,0,0,-4.33680868994202e-19,0,0,0,0.0712987934255245,0,0,0,0,0,0,0,0,0,0.168260502756713,0,0,0,0,0,0,0,0,0,-0.000631237629463849,-0.0915690068942082,0,0,0,0,0.0028371145675501,0.0298692308133994,0.238645702687596,0.233364624690284,-0.0292965627447921,0.26062198293146,0,-0.0544352744355477,0,0.0965240123249245,0,0,0,0.307632423583548,0,0,0.0633775160709228,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.186097270110191,0,0,0,0,0,0,0,0,0,0,0.301484081691049,0.0851200677265918,0,0,0,0,0,0,0,-0.036339664805156,-0.0495321566340075,0,0,0,0,-8.67361737988404e-19,0.313619319135827,0,0,0,0,0,0,0,0.0323757469784691,-0.0526161160663409,0.167686943512562,0,0,0.275304131434681,0,0,0,0,0,0,0,0,0.00711462844035055,0,0
X600547.SH,0,0,0,-0.0402419352282994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416628266666408,-0.00741547661876283,0.0237074060574612,0,0,0,0,0,0,0,0.108540600329734,0,0,0,0.423025711769009,0,0,-0.069270377898377,0,0,0.117366769713585,0,0,0,0,0,0.000678280794569632,0.0767880225843837,0,0,0.0402585840404257,0,0,0,-0.0332094830772205,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0917459341910065,0,0,0,0,0,0,0,0,0,0.065928629125388,-0.123452263612415,0,0,0,0,0.0198282476694338,0,0,0,0,0,0,0,0,0.0059776591486954,0,0,0,0,0,0.435389587293623,0,0.0156981926351283,0.0431651884777173,0,0,0.132846525111921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0442582791865665,0,0,0,0.0262580021361852,0,0,0,0,0,0.152359116863834,0,0,0,-0.0943746875007394,0,0,0,0,-0.106302670359689,0,0,0,0,0,0,0.311423274855578,0,0,0,0,0.188506032782619,0,0,0,0,0.0948850982652917,0,0,0,0,-0.00868005618389258,0,-0.0894783467834802,0,0,0,0,-0.0141482713689763,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.102000654942411,0,0,0,0,0.264585914219682,0,0,0.434174525476675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810924723916606,0,0,0,0,0,0,0,0,-0.0757556292336698,0,0,0.093170261689274,0,0,0,0.0089970894504859,0,0
X002466.SZ,0,0,0,0,0,0,0.46728894617728,0.016398941747362,0,0,0,-0.148768643075835,0,0,0.187869716861508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123694478678029,0,0,0,-0.019056936070714,0,0,0,0.0319501668725409,0,0,0,0,0,0,0,0,0,0,0,0,0.115367194616274,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.422161542036668,0,0,0,0,0,0,0,0,0.164042977437647,0,0,0,0,0,0,0,-0.134130943883037,0,0,0,-0.0103641221052999,0,0,0,0,0,0,0,0,0,0,0,0.0488919660712279,0,0,-0.165077978097685,0,0,0,0,0,0,0,0,0,0,0,0,-0.103557280224315,0,0,0,-0.0134305284614849,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.320445507389809,0.0214943438717176,0,0,0,0,0,0,0,0,0.200169714205154,0,0,0,0,0,0,0,0.0406803529411682,0.0306003459782165,0,0,0,0,0,0.0327188898967941,0,0,0,0,0,0.0761800567244023,0.175269999956281,0,0.0665699815841937,0,0,0,0,0,0,0,-0.0799155859222419,0,0,0,0,-0.0678095303385818,0,0
X600188.SH,0,0,0,0,0,0,-0.206349834542806,-0.237695116174339,0,0,0.510071090627841,0,0,0.336300889543411,0,0,0,0,0,0,0,0,0,0,0.188548400662047,0,0,0,0,0,0.271795004855189,0,0,0.0800256217619279,-6.93889390390723e-18,0,0,0,0.0138319397494588,0,0.209297930309733,0,0,0,0,0,0,0,0,0,0,-0.0548322735688339,0,0,0,0,-0.00320220653417936,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.08314730624072,0,0.134129186943852,0,0,0,0,0.0167670680609176,0,0,0,0,0,0,0,0,0,0.0433396154659404,0,0,0,0,0,0,0,0,0.0858911754923602,3.46944695195361e-18,0,0,0.125858012287763,0,0,0,0,0,0,0.077713799664049,0,0,0,0,0,0,0,0,-0.0113014391377157,0,0
X600426.SH,0,0,0,0.137924074793431,0,0,0,0,0.104241644146708,0.109734435488579,0,0,0,0.0546481413183562,0,0,0,0,0,0,0,0,0,0.102962686699251,0,0,0,0,1.0842021724855e-19,0,0,0,0.0179778531775111,0,0,0,0,0,0,0,0,0,0,0,0,0.377686130183636,0,0,0,0,0,0.0535318764787875,0,0,0,0,-0.0412899701417635,0,0
X600886.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0693020923929095,0,0,0,0,0,0.114498470817956,0,0,0,0.0881902548755502,0,0,0.222621976253373,0,0,0,0,0,0.116298177644475,0,0,0.0313785029380633,0,-0.0219914064596668,0,0.0324845918965819,-0.0833952384141214,0,0,0,0,0,0,0,0,0,0,0.0149224885838403,0,0,0,-0.0371460031396397,0,0
