,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X601158.SH,X000792.SZ,X600583.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X000831.SZ,X002353.SZ,X600008.SH,X000630.SZ,X000539.SZ,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X002470.SZ,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.547157992943646,0,-0.0137250424988568,0,0,0,0,0,0.0159556213607171,0,0.19293217614903,0,0.155556277774431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303343839376009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144627171499297,0.00701733821180299,0,0,0,0,0,0
X600028.SH,0.488234699151036,0,0,0,0,0,0,0,0,0.0243060121254861,0,0,0,0,0,0.41538083003522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385341190734876,-0.0090676033333578,0,0,0,0,0,0
X601088.SH,0.00696758702074197,0,0,0.0898934136668914,0,0,0.0474272928389589,0,0,0.00873418186499727,0,0,0,0.104299512013813,0,0,0,0.0798144818915781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949088252272119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489574171123799,0,0,0,0,-0.00221632468751134,0,0,0,0,0,0
X600019.SH,0,0.0468896436690131,0,0,0,0,0,0,0,0,0,0.134632601753652,0,-3.46944695195361e-18,0,0.143065322258762,0,0,0,0,0,0,0,0.39029496217357,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0333578187995029,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138566726972398,-0.0037614128174963,0,0,0,0,0,0
X600011.SH,0.101308510430902,0,0,0.0161978676008928,0,0,0.0226791959604617,0.0270339476504303,0.0752030034449397,0,0.166465800962421,0.0332296135249255,0,0.00129752140609389,0,0.018164081193314,0.0761482668666142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562802969931178,0,0,0,0,0,0,0,0,0.368060502368669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0425157920219519,0,0.0705845648240122,0,0,0,0,0,0.0878233832621288,0,0,0,0,0,0,0.0364109431825148,0,0,0,0,0,0.105817498120414,0,0,0,0,0,0,0,0,0,0.173851883171896,0.222345374465078,0,0,0,0,0,0.000351562554234613,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.145622946845143,0.0757287713160706,0,0,0,0,0,0,0,0,0,0.0176299106748901,0,0.0117621875480337,0,0,0,0,0,0,0,0,0.022383683181938,0,0,0,0,0,0.010565251911032,0,0,0,0,0.0726596126338889,0.0121082275167228,0,0.0345964363074779,0,0.474514404301959,0,0,0,0,-0.00227020413771932,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101476414770793,0,0,0,0,0,0,0,0,0,0.382331013311311,-0.0419512524488493,0,0,0,0.159698837199808,0,0,0,0,0,0,0.0709264743258805,0,0,0,0.0657074918493868,0,0.0863998376928872,0,0.226207737082781,0,0,0,0,0,0,0.0323724802756467,-0.0097530961119542,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0929738233399838,0,0,0.34551126726821,0.0978469847711483,0,0,0,0,0,0.0707821416650671,0.0097244291666752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229248153713731,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237254342992864,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.21971630542513,0,0.111597422184956,0,0,0.162876266209401,0,0,0.0990473463100275,0,0.163244774713476,0,0,0,0,0.0192685575267109,0,0.111453788868512,0,-6.93889390390723e-18,0,0.0373134532872321,0,0,0.0310593003642998,0,0,0.0365111416737387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141782551061733,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.272262573266379,0.246570931252749,0,0.173676879586016,0,0,0,0,0.0845810363851629,0,0,0,0,0,0,0,0,0,0,0.00790878394446599,0,0,0,0,0.044459459161494,0,0,0,0,0.0685408489980061,0,0,0,0,0,0,0,0,0,0,0.0401124340350219,0,0,-0.0103423148598512,0,0,0,0,0,0
X600886.SH,0.119226354504139,0,0,0,0,0,0,0,0.131816993153459,0,0,0,0,0,0,0,0,0.116856346506624,0,0,0,0,0,0,0,0,0,0,0,0,0.162596731532671,0,0,0.0945026295319028,0,0.061310781614229,0,0.144134814196307,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000591175176087967,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0076404566902344,0,0.00756685727636047,0,0,0,0,0,0.076608449073483,0,0,0.0815774007805781,0,0,0.033746570082773,0,0,0,0,0,0,0,0,0,0.102069572075032,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0662190511328799,0,0,0,0.201034403325774,0,0,0,0,-0.0102235564561,0,0,0,0,0,0
X600188.SH,0.234833511382789,0,0.0466371454084217,0.0162578430481383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15210546517702,0.255372273920918,0,0,0,0,0,0,0,0,0,0,0,0,0.330069765503316,0,0.0790686083064444,0,0,0,0,0.0160991338748212,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0565480861927991,0,0,0,0.00538875460841832,0,0,0,0,0.0608577053850321,0,0,0,0,0,0,0,0,0,0,0,0,0.0376161399593019,0,0,0,0,0,0.00905016023181516,0.181601576274596,0.357323529804352,0,-1.73472347597681e-18,0,0,0,0,1.38777878078145e-17,0.0351195798652404,0,0,0.0450519925629293,0.014092891189095,0,0,0,0,0,0
X600688.SH,0,0.511119326790745,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166251954144463,0,0,0,0,0,0,0.0312990149378855,0,-0.0326370295182768,0,0,0,0,0.123564805925717,0,0,0,0,0,0.169686844052306,0,0,0,0,0,0,0,0,0,0.00992179801574977,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0297457282813278,0,0,0,0.140519557310967,0,0.398505006368321,0,0,0,0,0.0459690637724722,0,0,-0.0531890033878666,0.0583249076655302,0,0,0,0,0.042871492571998,0,0,0,0.0657164900472422,0,0,0,0,0,0,0,0,0.0620615035560861,0,0.159427537794024,0,0,0,0,0,0.0629927981685623,0,0,0,0,0,-0.0148350781801317,-0.129645732474568,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.078292662512305,0,0,0,0,0.257186216751156,0,0.154566416244972,0,0,0,0,0,0,0,0.142097000831898,0,0,0.0356970188328671,0,0,0,0.0332272963265352,0,0,0,0,0,0.0906717878571991,0,0,0,0,0,0,0,0,0,0,0,0.033833991651062,0,0,0,0.0231835552630152,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.1406706887844,0,0.018277644618652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942035488893011,0,0.0424550944327422,0,0,0.003829122909459,0.0239849789181574,0,0,0,0,0,0,0,0.423342726852787,0,0,0.0385793373135211,0,0,0,0,0,0,0,0,0,0.0512589155495222,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,-0.118113853988202,0,0,0,0,0,0,-0.0718305175627755,0.165641930022355,0,0,0.192904440809582,0,0,0,0,0,0,0,0,0,0,-0.0511233465531549,0,0,0.634372031520011,0,0,0,0.0187122554477778,0.121310671451165,0,0,0,0,0,0,0,0,0,-0.12018122934714,0,0,0,0,0,0.0194381482233562,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.11852768248378,0,-0.113313046484725,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-2.71050543121376e-20,0,0,0.04259846211933,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.156777389098394,0.0737600948039675,0.185052312537811,0,0,0.0397719613073311,0,0.0595734323852222,0,0,0,0.0643187737751644,0,0,0.0224968287772307,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0648645736150965,0.0778778157824366,0.0315997612507006,0.0766327321340697,0,0.149433714094504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393262343594603,0,0,0,0,0,0,0,0,0,0,0,0.103866054888507,0,0.128535445484753,0.0107056897575636,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256826364065577,0,0,0.0441279830932086,0,0,0,0,0,0,0,0,0,0,0,0,0.338456316633108,0,0,0,0,0.0135050643141444,0,0,0,0,0,0
X000898.SZ,0.0811283239345837,0,0,0.118627325334596,0,0,0,0.050833643367593,0,0.100375770342946,0,0,0,0.059410034986619,0,0,0,0,0,0,0,0,0,0,0,0.243239494014221,0,0,0,0,0,0,0.0932507801425204,3.46944695195361e-18,0,0.123600233450863,0,0,0,0,0,0.0297646028476344,0,0,0,0,0,0,0,0,0,0.00518207498938204,0,0,0,0,0,0
