,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X600096.SH,X601168.SH,X000933.SZ,X000408.SZ,X000883.SZ,X000027.SZ,X002353.SZ,X600995.SH,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.413276799550955,0,0,0,0.176400157172719,0,0,0.0423405964461004,0,0,0,0.0996962342625217,0,0,0.144571541686643,0,0,0,0,0,0,-0.0507567585634519,0.0614589084023915,0,0,0,0,0,0,0,0,0,0.024712700554797,0,0,0,0,0,0,0,0,0,0,0.0664681522197375,0,0,0,0,0,0,0,0,0,0,0,-0.070635758819744,0,0
X600028.SH,0.48563526379733,0,0.120324492792377,1.73472347597681e-18,0.0430978375158536,0,0.0331027581120302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489611678390337,0,0,0,0,0,0,0,0.0501432002778332,0.0672240615077166,-0.0367493997355528,0,0,0,0.0111637390156947,0,0
X601088.SH,0,0.231372227103304,0,0,0,0.192728996932126,0,0,0,0.0868633477565857,0,0,0.141941350096825,0,0,0,0,0,0,0,0.185566928688054,-0.078687565190801,-0.0651702131981398,0,0,0,-0.107608364223826,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0530574819939816,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.00469612247447219,0,0,0,0.0190130332427381,0,0
X600309.SH,-0.0718753704119647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971471000492192,-3.46944695195361e-18,0,0,0,0.160341736208184,0,1.38777878078145e-17,0,0,0,0,0.328486457969767,0,0,0,0.0780754614333976,0,0,0.047462559649995,0,0,0,-0.0186799353303726,0,0.0453353242470348,0,0,0,0,0,-0.0495474514182415,0,0,0,-0.0296580387554068,0,0
X601898.SH,0.0536279864034766,0.257467242368773,0,0,0,0.164905616931995,0,0,0.029995977072093,0,0,0,0.198767655718456,0,0,0,0,0,0,0,0,0.128900478289857,0,0,0,0,0,0,0,0.119982328821935,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0328633073360366,1.73472347597681e-18,0,0,0,0,0,0,-0.0233459053535362,0,0,0,0.0157796469517355,0,0,0,0,0,0,0
X600188.SH,0,0,0.306432249833805,0,0,0,0,0,0,0,0,0,0.0313710597287641,0,0,0,0,0,0,0,0,-0.104466144459327,0,0,0,0,0,0,0,0.536287135339484,-0.046883955476909,0,0,0,0,0,0.453922067083915,0,-0.089177125584022,0,0,0,-0.0238903400843848,0,-0.0951820362997956,0,0,0,0,0,0,0,0,0,0,0,0.0400803855593206,0,0
X600019.SH,0,0.284206134341002,0,0,0.118779403821001,0,0,0,0,0,0,0.2278170685116,0,0,0,0,0,0,0,0.126266731699238,-0.0827940862764463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827962451754395,0,0,0,0,0,0,-0.102817943891223,0.134253092764908,0,0,0,0.15265271156918,0,0,0,0,-0.00990125128037546,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598411589072558,0.131348716625675,0,0.0971644291355699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965721632906664,0,0,0,0,0,0,0,0,0,-0.2622262780572,0.145100930695999,-0.0570790885777291,0,0,0,0,0.0378566811631326,0,0
X600886.SH,0.301600788078877,0,0,0,0,0,-0.16044219348496,0,0,0,0,0,0,0.271007150707653,0,0.102351479177867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144140012606667,0,-0.187120400392346,0,0,0,0,0,0,0,0,-0.333587937187383,0,0,0,0,0.0352377611907346,0,0,0,-0.0125573169192999,-0.0530256132823602,0,0.0269301787659992,0,0,-0.00327798494373709,0,0
X600585.SH,0,0,0,0.0946615606462185,0,0,0,0,0,0,0,0,0,0,0.172352715540001,0,0,0,0,0,0,0,0,0,0,-0.0407437376595333,0,0,0.135804529488946,0,0.0167626623285164,0,0.0356031885046382,0,0,0,0,0,0.0298458558137212,0,0,0,0.0558285170087455,0,0,0,-0.0175061575362659,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0602691284635604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776664269916356,0,0,0,0,0,0,0,0.303657454428605,0,0.0447853301806129,0,0,0,0,0,0,-0.118350733896821,0,0,0,0,0,0,0,-0.00490697710962222,0,0,0,0,-0.00793137825829811,-0.325084829127583,0,0,-0.0388741910192991,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211893758292535,0,0,0,0,0,0,0,0.0804274557079104,-0.0176904425236655,0.374750336703264,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0283994598827429,0,0,-0.068264364530854,0,0,0,0.0322255991182109,0,0,0,0,0,0,0,0,0.0418675093502429,0,0,0,0,-0.080588504651461,0,0
X601600.SH,0.103724642749518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382330691183621,0,0,0,0,0,0,0,0,0.0451399085352686,0,0,0,0,0,0,0,0.220870075138329,0.231292469672912,0,0,0,0,-2.77555756156289e-17,2.77555756156289e-17,0,0.167787726162672,0,0.228219485767089,0,0.0104378164577484,0,0,0,0,0,0.142196345709227,0,0,0,-0.014116013688788,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0717507852138382,0,0,0.0909578747231844,0,0,0,0,0,0,0,0,0,0.261698520568838,-0.00799593647438974,0,0,0,0,0,-0.137120843146955,0,-0.114961003436697,0,0,0,0,0,0,0,0,0,0,0,0.27343168782245,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185838346623844,0,0
X000792.SZ,0,0,0,0.00960238163802053,0,0,0,0,-0.0510242748236566,0.049799466172868,0,0,0,0,0,0.131983025417986,0,0,0,0,0.0183817669380987,0,0.195726699428515,0,0.255097349067406,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0718372846631485,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0419106397758038,0,0,0.0167335213440872,-0.0206375182878601,0.019908950966894,0,0,0,0,-0.020452297499988,0,0
X600489.SH,0.178832249201113,0,0,0,0,0,0,0.651649989723495,0.0483101339633561,0,-0.249325287397065,0,0,0,0,0,0,0.123266514977461,0,0,0,0,0,0.0940417225850294,0,0,0,0,0,0,0,0,0,0,0,0.119974639239968,0,0,0,-1.38777878078145e-17,0,0.0408851097515372,0,0,0,0,-0.0622592108738026,-0.216360406829358,0,0,0,0,0,0,0,0,-0.0663137897836612,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363045172366116,0.0180312931601487,0,0,0,0,0,0,0,0,0,0,0.0370396752765482,0.0556993941140986,0.480598764225909,0,0,0,0.254796287675115,0.00316851333610223,0,0,0,0,0,0,0,0,0,0,0,0,-0.00984987294641125,0,0,0.0106105191619734,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686961002766502,0,0,-3.46944695195361e-18,0.00567769323156189,0,-0.00123531428584336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191629078087447,0,0,0,0,0,0,0,0,0,0.0429463380520067,0.0683995711632244,0,0.0291807500392257,0,0,0,0,0,0.0754789221305695,0,0
X600111.SH,0,0,0,-0.0976059463557703,0,0,0,0.226802972638386,0,0,0,0,0,0,0,0,0.0481101841281833,0.179043604463438,0,0,0,0,0,0,0,0,0,0,0.360293398684899,0,0,0,0.0526743422333842,0,0,0.0128547370574039,0,0,0,0,0,0,0,0,0,0,0.015257804986522,0,0,0,0,-0.0283565478746541,0,-0.0416254733648677,0,0,0.0426816729879301,0,0
X000708.SZ,0,0,0,0,0,0,0.0277279982099112,0.0224977399159286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108405564955355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132417709228865,0,0.14970625597401,0,0.0355094016289947,0,0,0,0.0855781761698347,0,0.0168829914012318,0.0588761110236722,0.259972617053098,0,0,0,0.0567482290177144,0,0,0,0.0134819121600894,0,0
X600803.SH,0,0,0.197662055049079,0.0685874157515519,0.0226659657183865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031010958697039,0,0,0,0.0368228858463741,0,0,0,0,0,0,0,0.0549863556532809,0,0,0,0,0,0,0.0909389749197074,0.0436951180436153,0,0,0,0,-0.0362717533216445,0,0,0,0,0.0085727314891546,0.0327986001948574,0,0,0,-0.0378362240443303,0,0
X600027.SH,0,0,-0.00374467942329186,-0.0612928171240713,0,0,0,-0.225066609862098,0,0,0,1.09370595018841,0,-0.117244077958125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809061008429429,0.00380833371351827,0,0,0,0,0,0,0,0,0.175566457158082,0,0,0,0,0.0312963885084303,0,-0.0406422556818888,0,0,0.0151462347833286,0,0.127793759370875,0,0,0,0,0.000540077944101663,0,0
