,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600188.SH,X600011.SH,X002271.SZ,X000877.SZ,X000708.SZ,X002466.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000786.SZ,X000723.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000807.SZ,X600801.SH,X600688.SH,X002353.SZ,X600027.SH,X000825.SZ,X600352.SH,X000630.SZ,X000959.SZ,X000932.SZ,X600157.SH,X600489.SH,X601699.SH,X000960.SZ,X000983.SZ,X600516.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.297137683818112,0,0,0,0.106993818271615,0,0,0,-0.0190065813804142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554548363178963,0,0.105612547814908,0,0,0.00853937420344291,0,0,0,0,0,0,0,0.0173638088130711,0,0,0,0,0,-0.0286621857837536,0,0,0,4.33680868994202e-19,0,0
X600028.SH,0.15659120886344,0,0,0,0,0,0,0,-0.0374511159459774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480620857807572,0.0339610474284727,0,0,0,0,0.0372853185406898,0,0,0,0,0.0350830569795208,0,0.0750133101722312,0,-0.045266854231896,0,-0.000938637868869181,0,0,0,0,0.0057914186484816,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0182685019633285,0,0,0,0,0,0,-0.0979598729235025,0,0,0,0,0,0,0,0,0.200852913628139,0,-0.0361245846395069,0,0,0,0,0,0,0.0175404153280082,0,0,0,0,-0.0732047638496945,0,0,0,0,0.136680478230725,0,0.27660939430906,0,0,0,0.0250000786327116,0,0,0,0,0.03332343275336,0,0
X600309.SH,0.0249396996922676,0,0,0,0,0,0.0154542593182266,0,0,0,0,0.0474901669395872,-0.13962301748109,0,-0.0431572071665111,0.0814471505179778,0,0,0,0,0,0,0,0,0,0,0,0,0.0168443646570397,0,0,0,0.203686328128378,0,0,0,0,0.0661880862577757,0,0,0,0.0565211978210862,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0813492637764486,0,0,0,0.0817681108194088,0,0,0,0,0,0,0,0.15517962229508,0.0674460353261271,0.0360436214656119,0,0,0,0,0,0,0,0.343086437862268,0.014322790878036,0,0.00573690404424655,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246066032500484,0,0,0,0,-0.0194675752858144,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.148969439954405,-0.000659197007944251,0.041160778143862,0,0.000400968134167221,0.478205329620913,0,0,0,0,0,0,0,0,0,0,0,-0.212315318235131,0,0.0799720637601287,0,0,0,0.0200619250140337,0,0,0,0,0,0,0,0.127459723249677,0,0,0,0,0,0,0,0,0.206466221686242,0,-0.0642502214162083,0,0,0,0,-0.0573948578303372,0,0
X600019.SH,0.111822209186828,0,0,0,0,0,0,0,0,0,0.033961679891095,0,0.0481881026466497,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031268919360652,0,0,0,0,0,0,0,0,0,0,0.0747949644227205,0.229942048412549,0,0,0.0206062893450627,0.269963394167976,0,0,0,0.0462402033326915,0,0,-0.0412811182728886,0,0,0.0127155370724253,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.21549556510405,0,0,0,0,0,0.00905947553857823,0,0,0,0,0,0,0,0,0,0,0,0.27201151938146,0,0.0970843757043375,0,0,0,0,0,0,0,0,0,-0.316339774127962,0,0,0,0,0,0,-0.137368916807146,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0.0221299177332793,0,0,0,0,0.114717441801797,0,0.0279761841285242,0,0,0,0,0,0.155098181636453,0.191340106981351,0,0.196204691319716,0.0277692259885178,0,0,0,0,0,0,0,0,0.0809784815724042,0,3.46944695195361e-18,0,0,0,0,0.105413401782892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0111809199674233,0,0,0,0,-0.214283307752351,0.0577626857564973,0.0186470507751787,0.294214610934232,0,0.312926465402001,0,0,0,0,0.0595612892857114,0,0,0,0,0,0.191891640808524,0,0.0632396886760579,0,0,0,0,-0.115988739286544,0,0,0,0,0,0,0,0.366237626511321,0,0.0608157643364132,0,0.0478417356354624,0,0,0,0,0.00629670211754636,0,0
