,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600795.SH,X600688.SH,X600309.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X000723.SZ,X600299.SH,X002460.SZ,X000883.SZ,X002271.SZ,X600176.SH,X600219.SH,X600352.SH,X000630.SZ,X600578.SH,X000539.SZ,X600583.SH,X000408.SZ,X000792.SZ,X000027.SZ,X000786.SZ,X600021.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0176899272489171,0,0,-0.0210019466109415,0.213985851922942,0,0,0.0208720318093116,0,0,-0.0777550230762335,0.0317801041213358,0.0374563566641554,0,0,0,0,-0.0359173044948755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441222621004503,0.00377833208891782,0,0,-0.00791895313983644,0.00122047759650512,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134238739594754,0,-0.15998402462445,0,0,0,0,0,0,-0.0274593295701056,0,0,-0.0455985417458195,0,0,0,0,0,0,0.0660111059720017,0.0567963032453619,0,0,0,0,0,0,-0.0327739554637229,0,0,0,0,0.050134201301442,0,0,0.0104448584868909,0,0,0,0,0,0
X601088.SH,0,0,0,0.186554897521332,0,0,0,0,0,0,0,0,0,0,0,-0.0232361351030297,0,0,0,0,0,0,0,0,0,-0.0293990919584977,0.099351905564306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137220264555648,-0.0330644986948177,-0.0188470690260143,0,0,0,0,0,0,-0.00115821528597335,-0.0246976107875434,0,0,0,0,0,0
X600019.SH,0,0,0.0361185015390848,0,0,0,0,0,0,0,0,0,0,0,0.0435123598725753,0,0.130924372518897,0,-0.0172850756541408,0,0,0,-0.0470167639699934,0,0,0.122625152116937,0.280482215000525,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274340109992532,0.00735932914886269,0,0,0,0,0,0
X600011.SH,0,0,0.142609033526165,0,0,-0.0590527090944312,0,0,0,0.130141376843082,0,0,0,0,0,0.246374896801435,0,0,0,0,0,0.252598510167979,0,0,0,0.0826304247062262,0,0,0,0,0.0534774623720917,0,0,0,0,-0.078425819562337,0,0,0,0,0.2261962007539,0,0,-0.0772289990391659,0,0,0,0.0223880671909567,0,0,0.0417730146973235,-0.0459621760942551,0,0,0,0,0,0
X600585.SH,0,0,0.10159548389971,0,0,0,0,0,-0.010220643665025,0,0,0,0,0,0.0441404736272571,-0.0863475595745066,0,0,0,0.0574927114084459,0.167881755877059,0,0,0,0,0,0,0,0,0,-0.0225308329386629,0,0,0,0,0.118870741406892,0,0,0,0,0,0,0,0.168951291117179,0,0,-0.0588801371559358,0,0,0,0.0361617418922201,0.00283793672916402,0,0,0,-0.276906407383423,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0124037517389293,0.0704082153226229,0,0,-0.0115272437706401,0,0.0477603094667597,0,0,0,0,0,0,0,0,0.127575150547942,0,0.083201297527794,0,0.121924505364906,0,0,-0.0200866737861479,0,0,0,0,0,0,-0.0647895378412242,0,0,1.73472347597681e-18,0,0.0306800677910871,0,0,0,0,-0.0215640744565913,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284016493210407,0.183865413424647,0,0,0.0387083821168884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211061006673666,0,0,0,0.0956391689865834,0,0.129454285880164,0,0,0,0,0,0,0,-0.00916366497036957,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.102408683129847,0.0965655336616962,-0.193996310026698,0,0,0,0,-0.169502566737611,0,-0.297270755776203,0,0.458577460792727,0,0,0,0,0.0458823970433271,0.105081160936794,0,0.494568261356586,0,0,0,0,0,0,0,0,0,0,0,0.169020727436696,0,0,0,0.147207180431217,0,0,0,-0.044865987720762,0.0569974866221908,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0798207071087032,0,0,0,-0.00250574077454427,0,0,0.0211050235390919,0,0,0,0.0219900298187454,0,0,0.0423468940576662,0,0,0,0.0382566202623499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441609056994085,0.151339846350398,0,-0.0780479724439796,0,0,0,0,0,0,-0.0140886135149905,0.00695173476771847,0,0,0,0,0,0
