,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600188.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600176.SH,X600886.SH,X002460.SZ,X000898.SZ,X000792.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000553.SZ,X600027.SH,X000408.SZ,X002271.SZ,X600489.SH,X600339.SH,X601699.SH,X600219.SH,X000983.SZ,X600299.SH,X600808.SH,X000959.SZ,X601158.SH,X002092.SZ,X600583.SH,X000883.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.550232650725978,0,0.0090040023485107,0,0,0,0,0,0,0,0,0,0,0,0,-0.10333101641809,0,-0.0303287887518885,0,0,0,0.0199993269497906,0,0.0215536063348475,0.020816790147135,0,0,0,0,0,0,0,0.0783608343603166,0,0,-0.018634535714449,0,0,0,0,0,0,0,0,0,0,0,0,0.00901499111125832,0,0,0,0,0,0,0
X600028.SH,0.723888782689294,0,0.0507647345485525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420321749141991,0,0,0,-1.73472347597681e-18,0,0,0,-0.098169237511688,0,0,0,0,0,0,0,0,0,0.0428672736051985,-0.128489792346985,0,0,0,0,0,0,0.0120691709324456,0,0.00962771999129508,-0.0148954206041005,0,0,0,0,0,0
X601088.SH,0,0,0,0.223147579208815,0.237078348212897,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0395710036606171,0,0,0,0.0410857011947036,0,0,4.33680868994202e-19,0,0,0,0,0.0864505730595032,0,0,0,0,0,0,0,0,0,0.0535968241541336,0,0,0,0,0,0,0,0,0,0,0,0,-0.00505177839223571,0,0.147920991193092,0,0,0.0247369321575733,0,0
X600019.SH,0,0,0.101136950081434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242502375305141,0,0,0.145443634737593,0,-0.0846047468108809,0.695226890455208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031917395601215,-0.00747020022222677,0.0344550863838654,0,0,0,0,0
X600585.SH,0,0.0300338920417285,0.323709105502917,0,0,0,0,0,0,0,0,0,0.278319604714735,-0.131043994616814,0.0408894634075807,0,0,0.181006846226576,0,0,0,0,0,0,0,-0.285401687979645,0.253659481446304,0,0,0,0.146261241974838,0,0,-0.171113893308447,0,0,0.114299832700672,0,0,0.168396048451217,0,0,0,0,0,0,0,0,0,-0.0165032151217857,0.0109341693341006,0,0,0,0,0,0
X600010.SH,0,0,-0.0202118963822118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128285306512355,0,0,0.033761979065989,0.130267624583892,0,0,0.0605258236900379,0,0.00643042172532654,0,0,0,0,0,0.0914319014401547,0,0.219681691713777,0.0927107649398275,0,0.0577281573659352,0,0,0,0,0,0,0.00904779999618013,0,0,0,0,0,0
X600309.SH,-0.51818822298155,0,0.0951771023370808,0,0,0,0,0,0,-0.0491537392382896,0,0,0.00389918615402034,0,0,0,0,0,0,0,0,0,0,0,0.0665389637210306,-0.0171886671012587,0.0536586986093587,0,0,0,-0.0247265130815423,0,0,0,0,0.0226802961086726,0,0,0,0,0,0,0,0.210329908493679,0,0,0,-0.141498351655534,0,-0.0471433429680317,0.0829494473246947,0,0,0,0,0,0
X600011.SH,0,0,0,-0.057804797702056,0,0,0,0,0,0,0.0279634630423725,0,0,0.0835287302770068,0.102177749391025,0,0,0,0.0142735645749954,0,0,-0.0421028993166806,0,0,0,-0.0358946852407022,0,0,0,0,0,0,-0.000235920240026686,0,0,0,0,0,0,0.0925997038562974,0,0,0,0,0,0,0,0.0154584033312579,0,-0.00969413151108421,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504703683322115,0,0,0,0,0,0,0.0282978619942772,0,0,0,0,0.0249584711718053,0,0,0,0,0,0.0208780380721089,0,0.243436279990301,0,0.189155838757737,0,0,0,0,0,0,0,0,0.00290817222749036,0,0,0,0,0,0,0
X600688.SH,0,0.189462799145063,0,0,0,0,0,0,0,0,0,0.145412866732326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136272667657218,0,0,-0.0413658212117269,0.0927755897383848,0,0,0.0710627204549193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295315554066115,0,-0.00177191211335747,0.000813462610414104,-1.73472347597681e-18,0,0,0.053518781328143,0,0
