,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600795.SH,X600362.SH,X002271.SZ,X000983.SZ,X601699.SH,X600803.SH,X600176.SH,X600489.SH,X000807.SZ,X600027.SH,X000786.SZ,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X600985.SH,X002080.SZ,X000629.SZ,X600688.SH,X300037.SZ,X600612.SH,X000539.SZ,X002353.SZ,X600096.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.88272659124555,0,0,0,0,0,0,0.175043529477339,0,-0.0195146200738503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129166098338712,0,0,0.0717674971927637,0.0144024804929975,0,0,0,0,0,0,0,0,0,0.073115117371746,0,0,0,0,0,0,-0.0180488078328224,0,0,0,0,0,0
X600028.SH,0.551835488106654,0,0,0,-0.0417554055156277,0,0,0,0,0,0.0678367345729349,0,0,0,0,0,0,0,-0.0210536131437796,0,0,0,0,0,0,0,0,0.0689686967269126,0,0.0927268471020958,0,0,0,0.0749637229218781,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445796069554177,-0.139215521515576,-0.00984415520762643,0,-0.0157551673307069,0.0348464757060544,0,-0.10442571462745,0,0,0,0
X601088.SH,0,0.162570683979015,0,0,0.243425820268554,0,0,-0.106126791454386,0,0,0,0,0,0,0,0,0.119755388612817,0,0,0,0.00311230571323059,0,0,0,0.0826994499343242,0,0,0,0.0396601929382412,0,0,0,0,0,-0.0588567579958088,0,0.0951940113159007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014956671830198,0.0228867963944666,0,0,0,0,0
X600309.SH,0.0655302345165615,0,0,0,0,0,0,0,0,0,0.0992966769354814,0,-1.73472347597681e-18,0,0,0.0319421033822116,0,0,0,0,0,0,0,0,0.0519958348737167,0,0,0,0,0,0,0,0.0118355167681246,0,0,0.157907418381688,0,0,0,0,0,0.0238102997680158,0,0,0,0,0,0,0.121186763137739,0.0532260787252758,-0.013992894884188,0.0392974052439196,-0.0295987288902227,0,0,0,0,0,0
X600188.SH,0,0,0.573972737218053,-0.235149816286198,0,0,0,0,0,0,0.363373972915703,0,0,0,0,0,0,0,0,0,0.0770514209832703,0,0,0,0,0,0,0,0,-0.0100354123998801,0,0,0,0,0,0,0,0.078497234386422,0,0,0,0,0,0,0,-0.0479714853034895,0.141678379194376,0,0,-0.0913494814049492,0,0.0109951327387111,-0.0543103588443745,0,0,0,0,0,0
X600019.SH,0,0.0279876329920408,0,0,0.03488469977787,0,0,0,0,0,0,0,0,0.0339690706966033,0,0,0,0,0.233484556386074,0,0,0.126825572251574,0,0,0,0.0136282347688666,0,0.0769124530068055,0,0,0,0,0,0,0,0.287838636365434,0,0,0,0,0,0,0,0,-0.175421522343272,0,0,0,0,-0.0376925781701218,-0.030665938295584,-0.00405603025736293,0.0226142954183167,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.191068058471246,0,0,0,0,-0.209906773518715,0,0,0.0399133225749393,0,0,0.034259417031097,0,0,0.0583154493314861,0,0,0,0,0,0.0262056927519414,-0.231244180916133,0.010077214675564,0,-0.0429901993695725,0,0,0,0,0,0,0.102737423469952,0,0,0,0,0,0.159883493043298,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.143828729704561,-0.0250122097967609,0,0,0,0,0,0,0,0.306274968587797,0,0,0,0,0,0,0,0,0,0,-0.182458740190668,0,0,0,0,0,-0.047695577556279,0.382557122112457,0,0,0.0730960559187026,0,0,0,0,0,0,-0.157157507581576,0,0,0.0376871214108487,0,0.295294403245859,0,0,0.015379842127196,0,0.000117690640869976,0,0,0,0,0,0,0
X601898.SH,0.00595335938943909,0,0.00305834870843461,0,0,0,0,0,0,0.0279973829411849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12435814011389,0.134418188837231,0.0946918483441859,0,0,0,0,0,0,0,0,0.0941258554151129,0,0,0,0.180894849284048,0.170500962358481,0.00609546209935827,0,-0.249070186477377,0,0,1.73472347597681e-18,0,0,0,-0.00869757059220674,-0.00550296716936416,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.253448841596428,0,0,0,-0.0231310968950496,0,0,0,0,0,0,0,0,0,0.0912497658121492,0,-0.0687057586270352,0,0,0,0,0.0267196600228536,0.0884534945218925,0.496468864967829,0,0,0,0,0,0,0,0,0,-0.07354477492277,0,0,0,0,0.0571025989675068,0.112100505136318,0,0.163466817699437,0,0,0,-0.0141164012774092,0.00192219781616973,0,0,0,0,0,0
