,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X002466.SZ,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600547.SH,X601992.SH,X600309.SH,X000792.SZ,X600299.SH,X600660.SH,X600489.SH,X300072.SZ,X600549.SH,X600583.SH,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002407.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X000761.SZ,X000983.SZ,X000060.SZ,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X000012.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069251543785712,0.140335823495428,0,0,0.00993989014054047,0,0,0,0.195172998041036,0,0,0,0.0228289600544641,0.0327799621832616,0,0,0.129138129356099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244395190063804,0,0,0,0,0,0,0,0,0
X000761.SZ,0,0,0,0,0,0,0,-0.430723199029972,0.0676553415090644,0,0,0,0,0,0.0524291296740014,0,-0.0551019573539635,0,0,0.22455204046145,0,0.277382090535942,0,0,0,0,0,0,0,0,0,0,0,-1.05562916014038,0.143543547613215,0,0,0.10639018350905,0,0,0,0,0,0,0,0.37874832141027,0.140415855968567,0,0.342790628016604,0,0,-0.0545206751841656,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0.202459480736582,0,0.0632432304321832,0,0,0.310993839069335,0,0,-0.0997451066664003,0,0.394276882452899,0.0375914929662382,0,0,0,0,0,0.127113861488136,0,0,0,0,0.100143476258349,0.134837017818045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147974379859049,0,0,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0.0669567780097356,0,0,0,0,0,0,0,0,0,0.433780153270736,0,0.045517607307073,0,0,0,0,0,0,0.0197015903616043,0.125241472277781,0.157723624831402,0,0,0.133571000180839,0,0,0.0216167623727791,0,0,0,0.0563438843816649,0,0,0,0,0,0.018212713767964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242029812581193,0,0,0.0730045605439381,0,0,0,0,0,0.254270998964999,0,0,0,0,0,0,0.178448232431282,0.032876948604283,0,0.0530040095362761,0,0.00189436493044998,0.0772683917670297,0,0.0276338839093748,0.0358057235491966,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675001273005269,0,0,0,0,0.0261386159830753,0,0,0,0,0.193585411577282,0,0,0,0.14638253322807,0,0,0,0,0,0,0,0,0,0.0607850716147424,0,0,0.0732654523790871,0,0.16899350203435,0,0,0,0.20995888442432,0,0,0,0,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579107016613173,-0.0361483895537186,0,0,0,0,0.0180904193262975,0,0.047704616487817,0,0,0,0.121513960440222,0,0,0,0.0717035648878236,0.0929073192289871,0,0.19220223616617,0,0.207368940093952,0,0,0,0,0,0,0,0,0,0,0.193886927202281,0,0,0,-0.0446385827198757,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102187885668078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401772044570646,0,0,0,0,0,0,-0.0942677269097438,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0.0792378550897501,0,0,-0.358358210353119,0,0,0,0,0,0,0.115110373368761,0,0,-0.0766814925234252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108399930145387,0,0,0,0,0,0.00621319818575688,0,-0.16213699786808,0,0,0,0,1.20731998941672,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129482668551272,0.107054968222071,0,0,0,-0.09075043920491,0.138208939497249,0,0,0,0.0262918753306706,0,0,0,0,-0.275648658082762,0,0,0,0,0,0,0,0.0993382851361067,0,0,0,0,0,0,0.396076636364974,0,0,0,0,0,-0.0967042633084086,0.604875358646799,0,0,0,0,0,0,0
RealEstate_excess,0,0,0,0,0,0,0.0990043723102016,0,0,0,0,0,0,0,-0.0117057632732676,-0.0288774099837255,-0.22753131073803,0,0,0.0335572765348393,0,0.0651951191806293,0,0,0.202122024869706,0,0,-0.162003098134797,0,0,0,0,0,0,0,0,0,0,0,-0.0098279041802835,0,0,0,0,0,0,0,-0.127856743985443,0,0,0,0,0,0,0.506455283047083,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021106422565773,0,0,0,0,0,0,0,0,0,0,0,0.0134429174312145,0.0357582427532321,0,-0.12935289791618,0.11736266864244,0,0,0,0,0,0.0130349454648349,0,0.0724303217647701,0,0,0,-0.148835796097632,0,0,0.0555010465806541,0,0,0,0,0,0,0.496666422415083,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0.0180569757486952,-0.00417837111727733,0,0,0,-0.0176989695805455,0,0,0,-0.00124077883992076,0,0,-0.00485724618066682,0,0,0,0,0,0,0.00421962046440674,0,0,8.67361737988404e-19,0,0,-0.00403282257635902,0,0,0,0,0,0,0,0.013488736717334,0,0,0,-0.235204123630571,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0.014019003322011,0,0,0,0,0,0,0,0,0.00320305155928244,0,0,0,0.0314147835107225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015521365303174,0,0,0,0,-0.0444879342732158,-0.0809287707996948,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640047286267402,0,0,-0.00677273736181205,0,0,0.0156249611890583,0,0,-0.0306318621812087,-0.000882930762681107,-0.013583132488677,0,0,0.0126760551129319,-0.0143764004073234,0,0,0,0,0,0,0,0,-0.0246828890461756,-0.024358800143379,-0.0112287739604576,0,0,0,0,0,0,0.0335070846653489,0,0,0,0,-0.0310138842267923,-0.0114876221239038,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0.00980692197754377,0,0,0,0,0,0,0,0,-0.0133423072932612,0,0,0.0217341439966659,-0.00732694167119962,-0.000531610223897167,0,0,0,0,0,0,0,-0.0337652372711009,0,0,0.0119435590063654,0,0,0,-0.0119726311233167,0,0,-0.0159220712464564,0,0,0.020779683856688,0,0,0.00151985760361299,-0.0157586901665384,0,0,0,0,0,-0.0879926752493789,0.11348220125117,0,0,0,0,0,0
