,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X002466.SZ,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600547.SH,X601992.SH,X600309.SH,X000792.SZ,X600299.SH,X600660.SH,X600489.SH,X300072.SZ,X600549.SH,X600583.SH,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002407.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X000761.SZ,X000983.SZ,X000060.SZ,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.107560526117533,0,0,0,0,0,0.0793073767595605,0,0,0,0.0190288562400251,0,-0.00341374431398866,0,0,0.148918228826613,0,0,0,0,0,-0.0256903782969256,0,0,0,0,0,0,0,0,-0.0442478838140862,0,-0.00436279469330051,0,0,0,0,0,0,0,0.0133789784125115,0,0,0,0,0.0127464178491025,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.105799610683774,0,0,0,0,0,0,-0.0288642692017045,0.023792530762282,0.00154836144472271,0.0887711833244029,0,-0.0246715310254478,0,0,0.071041071786335,0,0,0,0,0,0,0.23540943764418,0,0,0,0,0,0,0,-0.0689752508408997,0,-0.0209773379838326,0,0,0,0,0,0,0,0,0,0,0,0.00860252788797771,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.253820577439127,0,0,0,0,0,0,0,0,0,0,0,0.0378503021396326,0.0724197840566213,-0.083266540499021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441756731188003,0,-0.0393420541447673,0,0,0,0,0,-3.46944695195361e-18,0.176491204633197,0,0,0,0,-0.00658232645080272,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0259048082604592,0.0469902339195146,0,0,0,0,0,0.0526314232749451,0,0,0,0,0.107810326191395,0.0110599429547026,0,0,0,0,0,0,0,0,0,0,0.230887913841191,-0.0374238669954919,0,0,0,0,0,0,0.0154758769288509,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.0288648690771292,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.244638909974614,0,0,0,0.361948631417194,0,0,0.0722841374767092,0.0504469981175562,0,0.0102038158912617,0.0374721697649244,-0.0429585393477184,0,0,0,0,0,0,0,0,0,0.00581771844227964,0.00959459459206978,0,-0.0306730183334928,0,0,0,0.0282282263748569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147856509691804,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0641533810736998,0,0,0,0,0,-0.0142075212526555,0,0,0,0,0.0890558660807772,0,0,0,0,0,0,0,0,0.063598474220664,0,0.0439488919204865,0,0,0.0231052137885274,0,0.245257741119666,0,0,0,0,0,0,0,0,-0.0333365939784883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.253249164090358,0,0,0.112208402853648,0,0,0,0,0,0,0,0.171590091190409,0,0,0,0,0,0.104901549513706,0.0271120671086144,0,0,0,0,0.173452218697787,0,0,0.119191957556713,0,0,0,0,0,0.0350246017387633,0,0,0,0,0.0974688226631023,0,0,0,0,0,0,0,-0.0513359811309455,0,0,0,-0.0144538822082257,0,0.0495037194557562,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156849679441742,0,0.116081078107409,0,0,0,0.0286908364046882,0,0,0,0.00289054910613557,0,0,0.29299965513847,0,0,0.146875013643212,0.048996468907797,0.19021671872151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685829625765224,0,0.0163444408042705,0,0,-0.0428146626755912,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0259172164655351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108591067944387,0,0,0,0.0258576381543179,0.0427401509270824,0,0,0,0,0,0,0,0,0.0970532960651654,0.0116793949024047,0,0,0.031444163988188,0,0,0,0.181726597644337,0.00603470626495159,0.0621156299626087,0.0734112841550649,0,0,0,0.00280019655783204,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603574856926387,0,0,0,0,0,0.0233314322287041,0,0,0,0.041460696926905,0,0,0.0187082218706026,0,0.0993465829524771,0,0,0,0,0,0.0835800792064788,0.154592685998217,0,0.0768396793664078,0,0,0,0,0,0,0,0,0.184886724650054,0,0,0,0,0.00539744483188598,0.0078901525884287,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.155856777358489,0.0502876174092066,0,0,0,0,0,0,0.0148309363822981,0,0,0.100499488847266,0,0,0,0.00563984323442286,0.0227462468357581,0.00147308856161295,0,0,0,0,0,0.0498471100990297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194172526350767,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0902566806349776,0,0,0,0,0,0,0.0183361640700159,0,0,0,0,-4.70484260608454e-05,0,0,0,0,0.0507494483627432,0,0,0,0,0,0,0.00281514101383398,0,0,0,0,0,0,0.0405106467040187,0,0,0,0,0,0,0.145403915260615,0,0.0828046460033733,0,0.0715133689964568,0,-0.0425160520408098,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.125052069726185,0.0597432491408548,0,0,0,0,0,0,0.0078921906061725,0.0337890260353078,0,0,0.102918570726286,0,0,0,0,0.0486893533851041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319286767644361,0,0,0,0,0,0.0369798134725763,0.063915970106723,0,0,0,0,0.00826314502334496,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.726144822956496,0,0,0,0,0,0,0,0,0,0,0.00692047488150471,0,0,0,0.0927184782521114,0.0208977981147951,0,0,0,0,0,0,0,0.330937733445912,0,0,-0.165160321255156,0,0,0.0439965512525039,0,0,0,-0.0331301105748485,0.0601268855567238,0,0,0,0,0,0,0,0,0,0,0,-0.0461221575677402,-0.00737811241397015,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.066987960134596,0,0.207886801163731,0,0,0,0,0,0,0,0,0,0.0325890402633851,0,0.194956813223505,0,0.00233993535266341,0,0,0,0.0933464220548512,0,0,0,0.113720442569454,0,0,0,0,0,0.0896154837122861,0,0,0,0,0,0,0.0689593097555215,0,0,0,0,0,0,0.0521272595783036,0.0540822474843387,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.116585120034635,0,0,0,0,0,0,0,0,0,0,0,0.13864024144331,0,0,0.0288188847149315,0.120308908366615,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.281573063924884,0.595907483625731,0,0,0,0,0,0,0.0724620298431845,0,0,0,0,0,-0.011353885719414,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.123463554894129,0,0,0,0,0,0.112636562868408,0,0,0,0,0,0,0.103982725042566,0,0,0,0.134724858492442,0,0.0661207673231161,0,0.112419738218972,0,0,0.0779427480231548,0,0,0,0,0,0,-0.0962495918358403,0,0,0,0,0,0,0.336566702562915,0,0,0,0,0,-0.0161703800284166,0,0,0,0,0,0,0
X600362.SH,0,0,0.128526966190857,0,0,0,0,0,0,0,0,0,0,0.0183759172198613,0,0,0.207272080836994,0,0,0.0131191452334222,0.0414940085312767,0,0,0,0.161896469277488,0,0,0,0.0367645154476093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902577837177806,0,0,0,0.309388033742488,0,0,0,0,-0.12203646236789,0.0759472736259686,0,0,0,0,0,0
X600886.SH,0,0,0,0.129635100579881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887023579896257,0,0,0,0,0,0,0,0,0,0,0,0.0245199472675851,0.0661927060890853,0,0,0,0,0,0,-0.0231088829230326,0,0,0.111268579806019,0,0,0,0.0152382104727614,0,0.00552640930608197,0,0.108077418830555,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0.136355769185906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376911410904343,0.0198950152834731,0,0.1858200562942,0,0,0,0,0,0,0,0.177680646834937,0,0.234825077420278,0,0,0,0,0.00062397210144405,0,0,0,0,0,0,0,0.177805123160234,0,0,0,0,-0.0411168666932186,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365830645918336,0,0,-6.93889390390723e-18,0,0,-0.0181449219176781,0,0,0,0,-0.0031349419447523,0,0.91559101352214,0,0.0781111125618601,0,0,0,0,0,0,0,0,0,0.0505941483437289,0.139681486240564,0,0,0,-0.134306482834637,0,0,0,0,0,0,0,0,0.0754816862966441,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0912249926461482,0.0419238978183231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664939880999425,0,0,0,0,0,0.557099598553913,0,0,0,0,0,0,0,-0.0437345464791931,0,0.0438594035131399,0,0,0,0,0,0.0495484788416235,0,0,0,0,0,0,0.0223994616267549,0.096811622903886,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.326960553569689,0,0,1.73472347597681e-18,0,0,0,0.103971788835903,0,0,0,0,0,0,0,0.057269348843408,0,0,0,0,-0.0946703353905939,0,0,0.128591915447384,0,0,0,0,0,0,0,0,0,0,0.0278573145302747,0,0,1.73472347597681e-18,0,0.0648585530521229,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0246026513719348,0,0,0,0,0,0.101712932830802,0,0.106707331666795,0,0,0,0.102249883041611,0,0.0942200374140367,0,0,0,0,0,0.108930975609161,0,0,0.0648498683783256,0.0735608662494694,0,0,0,0,0,0,0,0,0.0252675136435727,0,0,0.0789870295108934,0,0,0,0,0,0,0,0,-0.0300047340868366,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.325013605032374,0,0,0,0,0,-0.0646104704723618,0.136466458832576,0,0.0974511130185467,0,0,0,0,0,0,0,0,0,-0.0193394857946591,0,0,0,0,0,0,0,0,0,0,0.136080892341988,0.0391143463102928,0,0,0.0794848974155273,0.142060798161452,0.0696012629845524,0,0,0,0,0.253814090018917,0,0,-0.121315623989649,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0459857803695821,0.0238598371449063,0,0,0,0,0,0,0,0,0.0761880221026899,0,0,0.00879578960231836,0,0,0,0,0,0,0,0.0214219578383583,-0.0170722479108552,0,0.133838670044112,0,0,0,0.0377944594629975,0,0,0,0.0223970913651009,0.0120933443461924,0,0,0,0,0,0,-0.0485464630012244,0,0,0,0,0,-0.0266721478476977,-0.0382768799223406,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208349830117879,0,0,0,0.495803569790254,0,0,0,0,0,0,0,-0.0531765762567341,0,0,0.0436683129401812,0,0.0883998266310538,-0.0450995245277021,0,0,0,-0.0208833663773962,0,0,0,0,0,0,0,0,0,-0.0734903342633403,0,0,0.00633510585595112,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.0967269529402732,0,0,0,0,0,0,0.256607038764842,0.012788724020317,0,0,0,-0.0920630919697353,0,0,0,0.0822729582262421,0,0,0,0,0.0387829064945398,0,0.0172599034056299,0,0,0,0,0,0,0,-0.153639033056612,0,0,0,0,0,0,-0.0339309837380429,0,0.296556773054838,0,0,0,0.082222581424193,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,-0.1671499339799,0,0,0,0,0,0.548026802966226,0,0,0.111126129608643,0,0,0,0,0,0,0,0,0,0,0.17790302576604,0,0,0,0.12043986552832,0,0,-0.114969595292338,0,0,0,0,0,0,0,0,-0.0304861080447207,-0.136883619995598,0,0.290864369949539,0,0,0.0337951505423264,0,0,0,0,0.0696321965482405,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0176737119647015,0,0,0,0,0,0,0,0,0.0600101125926103,0.0302163672394835,0,0,0,0,0.384105649336191,0,0.114708189264159,0,0.0172401557268462,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00012296334560574,-0.0203733851992243,0,0,0,0,0.166827980142937,0.0161025202484246,0,0.0648308881489137,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0116396748308144,0,0,0,0,0,0,0,0,0.0938251708978305,0,0,0,0,0,0,0.00748603674115158,0.0587451911306876,0,0,0,0,0,0,0.172811243958549,0,0,0,0,0,0,0,0.0186269881460742,0.0325596953217827,0,0,0,0,0.0215294689063409,0,0,0.17798786428067,0,0,0.0222380370776749,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0.0276807354607768,0,0,0,0,0,0,0.0430770004740766,0,0,0,0,0,1.38777878078145e-17,0.00542024913078249,-0.139871433958215,0,0.0779822053998943,0,0,0.402477983201683,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0837100929481989,0,0,0,0,0,0.179281689595717,0,0.288353466391455,0.210016907724353,0,0,0,0,-0.158540819244774,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491479123989966,0,0,0.0881774631641313,-0.00736616030107324,0,0,0.00845778034725617,0,0,0,0,0,0,-0.00336392652671034,0,0.0321669498450526,0,0,0.0768807573523677,0,0,0,0.185424838347728,0.161754781306343,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746009342021709,0,0,0.0902816063728756,0,0,0.0730786286786441,0,0,0,0,0,0,0.0184214183816587,0.104698956626098,0.0244336545815174,0,0,0.0500743191178346,0,0,0,0.241713543177861,0,0,-0.0247422278533573,0,0,0,0,0,0,0.0508461356524343,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.0606680313562545,0,0,0,0,0,0.132619593832683,0,0,0,0,0,0.0661629021439991,0,0,0,0,0,0,0,0,0,0,0,0.0942871691430427,0,0,0,0,0,-0.0208821220793368,0,0.029901630179201,0,0,0,0,0,0.021483356654074,0.181099500614172,0,0,0.0700482797680538,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0740694670390788,1.0842021724855e-19,0,0,0,0.0667028779997607,0,0,0,0,-0.0453904041964451,0,0.0444365367882924,0,0,0,0,0,0,0.289277854351895,0,0,0,0,0,0,0,0.0292495861226003,0,0,0.0267167802352776,0,0,0.0555360693907768,0,0,0,0,0.0374478700100463,0,0,0,0,0,0,0,0,0,0.027359975783046,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.0492563247965998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149655635632268,0.0420439243427826,0,0,0,0.0179609326603131,0,0.0447316164945363,0.0424266016110731,0,0,0,0,0,0.00850810143635799,0,0,0,0,0,0,0,0,0.0825159499251047,0,0.173536879300372,0,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0743256719107661,-0.0384976526240307,0.124897191092314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417347059458184,0,0,0,0,-0.01118037827562,0,0,0,0,0,0,0,0,0,-0.0354316003531436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107828279754093,0,0,0,0,0,0
X002407.SZ,0,0,0,0,0,0,-0.220412674933495,0.0891117768802042,0,0,0,0,0,-0.111177193053369,0,0.456351861854704,-0.0513453338108762,0,0,0,0,0,0,0,0.437074234913215,0,0,0,0,0,0,-0.177829341730975,0,0,-0.103923799549966,0,0,0,0,0.627951909939886,0,0,0,0,0.04436591351559,0,0,0,0,0,0.0513287315537981,0,0.132477406467801,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.132101918184602,0,-0.131256421532693,0,0,0,0,0,-0.0296317846973404,0.485657137780989,0,0,0,-0.0050780257662,0,0,0,0,0,0,0.135450873690413,0,0.00644053950021737,0,0,0.0149925412752122,0,0,0,0,0,0,0.471053531362756,0,0,0,0,0,0,0,0,0,0,0,0,0.0245809540680226,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0.0208602965331903,0.0152666969303325,0,0,0,0,0,0,0,0,0,0,0,-0.00861650393082411,0,0.0381831319574501,0,0.0832071058596349,0.0492873593139388,0,0,0.0224723405556122,0,0,0.123271517896121,0.0274539002903561,0,0,0,0,0,0,0,0,0,0,0,0.0749232241887504,0,0,0.145519098624976,0,0.0518385237338276,0,0,0,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106980927339075,0.00101710401017833,0,0.0631713211967654,0,0,-0.0990397529757695,0,0,0,0,0,0,0,0,0.0334182033066407,0,0,0,0,0,0.0460646200932002,0,0,0,0.0138051556136347,0,0,0,0,0.0420960468105214,0,0,0.148939771058066,0.171600257763084,0,0,0,0.0881956969138543,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024491052387375,0.254404944172726,0,0,0.0373583712835479,0,0,0,0.0857968570760613,0,0,0,0,0,0,0,0,0,0,0,0,0.0956403077179505,0,0.0812615233599381,0,0,0,0.12042409876747,0,0,0,0,0,0,0,-0.0252237321619795,0.0969607168077911,0,-0.0840663891280703,0,0,0,0
