,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X000708.SZ,X601699.SH,X600362.SH,X600111.SH,X000301.SZ,X600010.SH,X600027.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X600160.SH,X601991.SH,X000408.SZ,X000630.SZ,X000786.SZ,X600985.SH,X000933.SZ,X000807.SZ,X601168.SH,X002271.SZ,X000932.SZ,X600612.SH,X600176.SH,X002128.SZ,X600219.SH,X600348.SH,X600096.SH,X600995.SH,X000027.SZ,X300037.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.245207496531046,0,0.132967569458651,0,0,0,0.0545810609332505,0,0,0,0.130110075398498,0,-0.234932226600905,0,-0.0108879886155077,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.104217878748636,0,0,0,0,0,0,0,0,0,0,0,0,0.102885825189542,0,0,0,0,0,0.0592576073944204,-0.011534332048957,0.0433981753919428,0.173764610428055,0,0,0,0,0
X601088.SH,0,0,0,0,0.22226453249384,0.135252483400188,0,0.0835766755574995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648403124702153,0,0,0.1740830283093,0,0,0,0,-0.0159660332463661,0,0,0,0,0,0,0,0,0,0,0,-0.0507939735095409,0,0,0.0522857443987881,0,0,0,0,0,0,0,0.0020813254234871,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.200782007161237,0.144566015947261,0,0,0,0,-0.0843111503041699,0,0,0,0,0,0,0,0.111264944898472,0,-0.0624383988775667,0,0,0,0,0.0120140653679127,0,0,0,0,0,0,0.0289734279210326,-0.00710903824828497,0.170831098336329,0,-0.00496049497777042,0,0,0,0,0,0,0,0,0,0,0.00862082296817438,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588303228159306,0.246177165035102,0,0,0,0,0,0,0.105818363089577,0.316883645569242,0,0,0,0.0529647544735003,0,0,0,0,0.00965862541542452,0,0,0.0496098905498675,0,0,0,0,0,0,-0.0526613777299821,0,0,-0.00256005096378731,-0.00426552851964241,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.244555040855948,0,0.00975636869697987,0,0,0,0,0,0,0.0907221304433129,0,-0.0614052780995317,0,0.00691345418185603,0,0,0,0,0,0.186544037576126,0,0.0407798855441176,0,0,0.0506483934388553,0.00341348759879002,0,0,0,0,0,0,0.0294941044670794,0,0,0,0,0.0320732628605091,0,0.218031612212835,0,0,0,0,0,0,0.00602426437711566,0,0,0,0,0,0,0
X601898.SH,0,0.0031343004359003,0,0,0.160253596424517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335114278718145,0.363917986244826,0,0,0,0,-0.0649252039977045,0,0,0,0.0325200523364549,0,0,0,0,0,0,0,0,0,0,0.0821654317558664,0,0,0,0,0,0,-0.0189198794385179,-1.0842021724855e-19,0.0911412572061281,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0863577769236564,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.10523940946341,0,0,0,0,0,0,3.46944695195361e-18,-0.0106035017617947,0,0.172972888369774,-0.103480943679066,0.113677834507572,-0.0728821046730335,0,0,0,0,0,0,0,0,0,0,0.0115638848564332,0,0,-0.156354026798985,0,0,0,0
X600011.SH,0,0,0,0,0,0.204070354682607,0,0,0,0,0,0,0,0,0.201404215894657,0,0,0,0,0,0,0,0,0.239325992810221,0,0,0,0,0,0,0.0781824266222691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12032093694915,0,0,0,0.0196509257243575,-0.0243013578619465,0,0.0717076852747371,0,0,0,0
X600585.SH,0,0.0676529252744697,0,0.113240443215839,0,0.0214286700510999,0,0,0,0,0,0.00975376110206917,0,0,0,0,0.00627732093355021,0,0,0,0,0,0.083643603151325,0,0,0,0,0,0.134717979132159,0,0,0,0,0.0463191789186317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578280361135017,0,0.00419361347938317,0,0,0,0,0,0
X600660.SH,0.225649698878413,0,0,0,0,-0.0922572468923188,0,0,0,0,0,0,0.149283340710302,0,0,-0.0502015209129743,0,6.93889390390723e-18,-0.0970225020700205,0,0,0,0,0.0194011859894784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721900976207342,-0.0668896884457323,-0.0284795655098518,0,-0.0126849371050777,0,0,0,0,0,0.159745066958163,0,0.0777185855614824,0,0,0,0.0354220601619196,0.112725552373295,0,0,0,0,0
X600547.SH,0,0,0,0.117471871856292,0,-0.158311832631052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297439385959409,0,0,0,0,0,0,0,0.148126581979971,0,0,0.0498647764310744,0,0,0,0,0,0,0,0.111488675796155,0,0,0,0,-0.00109121946275083,0,0,0,0,0,0,0
X601600.SH,0.134377419221572,0,0,0,0,0,0,0,0.184864860751845,0,0.113110019116695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327573674104844,0,0,-6.93889390390723e-18,0.204254287249627,0.226166047762837,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0545183420624605,0,-0.00314420499289388,0,0.0639613788797343,0,0,0,0,0
X600886.SH,0,0,0,0,0.0554975194863091,0,0,0,0,0.0174176856682874,0,0,0,0,0.422963525117032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018930815685951,0,0,0,-0.0498165069562502,0.0409058752697615,0,0,0.0254650562963886,-0.0581805999863003,0,0,0,0.0971302698727221,0,0,0,0,0,0,0,0.0703392579761524,-0.00521024249369603,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.00700006134477196,0,0,0,0,0,0,0,0,0,0,0,0.171263984433814,0,0,0,0,0.290689729521344,0,0,0,0,0,0.148273545334946,0,0.0234751051888392,0,0,0,0,0,0,0,0,0,0,0,0,0.0456464048476013,0,0,0,0,0.0274729583847839,0,0,0,0,0.00854006378329067,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0885725196636607,0.168438210747456,0,0,0,0,0,0,0.145065203561388,0,0,0,0,0.0927305393415958,0,0,0,0,0,0.203413527551654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965471957712177,0,0,0,0,0,0,0,-0.00900179488348124,0,0,0.0158070019476335,-0.0230623540461728,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0794554884009619,0,0,0,0,0,0.793935704804414,0,0,0,0,0.146756365375147,0,0,0,-0.301606247938903,0,0,0,0,0,0.20595825955429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972990285717511,0,-0.0114296617977934,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0977969640004345,0.0335848653450763,0,0,0,0,0,0,0,0,0,0,0.736866405073395,0,0,0,0,0,0,0,0,0,0,0,0,0.122192325341455,0,0,0,0,0,0,0,0.047359220050346,0,0,0,0,0,0,0,0,0.0113214324300783,-0.0115733545454326,0,0.0655952210770586,0,0,0.0586085024359873,-0.0765334871970647,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832579676870832,-0.0427327023035604,0,0,0,0,0,0,0,0.0697446400279801,0,0,0,0,0,0,0,0,0,0,0,0,0.208845123903842,0,0,0.039435767063059,0.209195715914857,0,0,0,0,0,0,0,0,0,0,0,0.0199056680987932,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.229493960868215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154566385164628,0,0,0,0,0,0,0,0,0,0.0785825029875834,0,0,0.556198632837199,0,0,0.0904703035443538,-0.138207713663328,0,0,0,0,0,0,0,-0.00855000891084441,0,-0.083572739809104,0,0,0,0.0134804747652597,0,0,0,0,0,0
X600362.SH,0.126411691434533,0,0,0.0767972895509587,0.0522573023408734,0,0,0,0,0,0,0.062577156532399,0,0,0,0,0,0,0,0,0.0412742811774256,0,0,0,0,0,0,0,0,0,0,0,0.190995413865088,0,0,0,0.0200513019241892,0.0377018672403277,0,0,0,0,0,0.312811803381896,0,0,0,0,-0.03729581023439,0,0,0,0.00319538445507155,0,0,0,0,0,0
