,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X600027.SH,X000786.SZ,X000723.SZ,X002466.SZ,X600516.SH,X600176.SH,X002460.SZ,X600489.SH,X002353.SZ,X000898.SZ,X600299.SH,X601158.SH,X600583.SH,X600612.SH,X000883.SZ,X600426.SH,X000709.SZ,X600219.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000553.SZ,X600315.SH,X000825.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0185624612914867,0,0.0698773829082768,0,0.0387371717226842,0,0,0,0,0,0,0,0,0.0860774357054083,0,0,0,0,0,0,0.023084701996464,-0.0131227069182445,0,0,0,0,0.100493712396371,0,0,0,0,0,0,0.0234698853307378,0,0,0,0,0,0,0,0,0,0.0209677853981534,0,-0.0307076703564109,0,0,0,0,0.0122737357733441,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0174555331325049,0,0.0385340925761198,0,0,0,0,0,0,0,0.13888236170946,0,0,0,0,0,0,0,0.108501997282142,0,0,0,0,-0.00366907548535017,0.00852150691929136,0,0,0,0,-0.0232020179306633,0,0.0779979579090565,0,0,0,0,0,0,0,-0.0363364977591659,0,0,0,0,0.0182670672993749,0,0,0,0.00979744652210849,0,0
X601088.SH,0,0,0,0.154238016452309,0,0.0340486159000394,8.67361737988404e-19,0,0,0,0.221421375732446,0,0,0,0,0,0,0,0,0,0,-0.111780732632497,0.0587517850457055,0,0,0,0,0,0,0,0,0,-0.0394416258935978,0,0,0,0,-0.0625521165754816,0,0,0,0,-0.0632046345621549,0,0.170650411107059,0,0,0,0,0,0,0,-0.0431888283734084,0,0,0,0.00361822294055811,0,0
X600585.SH,0,0,0,0,0,0,-0.0113702280899192,0,0,0,0,0.0423687736939789,0,0,0,0,0,0,0,0,0.528154130514124,-0.00404708106993727,0.0417310446314278,0,0,0,-0.0173145240960953,0,0,0,-0.121556967561782,0,0,0,0,0,0,0,0,-0.0396361056155238,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462978858949752,0,0,0,-0.0307590761568899,0,0
X600309.SH,0,0,0,0,0,0,0,0.0439319906964775,0,0,0,0,0,0,0,0,0,0,0.0434756187594162,0,0.121738874842337,0,0.0777424312438848,0,0,0,0.00197900589112896,0.0124166985935919,0.0553781497094935,0,0.150353470282944,-0.112330704239906,0,0,0,0,0,0,0,0.0216926711856609,0,0,0,0,0,0,0,0,0,0,0,-0.0348029575099417,0,0,0,0,0,0,0
X600019.SH,0,0,0.193558203793574,0,0,0,-2.16840434497101e-19,0,0,0.180441116956574,0.034074432271044,0,0,0,0,0,0,0,0.0157736085503681,0,0,0,0,0,0,0,0.052931203644945,-0.0471270851632289,0,0,0,0,-0.035446655977803,0,0,0,0.10714505091263,0,0,0,0,0,0,0,0,0,0,0,0,0.0912044158979868,0,0,0,0,0,0,-0.00284834207315409,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158444455069288,0,0,0.124420729504201,0,0,0,0,0,0,0,0,-0.11435011890515,0.0257647236219683,0.0283850076442954,0,1.17281210274048,0,0,0,0,0,0,0,0,0,0,0.158902551704317,0,0,0,0,0,0,0,0,0,-0.0275778231789244,0,0,0,0.0119210728336907,0,0
X600011.SH,0,0,0,0,0.109016408322203,0,0.00066526496055061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067589792645806,0,0.305967541230026,0,-0.158945052735298,0,0,0.269538663540288,0.00274171785598049,0,0.0453051030108017,0,0,0,0.0403343345564673,0,0,0,0,0,0,0,0,0,0,0.0717641056906201,0,0,0,0.023394426937299,0,0,0,0,0.0220490417088139,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.489313897851731,0,0,0,0,0,0,0,0,0,0,-0.057507226805475,-0.121075443218736,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0232535706311241,0,0.222326517238065,0,0,0.00907682430602021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646617739857562,0,0,0,0,0.0131345372677521,0,0
X600010.SH,0,0,0,0,-0.0632233244192578,0,0.00590483005726865,0,0.123658318278218,0,0.0198888813127492,0,0,0,0,0,0,0,0,0,0,0,0,0.582966917557819,0,0,0.0896508818581694,0,0,0,0,0,-0.0688586236446975,0,0.000937146414089977,0,-0.107136163703062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184261868947419,0.0236929950189518,0,0,0,0.00168362305854108,0,0
X000708.SZ,0,0,0.312861995514343,0,0,0,0.23588155555158,0,0.0374361961907774,0.218492816155364,0,0.14184902480039,0,0,0.358834108408713,0,0,0,0.0513232840527646,0,0,0,0,0,0,0,0,0,0,0,-0.0514739855145348,0,0,0,0,0,0,0.00464912506884538,0,0,0,0,-0.0482939576065885,0,0,0,0,0,0,0,0,-0.0279061119312688,0,0,0,0,0.0287113825728272,0,0
X600886.SH,0,0,0,0,0,0,-0.134229056179658,0,0.0280121025178329,0,0.162898806018795,0,0,0,0,0,0,0,0,0,0,0.193650244671452,0,0,0,0,0.0795070434902183,0.0851199179591598,-0.266990400488434,0,0,0,-0.00162239469812062,0,0,0,0,0,0,-0.00548845976952613,0,0,0,0,0.0969066032276559,0,0,0.163590621142424,0,0,0,0.0407584667348959,-0.0579171734977792,0,0,0,0.069433463455345,0,0
