,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X000786.SZ,X600426.SH,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X600352.SH,X601991.SH,X600795.SH,X600801.SH,X600489.SH,X300037.SZ,X600486.SH,X002080.SZ,X600688.SH,X600219.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X601168.SH,X600299.SH,X000027.SZ,X600399.SH,X000898.SZ,X000932.SZ,X600529.SH,X000723.SZ,X002409.SZ,X000630.SZ,X300073.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.124565977865919,0,0,0,0,0,0,0,0,0.0414079758108655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157003480550258,0,0,0,0,-0.00208817236927426,0,0
X600028.SH,0,0,0,0.0252766614002635,0,0,0,0,0,0,-0.0506933424259246,0,0,0,0,0,0.0399792035573026,0,0,-0.00939950564887807,0,0,0,0.0171059739552525,0,0,0,0,0,0,0,0.0768645593293711,0,0,0,0.0564965830990793,0,0,0,0,0,0,0.147129256168353,0,-0.0015307054383831,0,0,0,0,0,0,0,0,0,0,0,-0.00642894211822614,0,0
X601088.SH,0,0,0,0,0,0,0.0300519255702008,0,0,0,0,0,0,0,0,0,0,0,0.619143212809507,0,0,0.178663362588341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688924227607965,0,-0.007823524929616,0,0,0.0112150093393944,0,0,0,0,-0.00526098926154586,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.281778576436703,0,0,0,0,0,0,0,0.182221158947282,0,0,0,0,0,0,0,0,0,0,0,0.27592381273843,0.0563827056170745,0,0,0,0,-0.224030004469208,0,0,0,0,0,0,0,0,0,0,0.0511137283716018,0.0127477334814334,0,0.0704665019990578,0,0,0.0269823097896519,0,0,0,0,0.00598391400312568,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0341067002873526,0,0.0706920701850073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106094232806969,0,0,0,0,0,0,0,-0.0153302579113299,0,0.00971129303111551,0,0,0,0,0,0,0,0,0,0,0,0,0.0358853638849497,0,0,0,0,0.00364773914221684,0,0
X002460.SZ,0,0,0,0,0,0,0.111375008166901,0.345140814524359,0,0,0.163426378275014,0,0,0,0,0,0,0,0,0.337181357621458,0,0,0,0,0,0,0,0,0,0.32652162239462,0,0,0,-0.142897444426149,0,0,0,0,0,0,0,0,0,0,0,0,-0.25536945262313,0,0.0592966368876764,0,0,0.0724631738600835,-0.132139247938498,0,0,0,-0.000455134668082997,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0744716417922662,0,0.0360543950935108,0,0,0.0933032835763861,0,0,0,0,0,0.250783873303831,0,0,0,0.0208759207290243,0,0,0,0,0,0,0.0503882982762935,0,0,0,0.0505340946589487,0,0,0,0,0,0,0,0.0936328656817915,0,0,0,0,0,0,0,0,0,0.0295037807456729,0.0553133355745451,0,0,0,0.00657032779920898,0,0
X600660.SH,0,0,0,0,0,0.118823730754435,-0.144701691303252,0,0,0,0,0,0,0,0,0,-0.0640305491589047,0,0,-0.0348674547172581,0,0,0,0.0563379854414274,0.0168543070816872,0,0,0.161159619572404,0,0.160795852397523,0,0,0,0,0,0,0.0161774100995646,0,0,0,0,0,0,0,0,0,-0.0586463214713736,0,0,0,0,0,0.0314832244497881,0,0,0,0.0176363789445887,0,0
X000708.SZ,0,0,0.0320279002391316,0,0,0,0,0,0,0,0,0.02290189006773,0,0,0,0,0,0,0,0,0,0,0.154603345619155,0,0,0,0,0,0,0,0,0,0,0.0334359442511148,0,0,0,0,6.93889390390723e-18,0.0274203402159428,0,0,0,0,0,0,1.73472347597681e-18,0.418372887239741,0,0,0,-0.0235789680466256,0.0551353923884803,0,0,0,-0.00486135102344575,0,0
X600547.SH,0,0,0,0,0,0.0506200570487821,0.0554683634751372,-0.0517081214465094,0,0,0,0,0,-0.0411858076416659,0,0,0,0,0,-0.0386268481337591,0,0,0,0,0,0,0,0,0.61017612609404,0.0476400003921781,0,0,0,0,0,0,0.00387288021301015,0,0.006259796665648,0,0,0.0394968832934628,0,0,0.0137383442916069,0,0,0,0,0,0,0.0109983961448369,0.00212119861820986,0,0,0,0.00451586995610145,0,0
