,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600489.SH,X600516.SH,X002353.SZ,X600176.SH,X002466.SZ,X000898.SZ,X002460.SZ,X600299.SH,X601158.SH,X000709.SZ,X000883.SZ,X600426.SH,X600583.SH,X000792.SZ,X600612.SH,X600219.SH,X000027.SZ,X000629.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0468305479486598,0,-0.029852722753997,0,0,0,0,0,0,0.0385147276334726,0.0273113757372382,-0.0365469954042693,0,0,0.0451865704267738,0,0,0,0,0.0814195247071946,0.0693143714664119,0,-0.00715121667396257,0,0,0.0708571106547625,0,0,0,0.0433362204632048,0,0,0,0,0,0,-0.0161542366647511,0,0,0,0,0,-0.0119353919338135,0,0,0,0,0.0172323125487882,0,0
X600028.SH,0,0,0.0409824586262248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481551500824309,0,0.040287750516451,0,0,0,0,0.134417677208702,0,0,0,0,0,0.0720065566981318,0,0,0,0,0,0,0,0,0.030524089845139,0.0346764489009039,0,-0.0126539618630178,0,0,0,-0.0357293892802715,0,0,0,0,0,-0.00433720255073959,0.00828072663735828,0,0.130055628816681,0,0,0,0
X601088.SH,0,0,0,0.292802886420588,0,0.265466521983679,0,0,0,0.0211951734163709,0,0,0,0,0,0,0.0822122390696945,0,0,0,0,-0.0625011538681072,0,0.00156186977256009,0,0,0.146369855387383,0,0,-0.0619166775669735,0,0,0,0,0,0,0,0,0,0,-0.0518735312620534,0,0,0,0,0,0,0,0,0,0,-0.00291830841554928,0,0,0,0,0.0200812934431279,0,0
X600585.SH,0,0,0,0,0,0,-0.0435650443329815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560000762164738,-0.0387323800120085,0,-0.0337137562642103,0,0.110644340822237,-0.0770337035649572,0,0,0,0,0,0,-0.0612065701812284,0,0,0,0,-0.0334299128628032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112799739135649,0,0,0,0.0119925616969217,0,0
X600309.SH,0,0,0,0,0,0,-0.105438435530424,0,0,0,0,0,0,0.1287059898893,0,0,0,0,0,0,0,0,0,0.0537076867556905,0,0,0,0,0.0279584169967979,0,0,0.112109564110009,0,0,0,0,0,0,0.0782405493529448,0,0,-0.0224478404080229,0,0,0,0,0,0,0,0,0,-0.000979831683154359,0,0,0,0,-8.67361737988404e-19,0,0
X600019.SH,0,0,0.193244000394418,0,0,0,0,0,0.0976839452822227,0,0,0,0,0.0170508391672641,0,0,0,0,0.03169918135715,0,0,0,0,0,0,0.00511438104082671,0.101815222024345,0.0209582753148264,0,-0.0418345288524964,0,-0.00783585466437275,0,0,0,0,0,0,0,0.185779754251204,0,0,0,0,0,0,0,0,0.0335917288001842,0,0,0,0.00344098159913079,0,0,0,-0.0183492480113014,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.144509392954711,-0.0811607516733343,0,0,-0.339063290201283,0.0933422743669142,0,0,0,0,0,0,0.0227163210427459,0,0,0,1.06482457230742,0.0225400055285968,0.154093920698794,0,-0.0281372124525443,0,0,0,0,0,0,0,0,0.105887740691031,0,0,0,0,0,0,0,0,0,0,0,-0.0090020093284593,0,0,0,0.0578673531870744,0,0
X600011.SH,0,0,0.0949042971103824,0.0727255855630623,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.147271509622034,0,0,0,0.133671636040187,0.0593456798831658,0,0,0,0.0884953571843071,0,0.0135657693080325,0,0,0,0,0,0,-0.0108166390467151,0,0,-0.115534007758965,0,0,0,0.0255016634567345,0,0,0,0,0,0.00330694821704466,0,0,0,0,-0.0301217681158342,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990694181854602,0,0,0,0,0,0,0,0,0,0.0564347075235358,0.0549501414771203,0,0,0,0,0,0.0016324928445024,0,0,0.105722362488647,0,0,0,0,0.219942277139312,0.0174337088267015,0,0.00758237091688582,-1.73472347597681e-18,0,0,0,-0.0237727358060006,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233092563371621,0,0,0,0,0,0,-0.161674097821676,0,0,0.0025039144836547,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.235153535225958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670182232218627,0.133634474622094,0,-0.0113557030653106,0,0,0,0,0.0241575098964044,0,0
