,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X002271.SZ,X600795.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X601991.SH,X600027.SH,X000629.SZ,X600348.SH,X601699.SH,X000723.SZ,X600096.SH,X000408.SZ,X600160.SH,X600141.SH,X000786.SZ,X600219.SH,X300073.SZ,X002353.SZ,X000933.SZ,X002080.SZ,X600157.SH,X000807.SZ,X600295.SH,X600549.SH,X600378.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0145310758894979,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.294829049214434,-0.0846276670389878,0,0,0,0.0493944723374695,0,0,0,0,0,-0.0986877778939337,0,0,0,0,-0.00638258232811005,0,0.083371272634588,0,0,0,0,0,0.012029445682921,-0.00390461072391632,0,0,0,-0.015266668082564,0,0
X601088.SH,0,0,0,0,0.292765797439503,0.146646412126606,0,0,0.108284103306834,0,0.0760625379561319,-0.0567430539796041,0,0,0,0,0,0,0.0743281099876426,0,0,0.0166790714796624,0,0,0,0,0,0.000471385687344256,0,0,-0.106336345508349,0,0.0664962864425145,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.208055354647398,0,0,0,0.0503533632569856,0,0,0,0,0,0,0,0,0,-0.00989942569780207,0,0
X600028.SH,0,0,0,0.0590618303809021,0,0,0,0,0,0,0.0248260051959943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541664344798935,0,0,0,-0.0121857704542107,0,0,0,0,0,0,0.00635782142358844,0.0196711271047737,0,0,0.00356921990516943,0,0,0,0,0,0,0,0,0.0054005353829277,0,0,0,0,-0.0362136373534117,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0597398741017897,0.0636199024954019,-0.0146540434280038,0,0,0,0,0.0256426876612777,0,0,0,0,0,0,0,0.0479343120556251,0,0,0.0380495976629971,0,0,0,0,0,0,0,0,0.0396279161315226,0,0.021708663858741,0,0,0.0952597701877672,0,0,0.0225279728209909,0,0,0,0,0,0.0129742265132532,0,0,0,0,0,0,0,0
X600188.SH,0,0.0997013417559909,0,0,0,0,0,0,0,0.47631568964878,0,0,0,-0.0348767606049161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256172239634217,0,0,0.0476933417326834,0.00256132025660637,0,0,0,0,-0.00785979909779869,0,-0.0487719742713048,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867023301154953,0,0,0,0,0.0181786427668646,0,0
X002466.SZ,0,0,0,0,0,0,0.748532199103195,0,0,0,0,0,0,0,0,0,0,0.0284866378427927,0,0,0,0,0,0,0,0,0,0,0,-0.0749097604129886,-0.177685816842329,0,0,0,0.0591757319521211,0.167862021070975,0,0.0646790193962162,0,0,0,0,0,0.00337334084980946,0,0,0,0,0,0,0,0,0,0,0,0,0.00465325593479278,0,0
X002460.SZ,0,0,0,0,0,0.147074270997639,0,0,0.289340475129918,0,0,0.0252788845746808,0,0,0,0.0408954405140969,0,0,0,0,0,0.170965342298422,0,0,0,0,0,0,0,-0.2350981846036,0,0.00870405897573066,0,-8.67361737988404e-19,0,0,0,0.133065298643533,0,0,0.143103443885129,0,0,0,0,0,0,0,-0.0610685724681705,0,0,0.145560287628558,-0.0266322532500651,0,0,0,0.047801830301454,0,0
X600585.SH,0,0,0,0,0.173642889118035,0,-0.104912888726145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161129401384748,0,0,0,0,0,0,0.260868501182813,0,0.0115102760499155,0.00580296288387859,0,0,0,0,0,0,0.235674482988059,-0.0263714067316427,0,0,0,0,0,0.00296730265536144,0.0489858558572488,0,0,0,0,0.00871695386104593,0.0478322708487449,0,0,0,-0.0377254962956594,0,0
X000792.SZ,0,0,0,0,0,0.306444848540323,0,0,0,0,0.0990133920696309,0,0,0,0.00489575355872271,0.0804990268345478,0,0,0,0.092467736945852,0,0,0,0,0,0,0,0,0,0,0,0.0795122424699209,0,0,0,0,0,0,0,0.206812387179847,0,0,0,0,0,0,-0.00117826265120527,0,0,0,0,0,0,0,0,0,-0.0483197846786788,0,0
X601898.SH,0,0,0,0,0.171420018079763,0,0,0,0,0,0,0,0,0,0,0.0261661278895912,0,0,0,0,0,0,0.0116120907950923,0,0,0,0,0.347994674860604,0,0,0,-0.0639693199478004,0,0,0.201842135257703,0,0,0,0.0269890098997868,0,0,0.09660247111454,0.0280365644596261,-0.0153478001450596,0,0,0,0,0,0.104382814494127,0,0,-0.0231167280034625,0,0,0,0,0,0
