,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X600516.SH,X002460.SZ,X000898.SZ,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600176.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X000792.SZ,X002271.SZ,X600027.SH,X000553.SZ,X000830.SZ,X000408.SZ,X600299.SH,X000932.SZ,X600808.SH,X002110.SZ,X600219.SH,X601158.SH,X000959.SZ,X600489.SH,X000883.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.409533549509843,0,0,0,0,0,0,0,0,0,0,0.0151841048283175,0,0,0.196461846528695,0,0,0,0,0.0102659835839718,0,0,0,0,0.0364185125759365,0,0,0,0.0722575417760932,-0.00643621730101001,0,0,0,0,0,0,0,0.00392061883817939,0,0.0145606967756862,0,0,0,0,0,0,0.0250145986357737,0,0,-2.16840434497101e-19,0.04687041756827,0,0,0,0,0
X600028.SH,0.508931674502737,0,0.139509575087749,0,0,0,0,0,0,0,0,0,0,0,0.00519003647896236,0,0,0,0,0,0,0,0.25593960585715,0,0,0,0,0,0,-0.0618627654805057,0,0,0,0,0,-9.25538381832253e-05,0,0,-0.111811139550622,-0.00151657985086074,0,0,0,0,0,0,0,0,0,-0.0187292955863776,0.0132133773734783,0,0,0,0,0,0
X601088.SH,0,0,0,0.403617006036549,0.116546899058712,0,0,0,0,0,0,-0.0243762100701346,0,0,0,0,0,0,0,0,0,0,0.0560144655413704,0,0,0,0,0,0,0,0.154273800901522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.114107654073899,0,0.251474811337533,0,0,0,0,0.162088277598084,0,0,0,0,0.138038825055369,0,0,0,-0.0153223954006302,-0.0340557883441333,0.111418158146462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675832900240679,0,0,0,0,0,0,0,0,0,0,0.00429457843912609,0.00928972562046225,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.299377427548458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164755415624981,0.285813500914109,0,0,0,0.139159535869901,-0.163745460264401,0,0,0,0,0,0,0.0853777660375652,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00855359948042608,0.0169418994672645,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0505403786766462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119437798444103,0,0,0,0,0.23610464679353,0.128505507242646,3.46944695195361e-18,0,0,0.0536171849584012,0,0,0,0,0.137756995975317,0,0,0,0,0,0.0536079678046457,-0.0543895750292162,0,0,0,0,0,0
X600309.SH,0,0,0.00428579958479439,0,0.0265095083116633,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524924540954046,0,0.023196268912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167417809343932,0,0,0,0,-0.0657550166596064,0,0,0,0,0,0,0,0,-0.00879772563484005,0.0183422431919805,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0476716159564192,0,0,0,0,0,0,0,0.113002750080599,-0.0379869562314721,0,0,0,0,0.0763965249562239,0,0,0,0.0330207541311997,0,0,0.0916402857208448,0,0,0.0492098025987536,0,0,0,0,0,0,0,0,0.0863338370989237,0,0,0,0.0295911114278352,0,0,0.00497352222943675,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00568847040050322,0,-8.67361737988404e-19,0,0,-0.0178297571930206,-0.0654780612741157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695291896685486,0,0.0842360949393964,0,0,0,-0.242441367011854,0,0,0,0,0,0,0,0,0,0,0,0,0.0736370577186396,-0.212829344463077,-0.0744814291349024,0,0,0,0,0
X600188.SH,0,0,0.181634665883333,0,0.151721022496001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999365454963003,0,0,0.0777016836392034,0,0,0,0,0,0,0,0.42146254435457,0,0,0,0,0.124211095958539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594507916831891,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220152859530566,0,0,0.103429691769257,0,0,0,0,0,0,0,0,0,0,0,0,0.290356536462078,0.0551608512623463,0,0,0,0,0,0,0,0,0,0,0,0.201464932135388,0,0,0,0,0,0.00501711988377228,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.188475452066228,0,0,0,0,0,0,0,0,0,0,0,0,-0.166170753601747,0.321105889516102,0.490581201280891,0,0,0,0,0,0,0,0,0,-0.14907794023822,0,0,0,0,0,-0.0212346145947463,0,0,0,0,-0.0514785210640446,0,0,0,0,0,0,0,0,-0.0423273725567479,0.0587098683902638,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.017682611977984,0,0,0,0,-0.0440420818276915,0,0,-0.0674558187857527,0.130634684295637,0,0,0,0,0.0571795431496356,0,0.255842772287457,0,0,0,-0.0758217221947544,0,0,0.130304091510948,0,0.108946384901533,0,0,0.141465846020208,0,0,0.045249940273902,0,0,0,0,0,0,0,0,-0.00752464806310687,0,0,0,0,0,0,0
X600688.SH,0,0.311669294677206,0,0,0,0,0,0.07784349188353,0,0,0,-0.0571611591475109,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273987887136126,0,0,0.0427072446967899,0,0.0846847278086365,0,0,0,0,0.0165585816477232,0,0,0,0,0.00459735799413547,0,0,0,0,0,0,0,0,-0.0195707939113087,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.115208394973764,0.137210683138742,0,0,0,0,0.0606974819330904,0,0,0,0,0,0,0,0,0.0135202175057151,0,0,0,0.0613749743076239,0,0,0,0,0,0,0.22188652811135,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.107985293822713,0,0.691858507639403,0,0,-0.0234263171338526,0,0,0,0,0,0,0
X300072.SZ,0.0465481353837187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135396022242819,0,0,0,0,0,0,0,0,0,0,0.0743420692859217,0.273522901109442,0,0,0,0,0,0,0,0,0,0,0.149550754400925,0,0,0,0,0,0,0.168316727492234,0,1.73472347597681e-18,-0.0143453716182694,0,0,0,0,0,0
X600795.SH,0,0.0368673739522064,0,0,0.0970236723722489,0.124903346173743,0,0,0,0,0,0.00138310105342592,0,0,0,0,0,0,0,0.0208497343879421,0,0,0.0137008122698813,0.016276371689332,0,0,0,0,0.00367609037219784,0,0,0.106927729659657,0,0,0,0,0,0,0.0796814384665935,0,0,0,0,0.0165557075296809,0,0,0,0,0,-0.0130251635382713,0.0263024212775445,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0555586923390798,0,0,0,0,0,0,0.178503667284477,0,0,0,0,0.235578042940322,0,0,0,0,0,0,0,0,0,0,0.0854739460914545,0,0,0.0828100080170724,0,0.219855270770499,0,0,0,0,0,0,0,0,0.0247227959525851,0,0,0,0,0,0,0,0,0,0.00589044142642636,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.290792189873697,0,0,0,0,0,0,0,0,0,0,0,0.0754279834314595,0,0,0,0.545539321817187,0,0,0,0,0,0,0,0.0198496117481216,0,0,0.1492264830525,0.0124624741000518,0,0,0,0,0.115233144114912,0,0,0,0,0,0,0.0588028431490826,0,-0.0258489673122587,-0.0296788786774743,0,0,0,0,0,0
X002460.SZ,0,0.047352261709629,0,0,0,0.150694717214766,0,0,0,0,0,0.854345238343335,0,0,0,0,0,0,-0.0888382524971688,0,0,0,-0.182422865092032,0,0,-0.0226605712895777,0,0,0,0.091155984514783,0,0,0,0,0,0,0,0,0,0,0.158862887412479,0,0,0,0,0,0,0,0,-0.0117351048508262,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.22097209601648,0,0,0,0,0.00961431254315435,0.0629322314290022,0,-0.103211367118209,0,0,0,0,0,0.0164597306038654,0,0,0,0,0.0615561630969228,0,0,0.00742167409271935,0.00765440827295757,0.11290103901853,0,0.130319469558636,0,0,0,0,0,0,0,0,0,0.336806256528211,0,0,0,0,0,0,0,0,0,0,-0.0128092423200942,0,0,0,0,0,0
X601991.SH,0,-0.0238802644563091,0,0,0,0,0,0,0,0,0,0.047625122259077,0.0125599503962044,0,0,0.0303670078399084,0,0.16559271135205,0.0658757124851999,0,0,0,0,0.108430315972597,0,0,0,0,0,0,0.0860058033627654,-0.0199683846066525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310850862931732,0,0,0,0,0,0
X600547.SH,0,0.369575450442762,0,0,0,0,0,0,0,0.0894715118320681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622669901287069,0,0,0,0,0,0,0,0,-0.026151260456672,0,-0.00327225278591136,0,0,-0.144380183867915,0,0,0,0.707238570080288,0,0,0,0,0,-0.0125180301527154,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0770105776295544,0,0,0,0,0,0.00519184495113943,0,0,0.0286747149832151,0.0947921674939685,0,0,0,0,0,0,0,0,0,0,0,0.283722447893067,0,0,0,0.0159001105052314,0,0,0,0.154280685126186,0.0701978746712924,0,0,0,0,0,0,0.100866596002238,0,-0.00807240096378581,0,0,0,0,0,0,0
X600886.SH,0,0.0399882624279268,0,0,0,0,0,0.0564970853238761,0,0,0,0,0,0.0598362921172685,0,0.165458325985982,0,0.116050202998561,0,0,0,0,0,-0.0144841501558177,0,0,0,0,0.113076113439497,0,0,0,0,0,0,0,0,0,0,0,0.0238930796680241,0,0,0,0.0195757964568647,0,0,-0.0503994460022543,0,-0.051319825495645,0.0705514986749827,-0.0917803340512912,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,-0.217463047292,0,0.195790184473609,0,0.574640898000355,0,0,0.175305000319565,0,0,0,0,0,0,0,0,0.326277249596126,0,0,0,0,0,0,0,0,0.206149261406324,0.185325812650854,0,0,0,-0.212527874147872,0,0,-0.0774261631932507,0,0,0,1.38777878078145e-17,0,-0.0296642569474877,0,-0.207040265597708,0,0,0,0,0
X000786.SZ,0,0,0,0,0.182534124852264,0,0,0,0,0.138448394725576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306427471748977,0,0,0.0140627925531716,0,0,1.0842021724855e-19,0.399223699246033,0,0.00388399996957196,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0704890959039972,0.0942507036741131,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.145765639813684,0,0,0,0,0,0,0,0.0552687470167158,0,0,0.0182681662344732,0,0,0.00683120778365811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185411172853181,0,0,0,0,0.331635484924739,0,0,0,-0.0467051542390874,0,-0.00291611287727395,0,0,0,0,0,0,0
X600352.SH,0,0,-0.1744829400384,0,0,0,0,0,0,0.127677298724233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623820729294462,0,0,0,0,0,0,0,0,0,0,0,0.633988031655688,0.0661461761314448,0.221680535802569,0,0,0,0,0,0,0,0,0,0,0,-0.0364862281365676,0.0445808136144218,-0.124346654232604,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182231343701163,0,0,0.0909046616416767,0,0,0.243258356032269,0,0,0.00921517885778594,0,0,0.040864879984932,0,-3.46944695195361e-18,0,0,0.0947589247656227,0,0,0,0.0171649630538817,0,0,0,0.365294890509815,0,0,0,0.0541893057779657,0,0,0,0,0,0,-0.0163427014277275,0,0,0,0,0,0
X601699.SH,0,0,0.037933805106648,0,0,0,0,0,0,0.586523634315428,0,0,0,0,0.164752900630198,-0.00112447704003204,0,0,0.040957451768575,0.0481175814026768,0,0,0,0,0,-0.0248387006782743,0,0,0,0.0143223892574193,0,-0.0388606464333149,0,0,0,0.0682281985889601,0,0,0,0.110263918950916,0,0,0,0,0,0,0,0,0,-0.0228231614709572,0.0446770899128954,0,0,0,0,0,0
