,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X000708.SZ,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X000723.SZ,X600111.SH,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X000786.SZ,X600489.SH,X002353.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600176.SH,X600299.SH,X601158.SH,X600426.SH,X000709.SZ,X000883.SZ,X600583.SH,X600219.SH,X600612.SH,X000629.SZ,X600315.SH,X000027.SZ,X000792.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0120249699824764,0,0,0,0.00853049378138028,0,0,0.0467552820547864,0,-0.0138693165457992,0,0,0,0,0,0,0.0405992564059534,0,-0.0504572050770732,0.0549673854860576,0,0,0,0,0.0840295367427022,0,0,0.0450247423426195,0,0,0,0,0.0932604030234143,0,0.0602230777010547,0,0,0,0,0,0,-0.0165081623413642,0,0,0,0,0,0.00290612978155335,0,-0.00639824366928708,0,0,0,0,0.0170000119347192,0,0
X600028.SH,0,0,0.0454043540126985,0,0,0,0,0,0,0,0,0,0,0,0,0.00433335575869538,0,0,0.0690037591044884,0,0,0.113688234954015,0,0,0,0,0,0,-0.0075312803115291,0.0804641464973539,0,0,0,0,0,0,0.0617326955981577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.220560497931308,0,0,-0.00510637281518008,0,0,0,0,0,0,0,0,0.135618469175905,0,0,0.0428777849759523,0,0,0,-0.0858045329582825,0,0,0,0,0.233955150421152,0,-0.0758563236797943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131733940421067,-0.0882666814705158,0,0,0,0.0275801241960894,0,0,0,0,0,0,0.0220616287085934,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585575631818344,-0.0454798759701434,-0.0322664748714235,0,0,0.122048095449267,0,-0.037477786960711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321467960554848,0,0,0,0,0,-0.00323509999509643,0,0,0,0,0.0249555019723023,0,0
X600309.SH,0,0,0,0,0,0,-0.14170669321634,0,0,0,0,0,0,0.0487767201668129,0,0.0165677138307106,0,0,0.0544301197753102,0,0,0.00479709003530975,0,0,0,0,0.0588831676827732,0.118865073094944,0,0,0.0414592160457021,0,0.0270706374128656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165510131114161,0,0
X600019.SH,0,0,0.251608118496848,0,0,0,0,0,0.111959050835709,0,0,0,0,0.0199632405827803,0,0,0,0,0.00788346415967694,0,0,0.0448172909390163,0,0,0,0,0,0.0626166176542854,0.0192085061646123,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0949093098857209,0,0,0,0,0,0,0,0,0,0,0,-0.000152834174882095,0,0,0,0,-0.00852051902406382,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.20319924130317,0,0,0.0619002426297758,0,0,0.043977766780183,0,0,0.155184959525217,0,0,0,0,0,0,0.755981803809856,0.226848252107063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734535645286162,0,0,0,0,0,0,-0.0172986027412295,0,0,0,0.0776365345346938,0,0
X600011.SH,0,0,0,0.192652020602309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00945235359006466,0,0.203943835577353,0,0,0,0.131852205749581,0.00678150872895702,0,0,0,0.147875550818821,0.0441802591237528,0,0,0,0,0,-0.00911287764308331,0,0,0,0,-0.0683920941270171,0,0,0,0,0,0,0,-0.0252464295723767,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0.00107595901807555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238990744903584,0,0.10765601689385,0,0,0,0,0.00352451836327055,0,0,0,0,0,0.0532618412242504,0,0.0804265833987578,0,0,0,0,0,0,0,0,0,0.0783655148050455,0,0,0,0.0255713222844125,0.207878690812004,0,0.00697175156463515,0,0,0,0,-0.0183138659159276,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229124763638512,0,0,0,0,0,0,-0.127881954466069,0,0,0,0,0,0,0,0,0,0,0,0.0371911885514117,0,0.236335250815915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166852199643313,0.05003037798828,0,-0.0138026834083669,0,0,0,0,0.0407683788132636,0,0
