,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000959.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000983.SZ,X000539.SZ,X600549.SH,X600176.SH,X000027.SZ,X600021.SH,X000630.SZ,X600758.SH,X002470.SZ,X600160.SH,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0417488585474344,0,0.0418343438067651,0,0,0,0,0,0,0,0,0.0410590211378033,0,0,0,0.0101977881873625,0.0104738733901395,0,0,0,0,0,0,0.00337264817628055,0,0.0693243089035282,0,0,0,0,0,0.0164331246510882,0,0,0.0268709681643554,0,0,0,0,0.0102729684957987,0.0183498795938915,0,0,0,0,0.00334739484079059,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0143876770472306,0,0.023540741687509,0.0926703137273464,0,0,0.072782762980217,0,0,0.0435013239302563,0,0,0,0,0,0,0,0,-0.0051643622664879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814807963578784,0,0,0,0,0,0,0.0547951312119537,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.18089214666837,0,0.0291319184176756,0,0,0.0387314484063741,0,0,0,0,0,0.0601622759990832,0.0827248849445189,0.052063147929084,0,0,0,0.0249078118788982,-0.0271728734453415,0,0,0,0,0.021416025500053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465416795240401,0,0,0,-0.059630188415502,0,0,0.0586749982453708,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.109109598256415,0,0,0.101401512195573,0,0,0.0128471775794151,0,0,0,0.179088972354495,-0.00555124367588377,0,0,-0.0228236380865735,0,-0.198037710495274,0,0,0,0,-0.0476314763034157,0,0.219223067207818,-0.0418886693576048,0,0,0,0,0,0.0580131290042269,-0.152815253982825,0,0,0,0,0,0,0,0,0,0.01812328346055,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0838392204690645,0,0.0208210975561371,0,0,0,0,0.0108931587945271,0,0,0,0,0,0.0955357403163474,0.0803402507090515,0.00806392471804148,0,0,0,0,0,0,0,0.17367869810088,0,0,0,0,0,0,0,0,0.0484706046942749,0,0.079093850999649,0,0,0,0,0.022152555625274,0,0.0313294707823436,0.0269829153787954,0,0,0,-0.0276294358087681,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.163675290843936,0,0,0.0494860652459916,0,0,0,0,0.0463943288240225,0,0,0,0,0.187056424666206,0,0,0,-0.117962148025177,0,0,0,0,0,0.15041061917293,0,0,0,0,0,0,0,0,0,0,0,0.0218902840166054,-0.100765467327966,0.107299175933526,0,-0.118160808255578,0,0.0367726894348962,-3.46944695195361e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00365021375707614,0,0,0.0594226696230124,0,0,0,0,0,0,0,0.0729675825431882,0,0,0.0639201967037224,0,0,0.0335216388802688,0,0,0,0,0,0,0,0,0,0,0.0254970595609593,0,-0.163645242545383,0,0,0,0,0.0349180193430069,0,0,0.388675753288136,0.126506143621957,0,0.0694945341856553,-0.0375465880605741,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0930263777282263,0,0,0,0,0,0.00762811766483271,0,0,0,0,0,0,0,-0.00664654540199937,0,0,0,0,0,0,0,0,0,0.255598902509738,0,0,0,0,0.0289991960512816,0,0,0,0.0418119709975295,0,0.0504051784888283,0.106690476110475,0,0,0.106209269263103,0,0,0,0,0,-0.00289882348516699,0,0,0,0,0,0
X600795.SH,0,0,0,0.00590974881744767,0,0,0,0,0,0,0,-0.0217210861446731,0.0311187159452529,0,0,0.149385141560136,0.117327316753221,0,0,0.0819674253660566,0,0,0,-0.00744939027800122,0,0,0,0.051272629367301,0.0401104219098751,0,0,0,0,0,0,0.0357039008427308,0,0,0,0.01890136172267,0.0352985853817931,0,0,0,-0.0108541912837416,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0878393266871178,0,0,0,0,0,0,-0.0767601918161293,0,0,0,0.118951813272417,0,0,0,0,0,0,0.0850639401447542,0,0,0,0,0,0.0602698882410877,0,0,0,0,0,-0.111109435008393,0.156311127398426,0.676660722730992,0,0.0832121438937654,0.102529126868975,0,0,0,0,-0.263641796166655,0,0,0,0,0,0.0649686715540954,0,0,0,0,0,0
