,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600801.SH,X600010.SH,X601600.SH,X600886.SH,X002271.SZ,X002466.SZ,X600362.SH,X000786.SZ,X600188.SH,X600688.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X000723.SZ,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600426.SH,X600516.SH,X600489.SH,X000792.SZ,X600299.SH,X000898.SZ,X000401.SZ,X600583.SH,X601158.SH,X600219.SH,X000932.SZ,X000553.SZ,X000709.SZ,X000883.SZ,X600160.SH,X600612.SH,X002080.SZ,X600486.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0782329678580889,0,0,0,0,0.166440724915447,0,0,0.066083910868738,0,0,0,0.229894918713664,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0574171625503859,0,0,0,0,0.187135988406866,0.00468455018615371,0,0,0,-0.0237620174248531,0,0,0,0,0,0,0
X600028.SH,0.385140441269276,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0303177390521978,0,0,0.0359869480930992,0,0.00967087210472693,0,0.0984873432999968,0,0,0,0,0,0.0201025743703778,0,0,0,0,0,0,0,0,0,0,0.0153877019251413,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967884976819997,-0.00241472204665054,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.000716624435603106,0,0,0,0,0,0,0,0,0,0,0.154826012930165,0,0,0,0,0.128993746459017,0.0479142161014393,0,0,0,0,0,0,0,0,0,0.0798943561755716,0,0,0,0,0,0,0,0,0,0,0.0356128837025031,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.442767258116562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231375048851999,0,0,0.00115817012377882,0,0,0,0,0,0,0,0.17505806572818,0,0,0,0.0767065019756412,0,0,0,0,0,0.000646844092165167,0,0,0,0,0.0149999195621137,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.109768947074392,0.0376383793136486,0,0,0,0,-0.114072246667718,0.077213745869152,0,0,-0.167646218402097,0,0,0.1139412641204,0,-0.0224687888644363,0,0,0,0,0,0.148604771165617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271678083260889,0.0607059392314357,0,0.029289266965269,-0.0196474686303416,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.164087679387708,0,0.0770636379992193,0,0,0,0,0,0.11170704059227,0.00183549133524003,0,0,0,0,0,0.0752180595237678,0,0,0,0,0,0,0,0,0,0,0,0.0695866539853766,-6.93889390390723e-18,0,0,0.0142267968789179,0,0,0,0,0,0.0440828615604449,0,0,0,0.00648048721439941,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432837086032017,0,0,0,0,0,0,0,0,-0.00113717844689491,0,0,0,0,0,0,0.866635700460113,0,0,0,0,0,0,0,0,0,0,0,0,0.267579992669442,-0.026909930079604,-0.020133016949604,0,0,0.0104180847165265,0.00721208645351449,0,0,0,0.0145366738667191,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.147157204881756,0,0,0.017489659988781,0,0,0,0,-0.00379862153092282,0,0,0,0,0.147223848023252,0,0,0,0,0,0,0,0,0.077439329707715,0,-0.0976617636447962,0,0,0,0,0,0,0,0.413114125192048,0,0,0,0.317746228004474,0,0,0.144505032797459,0,0,4.33680868994202e-19,0.0147463313334119,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00333298971389598,0,0,0,0,0,0,0,0.0104265310351158,0,0,0,0.0761419778840991,0,0.320071191809201,0,0,0.00713719433827877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185671791231383,0.150926859730373,0,0,0.0489857567533402,0,0.0594046347867501,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.163934934501644,0,0,0,0,0,0,0,0,0.137997569443431,-0.103717356333325,0,0,0,0,0,0,0,0.0965851630012038,0.0100596490256899,0,0,0,0,0,0,0,0,0,0,0.485474848572485,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277649602493595,0.0389465302515261,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703648266918803,0,0,0.00111831540139188,0,0,0.587548009436091,0.0326309750818484,0,0,0,0,0,0,0.0288820423483049,0,0,0,0,0,0,0.0479426571336335,0,0,0.0101824480661282,0,0,0,0,0,0,0,0.0172461586457136,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0.0747004943539597,0,0.0349805989342161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229262751117383,0.0329408029470335,0,0.069954132988757,0,0,0,0.0376715815767623,0,0,0,0,0,0.0807832295871055,0,0,0,0.0614700859265786,0,-1.73472347597681e-18,0,0,0,0.105952417527682,0,0,0.125673026039192,0,0,0,0,0,0,0.0109506678134037,0,0,0,0.0355012792831867,0,0
X600801.SH,0,0,0,0.525117238272549,0,0,0,0,0,0,0,0,0,0,0,0,0.0836847414140511,0,0,0.043345398319368,0.0269764574341021,0,0,0,0,0,0.022594903198395,0,0,0,0,0,0.0213787071318084,0,0,0,0,0.296934356580255,0.0420276536126856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227084313139881,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424288949512175,0,0,0.0350744429146495,0,0,0.309153803061871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565392294485095,0,2.16840434497101e-19,0,0,0,0,0,0.000111053366801957,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0139901424699881,0,0,0,0,0,0,0,0.0302562678206008,0,0,0,0,0.127273469565096,0,0,0.143285303090736,0,0,0.143105466937132,0,0,0,0,0,0,0,0,0,0,0,0.13371795236665,0,0,0,0.136927103522719,0,0,0.0654943648717737,0,0,0,0.0206607735078408,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.101486869127887,0,-0.0643202131133139,0,0,0,0,0,0.0176774436002387,0,0,0,0,0,0,0,0,-0.0264575331502637,0,0,0,0,-0.0266764411457476,0,0,0.249702260203954,0,0,0,0,0.0287638742693279,0,0,0,0,0,0,0.233918514067221,0,0,0,0,0,0,0,0,0,0,0.00620962533111261,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0291467419368533,0,0.104651085550748,0,0,0.0808351979598728,0,0,0,0,0.00180360194587888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128724386439037,0,0,0,0,0,0,0.0726920290338215,0,0.00867406880102559,0,0,0,0.0191764492366305,0.0315809458882494,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.736845090861324,0,0,0,-0.128400957214102,0,0,0,0,-0.169778976883668,0,0,0,0,0,0,-0.132006044152756,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.391425292186589,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0649716082083684,0,0,0.0545166135210887,-0.117136927581002,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.105251939117401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137845830497568,0,0,0,0,0,0.0936984114665823,0,0,0,0,0,0,0,0.196454661663674,0,0,0,0,0,0,0.103513391684167,0,0.206093510571197,0.100024821952025,0,-0.0260561359780208,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.0884967080979814,0,0.0917097737851217,0,0,0,0,0.158704696451068,0,0,0,0,0,0,0,0,0.0324936872133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525125407769424,0,0.274338530354155,0.0287803937938639,0,0,-0.0130668741728991,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0118659079490409,0,0,0,0.00735838360893668,0,0,0.0396830898909905,0.417624473720564,0,0,0,0.022956789704328,0,0,0,0,0,0,0,0.257801166275375,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0956641597645109,0,0.0476215904184537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805754905082486,0,0,0,0,0,0,0
X600688.SH,0.308470401257678,0.148707976077172,0,0,0,0,0,-0.0706312506473251,0,0,0,0,-8.67361737988404e-19,0,0,0,0.000224638595234782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075460068686475,0,0,0,0.0409443500416912,0,0,0,0,0.222082562219812,0,0,0,0.192428546578427,0.0791678761961014,0,0,0,0.0108995242263249,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101891512498303,0,0,0,0,0,0,0,0.237776025531421,0,0,0,0,0.0691097215412698,0.0443566780425712,0,0.0218479779181526,0,0,0,0.20388306502031,0,0,0,0,0,0,0,0,0,0,0,0,0.011123581606573,0,0.000676095561343071,0,0,0,0,-0.00881401958359004,0,0,0,0.00712331270683956,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535083761305507,0,0,0,0,0,0.114192440590498,0.0403196862930657,0.0998491774566876,0,0,0,0.00148756221350266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11812344875553,0,0,0,0,0,0,0,0,0,0,0.00903192824589739,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.122290679325371,0,0,0,0,0,0,0,0,0,0,0,0,0.0444128882448095,0.118327891385379,0,0,-1.38777878078145e-17,0,0,0.0980345743325424,0,0,0,0.172593301188808,0,0,0.101736377925576,0,0.0914669588278665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753278586430096,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221744062666757,0,0.156362045064927,0,0,0,0.0537593530915289,0,0,0,0,0,0.104986968531711,0,0,0.135126498944557,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00281692167821899,0,0.00779425176562977,0,0,0,0,0,0,0,0,0.0295377202436689,0,0
X000723.SZ,0,0,0,0,-0.0709076273510219,0,0,0.0185962415415981,0,0.271136054670547,0,0,0,0,0,0,0,0,0.121200140700638,0,0,-0.0785595324085197,0,-0.018763177728533,0,0,0,0,0,0,0,0,0.470297784411574,0,0,0,0,0,0,0,0,0,0.210821317502638,0,0,0,0,0,0,0,0.211182098290137,0.0115796088651869,0,0,0,0,0.0355731534538544,0,0
X002353.SZ,0,0,0,0,0,0.330414018228983,0.408137050571606,0,0,0,0,0,0,0,0,0,0,0.0907818193662584,0,0.0365845430756574,0,-0.0250662513522317,0,0,0,0,0,0,0,0,0,0.216537409124053,0,0,0,0,0,0,0.05882428865176,0,0,0,0,0,0,-0.210059774352345,0,0.102519829520301,0,0,-0.218084319735735,-0.00434596619981792,-0.029448154709358,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.119766659471522,0.0440460845618371,0,0,0,0,0,0,0,0,0,0,0.0324292820912107,0.231203171078177,0,0.217636597282259,0,0.0492903590031458,0,0,0,0,0,0.111750109848171,0,0,0,0,0,0,0,0,0,0.0888803250098769,0,0,-0.0292652365587707,0,0,0,0,0,0,0.0131165697994289,0,0,0,0.0213748413480793,0,0
X600176.SH,0,0,0,0.0746442663373009,0.0312444717176722,0,-0.0285128771498499,0.0442091006678683,0,-0.0221583582602868,0,0,0,0,0,0,0.121519585562665,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.223054373201538,0,0,0,0,0,0,0,0,0,0.488237187120634,0,0,0,0,0,0,0.0188095406439122,0,0,0,-0.00516355806567415,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0168652733804006,0,0,0,0,0,0,0,0,0.0432540873570566,0.00122039124502203,0,0.0613682712062144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075029919577578,0,0,0,0.0675965071005134,0,0,0,0,0.0714971786066187,0.108882074512779,0,0,0,0.0184238607488052,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.148660143997714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820039976437695,0.0844463734128809,0,0,0,0,0,0,0,0,0,0,0.0915404716593883,0,0,0,0.00802669448263015,0,0,0,0,0.00488137466963928,0.0165746460596341,0,0,0,0,0,0,0,0.0413116644357237,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121063071860497,0,0,0,0.150170177440615,0,0.567676522471447,0,0,0,0,0,0.0460560341649151,0,0,0,0,0,0,0,0,0,0,0.0782961139050883,0,0.0407337463844164,0,0,0.1114128156171,-0.00195668235587135,0,0,0,0,0.0279972414966266,0,0
X600489.SH,0,0,0,0,0,0,0.601744436350293,0,0,0.132707323633428,0,0,0,0,0,0,0.0749212730793761,0.00439696872616264,0,0,0,0.178317673387433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
