,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600352.SH,X600188.SH,X600027.SH,X600111.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X600612.SH,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X600426.SH,X002353.SZ,X600219.SH,X600583.SH,X600315.SH,X000630.SZ,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X601699.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123967776515886,0.0350769847467201,0,0,-0.021069365854522,0,0.0206872266514792,0,0,0,0,0,0,0,0,0.0536903641924608,0,0.0867983043671691,0,0.0463268724124365,0,0,0,0.0184614130838602,0,0.0706861550728929,0,0,0,0,0.011323955272,0,0,0,0,-0.0104048313678066,0.0115221887800804,0,0,0,0.0123585594159146,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0365237400233296,-0.0393868559434623,0,0,0,0,0,0,0,0,0.00295188077889744,0.244427276375798,0,0,-0.028709714232099,0.0137042086647115,0,0,0,0,0,0,0.0488172065777352,0.0259888206026151,0.0822474693450863,0,0,0,0,0,0,0.0370554675494715,0.0809986532154622,0,0,0,0,0,0,0,0,0,0,0,-0.0196628437342841,0.0115564622090636,0,0,0,0,0,0
X601088.SH,0,0,0,0.0337602994658475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574670313475715,0.184208869539815,0,-0.0214979005416158,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.110252332092496,0,0.0766334997275794,0,0,0.169075252413886,0,0,-0.0898268795172958,0,0,0,0,0,0.0369556816516579,0,0,0,0,0,-0.00807989261941041,0.0189264559456184,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792385196775954,0,0,-0.0124146680167052,0.322589693174064,0.000800480741809789,0,0,0.351849617965518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00422358919111711,-1.73472347597681e-18,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.355767357815872,0,0,0,0,0,0,0,0,0.00919194140195674,0,0,0,0.114393572180183,0.0042653632462814,0,0,0.0665182196715709,0,0,0,0.0604930911187943,0,0,0,0,-0.0120525773653917,0,0,0,0,0,0,-0.0790373441791967,0,0,0,0.36261950936529,0,0,0,0,0,0.0130483693309019,0.00911622966444603,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0634167382299517,0,0,0,0,0,0,0,0.0499552154138888,0.143080958828159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458003348481506,0.0153021373696017,0,0,0,0,-0.0461299797405512,0,0,0,0,0,0,0,0,0,0,0,-0.0126127454740972,0.0114401489611096,0,0,0,0.104533561601981,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.109069053231394,0,0,-0.155764327421151,0,0,0,0,0,0,0.00506021925317196,0,-0.159592112576795,0,0.712411291159178,0,0,0,0,0,0,0,0,0,0,-0.10805960834022,0,0.120524996180041,0,0,0,0,0,-0.242024832755134,0,-0.0362516433133787,0.109901831353123,0,0,-0.1585988446885,0,0,-0.0530366389772643,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.000435076202276933,0,0,0.107408975503179,0,0,0,0,0,0,0,-0.0449076027978171,0,0.620824280423224,-0.0587203255578053,0,-0.0465344305675585,-0.0426398557328588,0,0,0,0,-0.027139522580914,0,0,0,0,0.119216706839361,0,0,0,0,0,0,0,0,0.068661648377138,0,0,-0.153290406827165,0,0,0,0,0.210879674567127,-0.0355036563037466,0.0223728664272678,0,0,0,0.104837311247268,0,0
X600010.SH,0,0,0,0,0,0,-0.0136026480652423,0,0,-0.0184502780279987,0.441104228622255,0.0718939573076456,0,0.109185643774314,0,0,0,0,0,0,0.0428190821369053,0,0.0279127617960474,0,0.0940393481289617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867133458554544,0,0,0,0,0,-0.0257719836193337,0,0,0,0.115280492397937,0,0
X600886.SH,0,0,0,0.0449891050487803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948759817472292,0,0,0,0,0,-0.0372676349789853,0.208703169422779,0.0641752492003953,0,0,0,0,0,0,0,0,0.0451087109028342,0,0,0,0,0,0.0859337589783702,0,0,0,0,0,-0.0154420876606976,-0.00185822217481826,0,0,0,0,0,0
