,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X600688.SH,X601600.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X000898.SZ,X300072.SZ,X002460.SZ,X600111.SH,X600176.SH,X000553.SZ,X600352.SH,X000786.SZ,X600027.SH,X601992.SH,X000825.SZ,X000792.SZ,X600299.SH,X000709.SZ,X600426.SH,X002271.SZ,X000408.SZ,X601699.SH,X600315.SH,X600808.SH,X000830.SZ,X600489.SH,X601158.SH,X000883.SZ,X600219.SH,X000932.SZ,X000630.SZ,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.223155265529984,0.0116091951649035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209467293315971,0,0.103939875062145,0,0,0,0,0,0,0.00220558912803018,0,0,0,0,0.0135592899121718,0.0416456513110345,0,0,0,0,0.182300442977784,0.055559338920094,0,0,0,0,0,0,0,0,0.0307047999740824,0.0175295785229998,0,-5.42101086242752e-20,0.00103761343147034,0,0,0,0,0,0
X600028.SH,0.335620793267294,0,0.156598939877405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564353990741143,0,0,0,0,0,0,0,0,0.0616416489034132,0,-0.103276850646318,0.171890792743935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012060975541767,0,-0.0385629151158312,0,0,0,0
X601088.SH,0,0.3265669069373,0,0.184806896932186,0.177728835107022,0,0,0,0.132067048644933,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244395539299357,-0.0125549851842096,0,0,0,0,-0.139186967944315,0,0,0,0,0,0,0,-0.0521193752209404,0.286172342543994,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572010220629196,0,0,0,0,0,0
X600019.SH,0,0,0.328123323857768,0,0,0,0,0.01104606783642,0.274355746375013,0,0,0,0,0.278140631508064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022464566709336,0,0,0,0,0,0,0.0950297813001774,-0.0921078900752764,0,0,0,0,0,0,0,-0.0621162560009345,0,-0.0512985973045527,-0.0467000399409725,0,0,0,0,0,0
X600585.SH,0,0,0.16255589012839,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.00476886435021032,0,0,0,0,0,0,0,0.0199393364476549,0,0,0,-0.162137738884776,0,0,0,0.0751807455509498,0.0384362131868744,0,0,0,0,0,0.1459091814582,0,0,0,0,0,0.240072665068206,0,0,0,0,0.115868746004513,0,0.053331198199861,0.0623193690212206,0,-0.0453492111309864,0.0367758325516681,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0654706487990632,0,0.0827274678110879,0,0.0888347099806452,0,0,0,0,0.283234177629624,0,0,-0.0831997965267845,0.111702243368609,0,0,0.0127050946877456,0,0.155880489271961,0.0830264435383215,0,0,0,0,0,0,0,0,0,0,0,0.001359654853439,-0.0506471914250873,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00455097077242472,0,0,0,0,0,0.0717863129449702,0,0.255724927311382,0,0,0.0156437065103249,0,0,0,0.126064224572426,0,0,0,-0.0578815866187387,0,0,0.302030086200003,0,0,0,0,0,0,0,0,0.0050320109392578,0.0485721322905052,0,0,0,0,0,0,0,0,0,0.246643929436234,0,1.73472347597681e-18,0.0357372541977755,0,0,0,-0.557471239656175,0,0
X600188.SH,0,0,0.598910209270985,0.179393734662006,0,0,-0.0236483782313696,0,0,0,0,0.190081602357325,0,0.138040259207249,0,0,0,0,0,0,0,0,0,0,0.219932845837316,0.0421205042411863,0,0,0,0,0,0,0,0,0,-0.0776204493181328,0,0.123375796271655,0.2445042867091,0,0,0,0,0,0,0.017321350323504,0,0,0.24783301774397,0,-0.0334833395444972,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00994281193748558,0,0,0,0,0.0924330097503468,0,0,0,0,0,0.044837390551566,0.0121355124977086,0,0.0350243090803079,0,0.0287515506761071,0,0,0,0,0.0321819122377755,0,0,0,0,0,0,0,0.101545158264562,0,0,0.0536784201129825,0,0.126085909028477,0,0,0,0,0,0,0,0.0164772248466359,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.177454115260424,0,0,0,0,0,0,0,0,0,0,0,-0.10311903210152,0,0,0,0,0,0.287455259599076,0,0,0,0,0,0,0,-0.164263574635179,0,0,0,0,0,0,0,0,0,0,0,0,-0.117488284237822,0,-0.116151582893579,0,0,0.0251336726032727,0,0,0,0,0.0497665753977009,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0924431377140112,0,0,0,0,0,0,0,0,0,0,0.0875782864058793,0,0,0.405653027046662,0.180977705562007,-0.0530532381604583,0,0,0,0,0,0,-0.00687736323555563,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00512364885068278,-0.0079868227346058,0,0,0,0,0,0
X600688.SH,0,0.197680715242927,0.148217967541013,0,0,0,0,0.078400003030937,0,0,0,0,0,0,0,0.022807850808946,0,0,0,0.021468462306759,0,0,0,0,0,0,0,0,0,0,-0.00595047872072015,0,0,0,0,0,0,0.0481270721177488,0.00963478148638881,0,0.0680916619553625,0,0,0,0,0,0,0.00034745168980753,0,0,0.0101469890829199,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0863834308429258,0,0,0,0,0,0,-0.240537348525096,0,0,0,0,0,0,0.0505752677516798,0,0.016571600441842,0,0,0,0,0,0,0,0,0,0,0,0.0194987607365228,0,0,0,-0.196408733918423,0,0.397774321315296,0,0,0,0,0,0,0.119047015260338,0,0,0,0,-0.125582107873075,0.00423625237482284,0,0,0,0,0.0043041160343756,0,0
X601991.SH,0,0,0,0,0,0,0.0996504439554919,0.0806611951524619,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0587833811170451,0,0.0971807392144988,0,0.0779286263153156,0,0,0,0,0,0,0.0608623372646482,0,0.00977140850197723,0,0.138682435755047,0,0,0,0,0,0,0,0,0.0370243864152991,0,0.0172598619424941,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292640824516437,0,0,0,0,0,0,0,0,0.0592725704046867,0,0,0,0.125941044390879,0.0341499011132456,0,0,0,0,-0.0589129827571454,0,0,-0.0317514565194704,0,0.0874819935400886,0,0,0,0,0,0,0,0.00770608686400721,0,0.00489040343896675,-0.00355479521182207,0,0.00548831150639754,0,0,0,0,-0.114568709554318,0,0
