,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600426.SH,X601699.SH,X600027.SH,X000983.SZ,X600803.SH,X600176.SH,X601991.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X000408.SZ,X600688.SH,X000629.SZ,X000932.SZ,X300037.SZ,X600096.SH,X000933.SZ,X600612.SH,X002080.SZ,X000723.SZ,X600157.SH,X600985.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.741936118550272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150622604756576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144990030442299,0,0,0,0,0,0,0,-0.0864156852066451,0.0470234511653598,0,0.0375019209042269,0.160385368183829,0.000669467540456072,0,0,0,0.065828964537483,0,0.0688956172299357,-0.0530230057067198,0.150832137712029,-0.199687989944073,0,0,0,0
X600028.SH,0.728235356320585,0,0,0,-0.119927543437468,0,0,0,0,-0.10228505255685,0.0591766447116853,0,0,0.062502833082586,0,0,0,0,0,0,0,0,0,0,0.0749394411578915,0,0,0,0,-0.0413311278951158,0.070872274054434,0,0,-0.151514613615915,0,0,0,0,0,0,0,0,0,-0.00442033668716974,0,0,0,0,0,0,0,0.0440749352174121,-0.0534201416956403,0,0,0,0,0,0
X601088.SH,0,0.0190786096960771,0,0,-0.173931656382328,0,0,0,0,0,0.0311892701272995,0,0,0.312367758393382,0,0,0,0,0,0,0,0.00170308573098349,0,0,0,0,0,0,0,0,0.00528856553161827,0,0,0.0836290311732855,0,0,0,0,0,0,0.0864299510279674,0,0,0.0501849704591371,0,0,0,0,0,0,0,-0.0396378082679157,-0.00497373601960356,0,0,0,0,0,0
X600309.SH,0.0672071398063876,0,0,0,0,0,-0.0165366038588513,0,0,0,0,-0.0467150051638956,0,0,0,0,0,0,0,0,-0.0752963437446204,0,0,0,0.294860292651102,0,0,0,0,0,0,0,0.117472596069639,-0.0928559047304273,0,0,0,-0.0752814025104399,0,0,0,0,0,0,0.00885099503332888,0,0,0,0,0,0,0,0.0123191701672439,0,0,0,0,0,0
X600188.SH,0.101604649806201,0,0,0,0,0,0,0,0,0,0.171135848710971,0,0,0,0,0,0,0,0,0,0,0.126628675857072,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0233353416912231,0,0,0,0,0,0,0,0,0,-0.0472229782302133,0,0,0.254874514954426,0,0,0,0,0.220345232192886,8.44585031725574e-05,0,-0.0656345990737676,-1.35525271560688e-20,0,0,0,0,0,0
X600019.SH,0,0.198774012876488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141843509046578,0,0.0955448539211022,0,0,0,0,0.0259859947408983,0,0.0233741644265341,0,0,0.0530117966193901,0,0,0.0123722725708789,0,0,0,0,0.126135576192535,-0.0528274341548133,0,0,-0.0160902349003831,0,0,0,0,0,0,0.0766111207195197,-0.00998863829750625,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0107211308721078,0,0,0,0.132270386061546,0,0,0,0,0,0,-0.0721981932528554,-0.119001017456345,0,0,0,0,0.436615077544226,-0.178280064445426,0,0,0.0769545534124402,0,0,0.083413414791531,0,0,0,0,0,0,0,0.0256467273354813,0,-0.0332649168681005,-0.230393898525385,0.0686006800090919,0,0,0,0,0,0,-0.0171833180882374,0,0,0,0,0,0
X600585.SH,0,0,0,0.0340192547491251,-0.0196113861802694,0,0,0,0,0,-0.0164089349205095,0,0,0,0,0,0,0,0,0,0.356806049891964,0.116072956310184,0,0,0,0,0,0,0,0.150848104209473,0,0,0,0,0,0,0,-0.0430370075640698,0,0,0,0.0122000905736957,0,0.0928424669938769,0,-0.0600811726125284,0,0,0,0,0,0.0114441857282499,-0.000840971015013397,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.690721752042989,0,0,0,0,-0.115962637562407,0,0,0,0,0,0.179539691669934,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.128454606113292,0,0,0,0.0943738803424456,0,0,0,0,0,0.0345272235796358,-0.0511540288855208,0,0,0,0,0,0,-0.00248204643204142,-0.00656133223985848,0,0,0,0,0,0
X002466.SZ,0,-0.157931861459625,0,0,0,0,0,0,0.399648249932514,0,0,0,0,0,0,0,0,0,0,0,0,0.183524597396021,0,0,0,0,0,0,0,0,0,0,0,-0.0964338784425866,0,0.0542767931105122,0,0,0,0.0306416666306026,0,0.0476087419021175,0,0.0860505895602327,0,0.0578883273559879,0.145763245556446,0,0,0,0,0,0.00959038702297043,0,0.526932580500535,0,0,0,0
X601898.SH,0,0.268605280783295,0.301380057247209,0,0,0,0,0,0.0529712209183361,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.26941647634171,-0.195786824366323,0,1.73472347597681e-18,0.172920753878354,0,0,0,0,0.131902965917509,0,0,0,0.0907193865878047,0,0,0,-0.171874256296498,0,0,0,0,0,0,0,0,0,0.0201895230232555,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0303397838314837,0,0,0,0,0,0,0,0,0,0,0,0.131011080177798,0,0,0.0363575328401434,0,0.0976390077074503,0,-0.0431557304062239,0,0,0,0,0.0383421843384588,0.537215566809936,0,0,0,0,0,-0.0830310013317845,0,0,0,0,0,0,0.0351829253651995,0,0,0,0,0,0,-8.67361737988404e-19,-0.0251874890256304,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.168324860786361,0.133267204269065,-0.0316850063293634,0,0,0,0,0.0478582834032166,0,0,0,0,0,0.00460913655972635,0,0,0.0743687328546675,0,0,0,0,0.00544131443983504,0.0429376067839143,-0.0508552012514319,0,0,0,0.0802022993355012,0,0,0,0.0910175390393746,0,0.0673503365700536,0,-0.0288168526078269,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X601600.SH,0,0.0952575593044281,0,0,-0.016698521722862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586056390930117,0.193515023892717,0,0,0,0,0,0,0,-0.0542609288260127,0,0.0521003172438802,-0.0265583530020832,0,0,0,0,0,-0.0897618727787615,0.115891740437085,0,0,0,0,0,0,0
X600886.SH,0.107057236806351,0,0,0.029962645273362,0,0,0.0692327166332656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036547366790487,0,0,0.00265489358605278,0,0,0,0,0,0,-0.000115370054184297,0,0.0239751996604291,0,-0.0187352423769892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749402619060047,0.00629842584261599,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168005338680993,0,0,0,0,0,0,0,0,0,0,0,0,0.0218769963782913,0.0502494667395725,0,0,0,0,0,0,0,0,0,0,0.317984982667713,0,0.0715692842722892,0,0.100057331650471,0.0162393495397222,0,0,0,0,0.0526736881718135,0,-0.0114607595922186,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0659504639545563,0,0,0,0,0,0,0,0,0,0,0.0627121119962936,0,0.0280425362497855,0,0,0,0,0,0,0,0,0,-0.267554451646672,0.0854751823069277,0,0,0,0,0,0,0,0,0,0.0031305437236093,0.0699547856352332,0.0450586820686669,0,0,0,0,0.112557766433609,0,0.00698840882640408,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0944174694932369,0,0.096127686473178,0,0,0,0,0,0.0522421511238672,0,0,0,0,0,0.0238156979986553,0,0.0300000539565322,0,0,0,0,0,0.0122708641936077,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0452572387446871,0,0,0,0.00659417468860896,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0488537386871919,0.0721018876090747,0,0,0.136371013969111,0,0.112261915690913,0,0,0,0,0,0,0,0.15024592954592,0,0.0353624462568921,0,0,0.21340833858207,0.102287023867784,0,0,0,0,0,0,-0.0111079961428213,0,0,0,0,0,0,0,0,-0.248097012000185,0.135673137421689,0,0.0350632097346355,0,0,0,0,0,0,0.0180029183381182,-0.0162146307740058,0,0,0,0,0,0
