,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X601600.SH,X600795.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X601158.SH,X000027.SZ,X000883.SZ,X601992.SH,X600583.SH,X000539.SZ,X600021.SH,X000709.SZ,X600352.SH,X600309.SH,X000060.SZ,X000898.SZ,X600307.SH,X000792.SZ,X600808.SH,X600098.SH,X000629.SZ,X000825.SZ,X600489.SH,X600008.SH,X002075.SZ,X002470.SZ,X600547.SH,X002353.SZ,X600660.SH,X600578.SH,X600863.SH,X600219.SH,X000831.SZ,X600549.SH,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.710206665007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953699234666544,0,0,0,0,0.130784427958335,0,0,0,0,0,0,0,0,0,0.00862509931620023,0.00652477862113547,0,0,0,0,0,0,0,-0.00103657759390348,0,0,0,0,0.00605151912085253,0,0,0,0,0,0,0
X600028.SH,0.557365690107409,0,0,0,0,0,0.0891337684213401,0,0,0,0,0.0514498429059445,0,0,0,0,0,0,0,0.0352568514387999,0,0.0336979849346411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364570875694833,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138148153173273,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.173031095909969,0,0.0495959799594917,0,0,0,0,0,0,0.0600179285131442,0,0,0,0,0,0,0,0,0,0,0,0,0.121588939686617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113387780978012,0,0,0,-0.0121902526920042,0.00780322283907432,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896558999070581,0,0,3.46944695195361e-18,0,0,0.141362686435519,0,0,0.0216097897939837,0,0,0,0.245277465001828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814911093034126,0,0,0.0509479700218534,0,0.00221548239259798,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0285432764246228,0.0625253202102919,0,0,0,0.0554209319034766,0,0,0,0,0.154460702417244,0,0.104113749024241,0,0,0,0,0,0.0995101520322539,0.0484873078775356,0,0,0,0,0,0,0,0,0,0,0.0408954011834298,0,0,0,0,0,0,0,0.225533209586194,0,0,0,0,0,0,0,-0.00213214624808621,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.126449541341101,0,0.0494982845686885,0,0,0.0217627338512918,0,0,0,0.0855630121918635,0,0,0,0,0,0,0,0,0.00252825799821446,0.203243889269803,0,0,0.0800040093492914,0.165724581770122,0,0,0.0802717538164017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00264496864207134,0,0,0,0,0,0,0
X601898.SH,0,0,0.161768226715262,0,0,0.209610174656882,0,0,0.116625405671336,0,0.0258348167657695,0,0.092073271895863,0,0,0,0,0,0.0487379898920854,0,0,0,0,0,0,0,0,0,0.0238028937631504,0.0728440198702838,0,0,0,0,0,0,0,0.0332068090346115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870511127266357,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0151389823354582,0,0.0156457853651156,0,0,0,0,0.282066523306087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06481563567139,0,0,0,0,0,0,0.0509175441661761,0,0,0,0,0,0.012111335537959,0.0186512587740252,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0927043282724455,0,0,0,0.120713547376344,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0935375831463511,0,0,0,0.230133605271651,0,0,0,0,0,0,-0.0326150207512354,0,0,0,0,0,0,0.180788739225853,0,0,0,0,-0.0136811121954841,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0877682380036007,0,0,0,0,0.0803808864808788,0,0.143683936601684,0,0,0,0,0.103628430772934,0,0.0238412575141938,0,0,0,0,0.0352877340207779,0,0.11537228201156,6.93889390390723e-18,0,0,0,0,0,0,0,0.0339736725804399,0,0,0,0,0,0,0,0,0,0,0.309784200127936,0,0,0,0,0,0,0,0.0116349902765014,0,0,0,0,0,0
X601991.SH,0,0,0.165298004341223,0,0.335840253999761,0,0.181709993205348,0,0.0048022112507887,0,0,0,0,0,0,0.0534673058998576,0,0,0,0,0,0,0.0811336582907682,0,0.103913798393551,0,0,0,0,0,0,0,0,0.112636799635416,0,0,0,0.0519125623234803,0,0,0,0,0,0,0.0788994936095462,0,0,0,0,0,0,-2.16840434497101e-19,-0.00273738602814521,0,0,0,0,0,0
X600157.SH,0,0,0,-0.038950476145289,0,0,0,0,0.0423639045744358,0,0,0,0,0,0,0,0,0.00901905518797279,0,0.108808568955256,0,-0.0216831047272407,0.107108472061358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32315856965685,0,0.116012502105084,0,0,0,0,0,0.0282956202832563,0,0,0,0,0,0
X600688.SH,0,0.922886827441881,0,0,0,0,0.0310349974647434,0,0,0,0,0.0811114626660095,0,0,0,0,0,0,0,0,-0.0931192246359122,0,0,0,-0.0561381209651032,0,0,0,0,0,0,0,0,0,0,0,0,0.0619505598944604,0,0,0.237537804974973,0,0,0,0,0,0,0,0,0,0,-0.00153429647076313,0.0118011650174195,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.07219512575398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101652988315275,0,0,0.00600608384024659,0,0.00501291057100815,0,0.123637154093925,0,0,0,0.0582643965565567,0,0,0.198131640330946,0,0,0.0157025594467844,0,0,0,0,0,0,0,0,0,0,0,0,0.00470390654243285,0.0103815548027374,0,0,0,0,0,0
X600111.SH,0,0,0,0.123835015797319,0,0,0,0,0,0,0,0.0597200989426392,0,0,0,0,0.106852857846167,0,0,0.193528798703517,0,0,0,0,0,0,0,0,0.081988950958921,0,0,0,0,0,0,0.0116543475880768,0,0,0.00726571808476507,0,0.0141224009404352,0,0,0,0,0,0,0.0200956217063008,0,0,0,-0.0231313354013775,0.00172884789228402,0,0,0,0,0,0
