,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X000408.SZ,X600352.SH,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X600126.SH,X600098.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0433231634057734,0,0,0.0361553786210273,0,0,-0.00361187271167072,0.0235965256409997,0,0,0,0,0.0623979759987966,0,0,0,0,0,0,0,0.0105783157309041,0,0,0,0,0.0316054294901966,0,0,0,0,0,0,0,0,0.0408754464765275,0,0,0,0,0,0,-0.00268992761916203,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0417218376555157,0,0.121391405035279,0,0.0929109076464209,0,0,0,0.00669880472946734,0,0.0382601120701419,0,0,0,0,0,0,0,0,0,0,0,0,0.0296920883418189,0,0,0,0,0,0,0.0636191149286858,0,0,0,0,0.0341623174256206,0,0,0,0,0,0,0,0,0,0.026666172463742,0,0,-0.0192259499221961,0.00194567413448102,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0875953798994903,0,0,0,-0.0322373512976754,0.10529977245641,0.0369241652135205,0,0,0,0,0.0110658871501416,0.0161015555905925,0,0.0591778038097767,0,0,0,0,1.35525271560688e-20,0,-0.00976423657944955,0,0,0,0,0,0,0,0,0.0249572770807118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234571433356922,0.0811345484863764,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0960517257485519,0.102839616496032,0,0,0.0631501210553023,0,0,0.138529206847262,0,0,0,0,-0.0219354246150399,-0.181208110652766,0,0,-0.0097963850508918,0,0,0,0,0,0.199106852675132,0,0,-0.0453844131979944,1.73472347597681e-18,0.0536444232736854,0,0,-0.149293750017973,0,0,0,0.0106276619142444,0,0,0,0,0.0191989049550857,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.132901856779851,0,0.0361542722669688,0,0,0,0,0,0,0,0,0,0.0376667409324543,0.161345307237381,0,0,0,0,0,0,0,0,0.0313902890401637,0,0,0,0,0,0,0,0.00607309838556217,0,0,0.0614475089727371,0.0665767164273928,0,0,0,0,0,0,0.0204673768897249,0,0.0366535243526861,0,0,0,-0.0216544570008541,0,0,0,0,0,0
X600585.SH,0,0.22170347832917,0,0,0,0,0,0,0,0,0,0,0.134959516080993,0.0478536583160002,0,0,0,0,0,0,0.134599602706844,0,0,0.0866924269983945,0.0403199293003739,0,0,0,-0.106646852997566,0,0,0,0,0,0.138754194927731,0,0,0,0,0.0127546735534717,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.133555316824555,0,0,0.0357147033182901,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0422779972635374,0,0,0,0,0,0,0,0,0,0,-0.012015735896926,0,0.0149566500750973,0.0249269777241784,0.0117722361594948,0,-0.00550604228377638,0,0,0,0,0,0,0,0,0,-0.0188972363816733,0,0,0,-0.0436985358954214,0,0,0,0,0,0.00535848630071733,0.0426686702127716,0,-0.0446220766348598,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.199906660941446,0.0978418178558488,0,0,0,0,0,0,0,0,0.0518254989972111,0,0.0869683663362589,0,0,0,0,0,0,0,0,0.0098304149301786,0,0,0,0.0876399526838425,0,-0.0714866399233432,0,0,0,0,0,0,0,0,0.0200635682130602,0.214819809970522,0,0.0358798197962164,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0240173369383675,0,0,0,-8.67361737988404e-19,0.104959481792263,0,0,0,0,0.142556675609184,0,0,0,0,-0.0399083992190239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725934414452646,0.0230051915937735,0,0,0,0,0.00935827077105308,0.207495223300771,0,0,0,0,-1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243728266798431,0,0,0.145505751205379,0.0984884181843414,0,0.0986515333432385,0,0,0,0,-0.00659109365425863,0,0,0,0,0.089587604375511,0,0,0,0,0,0.0208469716122175,0,0.00787815334801767,0,0,0,0,0.0459810006215401,0,0,0,0,0,0,0,0,0.0115605194923807,0,0,0,0,0,0,0
