,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600886.SH,X600795.SH,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X601991.SH,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X600348.SH,X000723.SZ,X600219.SH,X600995.SH,X600096.SH,X600489.SH,X600378.SH,X000933.SZ,X600157.SH,X000807.SZ,X600985.SH,X002353.SZ,X600688.SH,X600141.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.548893635066521,0,0,0,0,0,0,0.147853755491437,0,0,0,0,0,0,0,-0.0527214275257841,0,0,0,0,0.123433171881431,0,0,0,0.00228275763700707,0,0.0117827455175893,0.0393400035438568,0,0,0,0,0,0,0,0,-0.019994567885745,0,0,0,0,0,0,0,0.122356134158531,0.0475337967136275,0,0,0,0.00187801991596119,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.421213053382674,0,0,0,0,0,0,0,0,-0.0157404377191336,0,0,0,0,0,0,0,0,0,0,0,-0.0630507236411353,0,0.00999417332926865,0,0.249100735401652,0,0,0.146302248347432,0,0,0,0,0,-0.0587641441985207,0,0,0,0,0,0,0,0,0,0,-0.0442667372623226,0,0,0,0,0,0,0,0,0
X600028.SH,0.571021530193081,0,0,0,0,0,0,0,0.0121901980309084,0,0,0,0,0,0,0,0,0,0.0208968360341706,0,0,0,0,0,0,0,0,0,0.0783462481485551,3.46944695195361e-18,0.0209892608640521,0,0,0,0,0,0,0,0,0,0,0,0.00106658832253906,0,0,0,0.0229814784261205,-0.0132930975196419,0,0,0,0.00776767397198174,0,0.0145177656354526,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642081481537761,0,0,0,0.236385625604646,0,0.0808215804185326,0,0,0.139820782684114,0,0,0,-0.0701207036796342,0,0.013008005101226,-0.149052704232391,0,0,0.0608748691861603,0,0.15027823784455,0.108277425815349,0,0,0,0,0.0304563284647588,0,0,-0.0379298687679037,0,0,-0.0162482671603855,0,0,0,0,0,0
X600188.SH,0,0.824048198416712,0,0,0,0,0,0,0,0.0327033135522606,0,0,0,0,0,0,0,0,-0.0627124685882288,0,0,0,0,0,0,0,0,0,0.107229171981546,0.0763119877761265,0.0397294343290497,0,0,0,0,0,0,0,0,0,0,0,0.00463489618490463,0,0,0,0.0190382736493578,0,0,0,0.0279472301436327,-1.0842021724855e-19,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.325993679982771,0,0,0,0,0,0,0,0,0,0,0.115924652069697,0,0.0184489501333594,0,0,0,0,0,0,0,0,-0.209953194356357,0,0,0,0,0.084079049216364,0,0,0,0.128714784974939,0,0,0,0,0,0,0.0248287842392267,0,0.200280763268556,0,0,0.145501705806612,0,0.0202247533530058,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.598977631961153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547327105960576,0,0,0,0,0,0,0.184807665201714,0,0.0602118575523459,0,0.0387109656581339,0.460495641961001,8.67361737988404e-19,0.0555303266324778,-0.0243973168014548,0,0,0,0,0,0,0,-0.105586511036677,0,0,0,0,-0.185604595075594,0,-0.0240062686193589,-0.0705903463811966,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0944368278610303,0,0,0,0,0.0762972169808513,0,0,0.0542953323225799,0,0.119191776165995,0,0,0,-3.46944695195361e-18,-0.126320113763029,0,0,0,0,8.67361737988404e-19,0,0,0.444748549458544,0,0,0,0,0.0841452468711736,0,0,0.000573523028945951,0,0,0.0598148088667506,0,0,0,0,0,-0.00346242778657536,-0.0338828399927604,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.1564572764632,0,0,0,0,0,0,0,0.192859707567059,0,0,0,0,0,0,0,0,0.110860419341264,0,0,0,0,0,0,0,0,0.33464570509976,0,0.018867051709719,0.179491569429279,0,0,0,0,0,0,0,0,0,0.00108326471592446,0,0,0,0,0,0,-0.00690841087965088,0,0,0,0,0,0,0
X601898.SH,0,0,0.241644329495132,0,0.101189002723735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10886035108366,0,0,0,0,0,0,0,0.078890563597929,0,0.069936380327276,0.397147115182832,0,0,0.029276489281262,0,0,0.0128361788096348,0,0,0,0,0.0211269421469462,0,0.0818548565697398,0,0.0280428089756217,0,0,-0.0832225559298578,0,0,0,-0.0114921151948672,0,0,0,0,0,0,0
X600019.SH,0.137649530628029,0,0,0,0,0,0,0,0,0,0,0.112015136148498,0,0.098838949735557,0,0,0,0,0,0,0,0,0.231246724076753,7.87805001250098e-06,0,0,0,0,0,0,0,0,0,-0.00618723829285725,-8.67361737988404e-19,-0.0417918695004264,0,0,-0.0859081947534879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209689216652832,0,0,0,0.267891992677328,0,0,0,0,0.22885368750295,0.126764050219615,0.0654909646423938,0,0,0.133582064182752,0,0,0,0,0,0,-0.300475067475955,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.103654371356664,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0891811510450575,0,0.0420106915093028,0,0,0,0.0323489781155125,0,0.0103628587363917,0,-0.192882759922233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993525571504784,0,0.0630754742898409,0,0,0,0,0,0.170897920249633,0,-0.0596146297449631,0,0.0817021496972142,0,0,-0.0326075762545778,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.122062356226998,0.0248854895194276,0,0.155850175511509,0,0,0,0,0,0,0,0,0,0.0399872809594508,0.086304404569894,0,0,0,0,0,0,-0.0103170015970541,0,0,0,0,0.0346205077655873,0,-0.0565119141555656,0,0,0,0.0488541163942678,0,0,0,0,0,0,0.146887121882563,0,0,0,0,0.11091221382395,0,0.0217905027302909,0,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0305947218322636,0,0,0,0,0,0,0,0,0,0.159575186581239,0,0,0,0,-0.0270316765617863,0,0,0.0912207938712543,0,-0.0436707573632911,0,-0.0182792477753708,0,0,0,0,0,0.161885763223846,0,0,0,-0.00773425959320052,0,0,0,0.0353590072561289,0,0,0,0.212262593069373,0,0,0,0,0,0,0,0.0451646418132508,0,0,0,0,0,0,0
X600547.SH,0.0169161469060893,0,0,0,0,0,0,0,0,0,0,0,-0.0186517607180646,0,0.00447511154809777,0,0,0,-0.0550634552858828,0,0,0.0639342551480037,0,-0.035308814186165,0.292835171598953,-0.00072608015045883,0,0,0.0471598491339471,0,-0.0195372371283127,0,-0.0302730421930436,0,0,0,0,0,0,0,0.250856277218954,0,0,0,0.0760993245822669,0,0,0,0,0.047614771746163,0,-0.0239226700933953,0,0,0,0,0,0,0
