,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600660.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600516.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002460.SZ,X000709.SZ,X600352.SH,X300072.SZ,X600339.SH,X000553.SZ,X600583.SH,X600808.SH,X002110.SZ,X600801.SH,X601158.SH,X000883.SZ,X000786.SZ,X000301.SZ,X600219.SH,X000932.SZ,X000629.SZ,X000792.SZ,X600426.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0943814584971892,0.0388988498557601,0,0,0,0,0.0145955135933734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242657550450767,0,0,0.000124175572826209,0.0396115311989821,0,0,0,0,0,0,0.000398641729168142,0,0,0,0,0,0,-0.135034365736379,0.0142960877077962,0.00941576968519136,0,0,0,0,0,0
X600028.SH,0,0,0.289197459812838,0,0,0,0,0,0,0,0,0.0520232710818399,0,0,0,0,0,-0.026991195719006,0,-0.0310271289335229,0,0,0,0,0,0,0,0,0,0,-0.0257661290969899,0,0,0,0,0.0954404362131585,0,0,0,0,0,0,0,0,0.0297232191894849,0,0,0,-0.108190416875278,0.0165751986233661,0.0275875883265359,0,0,0,0,0,0
X601088.SH,0,0.197520159876178,0,0.00404664078047614,0.161047542377114,0,0,0,0.162842964304938,0,0,0,0,0,0,0,0.142492890742016,0,0,0.0245869956204939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124507324657293,0,0,0,0,0,0,0,0,0,0,0.0112499418879322,0,0,-0.0124703100103246,-0.0448204343606286,0,0,0,0,0,0
X600585.SH,0,0,0.0831364665399398,0,0.0657360043432151,0,0,0,0,0,0,-0.0219272113270001,-0.0460423986709883,0,0,0,0,0,0,0.0660684196851086,0,0,0,0,0,0,0,0,0,0,0,0,0.0406779830683732,0,0,0.309909010034934,0,0,0.363209617823809,-0.101610680050088,0,0,0,0,0,0,0,0,0,-0.0140735058980488,-0.0233348223795776,0,0,0,0,0,0
X600019.SH,0,0,0.0487113876491362,0,0,0,-0.0199638961187999,0,0,0,0,0,0,0,0,0,0,0,0.18508814108593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123137301363083,0.00804651541496726,0,0,0,0,0,0.321791525797977,0,0,0,0,0,0,0,0.0102846892424217,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426468775026388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137559458192784,0,0,0.102966181939501,0,0,0,0,0.0315484790314231,0.16399466115365,0,0,0,0,0.0246980272810014,0.00675219509156837,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.150232998259777,0,0,-0.0321720426895279,0,0,0,-0.018489327191053,0,0.0691041848569231,-0.0479041308965201,0.688660862323276,0,0,0,0,0,0,0.122812137968375,0,0,6.93889390390723e-18,0,0,0,0.0550944839600984,0,0,0,0,0,-0.228814122835497,-0.0112384215716005,0,0,0.0510700186032423,0,0,0,0.00357408437756635,0.0209958174994104,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145935177333442,0,0.304475993158858,0,0.219283564907062,0,0,0,0,0.134971507311738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834322553357706,0,0.00632035634442595,0,0,0,0.0135610848976783,-0.00687206306417695,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.234971099912415,0,0,0,0,0,0,0,0.0995840402391528,0,0,0,0,0.00949023136478278,0,0,0,0,0,0,0,0,0.120652054941378,0,0,0,0.0214472084950081,0,0.141341697888197,0,0,0.068288497753409,-8.67361737988404e-19,0,0,0,0,-0.0102412925261372,-0.0109937947023649,0,0,0,0,0,0
X600688.SH,0,0.254146378835647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247332218227116,0,0,0,0,0,0,0,0,0,0,0,0,0.0312331438771615,0,0,0,0,0,0,0,0,0,0,0,0.100226191444428,0,0,0,-0.0283673060013653,4.33680868994202e-19,-0.0124441938776726,0,0.0367484263135574,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0077160073578472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140655354169324,0.221629554679343,0,-0.037289472481636,0,-1.73472347597681e-18,0,0,0,0.020647216365329,0,0.15230155508648,0,0,0.00135565394315332,0,0,0,0,0,0,0,0.0694639451271776,0,0.0396369503404224,0,0,-0.0485626910160465,0,-0.00264862237807751,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0540165167471231,0.0180494635192544,0,0,0,0,0,0,0,0,0,0,0,0,0.315091447109839,0,0,0,0,0,0,0,0,0,0,0.0060241270947992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805226843488974,0,0,0,0,0,0.0145507372737452,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00294994773201263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400955498014008,0.115961109357884,0.358708834987386,0.0496119113736668,0.0365788875454657,0,0,0,0,0,0,0,0,0.0590616492426292,0,0,0,0,0,0.000125701514194129,-2.16840434497101e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.292315677577573,0,0,0,0.145869780573013,0,0.0489955864673991,0,0,0,0,0,0.0366612775979053,0,0,0,0,0,0.00916523863853012,0,0,0.203457166969041,0.110341675323079,0,0,0,0.0686586802549956,0,0,0.0893759270382343,0,0,0,0,0,0,0,0,-0.00635519811843518,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0458121370802114,0,0,0,0,0,0,0,0.0128256056066026,0.272979408308718,0.0170934079533363,0,0,0.0271947613591053,0.0223273827946678,0,0.0564433605103363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676138914190433,0,0,0.110641901577476,0,0,0,-0.0042495243936205,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.181455883581943,0,0,0,0,0,0.0115967047705819,0,0,0,0,0,0,0,0,0.0417687709076332,0,0,0.0823847310657029,0,-0.00760551352623213,0,0,0,0,0,0,0,0,0,0,0,0.093499185688432,0,0,-0.0409953631437582,0,0.0891490302753688,0,0,0,0,0,0,-0.0020058775358052,0,0,0,0,0,0
X600362.SH,0,0.179093725092079,0.148600725669547,0,0.157205977091618,0.125951832573339,0,0,0,0,0,0,0.0843538323700743,0.0655707381987974,0,0,0,0,0,0.0104914050431738,0,0,0,0,0,0,0,0,0,0,0.0774746799444863,0,0,0,0,0,0,0,0,0,0,0,0,0.0592519877118441,0,0,0,0,0,0,-0.0100248493303316,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793855256187144,0,0,0,0,0,0.045205513422685,0,0,0,0.0608067742194788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091762809744527,0,0.0720144495317947,0.459728331675174,0,0,0.0126624946824849,0.014807085029235,0,0,0,0,0,0
