,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600489.SH,X600490.SH,X000709.SZ,X600547.SH,X000825.SZ,X000831.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X002470.SZ,X000937.SZ,X000027.SZ,X600578.SH,X000960.SZ,X000959.SZ,X600863.SH,X600516.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.052387307401856,0,0.0269585168121465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348693519181475,0,0,0,0,0.0498441160524487,0,0,0,0,0,0,0.0115679534797822,0,0,0,0,0,0,5.84737452077663e-05,5.42101086242752e-20,0,0,0,0,-0.0169830344303738,0.0266031121061088,0.00323588641881176,0,0.0420249984167159,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0313229709572326,0,0,0,0,0,0,0,0.0005029067652916,0,0,0,0,0,0,0,0.0211812178875826,0,0.095588107369795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170357705062583,0,0,4.33680868994202e-19,0.0721332606334649,0.018153522865336,0,-9.2004321869415e-06,0.000190722120317896,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0766257655271355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317289386769471,0,0.0461354602399583,0,0.0724025290147264,0,0,-0.0433824108606829,0,0,0,0.0185978584830519,0,-0.0089468218919089,0.014362012391034,0,0,0,0,0,0
X600585.SH,0,0.157576932023666,0.237097075567737,0,0,0,0.0274557134629717,0,0,0.0291758793607624,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0713438740930948,0,0.202596494038886,0,0.0585099991495314,0,0,0,0.0898235634688018,0.0301408885562939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690919875291552,0,0,0,0,0,0,0,0,-0.00107840891934072,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0619197960344073,0,0,0,0,0,0,0,0.0811106428821933,0,-0.0827770697909835,0.0760600466352828,0,0,0,0,0,0.102985149178888,0,-0.0622403858922461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092527475906847,0,0.0975415341854284,0,0,-0.00504209344682549,0,0,0.0358704797309711,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0612494163408114,0.0122358643109005,0,0,0,-0.0927351582361133,0,0,0,0,0,0,0,0,0.102068611564704,0,0,0,0,0.150536296568525,0.247603365449005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631866664147386,0,0.0311651129929973,0,0,0,0.12661538930692,0.118631394916163,0,0,0,-0.00173178169423134,0,0,0,0,0,0,0
X601898.SH,0,0,0,8.67361737988404e-19,0.0371513452237396,0.118444329799655,0,0,0,0,0,0,0,0.0140410533250171,0,0,0,0,0,0,0.0906054561164276,0,0,0,0,0.0598001404612092,0,0.0997037497102499,0,0,0,0,0.147769585746346,0,0,0,0,0,0,0,0,0,0.116534894349,0,0,0,0.0290247991600692,0,0,0.0046437450796021,0,0.00124811020143089,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.120909420026295,0,0.155247710276607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00972980032068169,0,0,-0.0405414446436293,0.0123673146321311,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.223867035256242,0,0.0315243598474613,0.0487038063188644,0,0.00492663701955733,0,-0.000156260196947053,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0232106293231342,0,0,0,0,0,0,0,0,0,0,0.0502801959400451,0,0,0,0,0.00644381935383956,0,0,0,0.0139446954049605,0,0,0,0,0,0,0.102915974062176,0,0,0.286866116369401,0.0737538007746854,0,0,0,0,0.0777721118687904,0.000321697464651037,0,0,0,0,-0.00778348559479353,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841132859174661,0,0,0.11280848577147,0,0,0,0,0,0.222553725025277,0,0,0.303543651259781,0,0,0,0.129093959949522,0,0,0,0,0,0,0,0.0832466196156532,0,0.153307247255892,0.0726717856004011,0,0,0.0360518307283273,0,-0.201043135475308,0.0620127139603895,0,0,0,0,-0.0445275692383569,0.0349117662871508,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.114500323420709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164742321284542,0,0,0,0,0,0,0,0,0,0,0,0.0326969714674991,0.0281583908711991,0,0.0601729811886959,0,0,0,0,0.0438805220251062,0.0493781657970108,0,0.0281603844923134,0,0,0,-0.00302271810569846,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136437394457145,0,0,0,0,0.0271273534500668,-0.0236042943736571,0.0232811023286868,0,0,0.00711236625572209,0.0344385862933537,0.141584498551178,-0.0140603550076743,0,0,0,0,0,0,0,0.196274742079605,0,0,0,0,0,0,0,0,0,0.0750820850039727,0,0,0,-0.0517110471532365,0,-0.0287455871499032,0.0488366414589958,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0858523726421458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519697015885094,0,0,0,0,-0.0537387212764984,0,0,0,0,0,0,-0.045658674340845,0,0,0,0,0,0,0,0,0,0.0621635299430178,0,0,0.0491152715979057,0,0.0217614404122518,0,0.0835992259783511,0,0,-0.0256869004558431,0.041648794349623,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.185963866482106,0,0,0,0,0,0,0,0,0,-0.183580991362596,0,0,-0.409520815265821,0,0,0,0,0,-0.123103026873808,0,0,0,0.127681564110281,0,0,0,0,0,-0.070836053121431,0,0,0,0.162626373223627,0,0,0,0,0,0,0.253925277224703,0,0.00488810026586095,0.0320403890278177,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617970396037984,0,0,0,0.0512343794739932,0,0,0.0385246838743728,0,0,0,0,0,0,0,0,0.0428573848694665,0.0945224081626722,0,0,0,0.176384707944435,0.083091749711043,0,1.73472347597681e-18,0,0,0.164772434715764,0.0713521924454508,0,0,0,0.204546426982225,0.0761770722838924,0,0,-0.00756670661752868,0.0169322077794735,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.209363867198872,0,0,0.0062097063982018,0,0,0,0,0.159257414407004,0,0,0,0.145884907742905,0,0,0,0,0,0,0,0,0,0,0,0,0.222384945094739,0,0,0,0,0.0680327740739477,0,0,0,0.10112798061856,0.0180971519294912,-0.139162088831091,0.0237319020148705,0,0,-0.00593471597068542,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144059988532964,0.0950519273310751,0.0401044173737979,0,0,0,0,0.0927519534391637,0,0,0.101915751683507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117561712951507,0,0,0,0,0,0.0824518879831817,0,-0.0243185915232407,0,-0.0409048582623152,0,-0.0134254653441076,0,-8.67361737988404e-19,0.0349966596949777,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.323843902702617,0,0,0,0,0,0,0,0,0.0407451499949539,0,0,0,0,0,0.0379999434715431,0,0,0,0,0,0,0,0,0,0,0,0.0668130862671855,-0.0917812962715395,0,0,0,0,0,0,0,0,0,0,0,0,0.0393977402501455,0,0,0.0646030434293895,-0.0535793761866199,0,-0.00381335772114179,0,0,0,0,0,0,0
