,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X002080.SZ,X600348.SH,X600489.SH,X600096.SH,X000933.SZ,X600157.SH,X000807.SZ,X600985.SH,X000831.SZ,X600688.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.560450133276908,0,0,0,0,0,0,0.17484456367263,0.173349020275208,0,0,0.0245408249716805,0,0.0229590967971624,0,0,0,0,0,0,0.0590840106740774,0,0,0,0,0,0,0,0.10282206563758,0,-0.00837221265698979,0.0415538516947261,0,0,0.0243996314404885,0,-0.0372424255345199,0,0,0,0,0,0,0,0,0,0,0,0,-0.0081094714902917,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.438624742506649,0,-0.0176257711730659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272210699662072,-0.059155431839899,0,0,0,0.225895467586293,0,0.0805687535331348,0,0,0,0,0,-0.0303037633536928,0,0,0,0,0,0,0,0,-0.00603745444908012,0,0,0,-0.00767545234179803,0,0,0,0,0,0,0
X600028.SH,0.590033035409367,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0177760019743802,0,0,0,0,-0.00879601326519501,0.0834028424495639,0.0288794441176029,-0.017521138932684,0.00449504744309494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985827623297423,-0.0136669174492882,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539461665122912,0,0,0.0597417893810674,0,0,0.361522937090803,0,0,0.106704578822712,0.172753815176426,0,0,0,0,0,-0.0912357997453199,0.0752112696436072,0,0,0,0.0491198298427726,0,-0.130338906667944,0,0,0,0,0.00152045816939571,0,0.0471980507410926,0,0,0,0.00208059522445211,-0.0898671290607552,0,0,0,0,0,0
X600188.SH,0,0.754951521014682,0,0,0,0,0,0,0,0,0.0805255106913515,0,0,0,0,0,0,0,0,0,0,-0.0418919054800552,0,0,0,0,0,0.0192492304787828,0.0118916297648403,0,0.0831684719488288,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.120446743438049,0,0,0,0,0,0,0,0.0191639094099144,0.0367682894661633,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.48517898231812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975999308384868,0,0,0,0,0,0,-0.132155713939177,-0.0977067296711104,0,0,0,0,0.0293596255940811,0,0.0989337923563191,0,0.134368389454447,0,0.191295213379763,0,0,0,0.0690652075984776,0,0,0,0.0126149532781779,0,0,0,0.00137939104993993,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.415018587084422,0,0,0,0,0,0,0,0,-0.0263112555791099,0,0,0,0,0.0663746833716936,0.0550059879166293,0,0,0,0,0,0,0,0,0.00309937320061077,0,0.404571997150469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362794877623317,0.141592365584702,-0.0745302128687739,0,0,-0.0113576372364099,-0.0405927965713875,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0196613123803555,0,0,0,0,0,0,0,0.12167281669861,0,0,0.0994661410875051,0,0,0,0,0,0,0.038277977579674,0,0,-0.102048462215943,0,0,0,0,0.406247255946163,0.0439212162401144,0,0,0,0.0654432843168087,0,0,0,0,0,0,0.042398221261542,0,0,0,0,-0.00152084917653889,-0.00842115062398082,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.210885893188404,0.0533614716781907,0,0,0,0,0,0,0.217203263943429,0,0,0,0,0,0,0,0,0.084310481750869,0,0,0,0,0,0,0,0,0.247846274492389,0,0,0.141507006150556,0,0,0,0.0136528889434056,3.46944695195361e-18,0,0,0,0.00753278987268717,0,0.0426911330761634,0,0,0,0,0,-0.00384069630559897,0,0,0,0,0,0,0
X600019.SH,0.0940717281026355,0,0,0,0,0,0,0,0,0,0,0.0610452474285636,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0534196091217166,0,0.24832851228306,0.135968828130818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842766769159906,0,-0.0450015455794276,0,0,0,0,0,0,0,0,0,0,-0.00936850339900524,0.00594458706878366,0,0,0,0,0,0
