,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X002271.SZ,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600188.SH,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600219.SH,X000786.SZ,X600886.SH,X000408.SZ,X600803.SH,X000723.SZ,X600399.SH,X000831.SZ,X601991.SH,X000932.SZ,X600795.SH,X000959.SZ,X002080.SZ,X000825.SZ,X000807.SZ,X000898.SZ,X002409.SZ,X300037.SZ,X600352.SH,X600801.SH,X002145.SZ,X600489.SH,X002192.SZ,X601699.SH,X000983.SZ,X600549.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0229316086190604,0,0,0,0,0.0316694853118588,0,0.0143300371564493,-0.010263113181342,0,0,0,0,0,0,0,0,0,0,0,0,0.0445155980431926,0,0,0,0,-0.0597357872988,0.0693366732858363,0,0,0,0,0,0,0,0,0,0,-0.0216417954691695,0,0,0,0,0,0,0.0618917112520531,0.0374362355532474,-0.0141017286869203,0,0,0.000940185025778846,0,0,0,0,0,0,0
X600028.SH,0.10625282303379,0,0,0,-0.0802802584438837,0,0,0,0,0,0,0,0,0,0.0493228698937243,0,0,0,0,0,0,0,0,0,0,0,0,-0.000557153962160135,0.026310571336851,0,0,0,0,0,0.012157882308157,0,0.0422005738020896,0,0,-0.0193175713536219,0,0,0.0835174928400702,0,0,0,0,0.0626207627137167,0,0,0,-0.0111200879391481,0.0592601223125377,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0432730696372946,0,0,0,0,0,0,0.125975039147437,0.116654747240447,0.0969132879174593,0,0,0,0,0,0,0.0950755580752852,0.0371328432991144,0,0,0,0,0,0,0,0,0,0,-0.0169539289955107,0,-0.00389274235220456,0,-0.0929343928195151,0,0.0471362876696773,0,0,0,0,0.00824588047459254,0,0.0196149548194622,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.11108647554845,0.0757313104270542,0,0,0,0.0401952627699378,0,0,0,0,0,0,0,0.121240341121725,0,0.0298927957454891,0,0,0,0,-0.0622466686995461,0,0,0,0,0,0,0,0.018540536040191,0,0.0641795609253959,0.0120891878302614,0,0,0,0,0,0,0,0,0,0,-0.00122919648888503,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.111597054089091,0,0,0,0,0,0,0.0343585707120842,0,0,0,0,0,0,0,0,0.157273091315032,0,0,0,0,0,0.0364475380338302,0,0,0,0,0,0,0.0374070618182475,0,0.0559805594283398,0,0,0,0.158891439429669,0,0.387705340763092,0,0,0.237351730981644,0,0,0,-0.0382857544150099,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.154994030995269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756165745980535,0,-0.323875903014621,0,0,0,0,0,0,0,0,-0.0498808946015304,0,-0.0366661484027182,0,0,0,0,0,-0.0497505223084151,-0.0920285894557106,0.112674327411826,0,0,0,0.0606104872517089,0.0926573351364273,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.026124400777494,0,0,0,0,0,0,-0.0796851467553421,0,0.0156494447182064,0,0,0,0,0,0,0,0,0,0.0652929909027162,0.0875062820297399,0,0,0,-0.0286698497018412,0,0,0,0,0,0,0,0,0,-0.00259600330419625,0,0,0,0.542808004165228,0,0,0.0111910298481374,0,0,0,0,0,0,0.0131494772400567,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10121199235931,0,0,0,0.0127438792706773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698423515463,0,0.050733667477237,0,0.408271839205883,0,-0.0806096990005333,0,0,0,0,0,0,0,0.0334405845481794,0,0,-0.0354844807306405,0,0,0,0,-0.143323623317507,0,0
X002466.SZ,0,0,0,0.0882181402844668,0,0,0,0,0,0.135147946064818,0,-0.23464539195164,0,0,-0.0695444078766244,0.265408916948881,0,-0.116563164477622,0,0.0848064698998579,0,0,0,0,0,0,0.396692547815617,-0.0198410527442241,0,0.162058838487298,0.101625189228704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331562259754404,0,-0.0775906016168195,0,0,0,-0.185856614485255,0.220632500827515,0,0,0,0.117495513755551,0,0
X600111.SH,0,0,0,0,0.0607440679454384,0,0,0,0.109379629812173,0,0,-0.0657432546437394,0,0.239603264548477,0,0,0,-0.0345490880795341,0,0,0,0,0,0,0,0,0,0,0,0.131409562940687,0.223296190004251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381695288343671,0,0,0.0405487524536486,0.110832258774382,0,0,0,0,0,0
X002271.SZ,0,0,0,0.266601045534053,0,0,0,0,0,0,0,0,0.185166607851681,0,0,0,0,-0.0887957780141328,0,0,0,0,-8.67361737988404e-19,0,3.46944695195361e-18,0.0154148835732508,0.0436981961297658,0,0,0.108660739532212,0.0708506405585346,0,0,0,0.235475960531923,0,0,0,0,0,0,0,0,0,0,0,-0.035681649842576,-0.00770642335484072,0,-0.0825892165719084,0,0.0693824342552268,-0.0646427139870225,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0227347577750974,0,0,0.15776880010018,0.122402487552176,0,0,0,0.186354567182577,0,0,0,0,0,0,0,0,0.0690067172751139,0.128069042788081,0,0,0,0,0,0,0.0934641718853019,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.085395924558541,0.4798675176617,0,0.0374344630527286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0609668310581728,0,0,0,0,0,0.222303866504181,0.107628575785519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238626468746399,0,-0.0857098093862353,0,0.00385473495389581,0,0,0.138812542524675,0,0,0,0,0.142810679648944,0,0,0,0,0.0250620949852308,0.0568459615641022,0,0.00979973359307764,0,0,0,0.0120030315298377,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0500053295786577,0.267398040330221,0,0.264042304165039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483578492424474,0,-0.0101585179494524,0,0,0,0.0572880486082913,0,0,0,0,0,0,0,0.12464986973736,0,0,0,0,-0.0290095635161826,0,0.00524218544462734,0,0.0720650099482613,0.178902245194431,0,0,0.0206967621291328,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.120187293502875,0,0,0,0,0,0,0,0.0665133493649169,-0.223002617108083,0,0,0,-0.115613201224567,0,0,0,0,0.601150598175723,-1.73472347597681e-18,0,0,0,0,0.0695965389626618,0,0.28236243276066,0,0,0,0,0,0,0,0.127851433035913,0,0,0.22347842726932,0,0,0,0,0,-0.0874907051255701,0.417104939948924,0,0,0,0.238449791337161,-0.210210048030404,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.18561443415778,0,0,0.144393276633647,0,0,0,0,0,0,0,0,0,0,0.0342222779049569,0,0.10431343054903,0,0,0,0.0204276168478183,0,0.0556594083906922,0,0,0,0.0598734300336106,0,-1.73472347597681e-18,0.319434292817297,0,0,-0.0376882530514406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0590696317752872,0,0,0,0,0,0,0,0,0,0,0.0550658424969036,0,0.0164707386191618,0,0,0,0.0413146838549356,0.142767659183993,0,0,0.0487976088653057,0,-6.93889390390723e-18,0,0.105410178200906,0,0,-0.322814519731513,-0.205178061030084,0,0,0,0,0,0.171587410839035,0.254176746315428,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.370197763522833,-0.173546031330184,0,0,0,0,0,0,0.15904971269922,0,0,0.426535258900548,0,0,0,0,0,0,0,0,0,0.176154564463951,0,0,0,0,0,0,0,0,0,0.0897090650559426,0,0,0,-0.177392314760086,0,-0.0783309627060015,0,0,0,0.231020563645254,0,0,0,0,0.0529293348498126,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0165544744453566,0.0367336795045914,0,-0.135199403337546,0,0,0,0,0,0.0224722749690613,0,0,0,0,0.00824020241509206,0,0,0,0,0,0,0,-0.0360377465870281,-0.0627377759248112,0.263708497213998,0,0,0,0.0545872432692973,0,0,0,-0.0218743057127325,0,0,0.0599248654986464,0,0,0,0,0,0,0,0,0,-0.0107787202029787,0,0,0,0,0,0
