,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601991.SH,X600803.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X600219.SH,X002080.SZ,X600096.SH,X000807.SZ,X600378.SH,X300037.SZ,X600348.SH,X600688.SH,X600157.SH,X000831.SZ,X000933.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0622873961504356,0.316660259493539,0,0.0186474878105657,0,0,0,0,0,0,0,0,0,0,0,0.0717418332280984,0,0,0,0,0,0,0,-0.0427096806374179,0,0,0.128877953521063,0,-0.0112437174629607,0,0.00792990297296622,0.106286252143737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.00932659602218145,0.0130968032783895,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.491567047134116,0,0,0,0,0,0.0268113497798555,0,-0.0354346783936055,0,0,0,0,0,0,0,0.0423138927042316,0,0,0,0,0,0.0457208801483813,0,0.0232866950849369,0,0,0.0221573277967419,0,0,0,0.054411034005176,0,0,0,0,0,0,-0.011076822024926,0,0,0,0,0,0,0,0,0.00293196555694513,0.010184368222455,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0480216712014786,0,0,-0.0231634623598432,0,0,0,0,0.0140284588894124,0,0,0,0,0,0,0,0,0,0,0,-0.0394582933589775,0,0,0.2066653386008,0,0,0,0.0561535356596924,0.119495061944215,0,0,0,0,0,0,0,-0.0281367882613404,0,0,0,0,0,0,0,0,0,0,-0.00271561360557607,0.016381250058935,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.242217020915839,0,0,0,0,0,0,0,0,0,0,0.2768072397242,0.0312906766005257,0,0,0,0,0,0,0.218069045077744,-0.0935914495201507,-0.359528311091779,-0.0488785140300153,0,0,0,0,0,0.00418777375575951,0.0830868449291948,0,0,-0.00464890563598818,0,0,0.0443465605658048,0,0,0,0.0161407732147335,0,0,0,0,0,0,0
X600188.SH,0,0.678366050364807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113251534714934,0,0,0,0,0,0,0,0,0,0,0.0233951362489336,0.0668696318450842,0,0,-0.00338369321376883,0.158882403914196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245875363893029,0,0,0.0151803198331716,0.0309308128421909,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215303812112158,0,0.0744099775703935,0.0425618384132519,0,0,0,0.1501195614834,0,0,0,0,0.0858952932495913,0,0,0,0.283277077950545,0,0,0,0,0,0,0,0.103638637231854,-0.0137568346205248,0,0,0,0,0,0,8.67361737988404e-19,0.102982200479515,0,0,0.00224480717310555,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.63605148768034,-0.0687980946473465,0.0115807431209375,0,0,0,0,0.0182736104564246,0,0,-0.000842650003712372,0,0,0.0682054053636631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531649187055967,0,0.0446348789947789,0.0874360474990313,0,0,0.0620611619375539,0,0,0,0,0,0,0,0.0106684693803041,-0.0183640727597238,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.665288135065804,0,-0.240445531256467,0,0,0,0,0,0,0,0.0856059746458998,0,0,0,0,0,0,0,0.0299296381724353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141826885722376,0,6.93889390390723e-18,0.177248768637405,0,0,0,0,0.0431888402413855,-0.0548950448089528,-0.0303539530040306,-0.0179124024849242,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.016719896208399,0.161211053145226,0,-0.0201912069079316,0,0,0,0.0929790723610097,0,0,0,0,0,0,0,0,0,0.300001877471221,0,0.0365708061118819,0.0366988656705297,0,0,0,0,0,-0.153109368284177,0.109864486844568,0,0,0,0,0,0,0,0,0,0,0,-0.0521498956029942,0,0,0,0,0,0,0,0.0155093772196275,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.239886843566963,0.110244172695125,0,0,0,0,0,0.0426924481996882,0,0,0,-0.0126377163909387,0,0,0,0,0,0,0,0,0.0394835543800823,0,0,0,0,0.0469950346004199,0,0,0,0,0,0,0,0,0,0,0,0.195827297218416,0.0655197918628005,0,0,0.06428624969754,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.175411120228118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112833962807443,0,0,0,0.467579369440522,0,0,0.332856076373529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273364305101739,-6.93889390390723e-18,0,0,0,-0.0228627453833509,-0.0424344534230138,0.209012068719137,0,-0.00699311735260555,0.0324955598439671,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.270951005241014,0,0,-0.0258080351992015,0,0,0,0,0.0824737765330281,0,0,0,0,0,0,0,0,0,0,0,0,0.145881580351898,0,0,0,0.242998468863596,0,0,0.149036232769992,0,0.0257791846731919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289364023270771,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249825487202778,0,0,-0.171049345544285,0,0,0,0.295077243610646,0,0,0,0,0.0157052561360559,0.0594726288910442,0,0,0.39626618026779,0,0,0,0.237568786836147,0,0,0,0.487841596179099,0,0,0,0,0,0,0,0,0,0,0.0498591355450754,0.124919768300081,0,0,0,0,0,0
