,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X000301.SZ,X600111.SH,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600489.SH,X000408.SZ,X600096.SH,X000933.SZ,X600219.SH,X600378.SH,X000932.SZ,X000723.SZ,X002080.SZ,X600141.SH,X600348.SH,X000831.SZ,X600688.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0491269151609738,0,-0.0473361461270406,0,0.165936192810157,0,0,0.0218178845968509,0,0.0650747573838105,0,0,0,0,0,0,0,0,0,0,-0.0783071134037339,0,0,0,0,-0.0271259337908632,0,0,0,0,-0.0195043795666621,0.119284759098154,0,0,0,0,0,0,0,0,-0.0112971588650112,0.0177089408089952,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0526167793983414,0,0,-0.0272788131650775,0,0.0349030052561553,0,0,0,0.0838929484377878,0,0,0.0648722476670687,0,0,0.116978474079259,0,0,0,0,0,0,0,0,0.108432087865494,0,0,0,0,0,0,0,0,0,0,-0.0768614826741948,0,0,0,0,0,0,0,0,0,0,0.00384994797403617,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0370548478113812,0,0,0,0,0,0,0.150812631968095,0,-0.000975775796128442,0,0,0,0,0,0,0,0,0.011445229775085,0,0,0.124385114000157,0,0,0,0.0666829702613032,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,-0.0498867254202879,0,0,0,0,0.0131797189565652,-0.0327381745025789,0,0,0,-0.0184033492551372,0.032989080784501,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0925027265047225,0,0,0,0,0.240646549645606,0,0,0,0.0827808705107266,0,0,-6.93889390390723e-18,0,0.271148157906112,0,0,0,-0.143998816330531,0,0,0,0,0,0,0,0,0.0441829986750285,0,0,0,0.0205340332166952,0,0,0.516396839268645,0,0,-0.0458475550231217,0,0,0,0,0,0,-0.00912136713703117,0,0,0,0,0,0
X600188.SH,0,0,0,-0.181525550814949,0,0.187709673340707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404063770739073,0,0.128713069499487,0,0.164609138017728,0.0174555694118796,0,0,0.201177816871247,-0.0689651390580628,0,0,0,0.0521432070500848,0,0,0,0.0350553044171162,0,0,0,0,0,0,0,0.215217494456081,0,0,0,0,-0.013205484401431,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350726555935901,0.0156812859192271,0.34939071115992,0,0,0,0.0272492712069107,0,0.0853083312301605,0,0,0,0,0,0.01756214647959,0,0.00450767266991793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191104462334244,0,-0.0111001564024015,0.0233500895389204,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23686749505796,0,0,0.189489825846995,0,0,0,0,-0.0184490223932879,0,0.0911485615948901,0,0.115545607127022,0,-0.0149193284317337,0,0,0,0,0,0,0,0,0,0,0,0,0.00589500182633028,0,0,0,0,0,0,0.0801851744267928,0,0.0121424770637212,-0.0262170248015703,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0190805435400954,0,0,0,0,0.580291394285307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433861526833263,0,0,0,0,0,-0.0259992223726425,0,0,0,0,0.180481914521231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461100548391563,0,0,0,0,0,0,0
X600011.SH,0,-0.11317956345566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488022754793582,0.00999258252424551,-0.212187424243448,0,0,0,0,0,0.0974089985356404,0,0.553336754754652,0.147454680020132,0.232080418809693,0,0.21363604382371,0,0,0,0,0,-0.0746052090468439,0,0,0.186262237187492,0,0,0,0,0.0634931967042149,0,0,0,0,-0.0128089235808718,0.00656570033436242,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0395861156210809,0,0,0.533639433528703,0,0,0,0,0,0,0.0804555422314762,0,0,0,0,0,0,0,0,0,0,0,0.119090901014664,0,8.67361737988404e-19,0,-0.00352203273473038,0,0,0,0.112565378319336,0,0,0,0,0,0,0.102326025999142,0,0,0.103201908249837,0,0,0,0,-0.171595331650209,-0.110749765724821,0.00257449547676856,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0660376960867357,0,0,0,0,0.0306058311606627,0.176122240211396,0,0,0,0,0,0,0,0,0.0119872494055061,0.159210714003666,0,0,0.1634615962681,0,0,0,0.0233937515478295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584163247788504,0.0134676401237314,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.295375348917821,0,0,0,0,0,0,0,0,0.0141152241622572,0,0.0526957660580954,0,0,0,0,0,0,0,0,0,0.0569527142132722,0.104160054859402,0,0.0806943555048188,0,0.00518361944838438,0,0,0,0,0.128097533183103,0,0,0,0.0623964669258541,0,0,0,0,0,0,0,0.0497487699916724,0,0,0,0.00816543208724099,-0.0107945077667174,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461385649923843,0,0,0.0436098428158027,0,0.126061728182918,0,0,0,0,0,0,0,0,0,0,0,0.0221310906689871,0,0,0,0,0,0,0,0,0,0,0,0,0.119421839436127,0,0.0921721263667856,0,0,0,0,0.010354113619678,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0952107447645589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119967057522219,0.110933097386918,0,0,0.0337321232170004,0,0,0,0,0,0,0,0.0541967630042224,0.054159551379244,0,0,0.467235293448903,0,0,0,0,0,0,0,0.278885603116033,-0.0129220357620385,0,0,-0.373166645824978,0.0841133291787244,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0116937845790373,0,0,0,0,0,0.14785489812838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156317493549469,0,0,0,0,0,0,0.0422908352950032,0,0.0707186630508666,0,0,0,0,0,0,0,0,0.41989999931682,0,0,0,-0.0128044262124892,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0086347929598972,0,0,0,0,0,0,0.106398694118868,0,0.156191356198978,0,-0.0692200039164708,0,0.328650206389131,0,0.10916510006938,0,0,0,0,0,0,0.0810273752922862,0.0631394489342284,0.00848330590187043,0,0,0.0225479720745306,0.0413900801106196,0.073382336872783,-0.0563869868615453,0,0,0,0,0,0.116966075003526,0,0,0,0,-0.00128071002373536,0,0,0,0,0,0
X600660.SH,0,0,0,0.0077231875389546,0,0,0,0,8.67361737988404e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.145691135992493,0,0,0.0840098578707551,0,0,0,0,0,0,0.133199206690427,0,0.0483681669084751,0,0,0.0300077656749414,0.0868129476868204,0,0,0,0.0168115845296777,0,0,0,0,0,0,0,-0.00561430351858961,0,0,0,-0.0167794637624865,0.00388864121758173,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321830018006358,0,0,0,0,0.0248193879902335,0,0.0603372643835422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501653452012822,0.0151789177631353,0,0.0515951018316588,0.05060469089086,0.15734806589479,0,0.161950067169125,-0.0676096460382959,-0.0197535754837094,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0.00713780089793615,0.126584849699303,0,0,0.115705278935826,0,0,0,0,0.0019973508509155,0.0732462966598645,0,0,0,0,0,0,0.0518441316456263,0,0,0,0,0,0,0,0,-0.0197242378428306,0.662145550969741,0,0,0,0,0,0,0,0,-0.141842891018233,0,0,0.177243994952258,-0.0660930779368342,-0.0169190985072596,0,0,0,0,0,-0.0124594972399242,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.000720301527375941,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.124547038626936,0.196633546817478,0,0,0.131940001638443,0,0,0,0,0,-0.0485793001307721,0,0,-0.0124455526778695,0,0.00400924986555806,0,0,0,0,0.669784658608985,0,0,0,0,0,0,0,0.00147676889369747,0,0.14954655657645,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.241923692716402,0,0,0,0,0,0,0.202269662560148,0,0,0.0204772866591168,0,0,0.0387206284703845,0,0,0,0,0,0,0,0.00747644672655739,0,0,0,0,0,0.186676356548442,0,6.93889390390723e-18,0.110281720509846,0,0,0,1.38777878078145e-17,0,0,0.114109128977886,0,0,0.104676743491877,0,0,0,0,0,0.00900846372740447,0.0111199693266888,0,0,0,0,0,0
X600886.SH,0,0.101328913783882,0,0,0.0826759941096154,0,0,0,0.00221003369604878,0,0,0,0,-0.217861054354822,0,0,-0.0758601269703341,0,-0.0728620912196989,0,0,0,0,0,0,-0.0613165498742484,0,0,0,0.153532774566662,0.0197758019991864,0,0,0.18082562660928,0,0,0,0,0,-0.0255525125047576,0,-0.00662171469714696,0,0,0,0,0,0,0,0,0,-0.0581032992299428,0.073828015157096,0,0,0,0,0,0
X600426.SH,0,0,0,0.090912910442735,0,0,0,0,0,0,0,0,-0.421512229417865,0.0466011823371217,0,0,0,0,0.235668685013209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266939114706891,0.0293496542665529,0,0,0,-0.264148136026398,0,0,0,0,0,0,0,0.0436041563789401,0,0,0,0.0173204771939067,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0823246126189271,0,0,0,0,0.105579419553665,0,0,0,0,0,0,0,0,0.0816584413024058,0,0,0,0.388601358567343,0,0.281217111397207,0.0651289743078528,0.0760709269147399,0,0,0,0,0,0,0.0415167162601361,-0.331169319428071,-3.46944695195361e-18,0,0.0858130669864004,0,0,0,0,0,0,0,0,0,-0.00973588435740654,0,0,0,0,0,0,0
X600362.SH,0,0,0,-0.0333871380956942,0,0,0,0,0,0,0,0,0,0,0,0.287425976885518,0,0,0,0.151868884930498,0,0,0,0.020661476866443,0,0.0123126086297973,0,0,0,0.11945681896956,0,0,0,0,0.111685239173727,0.0900311925762455,0,0,0,0,0,-0.0397511746647427,0,0,0,0,0,0,0,0,0,-0.00361856831704826,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.196001475041096,0,0,0,0,-0.148332129792926,0,0,0,0,0,0,-0.236991144090087,0,0,0,0,0,0,0,0,0,0.510727747939283,0,0,0,0,-0.0851491464579142,0,0,0,0,0,0,0,0,0,0.0199522195313051,0,-0.0407345206341998,0,0.352140175343775,0,-0.0573316774390863,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.115557814925173,0.202298599181385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29796375220139,0,0,0,0.0253159710191486,0,0,0,-0.279966494173231,0.160209755397931,0,0,0,0,0.390109615633695,0,0,0,0,0,0,0,0,0,0,0,0.125359325449532,-0.0887090804364449,-0.0294685561943181,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,-0.0960973713595901,0,0,0,0,0,0,0.105738062040128,0,0,0.0816302195458019,0,0.00814730612754271,0,0,0,0,0,0,0,0,0,0,0,0.0736667348744035,0,-6.93889390390723e-18,0.0594665913489847,0,0,0,0.0760902921835474,0,0.00848678025157803,0,0,0.290354688944509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.00521399880898943,0,0,0,0.430071068400034,0,0,0,0,-0.051406564667379,0,0,0,0,0,-0.140771975575835,0,0,0,0.230470444416105,0,0.128899151854215,0,0,0,0,0.118364431370182,0,0.0748025776202527,0,0,0,0,0,0,0,0,0,0,0,0,0.038432200962822,0,0.0443474411006484,0,0,0,-0.03676901575829,-0.00967308159235508,0,0,0,0,0,0
X600803.SH,0,-0.190058135004737,0,0,0.250053949520027,0,0,0,0.391425275237275,0,0,0,0,0,0.0606115686978283,0,8.67361737988404e-19,0,-0.0327233663922241,0.138517680388361,0,0,0,0,0,0,0,0,-0.0632930165464205,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132155849358338,0.00431511205800258,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.1810077241274,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.100353379766547,0,0,0,0,0,-0.0026655871834276,0,0.441371274915339,0,0,0,0,0.060901966440744,0,0.0564244606280383,0,0,0,0,0,0,0,0,0,0,0,0.106926998940516,0,0,0,0.0282094311319415,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0.35410751691005,0,0,0,0.0434735052414437,0,-0.278233761973823,0,0,0,0.0647153801633818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406467283746358,0,0.0798182373341931,0,0,0.0855617215836895,0,0,0,0,0,0.0919308231105577,0.212288007680014,0,-0.0430219574331348,0,0,0,-0.0818151987186441,0.0529383813513669,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,-0.125914441748807,0,0,0,0,0,0,0,0,0.106999685251132,0,0.256730305733776,0,0,0,0,0,0,0,-0.00519186247005958,0.0826819456465928,0,0,0,0,0.175436518932966,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0886105389728303,0,0,0.0265092754066451,0,0.0235089698937497,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732251670035372,0,0,0,0,0,0,0,0.0710401875314622,0,-0.0175307373230564,-0.101229188441528,0,0.0707726642301966,0,0.0729682551269573,0.147254523852307,0,0,0.0678244097303034,0.159884086115897,0,0.0314633365581024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
