,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X601991.SH,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X000792.SZ,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X600549.SH,X000709.SZ,X000723.SZ,X000539.SZ,X600352.SH,X000898.SZ,X002407.SZ,X000027.SZ,X000983.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X600176.SH,X000012.SZ,X600612.SH,X000060.SZ,X000761.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0933664193315046,0,0,0,0,0,0,0,0.0671955846419864,0,0,0,0,-0.0104110971672681,0,0,0.167981367737836,0,0,0,0,0,0,0,-0.0284252139022445,0,-0.0420466965181902,0,0,0,0,0,0,0.0164228321052784,-0.0381233644041698,0,0,0,0,0,0,0,0,0,0.00663282296255835,0,0,0,0.0453628017729099,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.211660748521726,0,0,0,0,0,0,-0.0176004687917226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196457798706004,0,0,0,-0.0611435158817479,0,0,0,-0.0392138898589054,0,0,0.0185584778231601,0,0,0,0,0,0.0325311966133036,0.00414864140152322,0,0,0.0169989782506217,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.265381774152832,0,0,0,-0.0199887341566402,0.00838036963674452,0,0,0.00454150399192006,0,0,0,0,0,0,1.73472347597681e-18,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0351379980423196,0,0.06395204788587,0,0,0,-0.00292504141227601,0,0.0622348651846461,0,0,0,0,0,0,0,0,0,0,0,0.00928221652880516,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0969540078539229,0,0,0,0,-0.0672316838511966,0,0,0,0,0.0369943380484065,0,0,0,0,0.0492643654792091,0,0,0,0,0,0,-0.011819211492898,0,0,0,0.0261848322413401,0,0,0,0,0,0.00985614421961203,0.243397943440532,0,0,0,0,0,0,0,0,0,0,0,-0.0165938397111467,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.369565847107128,0,0,0,0,0.0340010365897804,0,0,0,0.0209907053866997,0,0.0232150915820031,0,0,0,0,0,-8.67361737988404e-19,0.175288260264179,0,0,0,0,0,0.0142184792403579,0.0307270459963324,0,0,0,0,0.0060567447482224,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318324534961965,0,0.00240958275811646,0,0,0,0,0.0298179763037094,0.0867709349513381,0,0,0.040734409483693,0.0735001983491532,0,0,0,0.331837815867108,-0.0223172907694741,0,0.0117831291937816,0,0,-0.058242846510195,0,0,0,0,0,0,0,0,0.0363094021026045,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.156796535972956,0,0,0,0,0.184597329141436,0,0,0,0,0.0571526196348491,0,0,0,0,0,0,0,0,0,0,0.118730198792029,0,0,0,0,0,0,0,0,0,0.109014309818988,0,-0.0717279803135775,0,0,0,0,0,0,0,0,0.0783923486272737,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0768706205881293,0,0.0415740577219093,0,0,0,0,-1.0842021724855e-19,0,0,0,0.000156539971145467,0,0,0,0.16803048048321,0,0,0,0.0834532574076461,0.00592057579832968,0,0,0,0.0290364955221915,0,0.0567809639778695,0,0,0,0,0,0.180196929454512,0,0,0,0,0,0,0.0289899230682957,0.132122269564269,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130989866199783,0,0.151601915772106,0,0.256012879966984,0.065414616525512,0,0.0367766847753167,0.195582447437769,0.0561561311095736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469047121331147,0,0,0,-0.0398370216299899,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0565102759730207,0,0,0.0139842062275863,0.0179044037240769,0,0,0.00956331682391544,0,0,0,0,0,0,0,0.0307240902261126,0,0,0.107378177927818,0,0,0,0,0,0,0,0,0,0.026930982365214,0,0,0,0,0,0,0,0,0,0,0,0.0347565981490991,0,0,0,0,0,0
