,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X002460.SZ,X600795.SH,X600111.SH,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X000301.SZ,X600803.SH,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000831.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.663061987982476,0,0.0296035408156726,0,0,0,0,0,0,0,0,0,0.0585201761328146,0,0,0,0.397162945536053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0938923974019873,0,-0.00274719716665713,0,0,0,0,0,-0.0236580755969876,0,0,0,-0.0442920213742907,0,0
X601088.SH,0.0311843486721304,0,0,-0.00077311476305403,0.312662157842842,0,0,0,0,0.0342955217939268,0,0,0,0,0,-0.033149441462613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962783742499419,0,0,0,0,0,0,0,0,0,0,0.0994507501695284,0,0,0,0,0,0,0,0,0,0,0,-0.0245191922310943,-0.0403912138299257,4.33680868994202e-19,0,-0.037920802511134,0,0
X600028.SH,0.575380839389845,0,0,0,0.194331224912201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492749251883883,0.0337432897892728,0,0,0,0.0646662993641269,0,0,0,0,0,-0.0161098044777834,-0.054998833034472,0.0514453342779902,0,0,0,0,0,0,0,0.0395980560593837,0,-0.110216024726231,0,0,0,0,0,0,-0.0152201784032387,0,0,0,0,-0.0353324469295444,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119422758427088,0,0,0,0,0,0,0.0163475518249329,0.129012948608775,0,0,0,0,0,0.0890153393757566,0,-3.46944695195361e-18,0,0,0,0.109819573039218,0.089296116039687,0.130307034485912,0,0,0,0,0,0,0,0,0,0,0.0705179963152091,0,0,-0.00489715050644369,0,0,0,0,0,0,0
X601898.SH,0.269265384021511,0,0,0,0,0,0,0,0.0712682800847954,0,0,0,0,0,0,0,0,0,0,0,0,0.119562070073079,0,0.0223584048929866,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.00180793205666215,0,0,0,0,0,0,0,0,0,0,-0.0735802503602772,0,-0.0281228917645785,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279891921141372,0,0,0,0,0,-6.93889390390723e-18,-1.73472347597681e-18,0,0,0,0,0.270452107719046,0,0,0,0,0,0,0,0,0.387910299645803,0,0,0,0,0,0.124015396706992,0,0,0,0.295177793276797,0,0.0072592377767455,0,0,0,0,0,0,0.0668411169867964,0,0,-0.0638955569006464,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219967465781053,0,0,0.0128529610915561,-0.11565641042397,0.096583102812872,0,0.196301846221659,-0.0426662323520746,0,0,0,0,0.0607480273137442,0,-0.155904092228183,0,0.041213676643148,0,0,0,0,0,0,0,-0.248089449466562,0,0,-0.0227447028384444,0,0,0,0,0,-0.158703267741099,0,0,0,0,-0.0017018758742406,0,0
X600019.SH,0.305347942874871,0,0,0,0,0,0,0,0,0.198062880915975,0,0,0,0,0.0723641473782671,0,0,0,0,0,0,0,0.0933709122054135,0.0907792203237825,0,0,0,0,0,0,0,0,0,0,0,0.0717395203017307,0,0,0,0,0,0,0,0.0114376259538918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.192395553919745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546344406695649,0.0645777410138728,0.0143376282205752,0,0,0.108251694788141,0,0,0,0,0,0,0.0527491599260013,0,0.288871268999355,0,0,0,0,0,0,0,0,0,0,0.0163817675117447,0,0,0,0,0,0,0,0,0,-0.0387411372884239,0,0
X601600.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.653408076652306,0,0,0,0,0,0,0,0,0,0.0626185893352171,0,0.554984245450386,0,0,0.190066064319815,0.0116748103724265,-0.182147666596074,0,0,0,0,0,0,0.0838244703179779,0,0,-0.0791498782711912,0,0,0,0,0,0,-0.064118086852179,0,0,0,0,0,0
