,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X000301.SZ,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600188.SH,X600111.SH,X600010.SH,X000786.SZ,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X600795.SH,X000027.SZ,X600352.SH,X000825.SZ,X600219.SH,X002353.SZ,X600489.SH,X000898.SZ,X601699.SH,X000408.SZ,X600688.SH,X002080.SZ,X000932.SZ,X000807.SZ,X600801.SH,X600315.SH,X300037.SZ,X000959.SZ,X000983.SZ,X600399.SH,X002409.SZ,X000830.SZ,X600157.SH,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00378637042561461,0,0.0090444894357433,0,0,0,0.13069721343152,0.00158229983327473,0.00646107153084808,0,0,0,0,0,0,0,0,0,0,0.0584495940481693,0,0,0,0,0,0,0,0,0,0,0,-0.0369333375687604,0,0.0693637896529571,0.0237527411359296,0,-0.0388008033592614,0,0,0,0,0.0050440221850197,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.139437097901838,0,0,0.0206917429380362,0,0,0,0,0,0,0,0,0,0,0.0354079347761495,0,0,0,0,0,0,0.00149031731024041,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0849297482313865,0,0,0,0,0.0808151843059818,0,0,0,0,0,0,0,0.0633528527438596,0,0,0,-0.00940822953761279,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0059983134530963,0,0,0,0,0,0,0.191346302344853,0.039056725491724,0,0,0.0205816194215137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297955467747285,0,0,0,0,0,-0.0348082506315671,0,0.0573636935272377,0.0331979887048092,-0.0409684219726045,0,0,0,0,0,0,0,0,0,0,-0.0002116435109057,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0678954564181911,0,0.0286313499568405,0,0,0,0,0,0,0.144560072355264,0,0,0.276089090715023,0,0,0.180746288257376,0,0,0,-0.0170064858512333,0,0,0,0,0,0,0.0186605225919937,0,0,0,0,0.00911321500400095,0,0.0512236577837318,0,0,0,0,0,0.0787068557499076,0,0,0,-0.0642968034042885,-0.00630348124957601,0,0,0,-0.0369960859526026,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560250150784473,0,0,0,0,0,0,0,0,0,-0.0584764990939872,0,0.0218717780071628,0,0,0,0.0199323160127354,0.22210651047416,0,0,0,0,-0.044317210559515,-0.124760669266671,0.028692340098587,0,0,0,-0.031137047365283,0.0451362742880566,0,0,0,-0.0144233209435708,0,0
X002460.SZ,0,0,0,0,0,0,0,0.160976552283161,0,0,0,0.0576222843888673,0.454041957919099,0,0,0,0,0,0,0,0.0689274504743186,0,0,0,0,0,0,0.0159732766465803,0,-0.0712346678639844,0.118618553301882,0,0,0,0,0,0,0,0.0403067535375203,0.167260372623522,0,0,0.195435728853428,0,0,0,0,0,0,0,0,0,0.00562005536822545,0,0,0,-0.0249921434098916,0,0
X600019.SH,0,0,0,0.0332323016547561,0,0,0,0,0,0,0,0,0.0760638300774815,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0983474417852111,0,0,0,0,0,0.209715145367313,0,0,0,0.180967437593501,0,0,0,0,0,0.0426936170099499,0,0,0,0.113073721152064,0,0.117110761345578,-0.157642937181281,0,0,0,0,0,0,0,0,0,0.0110981632115163,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.199851404937369,0,0,0.0233081229181547,0,0,0,0.0752825834014819,0,0,0,0,0,0,0,0,0,-0.0381173413604641,0,0,0,0,-0.0103689610519773,0.00610836296495943,0,0.0642173396404298,0,0,0,0,0.33012674960191,0,0,0,0.128694756130128,0,0,0,0,-0.0265986553409027,0,0,0,0,-0.0655457300283936,0,0
X002271.SZ,0,0,0,0.223303354819345,0,0,0,0,0,0,-0.154609081344127,0,0,0,0.0724138120924157,0,0,0,0,0,0,0,0,0.000663604226531721,0,0,0,0,0,0.133540376539239,0,0,0,0,-0.0360909721572351,0.0855592015583968,0,0,-0.0604942335898392,0,0,0,0,0,0,0,-0.000253114987961703,0,0,0,0,-0.0110800228936548,-0.000852486256029105,0,0,0,0.0354513907655595,0,0
X000708.SZ,0,0,0,0.0343369773367619,0,0,0,0.0382506583707021,0,0,0,0,0.0357165686462836,0.079816875608185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578807457148267,0,0,0,0,0,0.15642152860846,0,0,0,0,0.0983909892224919,0.00181152456557707,0,0.0814880868415859,0,0,0,0,0,0,0,0,0,-0.0785208601950881,3.46944695195361e-18,0,0,0,-0.0434035563583631,0,0
X601898.SH,0,0,0,0,0,0,0,-0.185634146218831,0,0,0,0,0,0,0,0,0.449929848100019,0,0,0,0,0,0,0,0,0,0,-0.0281561163875025,0,0,0.308926283376325,0.273840643427383,0,-0.0859595639356332,0,0,0,0,0,6.93889390390723e-18,0,0.131453137689042,0,-0.0280556114452447,0.156931143328459,0,0,0,0.19528292591881,0,0,0,-0.0295303891687619,0,0,0,0.0627358410113769,0,0
X000301.SZ,0,0,0,0,0,0.0299912249903884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546581893303192,0,0.379312071368245,0,0.115510952672018,0,0,0,0,0,-0.0563650230913549,0,-0.0453875463788494,0,0,0.186187683777618,0.0601463492197534,0,-0.0595831829871034,0.0674608848134932,0,0,0,0,0,0,0,0.141735343943632,0,0,0,0,0,0,0,0,0,0.032264489537012,0,0
X002466.SZ,0,0,0,0,0,0.704608724052506,0,0,0,0,0,0.196372002103516,0,0,0,-8.67361737988404e-19,-0.190863635021317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168548622186613,0,0,0,0,0,0,0,0,0.126790030728432,0,0,0,0,0,0.286541693280053,0,0,0.242966427425315,0,0,-0.175036217965538,0.111777539396775,0,0,0,0.012803857154011,0,0
