,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X601992.SH,X600309.SH,X601158.SH,X600352.SH,X000792.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X600008.SH,X600489.SH,X002353.SZ,X000027.SZ,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X000831.SZ,X000825.SZ,X000630.SZ,X600549.SH,X600219.SH,X002470.SZ,X000060.SZ,X600578.SH,X601699.SH,X600098.SH,X600307.SH,X600315.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446019534251684,0,0,0,0,0,0,0,0.0360160161051725,0,0.0337980825269552,0,0.250779728777552,0,0,0,0,0,0.0712981916386543,0,0,-0.0335878862115609,0,0,0,0,0.0325087707020677,-0.0528222908323642,0,0,0,0,0,-0.0386681532482184,0,0.0934988570873973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549301891463049,0.0304451936080893,0,0,0,0,0,0
X600028.SH,0.460483682296964,0,0,0,0.121523837768978,0,0,0,0,0.00929993516300412,0,0,0,0,0,0,0,0.179280233248624,0,0,0,0,-0.0486803320346859,0,0,0,0,0,0,0.132460412154126,-0.0847227595218498,6.93889390390723e-18,0,0,0,0,0,0,0,0.03101870870271,0,0,0,0.0410850241432417,0,0.139085350326819,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0314099780850407,0,0,0.0533478932971081,0,0,0,0.36030160723552,0,0,0,0.188290790514784,0,0,0,0,0,0,0.024446085711361,0.0357672795389908,0,0,0.0445564399293962,0,0.0931582209910102,0,0,0,0,0,0,0,0,0,0,-0.0707159787166849,0,0,0,0,0,0,0.000764543969024636,0,0.175677107600988,0,0,0,0,0,0,0.0156840341799053,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31836771000812,0,0.185993727012344,0,0,0,0,0.0469930538950777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258498487131058,0.138132668555179,0.0957755204342476,0,0,0,-0.000767170818893058,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.132437726105594,0,0,0,0,0,0,0.0560473010123803,0,0,0.427294064680257,0.111655843656537,0,0,0,0,0,0,0.169955237761664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224664457000727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0348182850308002,0,0.0196989919363358,0,0,0.0206383509451236,0,0.146606981741049,-6.93889390390723e-18,0.0184695684527048,0.133856405569299,0,0,0,0,0.012698571777242,0.350643961855009,0,0,-0.00413129697101683,0,0,0,0,0.14982506263684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425070922105555,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.476960797356358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094758839026084,0,0,0,0,0,0.17025680697143,8.67361737988404e-19,0,0,0,0,0,-0.063118066215909,0,0.112768441790082,0,0.242536626223007,0,0,0,0,0,0,0,0,0.26663703615395,0,0,0,0.105650088175746,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.237444423580708,0,0,0,0,0,0,0,0,0.0714616847173974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222809266140595,0,0.0949990363955074,0,0,0,0.0850725596333887,0,0,0.00907816850368308,0,0,0,0,0.0428181486107014,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.330886288048113,0,0,0,0,0,0,0.164197572379015,0.0348107536625701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206653222206611,0,0,0,0,0,0.0945644260122191,0.0385666220449032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.110661192197833,0.0193999427041094,0,0,0,0,0.0931930998641388,0.433723800029863,0,0.122478097485869,0.0174625522024924,0.0427648592585824,0,0,0,0,0.119768377165065,0,0,0,0,0,0,0,0,0,0.124934797108161,0,0,0,0,0,0,0.0655570943268762,0,0,0,0,0.00919087708649057,0,0,0,0,0,0.0456204152453675,0,0,0,0,0,0
